config_id,size_n,K,k_paired,mean_visits,mean_pct_delta_visits_vs_base,pct_delta_ci95_lo,pct_delta_ci95_hi,ci_informative,base_tiebreak_noise_pct,frac_instances_wl_broken,mean_n_pairs_kept,n_rows,n_ok,n_partial_assign,n_degenerate,n_timeout,n_error
minfreq_x2,500,10,10,78803.6,0.0,0.0,0.0,True,0.0,0.0,718.3,10,10,0,0,0,0
mnoppc_x0.5,500,10,10,79803.2,1.2869819707522554,0.7587222518427472,1.8152416896617636,True,0.0,0.0,718.3,10,10,0,0,0,0
mnoppc_x0.75,500,10,10,79201.1,0.5319548495028446,-0.01085897250266088,1.07476867150835,True,0.0,0.0,718.3,10,10,0,0,0,0
mnoppc_x1.5,500,10,10,78573.6,-0.2539998324964956,-0.7380804284988183,0.23008076350582712,True,0.0,0.0,718.3,10,10,0,0,0,0
mnoppc_x2,500,10,10,78198.5,-0.7239206392236077,-1.1124332873971592,-0.33540799105005625,True,0.0,0.0,718.3,10,10,0,0,0,0
preproc_x0.5,500,10,10,78803.6,0.0,0.0,0.0,True,0.0,0.0,718.3,10,10,0,0,0,0
preproc_x0.75,500,10,10,78803.6,0.0,0.0,0.0,True,0.0,0.0,718.3,10,10,0,0,0,0
preproc_x1.5,500,10,10,78803.6,0.0,0.0,0.0,True,0.0,0.0,718.3,10,10,0,0,0,0
preproc_x2,500,10,10,78803.6,0.0,0.0,0.0,True,0.0,0.0,718.3,10,10,0,0,0,0
ratio_x0.5,500,10,10,78719.9,-0.07050671774646806,-0.3362620461477794,0.19524861065484328,True,0.0,0.0,732.6,10,10,0,0,0,0
ratio_x0.75,500,10,10,78803.6,0.0,0.0,0.0,True,0.0,0.0,718.4,10,10,0,0,0,0
ratio_x1.5,500,10,10,78836.6,0.047808404389963755,-0.04166345059915917,0.13728025937908667,True,0.0,0.0,698.5,10,10,0,0,0,0
ratio_x2,500,10,10,79229.1,0.5497432793721214,0.040385625601854214,1.0591009331423886,True,0.0,0.0,560.6,10,10,0,0,0,0
base,1000,20,20,197145.75,0.0,0.0,0.0,True,0.0,0.0,1053.25,20,20,0,0,0,0
corner_loose,1000,4,4,199979.75,1.3944371795522899,,,False,0.0,0.0,1053.25,4,4,0,0,0,0
corner_tight,1000,4,4,196473.75,-0.3682300096316129,,,False,0.0,0.0,913.5,4,4,0,0,0,0
minfreq_x0.5,1000,4,4,197145.75,0.0,,,False,0.0,0.0,1053.25,4,4,0,0,0,0
minfreq_x0.75,1000,4,4,197145.75,0.0,,,False,0.0,0.0,1053.25,4,4,0,0,0,0
minfreq_x1.5,1000,4,4,197145.75,0.0,,,False,0.0,0.0,1053.25,4,4,0,0,0,0
minfreq_x2,1000,4,4,197145.75,0.0,,,False,0.0,0.0,1053.25,4,4,0,0,0,0
mnoppc_x0.5,1000,4,4,199979.75,1.3944371795522899,,,False,0.0,0.0,1053.25,4,4,0,0,0,0
mnoppc_x0.75,1000,4,4,199055.5,0.9160913428734312,,,False,0.0,0.0,1053.25,4,4,0,0,0,0
mnoppc_x1.5,1000,4,4,196154.5,-0.513252774899316,,,False,0.0,0.0,1053.25,4,4,0,0,0,0
mnoppc_x2,1000,4,4,195653.75,-0.7531879933180103,,,False,0.0,0.0,1053.25,4,4,0,0,0,0
preproc_x0.5,1000,4,4,197145.75,0.0,,,False,0.0,0.0,1053.25,4,4,0,0,0,0
preproc_x0.75,1000,4,4,197145.75,0.0,,,False,0.0,0.0,1053.25,4,4,0,0,0,0
preproc_x1.5,1000,4,4,197145.75,0.0,,,False,0.0,0.0,1053.25,4,4,0,0,0,0
preproc_x2,1000,4,4,197145.75,0.0,,,False,0.0,0.0,1053.25,4,4,0,0,0,0
ratio_x0.5,1000,4,4,197145.75,0.0,,,False,0.0,0.0,1053.25,4,4,0,0,0,0
ratio_x0.75,1000,4,4,197145.75,0.0,,,False,0.0,0.0,1053.25,4,4,0,0,0,0
ratio_x1.5,1000,4,4,197399.25,0.12599591445200475,,,False,0.0,0.0,1037.25,4,4,0,0,0,0
ratio_x2,1000,4,4,197866.0,0.33873706626184713,,,False,0.0,0.0,913.5,4,4,0,0,0,0
base,2000,15,15,484398.0,0.0,0.0,0.0,True,0.0,0.0,2422.0,15,15,0,0,0,0
corner_loose,2000,3,3,493649.3333333333,1.8950414462672278,,,False,0.0,0.0,2422.0,3,3,0,0,0,0
corner_tight,2000,3,3,482568.0,-0.39503932062497515,,,False,0.0,0.0,2049.0,3,3,0,0,0,0
minfreq_x0.5,2000,3,3,484398.0,0.0,,,False,0.0,0.0,2422.0,3,3,0,0,0,0
minfreq_x0.75,2000,3,3,484398.0,0.0,,,False,0.0,0.0,2422.0,3,3,0,0,0,0
minfreq_x1.5,2000,3,3,484398.0,0.0,,,False,0.0,0.0,2422.0,3,3,0,0,0,0
minfreq_x2,2000,3,3,484398.0,0.0,,,False,0.0,0.0,2422.0,3,3,0,0,0,0
mnoppc_x0.5,2000,3,3,493649.3333333333,1.8950414462672278,,,False,0.0,0.0,2422.0,3,3,0,0,0,0
mnoppc_x0.75,2000,3,3,486500.0,0.4016415121952373,,,False,0.0,0.0,2422.0,3,3,0,0,0,0
mnoppc_x1.5,2000,3,3,480421.6666666667,-0.8967933238857309,,,False,0.0,0.0,2422.0,3,3,0,0,0,0
mnoppc_x2,2000,3,3,479392.3333333333,-1.1420020445882095,,,False,0.0,0.0,2422.0,3,3,0,0,0,0
preproc_x0.5,2000,3,3,484398.0,0.0,,,False,0.0,0.0,2422.0,3,3,0,0,0,0
preproc_x0.75,2000,3,3,484398.0,0.0,,,False,0.0,0.0,2422.0,3,3,0,0,0,0
preproc_x1.5,2000,3,3,484398.0,0.0,,,False,0.0,0.0,2422.0,3,3,0,0,0,0
preproc_x2,2000,3,3,484398.0,0.0,,,False,0.0,0.0,2422.0,3,3,0,0,0,0
ratio_x0.5,2000,3,3,484398.0,0.0,,,False,0.0,0.0,2422.0,3,3,0,0,0,0
ratio_x0.75,2000,3,3,484398.0,0.0,,,False,0.0,0.0,2422.0,3,3,0,0,0,0
ratio_x1.5,2000,3,3,484270.6666666667,-0.014809267301239317,,,False,0.0,0.0,2368.6666666666665,3,3,0,0,0,0
ratio_x2,2000,3,3,486122.3333333333,0.36273885065841327,,,False,0.0,0.0,2049.0,3,3,0,0,0,0
