fold,arm,gamma,alpha,solver_obj,solver_bound,solver_gap,solve_time,feasible_model,c_fit_q90,V_tr,V_te,cap_broken,wl_broken_asrun,max_workload_te,Tn,viol_norm,max_ratio_norm,imbalance,X,robust_lhs_max,robust_ok,PoR_pct,G_pct,beta,T_s_train,instance,size,seed
0,gamma1,1.0,1.0,8992.0,,,151.10102224349976,True,3.269157791297024,315251.0,135437.0,0.0,0.0,11152.0,11127.0,1.0,1.002246787094455,1.1025646095742787,0.000123583730449,26051.26608447584,True,1.0115542112312317,-1.064091753662013,,,syn_2000sku_seed1001,2000,1001
0,gamma2,2.0,1.0,8947.0,,,131.38044500350952,True,3.269157791297024,313555.0,134921.0,0.0,0.0,11339.0,11127.0,1.0,1.0190527545609778,1.1210527356494573,0.0010479900342079,26052.29785242305,True,0.46812819214723767,-0.6790487348053518,,,syn_2000sku_seed1001,2000,1001
0,gamma4,4.0,1.0,9061.0,,,86.78449273109436,True,3.269157791297024,314050.0,134755.0,0.0,0.0,11031.0,11127.0,0.0,0.991372337557293,1.0906017044668104,0.0,26043.47316341507,True,0.6267342531416816,-0.5551783062584414,,,syn_2000sku_seed1001,2000,1001
0,tight1.02,,,9134.0,,,87.07396006584167,True,3.269157791297024,315572.0,135549.0,0.0,0.0,10470.0,11127.0,0.0,0.9409544351577244,1.035137326241275,0.0,,,1.1144078386639922,-1.147666982561133,1.02,24168.0,syn_2000sku_seed1001,2000,1001
0,gamma0,0.0,1.0,9273.0,,,147.14606642723083,True,3.2905892014955964,418649.0,180363.0,0.0,0.0,15554.0,15683.0,0.0,0.99177453293375,1.0909843338465368,0.0,36515.0,True,0.0,0.0,,,syn_2000sku_seed1002,2000,1002
0,gamma1,1.0,1.0,9352.0,,,149.69544672966003,True,3.2905892014955964,420076.0,180755.0,0.0,0.0,15875.0,15683.0,2.0,1.0122425556334884,1.1134998263992395,0.0013467210498812,36510.463011079104,True,0.3408583323977843,-0.2173394765001691,,,syn_2000sku_seed1002,2000,1002
0,gamma2,2.0,1.0,9314.0,,,131.20595932006836,True,3.2905892014955964,419428.0,180701.0,0.0,0.0,15685.0,15683.0,1.0,1.0001275266211822,1.1001728993431228,7.01417213479836e-06,36449.21300461419,True,0.18607473086045828,-0.1873998547373907,,,syn_2000sku_seed1002,2000,1002
0,gamma4,4.0,1.0,9204.0,,,85.68692350387573,True,3.2905892014955964,420637.0,181079.0,0.0,0.0,15921.0,15683.0,1.0,1.0151756679206785,1.1167263455812468,0.000834686484041,36459.125021354,True,0.4748608022472286,-0.3969772070768395,,,syn_2000sku_seed1002,2000,1002
0,tight1.02,,,9425.0,,,84.80433392524719,True,3.2905892014955964,423780.0,182647.0,0.0,0.0,14649.0,15683.0,0.0,0.9340687368488172,1.0275060760266117,0.0,,,1.2256090424197836,-1.266335113077516,1.02,33861.0,syn_2000sku_seed1002,2000,1002
0,gamma0,0.0,1.0,9427.0,,,148.74825263023376,True,3.2819626930356325,359374.0,155572.0,0.0,0.0,12460.0,12182.0,1.0,1.0228205549170908,1.125158027812895,0.0012551923424236,28362.0,True,0.0,0.0,,,syn_2000sku_seed1003,2000,1003
0,gamma1,1.0,1.0,9462.0,,,153.5097517967224,True,3.2819626930356325,358504.0,154810.0,0.0,0.0,12149.0,12182.0,0.0,0.9972910852076836,1.097074227921257,0.0,28353.03127866276,True,-0.24208763015688392,0.4898053634330085,,,syn_2000sku_seed1003,2000,1003
0,gamma2,2.0,1.0,9460.0,,,129.12849068641663,True,3.2819626930356325,360883.0,155793.0,0.0,0.0,12054.0,12182.0,0.0,0.9894926941388934,1.088495575221239,0.0,28299.93804057037,True,0.41989682058245725,-0.1420564111793896,,,syn_2000sku_seed1003,2000,1003
0,gamma4,4.0,1.0,9530.0,,,86.77376461029053,True,3.2819626930356325,360480.0,155394.0,0.0,0.0,11991.0,12182.0,0.0,0.98432112953538,1.0828065739570163,0.0,28377.32419240448,True,0.30775737810748693,0.11441647597254005,,,syn_2000sku_seed1003,2000,1003
0,tight1.02,,,9603.0,,,87.7030200958252,True,3.2819626930356325,361337.0,155801.0,0.0,0.0,11475.0,12182.0,0.0,0.9419635527827944,1.036210944554813,0.0,,,0.5462276068942105,-0.14719872470624534,1.02,26328.0,syn_2000sku_seed1003,2000,1003
0,gamma0,0.0,1.0,6057.0,,,41.05619072914124,True,3.2949174440294446,62708.0,27160.0,0.0,0.0,15702.0,15876.0,0.0,0.989040060468632,1.087983813971536,0.0,36935.0,True,0.0,0.0,,,syn_500sku_seed1001,500,1001
0,gamma1,1.0,1.0,6156.0,,,43.47105073928833,True,3.2949174440294446,63228.0,27278.0,0.0,0.0,15523.0,15876.0,0.0,0.9777651801461326,1.0755809925028754,0.0,36437.19648527087,True,0.8292402883204695,-0.43446244477172313,,,syn_500sku_seed1001,500,1001
0,gamma2,2.0,1.0,6027.0,,,41.75930976867676,True,3.2949174440294446,62757.0,27166.0,0.0,0.0,15342.0,15876.0,0.0,0.9663643235071806,1.0630395920233922,0.0,36953.46167473998,True,0.0781399502455827,-0.022091310751104567,,,syn_500sku_seed1001,500,1001
0,gamma4,4.0,1.0,6077.0,,,41.4792275428772,True,3.2949174440294446,63043.0,27112.0,0.0,0.0,15662.0,15876.0,0.0,0.9865205341395816,1.0852122337550754,0.0,37107.75113944059,True,0.534222108821841,0.17673048600883653,,,syn_500sku_seed1001,500,1001
0,tight1.02,,,6034.0,,,41.571855306625366,True,3.2949174440294446,62946.0,27148.0,0.0,0.0,14727.0,15876.0,0.0,0.9276266061980348,1.0204265461953133,0.0,,,0.37953690119283023,0.044182621502209134,1.02,34420.0,syn_500sku_seed1001,500,1001
0,gamma0,0.0,1.0,5803.0,,,40.21949172019959,True,3.2293976767985817,54304.0,23486.0,0.0,0.0,13579.0,13797.0,0.0,0.9841994636515184,1.0826303956117551,0.0,32067.0,True,0.0,0.0,,,syn_500sku_seed1002,500,1002
0,gamma1,1.0,1.0,5711.0,,,42.2574610710144,True,3.2293976767985817,53583.0,23193.0,0.0,0.0,13688.0,13797.0,0.0,0.9920997318257592,1.0913207787858976,0.0,32165.451282684706,True,-1.3277106658809663,1.2475517329472878,,,syn_500sku_seed1002,500,1002
0,gamma2,2.0,1.0,5630.0,,,42.84447002410889,True,3.2293976767985817,53929.0,23221.0,0.0,0.0,13748.0,13797.0,0.0,0.9964485032978184,1.0961044759459762,0.0,32228.9681070065,True,-0.6905568650559811,1.1283317721195605,,,syn_500sku_seed1002,500,1002
0,gamma4,4.0,1.0,5729.0,,,41.69214200973511,True,3.2293976767985817,53865.0,23297.0,0.0,0.0,13521.0,13797.0,0.0,0.979995651228528,1.0780061550236792,0.0,32096.70799762702,True,-0.8084119033588686,0.8047347355871584,,,syn_500sku_seed1002,500,1002
0,tight1.02,,,5799.0,,,42.45052266120911,True,3.2293976767985817,54712.0,23627.0,0.0,0.0,12806.0,13797.0,0.0,0.9281727911864898,1.0210004305327445,0.0,,,0.7513258691809075,-0.6003576598824831,1.02,29887.0,syn_500sku_seed1002,500,1002
0,gamma0,0.0,1.0,5854.0,,,41.58348774909973,True,3.305736642550393,50017.0,21750.0,0.0,0.0,12041.0,12154.0,0.0,0.9907026493335528,1.0897818807131867,0.0,28084.0,True,0.0,0.0,,,syn_500sku_seed1003,500,1003
0,gamma1,1.0,1.0,5845.0,,,43.45368480682373,True,3.305736642550393,50058.0,21751.0,0.0,0.0,11854.0,12154.0,0.0,0.9753167681421754,1.072857272151326,0.0,28202.14469634561,True,0.08197212947597816,-0.004597701149425287,,,syn_500sku_seed1003,500,1003
0,gamma2,2.0,1.0,5923.0,,,42.19077825546265,True,3.305736642550393,50356.0,21903.0,0.0,0.0,11928.0,12154.0,0.0,0.9814052986671056,1.0795547108335597,0.0,28042.152954939687,True,0.677769558350161,-0.7034482758620689,,,syn_500sku_seed1003,500,1003
0,gamma4,4.0,1.0,5889.0,,,41.92489385604858,True,3.305736642550393,49992.0,21679.0,0.0,0.0,11785.0,12154.0,0.0,0.9696396248148758,1.0666123631097837,0.0,27815.856640317303,True,-0.049983005778035466,0.3264367816091954,,,syn_500sku_seed1003,500,1003
0,tight1.02,,,5902.0,,,43.14458227157593,True,3.305736642550393,50082.0,21730.0,0.0,0.0,11523.0,12154.0,0.0,0.9480829356590424,1.042899809937551,0.0,,,0.12995581502289222,0.09195402298850575,1.02,26270.0,syn_500sku_seed1003,500,1003
0,gamma0,0.0,1.0,6162.0,,,42.0905065536499,True,3.432838016153376,60652.0,26302.0,0.0,0.0,15870.0,15786.0,1.0,1.005321170657545,1.1058925186754376,0.0011706990745902,36475.0,True,0.0,0.0,,,syn_500sku_seed1004,500,1004
0,gamma1,1.0,1.0,6248.0,,,43.41594314575195,True,3.432838016153376,61058.0,26580.0,0.0,0.0,15816.0,15786.0,1.0,1.0019004180919802,1.1021295573642549,0.0004181068123536,36555.21045145081,True,0.66939260040889,-1.0569538438141586,,,syn_500sku_seed1004,500,1004
0,gamma2,2.0,1.0,6169.0,,,42.47829747200012,True,3.432838016153376,60462.0,26316.0,0.0,0.0,15676.0,15786.0,0.0,0.993031800329406,1.0923737317426692,0.0,36295.40041652022,True,-0.31326254698938205,-0.053227891415101515,,,syn_500sku_seed1004,500,1004
0,gamma4,4.0,1.0,6213.0,,,41.75857353210449,True,3.432838016153376,60945.0,26447.0,0.0,0.0,15546.0,15786.0,0.0,0.9847966552641582,1.0833147508083398,0.0,36578.3737359167,True,0.48308382246257336,-0.5512888753706943,,,syn_500sku_seed1004,500,1004
0,tight1.02,,,6262.0,,,41.21155405044556,True,3.432838016153376,61643.0,26624.0,0.0,0.0,14653.0,15786.0,0.0,0.9282275433928796,1.0210865202363697,0.0,,,1.6339114950867242,-1.2242415025473348,1.02,33919.0,syn_500sku_seed1004,500,1004
0,gamma0,0.0,1.0,5617.0,,,41.47427201271057,True,3.333080302073019,58038.0,25222.0,0.0,0.0,13853.0,14122.0,0.0,0.9809517065571448,1.0790957811428927,0.0,32799.0,True,0.0,0.0,,,syn_500sku_seed1005,500,1005
0,gamma1,1.0,1.0,5646.0,,,43.87380766868591,True,3.333080302073019,57959.0,25069.0,0.0,0.0,14420.0,14122.0,1.0,1.0211018269366945,1.1232629151866391,0.0046426123262915,32747.828982257637,True,-0.13611771597918604,0.6066132741257633,,,syn_500sku_seed1005,500,1005
0,gamma2,2.0,1.0,5608.0,,,41.97407865524292,True,3.333080302073019,58178.0,25206.0,0.0,0.0,14039.0,14122.0,0.0,0.994122645517632,1.093584470617561,0.0,32359.376367882414,True,0.241221268823874,0.06343668226151772,,,syn_500sku_seed1005,500,1005
0,gamma4,4.0,1.0,5704.0,,,43.05432391166687,True,3.333080302073019,57948.0,25164.0,0.0,0.0,13921.0,14122.0,0.0,0.9857668885426992,1.0843927213809434,0.0,32798.42582663528,True,-0.15507081567249043,0.22995797319800174,,,syn_500sku_seed1005,500,1005
0,tight1.02,,,5628.0,,,42.715983390808105,True,3.333080302073019,58186.0,25290.0,0.0,0.0,13154.0,14122.0,0.0,0.9314544682056366,1.0246463513429305,0.0,,,0.2550053413280954,-0.2696058996114503,1.02,30415.0,syn_500sku_seed1005,500,1005
0,gamma0,0.0,1.0,5618.0,,,40.33685088157654,True,3.3986658809016337,44835.0,19451.0,0.0,0.0,10776.0,10907.0,0.0,0.9879893646282204,1.0868162013877682,0.0,25409.0,True,0.0,0.0,,,syn_500sku_seed1006,500,1006
0,gamma1,1.0,1.0,5627.0,,,41.94124937057495,True,3.3986658809016337,45099.0,19602.0,0.0,0.0,10794.0,10907.0,0.0,0.9896396809388466,1.0886315959335162,0.0,25456.53665923881,True,0.5888256942121111,-0.7763097013007043,,,syn_500sku_seed1006,500,1006
0,gamma2,2.0,1.0,5630.0,,,42.79544878005981,True,3.3986658809016337,44913.0,19523.0,0.0,0.0,10926.0,10907.0,1.0,1.0017420005501054,1.1019444892690011,0.0003832499596578,25441.88768771529,True,0.17397122783539645,-0.3701609171764948,,,syn_500sku_seed1006,500,1006
0,gamma4,4.0,1.0,5613.0,,,42.26105046272278,True,3.3986658809016337,44901.0,19484.0,0.0,0.0,10761.0,10907.0,0.0,0.986614101036032,1.085303372599645,0.0,25425.525278379355,True,0.14720642355302777,-0.16965708703922677,,,syn_500sku_seed1006,500,1006
0,tight1.02,,,5680.0,,,41.11938738822937,True,3.3986658809016337,45209.0,19684.0,0.0,0.0,10205.0,10907.0,0.0,0.935637663885578,1.029227852186542,0.0,,,0.8341697334671574,-1.1978818569739345,1.02,23613.0,syn_500sku_seed1006,500,1006
0,gamma0,0.0,1.0,5749.0,,,41.12280178070069,True,3.3452481746178395,59819.0,25831.0,0.0,0.0,14545.0,14714.0,0.0,0.9885143400842736,1.0873953349282297,0.0,34289.0,True,0.0,0.0,,,syn_500sku_seed1007,500,1007
0,gamma1,1.0,1.0,5759.0,,,42.99144411087036,True,3.3452481746178395,60381.0,26154.0,0.0,0.0,14866.0,14714.0,1.0,1.010330297675683,1.1113935406698563,0.0022727272727272,34398.62088396161,True,0.9395008274962805,-1.2504355232085478,,,syn_500sku_seed1007,500,1007
0,gamma2,2.0,1.0,5808.0,,,40.69761562347412,True,3.3452481746178395,60173.0,26034.0,0.0,0.0,14748.0,14714.0,1.0,1.002310724480087,1.1025717703349285,0.0005083732057416,34421.78606278751,True,0.5917852187432087,-0.7858774340908211,,,syn_500sku_seed1007,500,1007
0,gamma4,4.0,1.0,5795.0,,,42.34006381034851,True,3.3452481746178395,60378.0,25963.0,0.0,0.0,14504.0,14714.0,0.0,0.9857278782112274,1.08433014354067,0.0,34201.42143934739,True,0.9344856985238804,-0.5110138980294995,,,syn_500sku_seed1007,500,1007
0,tight1.02,,,5852.0,,,40.963881731033325,True,3.3452481746178395,60664.0,26253.0,0.0,0.0,13740.0,14714.0,0.0,0.9338045398939784,1.0272129186602872,0.0,,,1.412594660559354,-1.6336959467306724,1.02,31932.0,syn_500sku_seed1007,500,1007
0,gamma0,0.0,1.0,5953.0,,,40.04498338699341,True,3.2124205357526625,67789.0,29360.0,0.0,0.0,15960.0,16448.0,0.0,0.9703307392996108,1.0674014526290443,0.0,37711.0,True,0.0,0.0,,,syn_500sku_seed1008,500,1008
0,gamma1,1.0,1.0,5977.0,,,42.834500312805176,True,3.2124205357526625,67325.0,29217.0,0.0,0.0,15915.0,16448.0,0.0,0.9675948443579766,1.0643918620671204,0.0,37220.70733311125,True,-0.6844768325244509,0.48705722070844687,,,syn_500sku_seed1008,500,1008
0,gamma2,2.0,1.0,5961.0,,,43.26588678359985,True,3.2124205357526625,67237.0,29127.0,0.0,0.0,16324.0,16448.0,0.0,0.9924610894941636,1.0917456962854963,0.0,38325.09187209848,True,-0.8142914042101226,0.7935967302452316,,,syn_500sku_seed1008,500,1008
0,gamma4,4.0,1.0,5955.0,,,41.34317111968994,True,3.2124205357526625,67632.0,29437.0,0.0,0.0,15814.0,16448.0,0.0,0.961454280155642,1.0576370032503577,0.0,37748.02374324772,True,-0.23160099721193703,-0.2622615803814714,,,syn_500sku_seed1008,500,1008
0,tight1.02,,,5939.0,,,41.201388359069824,True,3.2124205357526625,67184.0,29181.0,0.0,0.0,15272.0,16448.0,0.0,0.928501945525292,1.0213881569267398,0.0,,,-0.8924751803389931,0.6096730245231607,1.02,35606.0,syn_500sku_seed1008,500,1008
0,gamma0,0.0,1.0,5674.0,,,40.471991300582886,True,3.270313069056248,55354.0,23824.0,0.0,0.0,13560.0,13445.0,1.0,1.0085533655634065,1.1094202542830494,0.0018817600183267,31274.0,True,0.0,0.0,,,syn_500sku_seed1009,500,1009
0,gamma1,1.0,1.0,5622.0,,,43.1212170124054,True,3.270313069056248,54930.0,23513.0,0.0,0.0,13351.0,13445.0,0.0,0.9930085533655634,1.0923207828121675,0.0,31368.046713145675,True,-0.7659789717093616,1.3054063129617193,,,syn_500sku_seed1009,500,1009
0,gamma2,2.0,1.0,5716.0,,,41.482595682144165,True,3.270313069056248,55183.0,23801.0,0.0,0.0,13584.0,13445.0,1.0,1.0103384157679434,1.1113838299543468,0.0022744751525861,31419.891757611906,True,-0.30892076453372835,0.0965413028878442,,,syn_500sku_seed1009,500,1009
0,gamma4,4.0,1.0,5650.0,,,42.38578605651856,True,3.270313069056248,55268.0,23787.0,0.0,0.0,13479.0,13445.0,1.0,1.002528821123094,1.1027931863924207,0.0005563464402009,31452.05813011948,True,-0.1553636593561441,0.1553055742108798,,,syn_500sku_seed1009,500,1009
0,tight1.02,,,5717.0,,,42.056777000427246,True,3.270313069056248,55073.0,23635.0,0.0,0.0,12829.0,13445.0,0.0,0.9541837114168836,1.0496130119614484,0.0,,,-0.5076417241753081,0.7933176628609805,1.02,29176.0,syn_500sku_seed1009,500,1009
0,gamma0,0.0,1.0,5496.0,,,40.16210389137268,True,3.2208818636603267,41345.0,17959.0,0.0,0.0,10361.0,10241.0,1.0,1.011717605702568,1.112913274184193,0.0025779286343423,24047.0,True,0.0,0.0,,,syn_500sku_seed1010,500,1010
0,gamma1,1.0,1.0,5516.0,,,43.82097434997559,True,3.2208818636603267,41603.0,17981.0,0.0,0.0,10020.0,10241.0,0.0,0.978420076164437,1.0762852048379128,0.0,24030.00535816485,True,0.6240174144394728,-0.12250125285372236,,,syn_500sku_seed1010,500,1010
0,gamma2,2.0,1.0,5454.0,,,41.41841053962708,True,3.2208818636603267,41450.0,17932.0,0.0,0.0,10194.0,10241.0,0.0,0.9954106044331608,1.0949751874368945,0.0,23981.25318543051,True,0.25396057564397145,0.1503424466841138,,,syn_500sku_seed1010,500,1010
0,gamma4,4.0,1.0,5464.0,,,41.1347451210022,True,3.2208818636603267,41579.0,17976.0,0.0,0.0,10278.0,10241.0,1.0,1.0036129284249584,1.1039979376570923,0.0007948613289222,24047.95608774679,True,0.5659692828637078,-0.09466005902333093,,,syn_500sku_seed1010,500,1010
0,tight1.02,,,5565.0,,,41.48366832733154,True,3.2208818636603267,42400.0,18345.0,0.0,0.0,9575.0,10241.0,0.0,0.934967288350747,1.0284861114094823,0.0,,,2.5516991171846657,-2.1493401637062197,1.02,22302.0,syn_500sku_seed1010,500,1010
0,gamma0,0.0,1.0,6263.0,,,1.9049246311187744,True,3.0091061788036573,6529.0,2870.0,0.0,0.0,1616.0,1644.0,0.0,0.9829683698296836,1.0815151920760273,0.0,3730.0,True,0.0,0.0,,,syn_50sku_seed1001,50,1001
0,gamma1,1.0,1.0,6257.0,,,2.336272716522217,True,3.0091061788036573,6522.0,2830.0,0.0,0.0,1645.0,1644.0,1.0,1.0006082725060828,1.100923571141748,0.0001338508901084,3776.501744037087,True,-0.10721396844846072,1.3937282229965158,,,syn_50sku_seed1001,50,1001
0,gamma2,2.0,1.0,6210.0,,,4.475522994995117,True,3.0091061788036573,6475.0,2803.0,0.0,0.0,1608.0,1644.0,0.0,0.978102189781022,1.0761611564716906,0.0,3762.2857742042233,True,-0.8270791851738398,2.3344947735191637,,,syn_50sku_seed1001,50,1001
0,gamma4,4.0,1.0,6283.0,,,4.589106559753418,True,3.0091061788036573,6532.0,2826.0,0.0,0.0,1559.0,1644.0,0.0,0.9482968369829684,1.043367688395128,0.0,3736.06940012413,True,0.04594884362076888,1.5331010452961673,,,syn_50sku_seed1001,50,1001
0,tight1.02,,,6274.0,,,4.101453304290772,True,3.0091061788036573,6531.0,2831.0,0.0,0.0,1553.0,1644.0,0.0,0.944647201946472,1.0393521616918753,0.0,,,0.030632562413845918,1.3588850174216027,1.02,3507.0,syn_50sku_seed1001,50,1001
0,gamma0,0.0,1.0,4140.0,,,1.7371442317962646,True,3.5607878368144954,4140.0,1825.0,0.0,0.0,1173.0,1121.0,1.0,1.0463871543264942,1.1511285574092247,0.0102060843964671,2606.0,True,0.0,0.0,,,syn_50sku_seed1002,50,1002
0,gamma1,1.0,1.0,4211.0,,,3.745168209075928,True,3.5607878368144954,4211.0,1865.0,0.0,0.0,1075.0,1121.0,0.0,0.9589652096342552,1.0549558390579,0.0,2536.1638705926625,True,1.714975845410628,-2.191780821917808,,,syn_50sku_seed1002,50,1002
0,gamma2,2.0,1.0,4288.0,,,4.081425189971924,True,3.5607878368144954,4288.0,1895.0,0.0,0.0,1095.0,1121.0,0.0,0.9768064228367528,1.0745829244357212,0.0,2592.9838272998613,True,3.57487922705314,-3.835616438356164,,,syn_50sku_seed1002,50,1002
0,gamma4,4.0,1.0,4313.0,,,4.627500295639038,True,3.5607878368144954,4313.0,1895.0,0.0,0.0,1086.0,1121.0,0.0,0.9687778768956288,1.0657507360157017,0.0,2594.1896516440447,True,4.178743961352657,-3.835616438356164,,,syn_50sku_seed1002,50,1002
0,tight1.02,,,4484.0,,,3.9641292095184326,True,3.5607878368144954,4484.0,1932.0,0.0,0.0,1092.0,1121.0,0.0,0.9741302408563782,1.0716388616290482,0.0,,,8.309178743961352,-5.863013698630137,1.02,2417.0,syn_50sku_seed1002,50,1002
0,gamma0,0.0,1.0,4723.0,,,2.075526475906372,True,2.8000491552355293,4723.0,2023.0,0.0,0.0,1153.0,1150.0,1.0,1.0026086956521738,1.1037717786712615,0.0005743825387708,2696.0,True,0.0,0.0,,,syn_50sku_seed1003,50,1003
0,gamma1,1.0,1.0,4674.0,,,3.911720514297485,True,2.8000491552355293,4674.0,1976.0,0.0,0.0,1218.0,1150.0,1.0,1.0591304347826087,1.1659965537047674,0.0130193375454719,2670.8828204897227,True,-1.0374761803938175,2.323282254078102,,,syn_50sku_seed1003,50,1003
