family,tag,k,mode,rho,viol_asrun,viol_norm,max_ratio_asrun,max_ratio_norm,imbalance,B,X,total_te_lines,total_tr_lines,max_W_te,wl_tr_broken,n_stations,empty_layout,stored_wl_broken,sanity_ok
iscfco_ms,iscfco_r0f3,10,base,0.0,0,3,0.25380710659898476,1.0446685878962536,1.149197543094908,0.2208559425870821,0.0091143253417872,10094.0,41547.0,1450.0,0,8,0,0,1
iscfco_ms,iscfco_r0f4,1,base,0.0,0,3,0.11489228847955042,1.0574712643678161,1.1640964808224594,0.09869653449890728,0.019572953736654804,5058.0,46583.0,736.0,0,8,0,0,1
iscfco_ms,iscfco_r0f4,10,base,0.0,0,2,0.1183265688417109,1.089080459770115,1.1988928430209569,0.09869653449890728,0.015025701858442072,5058.0,46583.0,758.0,0,8,0,0,1
affinity,aff_combine_a0.0_r0,1,base,0.0,8,2,2.13142174432497,1.0714714714714715,1.1797966437959824,1.8073476702508962,0.019343638918740184,12102.0,6081.0,1784.0,0,8,0,8,1
affinity,aff_combine_a0.0_r0,10,base,0.0,8,1,2.118279569892473,1.0648648648648649,1.1725221129205587,1.8073476702508962,0.008927833347110854,12102.0,6081.0,1773.0,0,8,0,8,1
affinity,aff_combine_a0.5_r0,1,base,0.0,8,2,3.673835125448029,1.0494880546075085,1.1549838020564345,3.181451612903226,0.010516925677261844,21303.0,6081.0,3075.0,0,8,0,8,1
affinity,aff_combine_a0.5_r0,10,base,0.0,8,2,3.6821983273596177,1.051877133105802,1.15761303347575,3.181451612903226,0.008826705479130476,21303.0,6081.0,3082.0,0,8,0,8,1
affinity,aff_combine_a1.0_r0,1,base,0.0,8,2,5.144563918757467,1.062947420390027,1.1697908177125782,4.399641577060932,0.012530562347188265,29460.0,6081.0,4306.0,0,8,0,8,1
affinity,aff_combine_a1.0_r0,10,base,0.0,8,3,5.106332138590203,1.0550481362626511,1.161097527845694,4.399641577060932,0.018337408312958436,29460.0,6081.0,4274.0,0,8,0,8,1
affinity,aff_reassign_a0.0_r0,1,base,0.0,8,2,2.186379928315412,1.0918854415274464,1.201575837163493,1.820041816009558,0.024212081418253446,12187.0,6081.0,1830.0,0,8,0,8,1
affinity,aff_reassign_a0.0_r0,10,base,0.0,8,3,2.1887694145758663,1.0930787589498807,1.2028890347997374,1.820041816009558,0.018877216021011164,12187.0,6081.0,1832.0,0,8,0,8,1
affinity,aff_reassign_a0.5_r0,1,base,0.0,8,2,2.4814814814814814,1.1701408450704225,1.2878623469229578,1.9271206690561529,0.03433576189738025,12904.0,6081.0,2077.0,0,8,0,8,1
affinity,aff_reassign_a0.5_r0,10,base,0.0,8,2,2.5017921146953404,1.1797183098591548,1.2984033483180901,1.9271206690561529,0.0451092853821113,12904.0,6081.0,2094.0,0,8,0,8,1
affinity,aff_reassign_a1.0_r0,1,base,0.0,8,1,2.293906810035842,1.1650485436893203,1.2824580445854554,1.788978494623656,0.022710194539534108,11979.0,6081.0,1920.0,0,8,0,8,1
affinity,aff_reassign_a1.0_r0,10,base,0.0,8,2,2.3548387096774195,1.195995145631068,1.3165233363947566,1.788978494623656,0.03682057276446522,11979.0,6081.0,1971.0,0,8,0,8,1
affinity,aff_combine_a0.0_r1,1,base,0.0,0,0,0.0,0.0,0.0,1.8154630650496142,0.0,13173.0,6602.0,0.0,0,8,1,0,1
affinity,aff_combine_a0.0_r1,10,base,0.0,0,0,0.0,0.0,0.0,1.8154630650496142,0.0,13173.0,6602.0,0.0,0,8,1,0,1
affinity,aff_combine_a0.5_r1,1,base,0.0,0,0,0.0,0.0,0.0,3.056504961411246,0.0,22178.0,6602.0,0.0,0,8,1,0,1
affinity,aff_combine_a0.5_r1,10,base,0.0,0,0,0.0,0.0,0.0,3.056504961411246,0.0,22178.0,6602.0,0.0,0,8,1,0,1
affinity,aff_combine_a1.0_r1,1,base,0.0,0,0,0.0,0.0,0.0,4.116593164277839,0.0,29870.0,6602.0,0.0,0,8,1,0,1
affinity,aff_combine_a1.0_r1,10,base,0.0,0,0,0.0,0.0,0.0,4.116593164277839,0.0,29870.0,6602.0,0.0,0,8,1,0,1
affinity,aff_reassign_a0.0_r1,1,base,0.0,0,0,0.0,0.0,0.0,1.8344818081587653,0.0,13311.0,6602.0,0.0,0,8,1,0,1
affinity,aff_reassign_a0.0_r1,10,base,0.0,0,0,0.0,0.0,0.0,1.8344818081587653,0.0,13311.0,6602.0,0.0,0,8,1,0,1
affinity,aff_reassign_a0.5_r1,1,base,0.0,0,0,0.0,0.0,0.0,1.8384785005512678,0.0,13340.0,6602.0,0.0,0,8,1,0,1
affinity,aff_reassign_a0.5_r1,10,base,0.0,0,0,0.0,0.0,0.0,1.8384785005512678,0.0,13340.0,6602.0,0.0,0,8,1,0,1
affinity,aff_reassign_a1.0_r1,1,base,0.0,0,0,0.0,0.0,0.0,1.7046582138919515,0.0,12369.0,6602.0,0.0,0,8,1,0,1
affinity,aff_reassign_a1.0_r1,10,base,0.0,0,0,0.0,0.0,0.0,1.7046582138919515,0.0,12369.0,6602.0,0.0,0,8,1,0,1
affinity,aff_combine_a0.0_r2,1,base,0.0,8,3,2.305521472392638,1.1298857486470235,1.2431359576579557,1.8547546012269938,0.02621567978828978,12093.0,5923.0,1879.0,0,8,0,8,1
affinity,aff_combine_a0.0_r2,10,base,0.0,7,2,2.3042944785276074,1.1292844257366206,1.242474363215349,1.8547546012269938,0.02026132980482964,12093.0,5923.0,1878.0,0,8,0,7,1
affinity,aff_combine_a0.5_r2,1,base,0.0,8,2,3.7288343558282206,1.0393296853625171,1.144094117647059,3.2605828220858895,0.007905882352941176,21259.0,5923.0,3039.0,0,8,0,8,1
affinity,aff_combine_a0.5_r2,10,base,0.0,8,3,3.841717791411043,1.0707934336525309,1.1787294117647058,3.2605828220858895,0.016847058823529413,21259.0,5923.0,3131.0,0,8,0,8,1
affinity,aff_combine_a1.0_r2,1,base,0.0,8,2,5.251533742331288,1.0644118378512808,1.1713591734802093,4.48420245398773,0.011186753788785878,29237.0,5923.0,4280.0,0,8,0,8,1
affinity,aff_combine_a1.0_r2,10,base,0.0,8,3,5.104294478527607,1.0345685152947028,1.1385173274947828,4.48420245398773,0.011323594813725154,29237.0,5923.0,4160.0,0,8,0,8,1
affinity,aff_reassign_a0.0_r2,1,base,0.0,8,2,2.2858895705521474,1.1284070260448213,1.2426213106553277,1.8409509202453989,0.020426880106720027,12003.0,5923.0,1863.0,0,8,0,8,1
affinity,aff_reassign_a0.0_r2,10,base,0.0,8,2,2.276073619631902,1.1235614778921865,1.2372853093213274,1.8409509202453989,0.02001000500250125,12003.0,5923.0,1855.0,0,8,0,8,1
affinity,aff_reassign_a0.5_r2,1,base,0.0,8,2,2.4809815950920244,1.196449704142012,1.3171565833401189,1.8840490797546012,0.03835192573894634,12284.0,5923.0,2022.0,0,8,0,8,1
affinity,aff_reassign_a0.5_r2,10,base,0.0,7,4,2.5803680981595094,1.2443786982248521,1.3699210162038922,1.8840490797546012,0.07401677387834867,12284.0,5923.0,2103.0,0,8,0,7,1
affinity,aff_reassign_a1.0_r2,1,base,0.0,8,3,2.3987730061349692,1.15,1.2653721682847896,1.8960122699386504,0.027750809061488673,12362.0,5923.0,1955.0,0,8,0,8,1
affinity,aff_reassign_a1.0_r2,10,base,0.0,8,3,2.4159509202453986,1.158235294117647,1.2744336569579289,1.8960122699386504,0.05542071197411003,12362.0,5923.0,1969.0,0,8,0,8,1
iscfco_mm,iscfco_r0f0,1,demand,0.0,3,3,1.0565762613006708,1.0565762613006708,1.1624288120638486,0.9089384660250802,0.01612256356781904,24934.0,26562.0,3623.0,0,8,0,3,1
iscfco_mm,iscfco_r0f0,10,demand,0.0,2,2,1.0145815106445029,1.0145815106445029,1.1162268388545762,0.9089384660250802,0.0029678350846234058,24934.0,26562.0,3479.0,0,8,0,2,1
iscfco_mm,iscfco_r0f0,1,demand,0.5,3,3,1.1430709368452558,1.1434131736526947,1.2578533492527482,0.9087473810236456,0.03660093046234921,24289.0,26562.0,3819.0,0,8,0,3,1
iscfco_mm,iscfco_r0f0,10,demand,0.5,4,4,1.1065549236755463,1.1068862275449103,1.2176705504549385,0.9087473810236456,0.028037383177570093,24289.0,26562.0,3697.0,0,8,0,4,1
iscfco_mm,iscfco_r0f0,1,demand,1.0,2,2,1.2294079794079793,1.2298036691342131,1.352925555457201,0.9087033462033463,0.06045852881295919,22594.0,26562.0,3821.0,0,8,0,2,1
iscfco_mm,iscfco_r0f0,10,demand,1.0,2,2,1.1586229086229087,1.1589958158995817,1.2750287686996549,0.9087033462033463,0.03554040895813048,22594.0,26562.0,3601.0,0,8,0,2,1
iscfco_mm,iscfco_r0f0,1,demand,2.0,2,2,1.3695652173913044,1.3695652173913044,1.5069863722615147,0.908810618729097,0.09809671669254212,17391.0,26562.0,3276.0,0,8,0,2,1
iscfco_mm,iscfco_r0f0,10,demand,2.0,2,2,1.189799331103679,1.189799331103679,1.3091829107009372,0.908810618729097,0.03542061986084757,17391.0,26562.0,2846.0,0,8,0,2,1
iscfco_mm,iscfco_r0f1,1,demand,0.0,3,3,1.0867513611615245,1.0871459694989107,1.1959257040143798,0.9087114337568059,0.0201218294387857,20028.0,31674.0,2994.0,0,8,0,3,1
iscfco_mm,iscfco_r0f1,10,demand,0.0,1,1,1.0337568058076225,1.0341321713870733,1.1376073497104053,0.9087114337568059,0.004693429199121231,20028.0,31674.0,2848.0,0,8,0,1,1
iscfco_mm,iscfco_r0f1,1,demand,0.5,2,2,1.0718880060537268,1.0722937168811506,1.1796793670622527,0.9086265607264472,0.015146783260462211,19212.0,31674.0,2833.0,0,8,0,2,1
iscfco_mm,iscfco_r0f1,10,demand,0.5,2,2,1.0257283390087022,1.026116578349735,1.1288777847178846,0.9086265607264472,0.006662502602540079,19212.0,31674.0,2711.0,0,8,0,2,1
iscfco_mm,iscfco_r0f1,1,demand,1.0,2,2,1.1389221556886227,1.1389221556886227,1.2531708120573217,0.9088323353293413,0.032010102673914236,18213.0,31674.0,2853.0,0,8,0,2,1
iscfco_mm,iscfco_r0f1,10,demand,1.0,2,2,1.150499001996008,1.150499001996008,1.2659089661230989,0.9088323353293413,0.025037061439631032,18213.0,31674.0,2882.0,0,8,0,2,1
iscfco_mm,iscfco_r0f1,1,demand,2.0,1,1,1.8503151260504203,1.8512874408828166,2.036710507298743,0.9084821428571429,0.11706894059835236,13838.0,31674.0,3523.0,0,8,0,1,1
iscfco_mm,iscfco_r0f1,10,demand,2.0,3,3,1.3361344537815125,1.3368365738307935,1.4707327648504118,0.9084821428571429,0.1006648359589536,13838.0,31674.0,2544.0,0,8,0,3,1
iscfco_mm,iscfco_r0f2,1,demand,0.0,2,2,1.060693641618497,1.060693641618497,1.167163585768237,0.908778901734104,0.013184920161664348,15093.0,36598.0,2202.0,0,8,0,2,1
iscfco_mm,iscfco_r0f2,10,demand,0.0,2,2,1.0669556840077072,1.0669556840077072,1.1740541973100114,0.908778901734104,0.015967667130457826,15093.0,36598.0,2215.0,0,8,0,2,1
iscfco_mm,iscfco_r0f2,1,demand,0.5,3,3,1.1011459890383657,1.1011459890383657,1.2117888965044552,0.9086945690084703,0.034544208361891704,14590.0,36598.0,2210.0,0,8,0,3,1
iscfco_mm,iscfco_r0f2,10,demand,0.5,4,4,1.1116093672147485,1.1116093672147485,1.2233036326250857,0.9086945690084703,0.03557230980123372,14590.0,36598.0,2231.0,0,8,0,4,1
iscfco_mm,iscfco_r0f2,1,demand,1.0,2,2,1.1579787234042553,1.1579787234042553,1.2740307242136064,0.9089095744680851,0.022384784198975858,13670.0,36598.0,2177.0,0,8,0,2,1
iscfco_mm,iscfco_r0f2,10,demand,1.0,2,2,1.271808510638298,1.271808510638298,1.3992684711046086,0.9089095744680851,0.04023408924652524,13670.0,36598.0,2391.0,0,8,0,2,1
iscfco_mm,iscfco_r0f2,1,demand,2.0,3,3,1.1759717314487632,1.1759717314487632,1.2939346811819596,0.9088339222614841,0.0437402799377916,10288.0,36598.0,1664.0,0,8,0,3,1
iscfco_mm,iscfco_r0f2,10,demand,2.0,3,3,1.213427561837456,1.213427561837456,1.3351477449455678,0.9088339222614841,0.03722783825816485,10288.0,36598.0,1717.0,0,8,0,3,1
iscfco_mm,iscfco_r0f3,1,demand,0.0,2,2,1.0728332119446469,1.0728332119446469,1.1805249449008215,0.90877640203933,0.014025245441795231,9982.0,41547.0,1473.0,0,8,0,2,1
iscfco_mm,iscfco_r0f3,10,demand,0.0,1,1,1.021849963583394,1.021849963583394,1.1244239631336406,0.90877640203933,0.0030054097375275496,9982.0,41547.0,1403.0,0,8,0,1,1
iscfco_mm,iscfco_r0f3,1,demand,0.5,1,1,1.0755988023952097,1.0764044943820226,1.1842999896981559,0.9082148203592815,0.010507880910683012,9707.0,41547.0,1437.0,0,8,0,1,1
iscfco_mm,iscfco_r0f3,10,demand,0.5,2,2,1.1062874251497006,1.1071161048689138,1.218090038116823,0.9082148203592815,0.01905841145565056,9707.0,41547.0,1478.0,0,8,0,2,1
iscfco_mm,iscfco_r0f3,1,demand,1.0,2,2,1.162828947368421,1.1637860082304528,1.2802172928927116,0.9083059210526315,0.030217292892711634,8836.0,41547.0,1414.0,0,8,0,2,1
iscfco_mm,iscfco_r0f3,10,demand,1.0,1,1,1.0953947368421053,1.0962962962962963,1.2059755545495698,0.9083059210526315,0.01324128564961521,8836.0,41547.0,1332.0,0,8,0,1,1
iscfco_mm,iscfco_r0f3,1,demand,2.0,4,4,1.1762820512820513,1.1775401069518716,1.2962472406181016,0.9074519230769231,0.060485651214128036,6795.0,41547.0,1101.0,0,8,0,4,1
iscfco_mm,iscfco_r0f3,10,demand,2.0,4,4,1.0940170940170941,1.095187165775401,1.2055923473142016,0.9074519230769231,0.024576894775570273,6795.0,41547.0,1024.0,0,8,0,4,1
iscfco_mm,iscfco_r0f4,1,demand,0.0,3,3,1.0920502092050208,1.0935754189944134,1.2029959669675436,0.9077754532775453,0.024582293067025158,5207.0,46583.0,783.0,0,8,0,3,1
iscfco_mm,iscfco_r0f4,10,demand,0.0,3,3,1.1157601115760112,1.1173184357541899,1.229114653351258,0.9077754532775453,0.024966391396197427,5207.0,46583.0,800.0,0,8,0,3,1
iscfco_mm,iscfco_r0f4,1,demand,0.5,2,2,1.1246246246246245,1.1263157894736842,1.239809642044279,0.9070945945945946,0.030622801572522243,4833.0,46583.0,749.0,0,8,0,2,1
iscfco_mm,iscfco_r0f4,10,demand,0.5,2,2,1.1531531531531531,1.1548872180451129,1.271260086902545,0.9070945945945946,0.029588247465342436,4833.0,46583.0,768.0,0,8,0,2,1
iscfco_mm,iscfco_r0f4,1,demand,1.0,3,3,1.2541528239202657,1.2541528239202657,1.3815187557182067,0.9078073089700996,0.04185727355901189,4372.0,46583.0,755.0,0,8,0,3,1
iscfco_mm,iscfco_r0f4,10,demand,1.0,4,4,1.2159468438538206,1.2159468438538206,1.3394327538883806,0.9078073089700996,0.05169258920402562,4372.0,46583.0,732.0,0,8,0,4,1
iscfco_mm,iscfco_r0f4,1,demand,2.0,3,3,1.075,1.0770712909441233,1.1852637158759607,0.9069711538461539,0.023588656241717465,3773.0,46583.0,559.0,0,8,0,3,1
iscfco_mm,iscfco_r0f4,10,demand,2.0,4,5,1.1923076923076923,1.1946050096339114,1.3146037635833554,0.9069711538461539,0.04346673734428837,3773.0,46583.0,620.0,0,8,0,4,1
iscfco_ms,iscfco_r0f0,1,demand,0.0,3,3,1.0565762613006708,1.0565762613006708,1.1624288120638486,0.9089384660250802,0.01612256356781904,24934.0,26562.0,3623.0,0,8,0,3,1
iscfco_ms,iscfco_r0f0,10,demand,0.0,1,1,1.0562846310877807,1.0562846310877807,1.162107965027673,0.9089384660250802,0.007740434747734018,24934.0,26562.0,3622.0,0,8,0,1,1
iscfco_ms,iscfco_r0f0,1,demand,0.5,3,3,1.1430709368452558,1.1434131736526947,1.2578533492527482,0.9087473810236456,0.03660093046234921,24289.0,26562.0,3819.0,0,8,0,3,1
iscfco_ms,iscfco_r0f0,10,demand,0.5,3,3,1.1448668063454055,1.1452095808383234,1.2598295524723127,0.9087473810236456,0.03034295360039524,24289.0,26562.0,3825.0,0,8,0,3,1
iscfco_ms,iscfco_r0f0,1,demand,1.0,2,2,1.2294079794079793,1.2298036691342131,1.352925555457201,0.9087033462033463,0.06045852881295919,22594.0,26562.0,3821.0,0,8,0,2,1
iscfco_ms,iscfco_r0f0,10,demand,1.0,2,2,1.2699485199485199,1.2703572578049565,1.3975391696910684,0.9087033462033463,0.04797733911657962,22594.0,26562.0,3947.0,0,8,0,2,1
iscfco_ms,iscfco_r0f0,1,demand,2.0,2,2,1.3695652173913044,1.3695652173913044,1.5069863722615147,0.908810618729097,0.09809671669254212,17391.0,26562.0,3276.0,0,8,0,2,1
iscfco_ms,iscfco_r0f0,10,demand,2.0,3,3,1.1316889632107023,1.1316889632107023,1.2452417917313554,0.908810618729097,0.037778161117819564,17391.0,26562.0,2707.0,0,8,0,3,1
iscfco_ms,iscfco_r0f1,1,demand,0.0,3,3,1.0867513611615245,1.0871459694989107,1.1959257040143798,0.9087114337568059,0.0201218294387857,20028.0,31674.0,2994.0,0,8,0,3,1
iscfco_ms,iscfco_r0f1,10,demand,0.0,3,3,1.0729582577132486,1.0733478576615831,1.1807469542640303,0.9087114337568059,0.011633712802077091,20028.0,31674.0,2956.0,0,8,0,3,1
iscfco_ms,iscfco_r0f1,1,demand,0.5,2,2,1.0718880060537268,1.0722937168811506,1.1796793670622527,0.9086265607264472,0.015146783260462211,19212.0,31674.0,2833.0,0,8,0,2,1
iscfco_ms,iscfco_r0f1,10,demand,0.5,2,2,1.0438895194854332,1.0442846328538986,1.148865292525505,0.9086265607264472,0.010254007911721841,19212.0,31674.0,2759.0,0,8,0,2,1
iscfco_ms,iscfco_r0f1,1,demand,1.0,2,2,1.1389221556886227,1.1389221556886227,1.2531708120573217,0.9088323353293413,0.032010102673914236,18213.0,31674.0,2853.0,0,8,0,2,1
iscfco_ms,iscfco_r0f1,10,demand,1.0,1,1,1.0439121756487026,1.0439121756487026,1.148630099379564,0.9088323353293413,0.006039642013946083,18213.0,31674.0,2615.0,0,8,0,1,1
iscfco_ms,iscfco_r0f1,1,demand,2.0,1,1,1.8503151260504203,1.8512874408828166,2.036710507298743,0.9084821428571429,0.11706894059835236,13838.0,31674.0,3523.0,0,8,0,1,1
iscfco_ms,iscfco_r0f1,10,demand,2.0,3,3,1.2752100840336134,1.275880189174987,1.4036710507298742,0.9084821428571429,0.06590547767018355,13838.0,31674.0,2428.0,0,8,0,3,1
iscfco_ms,iscfco_r0f2,1,demand,0.0,2,2,1.060693641618497,1.060693641618497,1.167163585768237,0.908778901734104,0.013184920161664348,15093.0,36598.0,2202.0,0,8,0,2,1
iscfco_ms,iscfco_r0f2,10,demand,0.0,2,2,1.0457610789980731,1.0457610789980731,1.1507321274763136,0.908778901734104,0.009872126151195919,15093.0,36598.0,2171.0,0,8,0,2,1
iscfco_ms,iscfco_r0f2,1,demand,0.5,3,3,1.1011459890383657,1.1011459890383657,1.2117888965044552,0.9086945690084703,0.034544208361891704,14590.0,36598.0,2210.0,0,8,0,3,1
iscfco_ms,iscfco_r0f2,10,demand,0.5,2,2,1.0767314399601395,1.0767314399601395,1.1849211788896505,0.9086945690084703,0.019396847155586018,14590.0,36598.0,2161.0,0,8,0,2,1
iscfco_ms,iscfco_r0f2,1,demand,1.0,2,2,1.1579787234042553,1.1579787234042553,1.2740307242136064,0.9089095744680851,0.022384784198975858,13670.0,36598.0,2177.0,0,8,0,2,1
iscfco_ms,iscfco_r0f2,10,demand,1.0,1,1,1.0148936170212766,1.0148936170212766,1.116605705925384,0.9089095744680851,0.0020482809070958303,13670.0,36598.0,1908.0,0,8,0,1,1
iscfco_ms,iscfco_r0f2,1,demand,2.0,3,3,1.1759717314487632,1.1759717314487632,1.2939346811819596,0.9088339222614841,0.0437402799377916,10288.0,36598.0,1664.0,0,8,0,3,1
iscfco_ms,iscfco_r0f2,10,demand,2.0,2,2,1.3074204946996466,1.3074204946996466,1.4385692068429239,0.9088339222614841,0.06366640746500778,10288.0,36598.0,1850.0,0,8,0,2,1
iscfco_ms,iscfco_r0f3,1,demand,0.0,2,2,1.0728332119446469,1.0728332119446469,1.1805249449008215,0.90877640203933,0.014025245441795231,9982.0,41547.0,1473.0,0,8,0,2,1
iscfco_ms,iscfco_r0f3,10,demand,0.0,4,4,1.021849963583394,1.021849963583394,1.1244239631336406,0.90877640203933,0.008415147265077139,9982.0,41547.0,1403.0,0,8,0,4,1
iscfco_ms,iscfco_r0f3,1,demand,0.5,1,1,1.0755988023952097,1.0764044943820226,1.1842999896981559,0.9082148203592815,0.010507880910683012,9707.0,41547.0,1437.0,0,8,0,1,1
iscfco_ms,iscfco_r0f3,10,demand,0.5,3,4,1.0411676646706587,1.0419475655430712,1.1463892036674566,0.9082148203592815,0.012980323477902544,9707.0,41547.0,1391.0,0,8,0,3,1
iscfco_ms,iscfco_r0f3,1,demand,1.0,2,2,1.162828947368421,1.1637860082304528,1.2802172928927116,0.9083059210526315,0.030217292892711634,8836.0,41547.0,1414.0,0,8,0,2,1
iscfco_ms,iscfco_r0f3,10,demand,1.0,1,1,1.0838815789473684,1.0847736625514404,1.193300135808058,0.9083059210526315,0.011656858306926211,8836.0,41547.0,1318.0,0,8,0,1,1
iscfco_ms,iscfco_r0f3,1,demand,2.0,4,4,1.1762820512820513,1.1775401069518716,1.2962472406181016,0.9074519230769231,0.060485651214128036,6795.0,41547.0,1101.0,0,8,0,4,1
iscfco_ms,iscfco_r0f3,10,demand,2.0,2,2,1.3034188034188035,1.304812834224599,1.4363502575423106,0.9074519230769231,0.04885945548197204,6795.0,41547.0,1220.0,0,8,0,2,1
iscfco_ms,iscfco_r0f4,1,demand,0.0,3,3,1.0920502092050208,1.0935754189944134,1.2029959669675436,0.9077754532775453,0.024582293067025158,5207.0,46583.0,783.0,0,8,0,3,1
iscfco_ms,iscfco_r0f4,10,demand,0.0,1,1,1.100418410041841,1.1019553072625698,1.2122143268676782,0.9077754532775453,0.014019589014787786,5207.0,46583.0,789.0,0,8,0,1,1
iscfco_ms,iscfco_r0f4,1,demand,0.5,2,2,1.1246246246246245,1.1263157894736842,1.239809642044279,0.9070945945945946,0.030622801572522243,4833.0,46583.0,749.0,0,8,0,2,1
iscfco_ms,iscfco_r0f4,10,demand,0.5,2,2,1.1831831831831832,1.1849624060150377,1.3043658183322988,0.9070945945945946,0.03579557210842127,4833.0,46583.0,788.0,0,8,0,2,1
iscfco_ms,iscfco_r0f4,1,demand,1.0,3,3,1.2541528239202657,1.2541528239202657,1.3815187557182067,0.9078073089700996,0.04185727355901189,4372.0,46583.0,755.0,0,8,0,3,1
iscfco_ms,iscfco_r0f4,10,demand,1.0,2,2,1.2375415282392026,1.2375415282392026,1.363220494053065,0.9078073089700996,0.035681610247026534,4372.0,46583.0,745.0,0,8,0,2,1
iscfco_ms,iscfco_r0f4,1,demand,2.0,3,3,1.075,1.0770712909441233,1.1852637158759607,0.9069711538461539,0.023588656241717465,3773.0,46583.0,559.0,0,8,0,3,1
iscfco_ms,iscfco_r0f4,10,demand,2.0,3,3,1.3153846153846154,1.3179190751445087,1.4503047972435728,0.9069711538461539,0.10363106281473629,3773.0,46583.0,684.0,0,8,0,3,1
