family,tag,k,mode,rho,station,W_tr,W_te,T_s_stored,T_s_train,Tn,ratio_asrun,ratio_norm,share,viol_asrun_flag,viol_norm_flag,wl_tr_broken_flag
iscfco_mm,iscfco_r0f3,10,base,0.0,GARE5,3306.0,796.0,5713.0,5713.0,1388,0.13933134955364956,0.5734870317002881,0.0788587279572023,0,0,0
iscfco_mm,iscfco_r0f3,10,base,0.0,GARE6,5200.0,1294.0,5713.0,5713.0,1388,0.22650096271661124,0.9322766570605188,0.12819496730731128,0,0,0
iscfco_mm,iscfco_r0f3,10,base,0.0,GARE7,5565.0,1248.0,5713.0,5713.0,1388,0.21844915105898827,0.899135446685879,0.12363780463641767,0,0,0
iscfco_mm,iscfco_r0f3,10,base,0.0,GARE8,5697.0,1477.0,5713.0,5713.0,1388,0.2585331699632417,1.064121037463977,0.1463245492371706,0,1,0
iscfco_mm,iscfco_r0f3,10,base,0.0,GARE9,5138.0,1243.0,5713.0,5713.0,1388,0.21757395413968142,0.8955331412103746,0.12314246086784228,0,0,0
iscfco_mm,iscfco_r0f3,10,base,0.0,GARE10,5672.0,1424.0,5713.0,5713.0,1388,0.24925608261858917,1.0259365994236311,0.14107390529027145,0,1,0
iscfco_mm,iscfco_r0f3,10,base,0.0,GARE11,5707.0,1301.0,5713.0,5713.0,1388,0.2277262384036408,0.9373198847262247,0.12888844858331683,0,0,0
iscfco_mm,iscfco_r0f4,1,base,0.0,GARE4,3301.0,335.0,6406.0,6406.0,696,0.0522947236965345,0.4813218390804598,0.06623171213918545,0,0,0
iscfco_mm,iscfco_r0f4,1,base,0.0,GARE5,6255.0,619.0,6406.0,6406.0,696,0.09662816109896971,0.889367816091954,0.12238038750494266,0,0,0
iscfco_mm,iscfco_r0f4,1,base,0.0,GARE6,5576.0,612.0,6406.0,6406.0,696,0.09553543552919139,0.8793103448275862,0.12099644128113879,0,0,0
iscfco_mm,iscfco_r0f4,1,base,0.0,GARE7,6331.0,727.0,6406.0,6406.0,696,0.11348735560412114,1.0445402298850575,0.14373270067220245,0,1,0
iscfco_mm,iscfco_r0f4,1,base,0.0,GARE8,6404.0,724.0,6406.0,6406.0,696,0.1130190446456447,1.0402298850574712,0.1431395808620008,0,1,0
iscfco_mm,iscfco_r0f4,1,base,0.0,GARE9,6405.0,655.0,6406.0,6406.0,696,0.10224789260068685,0.9410919540229885,0.12949782522736258,0,0,0
iscfco_mm,iscfco_r0f4,1,base,0.0,GARE10,5924.0,650.0,6406.0,6406.0,696,0.10146737433655947,0.9339080459770115,0.12850929221035984,0,0,0
iscfco_mm,iscfco_r0f4,1,base,0.0,GARE11,6387.0,736.0,6406.0,6406.0,696,0.11489228847955042,1.0574712643678161,0.14551206010280743,0,1,0
iscfco_mm,iscfco_r0f4,10,base,0.0,GARE4,4621.0,472.0,6406.0,6406.0,696,0.07368092413362473,0.6781609195402298,0.09331751680506128,0,0,0
iscfco_mm,iscfco_r0f4,10,base,0.0,GARE5,4343.0,460.0,6406.0,6406.0,696,0.07180768029971901,0.6609195402298851,0.09094503756425465,0,0,0
iscfco_mm,iscfco_r0f4,10,base,0.0,GARE6,6391.0,709.0,6406.0,6406.0,696,0.11067748985326256,1.0186781609195403,0.1401739818109925,0,1,0
iscfco_mm,iscfco_r0f4,10,base,0.0,GARE7,6402.0,679.0,6406.0,6406.0,696,0.10599438026849828,0.9755747126436781,0.13424278370897588,0,0,0
iscfco_mm,iscfco_r0f4,10,base,0.0,GARE8,6391.0,702.0,6406.0,6406.0,696,0.10958476428348424,1.0086206896551724,0.1387900355871886,0,1,0
iscfco_mm,iscfco_r0f4,10,base,0.0,GARE9,6193.0,665.0,6406.0,6406.0,696,0.10380892912894162,0.9554597701149425,0.13147489126136813,0,0,0
iscfco_mm,iscfco_r0f4,10,base,0.0,GARE10,5849.0,617.0,6406.0,6406.0,696,0.09631595379331877,0.8864942528735632,0.12198497429814156,0,0,0
iscfco_mm,iscfco_r0f4,10,base,0.0,GARE11,6393.0,754.0,6406.0,6406.0,696,0.11770215423040899,1.0833333333333333,0.1490707789640174,0,1,0
iscfco_ms,iscfco_r0f0,1,base,0.0,GARE4,3652.0,3653.0,3653.0,3653.0,3449,1.0,1.0591475790084082,0.1456597152996531,0,1,0
iscfco_ms,iscfco_r0f0,1,base,0.0,GARE5,3308.0,3059.0,3653.0,3653.0,3449,0.8373939228031755,0.8869237460133372,0.12197456038917022,0,0,0
iscfco_ms,iscfco_r0f0,1,base,0.0,GARE6,3652.0,3342.0,3653.0,3653.0,3449,0.9148644949356693,0.9689765149318643,0.1332589018700905,0,0,0
iscfco_ms,iscfco_r0f0,1,base,0.0,GARE7,3649.0,3505.0,3653.0,3653.0,3449,0.9594853545031481,1.0162365903160335,0.13975836357111526,0,1,0
iscfco_ms,iscfco_r0f0,1,base,0.0,GARE8,2754.0,2441.0,3653.0,3653.0,3449,0.6682179030933479,0.7077413743113946,0.09733242952270824,0,0,0
iscfco_ms,iscfco_r0f0,1,base,0.0,GARE9,2300.0,2140.0,3653.0,3653.0,3449,0.5858198740761018,0.6204697013627138,0.08533035607480362,0,0,0
iscfco_ms,iscfco_r0f0,1,base,0.0,GARE10,3644.0,3555.0,3653.0,3653.0,3449,0.973172734738571,1.0307335459553493,0.14175206347940508,0,1,0
iscfco_ms,iscfco_r0f0,1,base,0.0,GARE11,3603.0,3384.0,3653.0,3653.0,3449,0.9263618943334245,0.9811539576688896,0.13493360979305394,0,0,0
iscfco_ms,iscfco_r0f0,10,base,0.0,GARE4,3622.0,3424.0,3653.0,3653.0,3449,0.9373117985217629,0.9927515221803421,0.1365285697196858,0,0,0
iscfco_ms,iscfco_r0f0,10,base,0.0,GARE5,2583.0,2583.0,3653.0,3653.0,3449,0.7070900629619491,0.7489127283270514,0.10299453726225129,0,0,0
iscfco_ms,iscfco_r0f0,10,base,0.0,GARE6,3092.0,2715.0,3653.0,3653.0,3449,0.7432247467834656,0.7871846912148449,0.10825790502013637,0,0,0
iscfco_ms,iscfco_r0f0,10,base,0.0,GARE7,3377.0,3165.0,3653.0,3653.0,3449,0.8664111689022721,0.9176572919686866,0.12620120419474462,0,0,0
iscfco_ms,iscfco_r0f0,10,base,0.0,GARE8,3650.0,3658.0,3653.0,3653.0,3449,1.0013687380235423,1.0605972745723398,0.14585908529048208,1,1,0
iscfco_ms,iscfco_r0f0,10,base,0.0,GARE9,3589.0,3407.0,3653.0,3653.0,3449,0.9326580892417191,0.9878225572629747,0.13585071175086727,0,0,0
iscfco_ms,iscfco_r0f0,10,base,0.0,GARE10,3209.0,2921.0,3653.0,3653.0,3449,0.7996167533534082,0.8469121484488258,0.11647194864229037,0,0,0
iscfco_ms,iscfco_r0f0,10,base,0.0,GARE11,3440.0,3206.0,3653.0,3653.0,3449,0.877634820695319,0.9295447955929255,0.12783603811954225,0,0,0
iscfco_ms,iscfco_r0f1,1,base,0.0,GARE4,4347.0,2687.0,4356.0,4356.0,2746,0.6168503213957759,0.9785142024763293,0.13457204387238944,0,0,0
iscfco_ms,iscfco_r0f1,1,base,0.0,GARE5,4324.0,2897.0,4356.0,4356.0,2746,0.6650596877869606,1.0549890750182083,0.1450893975058847,0,1,0
iscfco_ms,iscfco_r0f1,1,base,0.0,GARE6,3238.0,2150.0,4356.0,4356.0,2746,0.4935720844811754,0.7829570284049526,0.10767766815245154,0,0,0
iscfco_ms,iscfco_r0f1,1,base,0.0,GARE7,4105.0,2417.0,4356.0,4356.0,2746,0.5548668503213958,0.880189366351056,0.12104973205789553,0,0,0
iscfco_ms,iscfco_r0f1,1,base,0.0,GARE8,4347.0,2658.0,4356.0,4356.0,2746,0.6101928374655647,0.9679533867443554,0.1331196474182401,0,0,0
iscfco_ms,iscfco_r0f1,1,base,0.0,GARE9,4292.0,2732.0,4356.0,4356.0,2746,0.6271808999081726,0.9949016751638747,0.13682576250813844,0,0,0
iscfco_ms,iscfco_r0f1,1,base,0.0,GARE10,2683.0,1555.0,4356.0,4356.0,2746,0.35697887970615244,0.5662782228696286,0.07787849952421495,0,0,0
iscfco_ms,iscfco_r0f1,1,base,0.0,GARE11,4338.0,2871.0,4356.0,4356.0,2746,0.6590909090909091,1.0455207574654042,0.1437872489607853,0,1,0
iscfco_ms,iscfco_r0f1,10,base,0.0,GARE4,4122.0,2445.0,4356.0,4356.0,2746,0.5612947658402204,0.8903860160233066,0.1224520458756949,0,0,0
iscfco_ms,iscfco_r0f1,10,base,0.0,GARE5,2858.0,1825.0,4356.0,4356.0,2746,0.4189623507805326,0.6646030589949017,0.09140081133870886,0,0,0
iscfco_ms,iscfco_r0f1,10,base,0.0,GARE6,3811.0,2429.0,4356.0,4356.0,2746,0.5576216712580349,0.8845593590677349,0.12165072369409526,0,0,0
iscfco_ms,iscfco_r0f1,10,base,0.0,GARE7,3611.0,2281.0,4356.0,4356.0,2746,0.5236455463728191,0.8306627822286963,0.11423849351429859,0,0,0
iscfco_ms,iscfco_r0f1,10,base,0.0,GARE8,4245.0,2673.0,4356.0,4356.0,2746,0.6136363636363636,0.973415877640204,0.13387088696348975,0,0,0
iscfco_ms,iscfco_r0f1,10,base,0.0,GARE9,4348.0,2798.0,4356.0,4356.0,2746,0.6423324150596877,1.0189366351056082,0.14013121650723695,0,1,0
iscfco_ms,iscfco_r0f1,10,base,0.0,GARE10,4334.0,2593.0,4356.0,4356.0,2746,0.5952708907254362,0.9442825928623453,0.12986427605549156,0,0,0
iscfco_ms,iscfco_r0f1,10,base,0.0,GARE11,4345.0,2923.0,4356.0,4356.0,2746,0.671028466483012,1.0644573925710124,0.14639154605098412,0,1,0
iscfco_ms,iscfco_r0f2,1,base,0.0,GARE4,5023.0,2155.0,5033.0,5033.0,2069,0.42817405126167296,1.041565973900435,0.14325599946819118,0,1,0
iscfco_ms,iscfco_r0f2,1,base,0.0,GARE5,4012.0,1594.0,5033.0,5033.0,2069,0.3167097158752235,0.7704204929917835,0.10596290633517251,0,0,0
iscfco_ms,iscfco_r0f2,1,base,0.0,GARE6,4429.0,1819.0,5033.0,5033.0,2069,0.36141466322272997,0.8791686805219913,0.1209200292494848,0,0,0
iscfco_ms,iscfco_r0f2,1,base,0.0,GARE7,5020.0,2067.0,5033.0,5033.0,2069,0.410689449632426,0.9990333494441759,0.13740610250614904,0,0,0
iscfco_ms,iscfco_r0f2,1,base,0.0,GARE8,4077.0,1494.0,5033.0,5033.0,2069,0.2968408503874429,0.7220879652005799,0.0993152961510337,0,0,0
iscfco_ms,iscfco_r0f2,1,base,0.0,GARE9,4089.0,1724.0,5033.0,5033.0,2069,0.34253924100933836,0.833252779120348,0.11460479957455295,0,0,0
iscfco_ms,iscfco_r0f2,1,base,0.0,GARE10,4915.0,2027.0,5033.0,5033.0,2069,0.40274190343731375,0.9797003383276945,0.13474705843249352,0,0,0
iscfco_ms,iscfco_r0f2,1,base,0.0,GARE11,5033.0,2163.0,5033.0,5033.0,2069,0.4297635605006954,1.0454325761237313,0.14378780828292229,0,1,0
iscfco_ms,iscfco_r0f2,10,base,0.0,GARE4,5018.0,2057.0,5033.0,5033.0,2069,0.40870256308364794,0.9942000966650556,0.13674134148773515,0,0,0
iscfco_ms,iscfco_r0f2,10,base,0.0,GARE5,4557.0,1884.0,5033.0,5033.0,2069,0.3743294257897874,0.9105848235862736,0.12524097586917504,0,0,0
iscfco_ms,iscfco_r0f2,10,base,0.0,GARE6,3319.0,1368.0,5033.0,5033.0,2069,0.2718060798728393,0.6611889801836636,0.09093930731901881,0,0,0
iscfco_ms,iscfco_r0f2,10,base,0.0,GARE7,3999.0,1689.0,5033.0,5033.0,2069,0.3355851380886151,0.8163363943934268,0.11227813601010436,0,0,0
iscfco_ms,iscfco_r0f2,10,base,0.0,GARE8,4978.0,2099.0,5033.0,5033.0,2069,0.4170474865885158,1.014499758337361,0.13953333776507346,0,1,0
iscfco_ms,iscfco_r0f2,10,base,0.0,GARE9,4978.0,2042.0,5033.0,5033.0,2069,0.40572223326048085,0.986950217496375,0.13574419996011433,0,0,0
iscfco_ms,iscfco_r0f2,10,base,0.0,GARE10,4787.0,1957.0,5033.0,5033.0,2069,0.3888336975958673,0.9458675688738521,0.13009373130359636,0,0,0
iscfco_ms,iscfco_r0f2,10,base,0.0,GARE11,4962.0,1947.0,5033.0,5033.0,2069,0.38684681104708923,0.9410343160947318,0.12942897028518247,0,0,0
iscfco_ms,iscfco_r0f3,1,base,0.0,GARE4,5706.0,1512.0,5713.0,5713.0,1388,0.2646595483983896,1.0893371757925072,0.14979195561719832,0,1,0
iscfco_ms,iscfco_r0f3,1,base,0.0,GARE5,4183.0,962.0,5713.0,5713.0,1388,0.1683878872746368,0.6930835734870316,0.0953041410739053,0,0,0
iscfco_ms,iscfco_r0f3,1,base,0.0,GARE6,5670.0,1386.0,5713.0,5713.0,1388,0.24260458603185717,0.9985590778097982,0.13730929264909847,0,0,0
iscfco_ms,iscfco_r0f3,1,base,0.0,GARE7,3490.0,791.0,5713.0,5713.0,1388,0.13845615263434272,0.5698847262247838,0.07836338418862691,0,0,0
iscfco_ms,iscfco_r0f3,1,base,0.0,GARE8,5655.0,1392.0,5713.0,5713.0,1388,0.2436548223350254,1.0028818443804035,0.13790370517138895,0,1,0
iscfco_ms,iscfco_r0f3,1,base,0.0,GARE9,5493.0,1382.0,5713.0,5713.0,1388,0.2419044284964117,0.9956772334293948,0.13691301763423816,0,0,0
iscfco_ms,iscfco_r0f3,1,base,0.0,GARE10,5712.0,1369.0,5713.0,5713.0,1388,0.2396289165062139,0.9863112391930836,0.13562512383594214,0,0,0
iscfco_ms,iscfco_r0f3,1,base,0.0,GARE11,5638.0,1300.0,5713.0,5713.0,1388,0.22755119901977944,0.9365994236311239,0.12878937982960173,0,0,0
iscfco_ms,iscfco_r0f3,10,base,0.0,GARE4,5693.0,1450.0,5713.0,5713.0,1388,0.25380710659898476,1.0446685878962536,0.1436496928868635,0,1,0
iscfco_ms,iscfco_r0f3,10,base,0.0,GARE5,5590.0,1398.0,5713.0,5713.0,1388,0.24470505863819358,1.0072046109510087,0.13849811769367942,0,1,0
iscfco_ms,iscfco_r0f3,10,base,0.0,GARE6,3793.0,921.0,5713.0,5713.0,1388,0.16121127253632067,0.6635446685878963,0.09124232217158708,0,0,0
iscfco_ms,iscfco_r0f3,10,base,0.0,GARE7,5571.0,1299.0,5713.0,5713.0,1388,0.2273761596359181,0.9358789625360231,0.12869031107588666,0,0,0
iscfco_ms,iscfco_r0f3,10,base,0.0,GARE8,4548.0,1034.0,5713.0,5713.0,1388,0.18099072291265536,0.7449567723342939,0.10243709134139092,0,0,0
iscfco_ms,iscfco_r0f3,10,base,0.0,GARE9,5708.0,1408.0,5713.0,5713.0,1388,0.24645545247680728,1.0144092219020173,0.1394888052308302,0,1,0
iscfco_ms,iscfco_r0f3,10,base,0.0,GARE10,5569.0,1355.0,5713.0,5713.0,1388,0.23717836513215473,0.9762247838616714,0.13423816128393104,0,0,0
iscfco_ms,iscfco_r0f3,10,base,0.0,GARE11,5075.0,1229.0,5713.0,5713.0,1388,0.21512340276562225,0.8854466858789626,0.12175549831583118,0,0,0
iscfco_ms,iscfco_r0f4,1,base,0.0,GARE4,3301.0,335.0,6406.0,6406.0,696,0.0522947236965345,0.4813218390804598,0.06623171213918545,0,0,0
iscfco_ms,iscfco_r0f4,1,base,0.0,GARE5,6255.0,619.0,6406.0,6406.0,696,0.09662816109896971,0.889367816091954,0.12238038750494266,0,0,0
iscfco_ms,iscfco_r0f4,1,base,0.0,GARE6,5576.0,612.0,6406.0,6406.0,696,0.09553543552919139,0.8793103448275862,0.12099644128113879,0,0,0
iscfco_ms,iscfco_r0f4,1,base,0.0,GARE7,6331.0,727.0,6406.0,6406.0,696,0.11348735560412114,1.0445402298850575,0.14373270067220245,0,1,0
iscfco_ms,iscfco_r0f4,1,base,0.0,GARE8,6404.0,724.0,6406.0,6406.0,696,0.1130190446456447,1.0402298850574712,0.1431395808620008,0,1,0
iscfco_ms,iscfco_r0f4,1,base,0.0,GARE9,6405.0,655.0,6406.0,6406.0,696,0.10224789260068685,0.9410919540229885,0.12949782522736258,0,0,0
iscfco_ms,iscfco_r0f4,1,base,0.0,GARE10,5924.0,650.0,6406.0,6406.0,696,0.10146737433655947,0.9339080459770115,0.12850929221035984,0,0,0
iscfco_ms,iscfco_r0f4,1,base,0.0,GARE11,6387.0,736.0,6406.0,6406.0,696,0.11489228847955042,1.0574712643678161,0.14551206010280743,0,1,0
iscfco_ms,iscfco_r0f4,10,base,0.0,GARE4,6306.0,710.0,6406.0,6406.0,696,0.11083359350608804,1.0201149425287357,0.14037168841439304,0,1,0
iscfco_ms,iscfco_r0f4,10,base,0.0,GARE5,6246.0,672.0,6406.0,6406.0,696,0.10490165469871995,0.9655172413793104,0.132858837485172,0,0,0
iscfco_ms,iscfco_r0f4,10,base,0.0,GARE6,6112.0,651.0,6406.0,6406.0,696,0.10162347798938495,0.9353448275862069,0.12870699881376038,0,0,0
iscfco_ms,iscfco_r0f4,10,base,0.0,GARE7,5970.0,630.0,6406.0,6406.0,696,0.09834530128004995,0.9051724137931034,0.12455516014234876,0,0,0
iscfco_ms,iscfco_r0f4,10,base,0.0,GARE8,3855.0,407.0,6406.0,6406.0,696,0.06353418669996878,0.5847701149425287,0.0804665875840253,0,0,0
iscfco_ms,iscfco_r0f4,10,base,0.0,GARE9,6403.0,758.0,6406.0,6406.0,696,0.1183265688417109,1.089080459770115,0.1498616053776196,0,1,0
iscfco_ms,iscfco_r0f4,10,base,0.0,GARE10,5693.0,585.0,6406.0,6406.0,696,0.09132063690290353,0.8405172413793104,0.11565836298932385,0,0,0
iscfco_ms,iscfco_r0f4,10,base,0.0,GARE11,5998.0,645.0,6406.0,6406.0,696,0.1006868560724321,0.9267241379310345,0.12752075919335706,0,0,0
