train_coverage,dataset,tag,fold,role,arm,tcap_quantile,days_total,days_violated,share_days_violated,worst_day_ratio,worst_day,worst_station,station_days_violated,station_days_total,mean_daily_ratio,p95_daily_ratio,excess_fraction,test_date_min,test_date_max,drift
p95,berner,berner_daily,0,train,g1,max,38,1,0.0263157894736842,1.0510204081632653,2021-10-21,ST_01.02,3,912,0.874698931322307,0.9629674717902496,0.0003332378998282,2021-10-25,2021-10-29,
p95,berner,berner_daily,0,train,g2,max,38,1,0.0263157894736842,1.0818350898946063,2021-09-29,ST_01.10,5,912,0.847375657143522,0.9071428571428573,0.0002638576290506,2021-10-25,2021-10-29,
p95,berner,berner_daily,0,train,g4,max,38,1,0.0263157894736842,1.1370117792932424,2021-09-29,ST_01.10,6,912,0.8445920912451423,0.8954937717427899,0.0005136868839414,2021-10-25,2021-10-29,
p95,berner,berner_daily,0,train,incumbent,p95,38,18,0.4736842105263157,2.0274075464614234,2021-09-02,ST_01.E4,48,912,1.0137747371220898,1.2065245423735989,0.0116630148161323,2021-10-25,2021-10-29,
p95,berner,berner_daily,0,train,g0,p95,38,27,0.7105263157894737,1.344391457599005,2021-09-29,ST_01.07,112,912,1.0500931475567956,1.1784568448367454,0.0119608750051711,2021-10-25,2021-10-29,
p95,berner,berner_daily,0,train,g1,p95,38,17,0.4473684210526316,1.1470039394567697,2021-09-29,ST_01.07,59,912,0.990023913278538,1.1042892074379127,0.0067846763452849,2021-10-25,2021-10-29,
p95,berner,berner_daily,0,train,g2,p95,38,10,0.2631578947368421,1.2730665560854242,2021-09-29,ST_01.07,33,912,0.9391071963045032,1.0285299606054323,0.0028631221315135,2021-10-25,2021-10-29,
p95,berner,berner_daily,0,train,g4,p95,38,12,0.3157894736842105,1.337756583039602,2021-09-29,ST_01.07,31,912,0.9562385939686172,1.0376529131246115,0.0017729109502874,2021-10-25,2021-10-29,
p95,berner,berner_daily,0,train,incumbent,p90,38,24,0.631578947368421,3.566710700132089,2021-09-02,ST_01.E4,96,912,1.1551150956274885,1.759247027741078,0.0276717166721947,2021-10-25,2021-10-29,
p95,berner,berner_daily,0,train,g0,p90,38,28,0.7368421052631579,1.6446499339497969,2021-09-15,ST_01.E4,170,912,1.1114876440456367,1.278708638992214,0.0275535114697622,2021-10-25,2021-10-29,
p95,berner,berner_daily,0,train,g1,p90,38,25,0.6578947368421053,1.83619550858652,2021-09-29,ST_01.E4,117,912,1.0869748399518684,1.3484147952443817,0.0270825233000971,2021-10-25,2021-10-29,
p95,berner,berner_daily,0,train,g2,p90,38,19,0.5,1.3027248973497572,2021-09-29,ST_01.10,77,912,0.9832754888481736,1.0664454173139384,0.0060158115904941,2021-10-25,2021-10-29,
p95,berner,berner_daily,0,train,g4,p90,38,20,0.5263157894736842,1.4993394980184895,2021-09-15,ST_01.E4,73,912,1.0181240133084677,1.3867118786313422,0.0090776010720759,2021-10-25,2021-10-29,
p95,berner,berner_daily,0,test,incumbent,max,5,5,1.0,1.4396654719235364,2021-10-29,ST_01.08,49,120,1.2219014491190865,1.429439383908256,0.0492185749771142,2021-10-25,2021-10-29,
p95,berner,berner_daily,0,test,g0,max,5,5,1.0,1.633601983880967,2021-10-29,ST_01.10,46,120,1.2616411319920258,1.557842529448233,0.097748659585485,2021-10-25,2021-10-29,
p95,berner,berner_daily,0,test,g1,max,5,4,0.8,1.432819383259912,2021-10-29,ST_01.05,39,120,1.1636053947517595,1.3863052578517103,0.0718389615452836,2021-10-25,2021-10-29,
p95,berner,berner_daily,0,test,g2,max,5,4,0.8,1.43108504398827,2021-10-29,ST_01.31,44,120,1.1677287927226936,1.3840556098620616,0.0857064027768784,2021-10-25,2021-10-29,
p95,berner,berner_daily,0,test,g4,max,5,4,0.8,1.5364396654719237,2021-10-29,ST_01.08,40,120,1.2188701196858085,1.4841099163679807,0.0492067620629992,2021-10-25,2021-10-29,
p95,berner,berner_daily,0,test,incumbent,p95,5,5,1.0,1.5078520928486516,2021-10-29,ST_01.08,65,120,1.3013403316069851,1.5046053143747131,0.0854576199861286,2021-10-25,2021-10-29,
p95,berner,berner_daily,0,test,g0,p95,5,5,1.0,1.902046414263544,2021-10-29,ST_01.10,59,120,1.417053715657198,1.8138376583534848,0.1503532250014299,2021-10-25,2021-10-29,
p95,berner,berner_daily,0,test,g1,p95,5,4,0.8,1.6291911791244091,2021-10-29,ST_01.10,62,120,1.2768183507129256,1.5679792110297035,0.1161878880707324,2021-10-25,2021-10-29,
p95,berner,berner_daily,0,test,g2,p95,5,4,0.8,1.7240770181946652,2021-10-29,ST_01.31,61,120,1.3246973528710717,1.656244479773891,0.1381889939833156,2021-10-25,2021-10-29,
p95,berner,berner_daily,0,test,g4,p95,5,4,0.8,1.6092097853969842,2021-10-29,ST_01.08,59,120,1.288223259642318,1.5544015516486265,0.0967092972140911,2021-10-25,2021-10-29,
p95,berner,berner_daily,0,test,incumbent,p90,5,5,1.0,1.5705717712914833,2021-10-29,ST_01.09,74,120,1.3538762028158122,1.565239286721572,0.1114654769541262,2021-10-25,2021-10-29,
p95,berner,berner_daily,0,test,g0,p90,5,5,1.0,1.9671519223590888,2021-10-29,ST_01.10,67,120,1.4684508284927915,1.87592385218365,0.1780473592995306,2021-10-25,2021-10-29,
p95,berner,berner_daily,0,test,g1,p90,5,5,1.0,1.8494055482166392,2021-10-29,ST_01.E4,77,120,1.494055482166442,1.816380449141342,0.1906985115795915,2021-10-25,2021-10-29,
p95,berner,berner_daily,0,test,g2,p90,5,5,1.0,1.7713248638838477,2021-10-29,ST_01.31,73,120,1.368920676348274,1.7016333938294008,0.163689915160785,2021-10-25,2021-10-29,
p95,berner,berner_daily,0,test,g4,p90,5,5,1.0,2.120211360634076,2021-10-29,ST_01.E4,69,120,1.4117522480766342,1.9668438728806743,0.1518066690483608,2021-10-25,2021-10-29,
p95,berner,berner_daily,1,train,incumbent,max,43,0,0.0,1.0,2021-09-02,ST_01.E4,0,1032,0.7992422912134942,1.0,0.0,2021-11-02,2021-11-05,
p95,berner,berner_daily,1,train,g0,max,43,2,0.0465116279069767,1.3529091897770529,2021-10-29,ST_01.11,17,1032,0.8893857192804364,1.0,0.0061895149755964,2021-11-02,2021-11-05,
p95,berner,berner_daily,1,train,g1,max,43,1,0.0232558139534883,1.1284671532846713,2021-10-29,ST_01.04,9,1032,0.7934085972464358,0.9086673257317852,0.0021691050653549,2021-11-02,2021-11-05,
p95,berner,berner_daily,1,train,g2,max,43,1,0.0232558139534883,1.1963503649635037,2021-10-29,ST_01.04,10,1032,0.7860206637489981,0.9319755600814662,0.0027224217795464,2021-11-02,2021-11-05,
p95,berner,berner_daily,1,train,g4,max,43,1,0.0232558139534883,1.1553571428571427,2021-10-29,ST_01.05,10,1032,0.7734385001773835,0.9175896238945814,0.002010027007029,2021-11-02,2021-11-05,
p95,berner,berner_daily,1,train,incumbent,p95,43,17,0.3953488372093023,2.0673813169984694,2021-09-02,ST_01.E4,72,1032,0.9757201536364676,1.273499188330444,0.0141667127142051,2021-11-02,2021-11-05,
p95,berner,berner_daily,1,train,g0,p95,43,35,0.813953488372093,2.0673813169984694,2021-09-15,ST_01.E4,139,1032,1.166949709657579,1.5512420606030175,0.0379642495196582,2021-11-02,2021-11-05,
p95,berner,berner_daily,1,train,g1,p95,43,17,0.3953488372093023,1.544474802671524,2021-10-29,ST_01.11,69,1032,0.9840726723585652,1.1724385001194173,0.0100227018827214,2021-11-02,2021-11-05,
p95,berner,berner_daily,1,train,g2,p95,43,14,0.3255813953488372,1.410139647844566,2021-10-29,ST_01.11,63,1032,0.9607681714750343,1.1690622617659587,0.0102779586137258,2021-11-02,2021-11-05,
p95,berner,berner_daily,1,train,g4,p95,43,17,0.3953488372093023,1.577109896782028,2021-10-29,ST_01.11,66,1032,0.97003742467002,1.1953097980471432,0.0093932254030748,2021-11-02,2021-11-05,
p95,berner,berner_daily,1,train,incumbent,p90,43,28,0.6511627906976745,4.047976011994001,2021-09-02,ST_01.E4,120,1032,1.1620833219687443,1.9580209895052456,0.0323756889211532,2021-11-02,2021-11-05,
p95,berner,berner_daily,1,train,g0,p90,43,40,0.9302325581395348,4.047976011994001,2021-09-15,ST_01.E4,219,1032,1.3364086953749,1.9103833677697009,0.0736394771611613,2021-11-02,2021-11-05,
p95,berner,berner_daily,1,train,g1,p90,43,28,0.6511627906976745,1.5794784228500462,2021-10-29,ST_01.11,124,1032,1.0516033106327654,1.2506672285433345,0.0225586896881079,2021-11-02,2021-11-05,
p95,berner,berner_daily,1,train,g2,p90,43,27,0.627906976744186,1.8740629685157408,2021-10-29,ST_01.E4,128,1032,1.0812324551695518,1.426536731634182,0.0330152809705904,2021-11-02,2021-11-05,
p95,berner,berner_daily,1,train,g4,p90,43,25,0.5813953488372093,1.6128531511952806,2021-10-29,ST_01.11,126,1032,1.0320983415974336,1.2672608630179658,0.0200430392729586,2021-11-02,2021-11-05,
p95,berner,berner_daily,1,test,incumbent,max,4,0,0.0,0.711764705882353,2021-11-04,ST_01.30,0,96,0.602103140284864,0.6989024390243902,0.0,2021-11-02,2021-11-05,
p95,berner,berner_daily,1,test,g0,max,4,0,0.0,0.7357142857142857,2021-11-03,ST_01.05,0,96,0.6730859518748855,0.7255396246089676,0.0,2021-11-02,2021-11-05,
p95,berner,berner_daily,1,test,g1,max,4,0,0.0,0.9610027855153204,2021-11-04,ST_01.31,0,96,0.6787870839454581,0.9150476096896628,0.0,2021-11-02,2021-11-05,
p95,berner,berner_daily,1,test,g2,max,4,0,0.0,0.6931911402789172,2021-11-03,ST_01.02,0,96,0.6035305895559903,0.6811262158678073,0.0,2021-11-02,2021-11-05,
p95,berner,berner_daily,1,test,g4,max,4,0,0.0,0.6784249384741592,2021-11-04,ST_01.02,0,96,0.6227057452221287,0.6757639709493648,0.0,2021-11-02,2021-11-05,
p95,berner,berner_daily,1,test,incumbent,p95,4,0,0.0,0.9044538442398607,2021-11-04,ST_01.26,0,96,0.7521368081068426,0.8828568058552477,0.0,2021-11-02,2021-11-05,
p95,berner,berner_daily,1,test,g0,p95,4,0,0.0,0.976775956284153,2021-11-03,ST_01.11,0,96,0.905579719767655,0.9692622950819672,0.0,2021-11-02,2021-11-05,
p95,berner,berner_daily,1,test,g1,p95,4,1,0.25,1.1542321846771495,2021-11-04,ST_01.31,1,96,0.8735231342081461,1.1023405263744843,0.0089942819963092,2021-11-02,2021-11-05,
p95,berner,berner_daily,1,test,g2,p95,4,0,0.0,0.824390243902439,2021-11-03,ST_01.02,0,96,0.7503327472627079,0.8228955477756353,0.0,2021-11-02,2021-11-05,
p95,berner,berner_daily,1,test,g4,p95,4,0,0.0,0.9221311475409836,2021-11-03,ST_01.11,0,96,0.8341071349238083,0.9160974499089254,0.0,2021-11-02,2021-11-05,
p95,berner,berner_daily,1,test,incumbent,p90,4,0,0.0,0.9404915912031048,2021-11-04,ST_01.26,0,96,0.7953422491718658,0.9199900596071076,0.0,2021-11-02,2021-11-05,
p95,berner,berner_daily,1,test,g0,p90,4,0,0.0,0.9989133809375969,2021-11-03,ST_01.11,0,96,0.9295876470429942,0.9912294318534616,0.0,2021-11-02,2021-11-05,
p95,berner,berner_daily,1,test,g1,p90,4,1,0.25,1.2122276879831342,2021-11-04,ST_01.31,1,96,0.9058470571452576,1.156659357570474,0.0117842653487435,2021-11-02,2021-11-05,
p95,berner,berner_daily,1,test,g2,p90,4,0,0.0,0.8913502109704641,2021-11-03,ST_01.02,0,96,0.7979025334206264,0.8832924840411803,0.0,2021-11-02,2021-11-05,
p95,berner,berner_daily,1,test,g4,p90,4,0,0.0,0.943030114871158,2021-11-03,ST_01.11,0,96,0.8648230985476377,0.9368596709096552,0.0,2021-11-02,2021-11-05,
p95,berner,berner_daily,2,train,incumbent,max,47,0,0.0,1.0,2021-09-02,ST_01.E4,0,1128,0.7824644911344619,1.0,0.0,2021-11-08,2021-11-12,
p95,berner,berner_daily,2,train,g0,max,47,2,0.0425531914893617,1.5168024439918537,2021-10-29,ST_01.09,20,1128,0.8930167505674806,0.9985659342231852,0.0056402397912614,2021-11-08,2021-11-12,
p95,berner,berner_daily,2,train,g1,max,47,2,0.0425531914893617,1.252008032128514,2021-10-29,ST_01.10,13,1128,0.7650895527740853,0.8825301204819277,0.0016874697912896,2021-11-08,2021-11-12,
p95,berner,berner_daily,2,train,g2,max,47,2,0.0425531914893617,1.2509225092250922,2021-10-29,ST_01.28,11,1128,0.7882999343349251,0.8811370683536106,0.0024620576286555,2021-11-08,2021-11-12,
p95,berner,berner_daily,2,train,g4,max,47,1,0.0212765957446808,1.1665299425758815,2021-10-29,ST_01.02,10,1128,0.7527859045703631,0.902503865084874,0.0016145800275366,2021-11-08,2021-11-12,
p95,berner,berner_daily,2,train,incumbent,p95,47,17,0.3617021276595745,2.1293375394321776,2021-09-02,ST_01.E4,72,1128,0.9652211075268008,1.2743479779545128,0.0144639576906922,2021-11-08,2021-11-12,
p95,berner,berner_daily,2,train,g0,p95,47,34,0.723404255319149,1.9314056016597516,2021-10-29,ST_01.09,142,1128,1.103563700096854,1.3592582334703858,0.031089802947495,2021-11-08,2021-11-12,
p95,berner,berner_daily,2,train,g1,p95,47,19,0.4042553191489361,1.627069023758586,2021-10-29,ST_01.08,77,1128,0.9721429489797362,1.1388156317429876,0.00865332118281,2021-11-08,2021-11-12,
p95,berner,berner_daily,2,train,g2,p95,47,27,0.574468085106383,1.614520048602673,2021-10-29,ST_01.11,91,1128,1.0232999385166648,1.2206865127582014,0.012296528901004,2021-11-08,2021-11-12,
p95,berner,berner_daily,2,train,g4,p95,47,17,0.3617021276595745,1.5864216281895505,2021-10-29,ST_01.11,76,1128,0.9551809086124596,1.1790704738760631,0.0102108080215371,2021-11-08,2021-11-12,
p95,berner,berner_daily,2,train,incumbent,p90,47,28,0.5957446808510638,4.278922345483361,2021-09-02,ST_01.E4,120,1128,1.1513928055175464,2.009508716323295,0.0319233711452667,2021-11-08,2021-11-12,
p95,berner,berner_daily,2,train,g0,p90,47,38,0.8085106382978723,2.141009055627426,2021-10-29,ST_01.09,208,1128,1.1931103078256775,1.4193173050148329,0.0508629935802522,2021-11-08,2021-11-12,
p95,berner,berner_daily,2,train,g1,p90,47,25,0.5319148936170213,1.7734413352970055,2021-10-29,ST_01.08,129,1128,1.0399086846648076,1.2346588119783994,0.0170754494393968,2021-11-08,2021-11-12,
p95,berner,berner_daily,2,train,g2,p90,47,37,0.7872340425531915,1.7194928684627575,2021-09-15,ST_01.E4,152,1128,1.096288414153144,1.431587647336348,0.0259939375403808,2021-11-08,2021-11-12,
p95,berner,berner_daily,2,train,g4,p90,47,45,0.9574468085106383,2.250396196513471,2021-09-15,ST_01.E4,164,1128,1.3859906131124524,2.010301109350238,0.0669509790555139,2021-11-08,2021-11-12,
p95,berner,berner_daily,2,test,incumbent,max,4,0,0.0,0.6926605504587156,2021-11-10,ST_01.12,0,96,0.5605330381976361,0.6857798165137614,0.0,2021-11-08,2021-11-12,
p95,berner,berner_daily,2,test,g0,max,4,0,0.0,0.7554890219560879,2021-11-10,ST_01.27,0,96,0.5992180445948001,0.7408195148165209,0.0,2021-11-08,2021-11-12,
p95,berner,berner_daily,2,test,g1,max,4,0,0.0,0.7103734439834025,2021-11-10,ST_01.08,0,96,0.609642102025109,0.7061703685623627,0.0,2021-11-08,2021-11-12,
p95,berner,berner_daily,2,test,g2,max,4,0,0.0,0.7204379562043796,2021-11-10,ST_01.04,0,96,0.5579855779608179,0.7063837475973486,0.0,2021-11-08,2021-11-12,
p95,berner,berner_daily,2,test,g4,max,4,0,0.0,0.7142857142857143,2021-11-10,ST_01.05,0,96,0.5668330200702771,0.7017696003750147,0.0,2021-11-08,2021-11-12,
p95,berner,berner_daily,2,test,incumbent,p95,4,0,0.0,0.8516638465877051,2021-11-10,ST_01.12,0,96,0.711713992554539,0.8432036097010722,0.0,2021-11-08,2021-11-12,
p95,berner,berner_daily,2,test,g0,p95,4,0,0.0,0.939445020746888,2021-11-10,ST_01.09,0,96,0.7618708847777824,0.9313779048627758,0.0,2021-11-08,2021-11-12,
p95,berner,berner_daily,2,test,g1,p95,4,0,0.0,0.9638554216867472,2021-11-10,ST_01.08,0,96,0.7662458327911175,0.9451075329354804,0.0,2021-11-08,2021-11-12,
p95,berner,berner_daily,2,test,g2,p95,4,0,0.0,0.9712940461725394,2021-11-10,ST_01.11,0,96,0.7438824527715963,0.9496709054418156,0.0,2021-11-08,2021-11-12,
p95,berner,berner_daily,2,test,g4,p95,4,0,0.0,0.9156867650738056,2021-11-10,ST_01.26,0,96,0.7116058382410771,0.893381727491158,0.0,2021-11-08,2021-11-12,
