fold,z,arm,station,mu,sigma,gamma_bind,gamma_cover
0,3.0,b1.02,ST_01.09,0.07289616730464879,0.006972833246436736,2,0
0,3.0,b1.02,ST_01.10,0.07738082920571224,0.005350864615199623,3,0
0,3.0,b1.02,ST_01.11,0.06779706026527019,0.0064481450404409515,3,0
0,3.0,b1.02,ST_01.12,0.007491366522817846,0.0009188250677148616,65,0
0,3.0,b1.02,ST_01.13,0.051536662760084444,0.013319905262824077,1,0
0,3.0,b1.02,ST_01.21,0.042847697236494356,0.00491831377917868,2,2
0,3.0,b1.02,ST_01.22,0.029974345978466974,0.0029527251483659946,3,0
0,3.0,b1.02,ST_01.23,0.041833713005228,0.005148721752992096,1,0
0,3.0,b1.02,ST_01.24,0.03787922450005817,0.003169202673243476,2,0
0,3.0,b1.02,ST_01.25,0.03990490724343143,0.004550752626462243,4,0
0,3.0,b1.02,ST_01.26,0.040843153311478135,0.00344734438862394,2,0
0,3.0,b1.02,ST_01.27,0.03919797612217557,0.004518686717456511,2,0
0,3.0,b1.02,ST_01.28,0.03538877655712806,0.006046729692576653,4,0
0,3.0,b1.02,ST_01.30,0.0067773110007544905,0.001061469124289595,2,0
0,3.0,b1.02,ST_01.31,0.013886630765092231,0.0033114907692682358,5,0
0,3.0,b1.02,ST_01.E4,0.0074926598722770245,0.007479037971759161,65,0
0,3.0,b1.05,ST_01.01,0.009777963084370605,0.001370879770064513,5,0
0,3.0,b1.05,ST_01.02,0.05241914436712118,0.0051238918055357165,6,0
0,3.0,b1.05,ST_01.03,0.043721282513098834,0.0030036172491859077,4,0
0,3.0,b1.05,ST_01.04,0.06240745315581142,0.007571572307971442,2,0
0,3.0,b1.05,ST_01.05,0.04555147262546005,0.0035923127866716938,3,7
0,3.0,b1.05,ST_01.06,0.06105369171313696,0.008366172022035287,2,0
0,3.0,b1.05,ST_01.07,0.06876540316400044,0.007451754957401748,1,0
0,3.0,b1.05,ST_01.08,0.04317510772588255,0.0047671284977220075,18,0
0,3.0,b1.05,ST_01.09,0.07289616730464879,0.006972833246436736,3,0
0,3.0,b1.05,ST_01.10,0.07738082920571224,0.005350864615199623,4,0
0,3.0,b1.05,ST_01.11,0.06779706026527019,0.0064481450404409515,3,0
0,3.0,b1.05,ST_01.12,0.007491366522817846,0.0009188250677148616,65,0
0,3.0,b1.05,ST_01.13,0.051536662760084444,0.013319905262824077,1,0
0,3.0,b1.05,ST_01.21,0.042847697236494356,0.00491831377917868,3,0
0,3.0,b1.05,ST_01.22,0.029974345978466974,0.0029527251483659946,14,0
0,3.0,b1.05,ST_01.23,0.041833713005228,0.005148721752992096,4,0
0,3.0,b1.05,ST_01.24,0.03787922450005817,0.003169202673243476,3,0
0,3.0,b1.05,ST_01.25,0.03990490724343143,0.004550752626462243,2,0
0,3.0,b1.05,ST_01.26,0.040843153311478135,0.00344734438862394,4,5
0,3.0,b1.05,ST_01.27,0.03919797612217557,0.004518686717456511,3,0
0,3.0,b1.05,ST_01.28,0.03538877655712806,0.006046729692576653,9,0
0,3.0,b1.05,ST_01.30,0.0067773110007544905,0.001061469124289595,6,0
0,3.0,b1.05,ST_01.31,0.013886630765092231,0.0033114907692682358,2,0
0,3.0,b1.05,ST_01.E4,0.0074926598722770245,0.007479037971759161,65,0
0,3.0,g0,ST_01.01,0.009777963084370605,0.001370879770064513,6,0
0,3.0,g0,ST_01.02,0.05241914436712118,0.0051238918055357165,1,0
0,3.0,g0,ST_01.03,0.043721282513098834,0.0030036172491859077,1,15
0,3.0,g0,ST_01.04,0.06240745315581142,0.007571572307971442,1,4
0,3.0,g0,ST_01.05,0.04555147262546005,0.0035923127866716938,2,0
0,3.0,g0,ST_01.06,0.06105369171313696,0.008366172022035287,1,0
0,3.0,g0,ST_01.07,0.06876540316400044,0.007451754957401748,1,0
0,3.0,g0,ST_01.08,0.04317510772588255,0.0047671284977220075,7,0
0,3.0,g0,ST_01.09,0.07289616730464879,0.006972833246436736,1,5
0,3.0,g0,ST_01.10,0.07738082920571224,0.005350864615199623,1,0
0,3.0,g0,ST_01.11,0.06779706026527019,0.0064481450404409515,1,0
0,3.0,g0,ST_01.12,0.007491366522817846,0.0009188250677148616,65,0
0,3.0,g0,ST_01.13,0.051536662760084444,0.013319905262824077,1,0
0,3.0,g0,ST_01.21,0.042847697236494356,0.00491831377917868,1,0
0,3.0,g0,ST_01.22,0.029974345978466974,0.0029527251483659946,1,0
0,3.0,g0,ST_01.23,0.041833713005228,0.005148721752992096,1,0
0,3.0,g0,ST_01.24,0.03787922450005817,0.003169202673243476,1,0
0,3.0,g0,ST_01.25,0.03990490724343143,0.004550752626462243,15,0
0,3.0,g0,ST_01.26,0.040843153311478135,0.00344734438862394,10,0
0,3.0,g0,ST_01.27,0.03919797612217557,0.004518686717456511,1,0
0,3.0,g0,ST_01.28,0.03538877655712806,0.006046729692576653,3,0
0,3.0,g0,ST_01.30,0.0067773110007544905,0.001061469124289595,5,0
0,3.0,g0,ST_01.31,0.013886630765092231,0.0033114907692682358,13,0
0,3.0,g0,ST_01.E4,0.0074926598722770245,0.007479037971759161,65,0
0,3.0,g1,ST_01.01,0.009777963084370605,0.001370879770064513,29,0
0,3.0,g1,ST_01.02,0.05241914436712118,0.0051238918055357165,24,0
0,3.0,g1,ST_01.03,0.043721282513098834,0.0030036172491859077,19,2
0,3.0,g1,ST_01.04,0.06240745315581142,0.007571572307971442,8,0
0,3.0,g1,ST_01.05,0.04555147262546005,0.0035923127866716938,17,0
0,3.0,g1,ST_01.06,0.06105369171313696,0.008366172022035287,10,0
0,3.0,g1,ST_01.07,0.06876540316400044,0.007451754957401748,6,0
0,3.0,g1,ST_01.08,0.04317510772588255,0.0047671284977220075,13,0
0,3.0,g1,ST_01.09,0.07289616730464879,0.006972833246436736,8,0
0,3.0,g1,ST_01.10,0.07738082920571224,0.005350864615199623,8,0
0,3.0,g1,ST_01.11,0.06779706026527019,0.0064481450404409515,11,0
0,3.0,g1,ST_01.12,0.007491366522817846,0.0009188250677148616,65,0
0,3.0,g1,ST_01.13,0.051536662760084444,0.013319905262824077,2,0
0,3.0,g1,ST_01.21,0.042847697236494356,0.00491831377917868,4,0
0,3.0,g1,ST_01.22,0.029974345978466974,0.0029527251483659946,28,0
0,3.0,g1,ST_01.23,0.041833713005228,0.005148721752992096,27,0
0,3.0,g1,ST_01.24,0.03787922450005817,0.003169202673243476,8,0
0,3.0,g1,ST_01.25,0.03990490724343143,0.004550752626462243,14,0
0,3.0,g1,ST_01.26,0.040843153311478135,0.00344734438862394,23,0
0,3.0,g1,ST_01.27,0.03919797612217557,0.004518686717456511,11,0
0,3.0,g1,ST_01.28,0.03538877655712806,0.006046729692576653,20,0
0,3.0,g1,ST_01.30,0.0067773110007544905,0.001061469124289595,20,28
0,3.0,g1,ST_01.31,0.013886630765092231,0.0033114907692682358,24,0
0,3.0,g1,ST_01.E4,0.0074926598722770245,0.007479037971759161,65,0
0,3.0,g2,ST_01.01,0.009777963084370605,0.001370879770064513,22,0
0,3.0,g2,ST_01.02,0.05241914436712118,0.0051238918055357165,9,0
0,3.0,g2,ST_01.03,0.043721282513098834,0.0030036172491859077,14,3
0,3.0,g2,ST_01.04,0.06240745315581142,0.007571572307971442,14,21
0,3.0,g2,ST_01.05,0.04555147262546005,0.0035923127866716938,12,0
0,3.0,g2,ST_01.06,0.06105369171313696,0.008366172022035287,11,0
0,3.0,g2,ST_01.07,0.06876540316400044,0.007451754957401748,7,0
0,3.0,g2,ST_01.08,0.04317510772588255,0.0047671284977220075,9,0
0,3.0,g2,ST_01.09,0.07289616730464879,0.006972833246436736,8,0
0,3.0,g2,ST_01.10,0.07738082920571224,0.005350864615199623,8,0
0,3.0,g2,ST_01.11,0.06779706026527019,0.0064481450404409515,9,0
0,3.0,g2,ST_01.12,0.007491366522817846,0.0009188250677148616,65,0
0,3.0,g2,ST_01.13,0.051536662760084444,0.013319905262824077,3,0
0,3.0,g2,ST_01.21,0.042847697236494356,0.00491831377917868,12,0
0,3.0,g2,ST_01.22,0.029974345978466974,0.0029527251483659946,19,0
0,3.0,g2,ST_01.23,0.041833713005228,0.005148721752992096,11,0
0,3.0,g2,ST_01.24,0.03787922450005817,0.003169202673243476,9,0
0,3.0,g2,ST_01.25,0.03990490724343143,0.004550752626462243,20,0
0,3.0,g2,ST_01.26,0.040843153311478135,0.00344734438862394,36,0
0,3.0,g2,ST_01.27,0.03919797612217557,0.004518686717456511,17,0
0,3.0,g2,ST_01.28,0.03538877655712806,0.006046729692576653,19,0
0,3.0,g2,ST_01.30,0.0067773110007544905,0.001061469124289595,13,0
0,3.0,g2,ST_01.31,0.013886630765092231,0.0033114907692682358,19,0
0,3.0,g2,ST_01.E4,0.0074926598722770245,0.007479037971759161,65,0
0,3.0,g4,ST_01.01,0.009777963084370605,0.001370879770064513,23,1
0,3.0,g4,ST_01.02,0.05241914436712118,0.0051238918055357165,8,0
0,3.0,g4,ST_01.03,0.043721282513098834,0.0030036172491859077,11,8
0,3.0,g4,ST_01.04,0.06240745315581142,0.007571572307971442,12,0
0,3.0,g4,ST_01.05,0.04555147262546005,0.0035923127866716938,16,0
0,3.0,g4,ST_01.06,0.06105369171313696,0.008366172022035287,9,0
0,3.0,g4,ST_01.07,0.06876540316400044,0.007451754957401748,5,0
0,3.0,g4,ST_01.08,0.04317510772588255,0.0047671284977220075,14,0
0,3.0,g4,ST_01.09,0.07289616730464879,0.006972833246436736,10,0
0,3.0,g4,ST_01.10,0.07738082920571224,0.005350864615199623,7,0
0,3.0,g4,ST_01.11,0.06779706026527019,0.0064481450404409515,9,0
0,3.0,g4,ST_01.12,0.007491366522817846,0.0009188250677148616,65,0
0,3.0,g4,ST_01.13,0.051536662760084444,0.013319905262824077,18,0
0,3.0,g4,ST_01.21,0.042847697236494356,0.00491831377917868,15,0
0,3.0,g4,ST_01.22,0.029974345978466974,0.0029527251483659946,11,0
0,3.0,g4,ST_01.23,0.041833713005228,0.005148721752992096,18,0
0,3.0,g4,ST_01.24,0.03787922450005817,0.003169202673243476,9,0
0,3.0,g4,ST_01.25,0.03990490724343143,0.004550752626462243,9,0
0,3.0,g4,ST_01.26,0.040843153311478135,0.00344734438862394,7,1
0,3.0,g4,ST_01.27,0.03919797612217557,0.004518686717456511,13,0
0,3.0,g4,ST_01.28,0.03538877655712806,0.006046729692576653,9,0
0,3.0,g4,ST_01.30,0.0067773110007544905,0.001061469124289595,11,0
0,3.0,g4,ST_01.31,0.013886630765092231,0.0033114907692682358,16,0
0,3.0,g4,ST_01.E4,0.0074926598722770245,0.007479037971759161,65,0
