fold,arm,gamma,alpha,solver_obj,solver_bound,solver_gap,solve_time,feasible_model,c_fit_q90,V_tr,V_te,cap_broken,wl_broken_asrun,max_workload_te,Tn,viol_norm,max_ratio_norm,imbalance,X,robust_lhs_max,robust_ok,PoR_pct,G_pct,beta,T_s_train
2,gamma2,2.0,1.0,19997.0,14119.856560244858,0.2939012571763335,789.5157103538513,True,4.258889582937576,486491.0,31043.0,0.0,23.0,101.88811188811188,0.2455219004590449,24.0,48.75895493945799,53.63485043340379,0.9714877167850064,33.048759759914795,True,1.437245359655378,-1.424510732838893,,
2,gamma4,4.0,1.0,19990.0,14121.557833068082,0.2935688927929924,789.4808804988861,True,4.258889582937576,484495.0,30958.0,0.0,21.0,94.72307692307696,0.2455219004590449,24.0,45.33009939855419,49.863109338409615,0.9705764196782009,31.471046193404824,True,1.0210634739928024,-1.146796484464338,,
2,tight1.02,,,inf,inf,,334.5560624599457,False,4.258889582937576,,,,,,,,,,,,,,,1.02,13.0
2,tight1.05,,,inf,inf,,334.08167719841003,False,4.258889582937576,,,,,,,,,,,,,,,1.05,13.0
3,gamma0,0.0,1.0,20375.0,14776.000000001852,0.274797546012179,788.5889828205109,True,4.387014122927727,512602.0,54524.0,0.0,21.0,171.8951048951049,0.4169682940730115,24.0,63.227467907192604,69.55021469791187,0.9721267439723792,32.66928580839163,True,0.0,0.0,,
3,gamma1,1.0,1.0,20847.0,14777.19918975973,0.2911594383000081,796.5059621334076,True,4.387014122927727,513372.0,54742.0,0.0,22.0,158.41958041958046,0.4169682940730115,24.0,50.34439091463664,55.37883000610032,0.9720515695506275,32.47605346867977,True,0.1502140061880367,-0.3998239307460934,,
3,gamma2,2.0,1.0,20803.0,14778.049091340985,0.2896193293591796,799.2530236244202,True,4.387014122927727,515813.0,55026.0,0.0,22.0,147.87846153846144,0.4169682940730115,24.0,59.43291367055526,65.37620503761079,0.9720581991588524,29.60565720923921,True,0.6264119141166051,-0.9206954735529308,,
3,gamma4,4.0,1.0,20781.0,14779.874062072597,0.2887794590215776,798.556036233902,True,4.387014122927727,514746.0,54732.0,0.0,23.0,158.6496503496504,0.4169682940730115,24.0,50.77906460550776,55.85697106605853,0.9729877800386024,32.664878466581854,True,0.4182582198274684,-0.3814833834641625,,
3,tight1.02,,,inf,inf,,376.4366176128388,False,4.387014122927727,,,,,,,,,,,,,,,1.02,13.0
3,tight1.05,,,inf,inf,,367.3205690383911,False,4.387014122927727,,,,,,,,,,,,,,,1.05,13.0
