tag,fold,k,rho,N_train_visits,V_test_visits,coverage_kappa,cap_broken,wl_broken,c_bar
iscf10kt_r0f0,0,4,4.0,7191,9666,1.0,0,1,1.0
iscf10kt_r0f0,0,6,4.0,7695,9713,1.0,0,1,1.0
iscf10kt_r0f0,0,10,4.0,6980,9602,1.0,0,2,1.0
iscf10kt_r0f1,1,1,0.0,8315,5973,1.0,0,1,1.0
iscf10kt_r0f1,1,4,0.0,8822,6203,1.0,0,1,1.0
iscf10kt_r0f1,1,6,0.0,9106,6483,1.0,0,0,1.0
iscf10kt_r0f1,1,10,0.0,9148,6440,1.0,0,0,1.0
iscf10kt_r0f1,1,1,0.25,8315,6656,1.0,0,1,1.0
iscf10kt_r0f1,1,4,0.25,8822,6878,1.0,0,1,1.0
iscf10kt_r0f1,1,6,0.25,9106,7068,1.0,0,0,1.0
iscf10kt_r0f1,1,10,0.25,9148,6961,1.0,0,0,1.0
iscf10kt_r0f1,1,1,0.5,8315,7038,1.0,0,1,1.0
iscf10kt_r0f1,1,4,0.5,8822,7189,1.0,0,1,1.0
iscf10kt_r0f1,1,6,0.5,9106,7348,1.0,0,0,1.0
iscf10kt_r0f1,1,10,0.5,9148,7249,1.0,0,0,1.0
iscf10kt_r0f1,1,1,1.0,8315,7392,1.0,0,1,1.0
iscf10kt_r0f1,1,4,1.0,8822,7527,1.0,0,1,1.0
iscf10kt_r0f1,1,6,1.0,9106,7558,1.0,0,0,1.0
iscf10kt_r0f1,1,10,1.0,9148,7548,1.0,0,0,1.0
iscf10kt_r0f1,1,1,2.0,8315,7586,1.0,0,1,1.0
iscf10kt_r0f1,1,4,2.0,8822,7650,1.0,0,1,1.0
iscf10kt_r0f1,1,6,2.0,9106,7733,1.0,0,0,1.0
iscf10kt_r0f1,1,10,2.0,9148,7700,1.0,0,0,1.0
iscf10kt_r0f1,1,1,3.0,8315,7598,1.0,0,1,1.0
iscf10kt_r0f1,1,4,3.0,8822,7713,1.0,0,1,1.0
iscf10kt_r0f1,1,6,3.0,9106,7751,1.0,0,0,1.0
iscf10kt_r0f1,1,10,3.0,9148,7728,1.0,0,0,1.0
iscf10kt_r0f1,1,1,4.0,8315,7717,1.0,0,1,1.0
iscf10kt_r0f1,1,4,4.0,8822,7758,1.0,0,1,1.0
iscf10kt_r0f1,1,6,4.0,9106,7803,1.0,0,0,1.0
iscf10kt_r0f1,1,10,4.0,9148,7732,1.0,0,0,1.0
iscf10kt_r0f2,2,1,0.0,9683,4354,1.0,0,0,1.0
iscf10kt_r0f2,2,4,0.0,9757,4284,1.0,0,0,1.0
iscf10kt_r0f2,2,6,0.0,10675,4862,1.0,0,0,1.0
iscf10kt_r0f2,2,10,0.0,10515,4774,1.0,0,0,1.0
iscf10kt_r0f2,2,1,0.25,9683,4933,1.0,0,0,1.0
iscf10kt_r0f2,2,4,0.25,9757,4913,1.0,0,0,1.0
iscf10kt_r0f2,2,6,0.25,10675,5272,1.0,0,0,1.0
iscf10kt_r0f2,2,10,0.25,10515,5237,1.0,0,0,1.0
iscf10kt_r0f2,2,1,0.5,9683,5298,1.0,0,0,1.0
iscf10kt_r0f2,2,4,0.5,9757,5288,1.0,0,0,1.0
iscf10kt_r0f2,2,6,0.5,10675,5529,1.0,0,0,1.0
iscf10kt_r0f2,2,10,0.5,10515,5461,1.0,0,0,1.0
iscf10kt_r0f2,2,1,1.0,9683,5603,1.0,0,0,1.0
iscf10kt_r0f2,2,4,1.0,9757,5637,1.0,0,0,1.0
iscf10kt_r0f2,2,6,1.0,10675,5794,1.0,0,0,1.0
iscf10kt_r0f2,2,10,1.0,10515,5680,1.0,0,0,1.0
iscf10kt_r0f2,2,1,2.0,9683,5795,1.0,0,0,1.0
iscf10kt_r0f2,2,4,2.0,9757,5802,1.0,0,0,1.0
iscf10kt_r0f2,2,6,2.0,10675,5893,1.0,0,0,1.0
iscf10kt_r0f2,2,10,2.0,10515,5825,1.0,0,0,1.0
iscf10kt_r0f2,2,1,3.0,9683,5810,1.0,0,0,1.0
iscf10kt_r0f2,2,4,3.0,9757,5828,1.0,0,0,1.0
iscf10kt_r0f2,2,6,3.0,10675,5910,1.0,0,0,1.0
iscf10kt_r0f2,2,10,3.0,10515,5855,1.0,0,0,1.0
iscf10kt_r0f2,2,1,4.0,9683,5842,1.0,0,0,1.0
iscf10kt_r0f2,2,4,4.0,9757,5832,1.0,0,0,1.0
iscf10kt_r0f2,2,6,4.0,10675,5890,1.0,0,0,1.0
iscf10kt_r0f2,2,10,4.0,10515,5818,1.0,0,0,1.0
iscf10kt_r0f3,3,1,0.0,11109,2989,1.0,0,0,1.0
iscf10kt_r0f3,3,4,0.0,11986,3302,1.0,0,0,1.0
iscf10kt_r0f3,3,6,0.0,12321,3272,1.0,0,0,1.0
iscf10kt_r0f3,3,10,0.0,12701,3482,1.0,0,0,1.0
iscf10kt_r0f3,3,1,0.25,11109,3362,1.0,0,0,1.0
iscf10kt_r0f3,3,4,0.25,11986,3589,1.0,0,0,1.0
iscf10kt_r0f3,3,6,0.25,12321,3581,1.0,0,0,1.0
iscf10kt_r0f3,3,10,0.25,12701,3680,1.0,0,0,1.0
iscf10kt_r0f3,3,1,0.5,11109,3601,1.0,0,0,1.0
iscf10kt_r0f3,3,4,0.5,11986,3795,1.0,0,0,1.0
iscf10kt_r0f3,3,6,0.5,12321,3758,1.0,0,0,1.0
iscf10kt_r0f3,3,10,0.5,12701,3822,1.0,0,0,1.0
iscf10kt_r0f3,3,1,1.0,11109,3772,1.0,0,0,1.0
iscf10kt_r0f3,3,4,1.0,11986,3913,1.0,0,0,1.0
iscf10kt_r0f3,3,6,1.0,12321,3869,1.0,0,0,1.0
iscf10kt_r0f3,3,10,1.0,12701,3924,1.0,0,0,1.0
iscf10kt_r0f3,3,1,2.0,11109,3911,1.0,0,0,1.0
iscf10kt_r0f3,3,4,2.0,11986,3998,1.0,0,0,1.0
iscf10kt_r0f3,3,6,2.0,12321,3952,1.0,0,0,1.0
iscf10kt_r0f3,3,10,2.0,12701,4011,1.0,0,0,1.0
iscf10kt_r0f3,3,1,3.0,11109,3930,1.0,0,0,1.0
iscf10kt_r0f3,3,4,3.0,11986,4013,1.0,0,0,1.0
iscf10kt_r0f3,3,6,3.0,12321,3940,1.0,0,0,1.0
iscf10kt_r0f3,3,10,3.0,12701,4024,1.0,0,0,1.0
iscf10kt_r0f3,3,1,4.0,11109,3933,1.0,0,0,1.0
iscf10kt_r0f3,3,4,4.0,11986,4038,1.0,0,0,1.0
iscf10kt_r0f3,3,6,4.0,12321,4002,1.0,0,0,1.0
iscf10kt_r0f3,3,10,4.0,12701,3993,1.0,0,0,1.0
iscf10kt_r0f4,4,1,0.0,12634,1637,1.0,0,0,1.0
iscf10kt_r0f4,4,4,0.0,13698,1817,1.0,0,0,1.0
iscf10kt_r0f4,4,6,0.0,13790,1804,1.0,0,0,1.0
iscf10kt_r0f4,4,10,0.0,13864,1881,1.0,0,0,1.0
iscf10kt_r0f4,4,1,0.25,12634,1891,1.0,0,0,1.0
iscf10kt_r0f4,4,4,0.25,13698,1975,1.0,0,0,1.0
iscf10kt_r0f4,4,6,0.25,13790,1977,1.0,0,0,1.0
iscf10kt_r0f4,4,10,0.25,13864,2025,1.0,0,0,1.0
iscf10kt_r0f4,4,1,0.5,12634,2007,1.0,0,0,1.0
iscf10kt_r0f4,4,4,0.5,13698,2039,1.0,0,0,1.0
iscf10kt_r0f4,4,6,0.5,13790,2048,1.0,0,0,1.0
iscf10kt_r0f4,4,10,0.5,13864,2105,1.0,0,0,1.0
iscf10kt_r0f4,4,1,1.0,12634,2095,1.0,0,0,1.0
iscf10kt_r0f4,4,4,1.0,13698,2105,1.0,0,0,1.0
iscf10kt_r0f4,4,6,1.0,13790,2091,1.0,0,0,1.0
iscf10kt_r0f4,4,10,1.0,13864,2165,1.0,0,0,1.0
iscf10kt_r0f4,4,1,2.0,12634,2151,1.0,0,0,1.0
iscf10kt_r0f4,4,4,2.0,13698,2127,1.0,0,0,1.0
iscf10kt_r0f4,4,6,2.0,13790,2138,1.0,0,0,1.0
iscf10kt_r0f4,4,10,2.0,13864,2196,1.0,0,0,1.0
iscf10kt_r0f4,4,1,3.0,12634,2136,1.0,0,0,1.0
iscf10kt_r0f4,4,4,3.0,13698,2122,1.0,0,0,1.0
iscf10kt_r0f4,4,6,3.0,13790,2128,1.0,0,0,1.0
iscf10kt_r0f4,4,10,3.0,13864,2180,1.0,0,0,1.0
iscf10kt_r0f4,4,1,4.0,12634,2165,1.0,0,0,1.0
iscf10kt_r0f4,4,4,4.0,13698,2143,1.0,0,0,1.0
iscf10kt_r0f4,4,6,4.0,13790,2154,1.0,0,0,1.0
iscf10kt_r0f4,4,10,4.0,13864,2199,1.0,0,0,1.0
