tag,fold,k,rho,N_train_visits,V_test_visits,coverage_kappa,cap_broken,wl_broken,c_bar
iscf10kt_r0f1,1,4,0.0,8822,6203,1.0,0,1,1.0
iscf10kt_r0f1,1,6,0.0,9106,6483,1.0,0,0,1.0
iscf10kt_r0f1,1,10,0.0,9148,6440,1.0,0,0,1.0
iscf10kt_r0f1,1,1,0.5,8315,6841,1.0,0,1,1.0
iscf10kt_r0f1,1,4,0.5,8822,7096,1.0,0,1,1.0
iscf10kt_r0f1,1,6,0.5,9106,7239,1.0,0,0,1.0
iscf10kt_r0f1,1,10,0.5,9148,7134,1.0,0,0,1.0
iscf10kt_r0f1,1,1,1.0,8315,7053,1.0,0,1,1.0
iscf10kt_r0f1,1,4,1.0,8822,7244,1.0,0,1,1.0
iscf10kt_r0f1,1,6,1.0,9106,7403,1.0,0,0,1.0
iscf10kt_r0f1,1,10,1.0,9148,7281,1.0,0,0,1.0
iscf10kt_r0f1,1,1,2.0,8315,7128,1.0,0,1,1.0
iscf10kt_r0f1,1,4,2.0,8822,7355,1.0,0,1,1.0
iscf10kt_r0f1,1,6,2.0,9106,7444,1.0,0,0,1.0
iscf10kt_r0f1,1,10,2.0,9148,7371,1.0,0,0,1.0
iscf10kt_r0f1,1,1,3.0,8315,7195,1.0,0,1,1.0
iscf10kt_r0f1,1,4,3.0,8822,7392,1.0,0,1,1.0
iscf10kt_r0f1,1,6,3.0,9106,7489,1.0,0,0,1.0
iscf10kt_r0f1,1,10,3.0,9148,7373,1.0,0,0,1.0
iscf10kt_r0f1,1,1,4.0,8315,7169,1.0,0,1,1.0
iscf10kt_r0f1,1,4,4.0,8822,7382,1.0,0,1,1.0
iscf10kt_r0f1,1,6,4.0,9106,7555,1.0,0,0,1.0
iscf10kt_r0f1,1,10,4.0,9148,7405,1.0,0,0,1.0
iscf10kt_r0f2,2,1,0.0,9683,4354,1.0,0,0,1.0
iscf10kt_r0f2,2,4,0.0,9757,4284,1.0,0,0,1.0
iscf10kt_r0f2,2,6,0.0,10675,4862,1.0,0,0,1.0
iscf10kt_r0f2,2,10,0.0,10515,4774,1.0,0,0,1.0
iscf10kt_r0f2,2,1,0.5,9683,5171,1.0,0,0,1.0
iscf10kt_r0f2,2,4,0.5,9757,5074,1.0,0,0,1.0
iscf10kt_r0f2,2,6,0.5,10675,5456,1.0,0,0,1.0
iscf10kt_r0f2,2,10,0.5,10515,5327,1.0,0,0,1.0
iscf10kt_r0f2,2,1,1.0,9683,5333,1.0,0,0,1.0
iscf10kt_r0f2,2,4,1.0,9757,5284,1.0,0,0,1.0
iscf10kt_r0f2,2,6,1.0,10675,5555,1.0,0,0,1.0
iscf10kt_r0f2,2,10,1.0,10515,5470,1.0,0,0,1.0
iscf10kt_r0f2,2,1,2.0,9683,5387,1.0,0,0,1.0
iscf10kt_r0f2,2,4,2.0,9757,5351,1.0,0,0,1.0
iscf10kt_r0f2,2,6,2.0,10675,5594,1.0,0,0,1.0
iscf10kt_r0f2,2,10,2.0,10515,5502,1.0,0,0,1.0
iscf10kt_r0f2,2,1,3.0,9683,5389,1.0,0,0,1.0
iscf10kt_r0f2,2,4,3.0,9757,5372,1.0,0,0,1.0
iscf10kt_r0f2,2,6,3.0,10675,5641,1.0,0,0,1.0
iscf10kt_r0f2,2,10,3.0,10515,5539,1.0,0,0,1.0
iscf10kt_r0f2,2,1,4.0,9683,5405,1.0,0,0,1.0
iscf10kt_r0f2,2,4,4.0,9757,5348,1.0,0,0,1.0
iscf10kt_r0f2,2,6,4.0,10675,5608,1.0,0,0,1.0
iscf10kt_r0f2,2,10,4.0,10515,5508,1.0,0,0,1.0
iscf10kt_r0f3,3,1,0.0,11109,2989,1.0,0,0,1.0
iscf10kt_r0f3,3,4,0.0,11986,3302,1.0,0,0,1.0
iscf10kt_r0f3,3,6,0.0,12321,3272,1.0,0,0,1.0
iscf10kt_r0f3,3,10,0.0,12701,3482,1.0,0,0,1.0
iscf10kt_r0f3,3,1,0.5,11109,3493,1.0,0,0,1.0
iscf10kt_r0f3,3,4,0.5,11986,3710,1.0,0,0,1.0
iscf10kt_r0f3,3,6,0.5,12321,3624,1.0,0,0,1.0
iscf10kt_r0f3,3,10,0.5,12701,3745,1.0,0,0,1.0
iscf10kt_r0f3,3,1,1.0,11109,3601,1.0,0,0,1.0
iscf10kt_r0f3,3,4,1.0,11986,3778,1.0,0,0,1.0
iscf10kt_r0f3,3,6,1.0,12321,3725,1.0,0,0,1.0
iscf10kt_r0f3,3,10,1.0,12701,3817,1.0,0,0,1.0
iscf10kt_r0f3,3,1,2.0,11109,3654,1.0,0,0,1.0
iscf10kt_r0f3,3,4,2.0,11986,3810,1.0,0,0,1.0
iscf10kt_r0f3,3,6,2.0,12321,3785,1.0,0,0,1.0
iscf10kt_r0f3,3,10,2.0,12701,3854,1.0,0,0,1.0
iscf10kt_r0f3,3,1,3.0,11109,3657,1.0,0,0,1.0
iscf10kt_r0f3,3,4,3.0,11986,3833,1.0,0,0,1.0
iscf10kt_r0f3,3,6,3.0,12321,3768,1.0,0,0,1.0
iscf10kt_r0f3,3,10,3.0,12701,3808,1.0,0,0,1.0
iscf10kt_r0f3,3,1,4.0,11109,3638,1.0,0,0,1.0
iscf10kt_r0f3,3,4,4.0,11986,3844,1.0,0,0,1.0
iscf10kt_r0f3,3,6,4.0,12321,3770,1.0,0,0,1.0
iscf10kt_r0f3,3,10,4.0,12701,3793,1.0,0,0,1.0
iscf10kt_r0f4,4,1,0.0,12634,1637,1.0,0,0,1.0
iscf10kt_r0f4,4,4,0.0,13698,1817,1.0,0,0,1.0
iscf10kt_r0f4,4,6,0.0,13790,1804,1.0,0,0,1.0
iscf10kt_r0f4,4,10,0.0,13864,1881,1.0,0,0,1.0
iscf10kt_r0f4,4,1,0.5,12634,1938,1.0,0,0,1.0
iscf10kt_r0f4,4,4,0.5,13698,1982,1.0,0,0,1.0
iscf10kt_r0f4,4,6,0.5,13790,1981,1.0,0,0,1.0
iscf10kt_r0f4,4,10,0.5,13864,2071,1.0,0,0,1.0
iscf10kt_r0f4,4,1,1.0,12634,1964,1.0,0,0,1.0
iscf10kt_r0f4,4,4,1.0,13698,2031,1.0,0,0,1.0
iscf10kt_r0f4,4,6,1.0,13790,1971,1.0,0,0,1.0
iscf10kt_r0f4,4,10,1.0,13864,2101,1.0,0,0,1.0
iscf10kt_r0f4,4,1,2.0,12634,1997,1.0,0,0,1.0
iscf10kt_r0f4,4,4,2.0,13698,2018,1.0,0,0,1.0
iscf10kt_r0f4,4,6,2.0,13790,1997,1.0,0,0,1.0
iscf10kt_r0f4,4,10,2.0,13864,2101,1.0,0,0,1.0
iscf10kt_r0f4,4,1,3.0,12634,2000,1.0,0,0,1.0
iscf10kt_r0f4,4,4,3.0,13698,2019,1.0,0,0,1.0
iscf10kt_r0f4,4,6,3.0,13790,2013,1.0,0,0,1.0
iscf10kt_r0f4,4,10,3.0,13864,2140,1.0,0,0,1.0
iscf10kt_r0f4,4,1,4.0,12634,2009,1.0,0,0,1.0
iscf10kt_r0f4,4,4,4.0,13698,2026,1.0,0,0,1.0
iscf10kt_r0f4,4,6,4.0,13790,2012,1.0,0,0,1.0
iscf10kt_r0f4,4,10,4.0,13864,2128,1.0,0,0,1.0
