source_csv,k,arm,regime,orders,capacity,N,V,PoR_pct,G_pct,cap_broken,wl_broken,real_cap_broken,real_wl_broken,real_wl_max_ratio,c_bar,feasibility_check_semantics,capacity_semantics,deployability
berner_decompose_result.csv,6,C_v2full,,closures,recal,452062,125946,-3.1,3.172,0.0,0.0,,,,2.4298291132603045,"wl_broken/cap_broken recomputed for EVERY arm against the REAL train stations with TEST demand = te.groupby('PRODUCT').size() (raw order-lines, duplicates counted; berner_decompose.py:127,139-140,178-179). Test window is ~3 weeks vs the 10-week train calibration of T_s, so this check is volume-slack (see bindingness B_agg).",RECALIBRATED flat loose T_s (eq.10 average from closure line counts) handed to Hexaly; workload SIGNAL still real REAL_LINES.,NOT guaranteed deployable (placed under a loosened contract); as-run recheck vs real stations happened to pass on test demand.
berner_decompose_result.csv,6,D_caponly,,nominal,recal,439110,123032,-5.877,5.412,0.0,0.0,,,,2.4298291132603045,"wl_broken/cap_broken recomputed for EVERY arm against the REAL train stations with TEST demand = te.groupby('PRODUCT').size() (raw order-lines, duplicates counted; berner_decompose.py:127,139-140,178-179). Test window is ~3 weeks vs the 10-week train calibration of T_s, so this check is volume-slack (see bindingness B_agg).",RECALIBRATED flat loose T_s (eq.10) with NOMINAL orders (capacity-only control); workload SIGNAL real REAL_LINES.,NOT guaranteed deployable (placed under a loosened contract); as-run recheck vs real stations happened to pass on test demand.
berner_decompose_result.csv,10,B_preproc,,closures,real,468042,129907,0.325,0.127,0.0,0.0,,,,3.0217902044185125,"wl_broken/cap_broken recomputed for EVERY arm against the REAL train stations with TEST demand = te.groupby('PRODUCT').size() (raw order-lines, duplicates counted; berner_decompose.py:127,139-140,178-179). Test window is ~3 weeks vs the 10-week train calibration of T_s, so this check is volume-slack (see bindingness B_agg).",REAL per-station T_s enforced HARD; only the ORDERS are enlarged to closures (preprocess-only arm).,DEPLOYABLE by construction (placed under the real contract).
berner_decompose_result.csv,10,C_v2full,,closures,recal,446753,124143,-4.238,4.558,0.0,0.0,,,,3.0217902044185125,"wl_broken/cap_broken recomputed for EVERY arm against the REAL train stations with TEST demand = te.groupby('PRODUCT').size() (raw order-lines, duplicates counted; berner_decompose.py:127,139-140,178-179). Test window is ~3 weeks vs the 10-week train calibration of T_s, so this check is volume-slack (see bindingness B_agg).",RECALIBRATED flat loose T_s (eq.10 average from closure line counts) handed to Hexaly; workload SIGNAL still real REAL_LINES.,NOT guaranteed deployable (placed under a loosened contract); as-run recheck vs real stations happened to pass on test demand.
berner_decompose_result.csv,10,D_caponly,,nominal,recal,426672,119711,-8.543,7.966,0.0,0.0,,,,3.0217902044185125,"wl_broken/cap_broken recomputed for EVERY arm against the REAL train stations with TEST demand = te.groupby('PRODUCT').size() (raw order-lines, duplicates counted; berner_decompose.py:127,139-140,178-179). Test window is ~3 weeks vs the 10-week train calibration of T_s, so this check is volume-slack (see bindingness B_agg).",RECALIBRATED flat loose T_s (eq.10) with NOMINAL orders (capacity-only control); workload SIGNAL real REAL_LINES.,NOT guaranteed deployable (placed under a loosened contract); as-run recheck vs real stations happened to pass on test demand.
berner_decompose_cprime_result.csv,2,Cprime_closures,,closures,recal-loose (bar_L signal),501412,139594,7.478,-7.321,,,0.0,7.0,5.488,1.4875345430376623,"real_cap_broken/real_wl_broken/real_wl_max_ratio from real_feasibility() (berner_decompose_cprime.py:49-64,137): layout vs REAL per-product REAL_LINES (= TRAIN distinct-order demand) and REAL per-station T_s -- a TRAIN-demand deployability check, NOT a test-workload check. N/V vs real stations as in decompose.",Closure objective + INFLATED bar_L workload signal + loose flat recal cap (berner_decompose_cprime.py:121-122); placement never saw the real per-station contract.,"NOT DEPLOYABLE: real_wl_broken stations under the TRAIN-demand real contract (real_feasibility(), :49-64)."
berner_decompose_cprime_result.csv,2,Dprime_nominal,,nominal,recal-loose (bar_L signal),492707,136897,5.612,-5.247,,,0.0,6.0,2.906,1.4875345430376623,"real_cap_broken/real_wl_broken/real_wl_max_ratio from real_feasibility() (berner_decompose_cprime.py:49-64,137): layout vs REAL per-product REAL_LINES (= TRAIN distinct-order demand) and REAL per-station T_s -- a TRAIN-demand deployability check, NOT a test-workload check. N/V vs real stations as in decompose.",Nominal objective + INFLATED bar_L workload signal + loose flat recal cap; placement never saw the real per-station contract.,NOT DEPLOYABLE: real_wl_broken stations under the TRAIN-demand real contract.
berner_decompose_cprime_result.csv,3,Cprime_closures,,closures,recal-loose (bar_L signal),505216,140800,8.293,-8.248,,,0.0,7.0,4.2,1.8187486465394316,"real_cap_broken/real_wl_broken/real_wl_max_ratio from real_feasibility() (berner_decompose_cprime.py:49-64,137): layout vs REAL per-product REAL_LINES (= TRAIN distinct-order demand) and REAL per-station T_s -- a TRAIN-demand deployability check, NOT a test-workload check. N/V vs real stations as in decompose.",Closure objective + INFLATED bar_L workload signal + loose flat recal cap (berner_decompose_cprime.py:121-122); placement never saw the real per-station contract.,"NOT DEPLOYABLE: real_wl_broken stations under the TRAIN-demand real contract (real_feasibility(), :49-64)."
berner_decompose_cprime_result.csv,3,Dprime_nominal,,nominal,recal-loose (bar_L signal),492547,137191,5.578,-5.473,,,0.0,7.0,3.463,1.8187486465394316,"real_cap_broken/real_wl_broken/real_wl_max_ratio from real_feasibility() (berner_decompose_cprime.py:49-64,137): layout vs REAL per-product REAL_LINES (= TRAIN distinct-order demand) and REAL per-station T_s -- a TRAIN-demand deployability check, NOT a test-workload check. N/V vs real stations as in decompose.",Nominal objective + INFLATED bar_L workload signal + loose flat recal cap; placement never saw the real per-station contract.,NOT DEPLOYABLE: real_wl_broken stations under the TRAIN-demand real contract.
berner_decompose_cprime_result.csv,4,Cprime_closures,,closures,recal-loose (bar_L signal),496055,138443,6.33,-6.436,,,0.0,8.0,2.706,2.071667013969756,"real_cap_broken/real_wl_broken/real_wl_max_ratio from real_feasibility() (berner_decompose_cprime.py:49-64,137): layout vs REAL per-product REAL_LINES (= TRAIN distinct-order demand) and REAL per-station T_s -- a TRAIN-demand deployability check, NOT a test-workload check. N/V vs real stations as in decompose.",Closure objective + INFLATED bar_L workload signal + loose flat recal cap (berner_decompose_cprime.py:121-122); placement never saw the real per-station contract.,"NOT DEPLOYABLE: real_wl_broken stations under the TRAIN-demand real contract (real_feasibility(), :49-64)."
berner_decompose_cprime_result.csv,4,Dprime_nominal,,nominal,recal-loose (bar_L signal),485543,136054,4.076,-4.599,,,0.0,7.0,6.326,2.071667013969756,"real_cap_broken/real_wl_broken/real_wl_max_ratio from real_feasibility() (berner_decompose_cprime.py:49-64,137): layout vs REAL per-product REAL_LINES (= TRAIN distinct-order demand) and REAL per-station T_s -- a TRAIN-demand deployability check, NOT a test-workload check. N/V vs real stations as in decompose.",Nominal objective + INFLATED bar_L workload signal + loose flat recal cap; placement never saw the real per-station contract.,NOT DEPLOYABLE: real_wl_broken stations under the TRAIN-demand real contract.
berner_decompose_cprime_result.csv,6,Cprime_closures,,closures,recal-loose (bar_L signal),498696,139606,6.896,-7.33,,,0.0,9.0,2.931,2.4298291132603045,"real_cap_broken/real_wl_broken/real_wl_max_ratio from real_feasibility() (berner_decompose_cprime.py:49-64,137): layout vs REAL per-product REAL_LINES (= TRAIN distinct-order demand) and REAL per-station T_s -- a TRAIN-demand deployability check, NOT a test-workload check. N/V vs real stations as in decompose.",Closure objective + INFLATED bar_L workload signal + loose flat recal cap (berner_decompose_cprime.py:121-122); placement never saw the real per-station contract.,"NOT DEPLOYABLE: real_wl_broken stations under the TRAIN-demand real contract (real_feasibility(), :49-64)."
berner_decompose_cprime_result.csv,6,Dprime_nominal,,nominal,recal-loose (bar_L signal),487800,136052,4.56,-4.597,,,0.0,6.0,3.684,2.4298291132603045,"real_cap_broken/real_wl_broken/real_wl_max_ratio from real_feasibility() (berner_decompose_cprime.py:49-64,137): layout vs REAL per-product REAL_LINES (= TRAIN distinct-order demand) and REAL per-station T_s -- a TRAIN-demand deployability check, NOT a test-workload check. N/V vs real stations as in decompose.",Nominal objective + INFLATED bar_L workload signal + loose flat recal cap; placement never saw the real per-station contract.,NOT DEPLOYABLE: real_wl_broken stations under the TRAIN-demand real contract.
berner_decompose_cprime_result.csv,10,Cprime_closures,,closures,recal-loose (bar_L signal),489452,137465,4.914,-5.684,,,0.0,7.0,2.669,3.0217902044185125,"real_cap_broken/real_wl_broken/real_wl_max_ratio from real_feasibility() (berner_decompose_cprime.py:49-64,137): layout vs REAL per-product REAL_LINES (= TRAIN distinct-order demand) and REAL per-station T_s -- a TRAIN-demand deployability check, NOT a test-workload check. N/V vs real stations as in decompose.",Closure objective + INFLATED bar_L workload signal + loose flat recal cap (berner_decompose_cprime.py:121-122); placement never saw the real per-station contract.,"NOT DEPLOYABLE: real_wl_broken stations under the TRAIN-demand real contract (real_feasibility(), :49-64)."
berner_decompose_cprime_result.csv,10,Dprime_nominal,,nominal,recal-loose (bar_L signal),482467,135309,3.417,-4.026,,,0.0,9.0,3.144,3.0217902044185125,"real_cap_broken/real_wl_broken/real_wl_max_ratio from real_feasibility() (berner_decompose_cprime.py:49-64,137): layout vs REAL per-product REAL_LINES (= TRAIN distinct-order demand) and REAL per-station T_s -- a TRAIN-demand deployability check, NOT a test-workload check. N/V vs real stations as in decompose.",Nominal objective + INFLATED bar_L workload signal + loose flat recal cap; placement never saw the real per-station contract.,NOT DEPLOYABLE: real_wl_broken stations under the TRAIN-demand real contract.
berner_clean_comparison_result.csv,1,A_baseline,real,nominal,real,466640,130120,0.0,0.0,,,0.0,0.0,1.0,1.0,"real_cap_broken/real_wl_broken/real_wl_max_ratio: every arm re-checked for REAL feasibility (TRAIN-demand REAL_LINES vs the REAL per-station T_s), same semantics as the cprime real_feasibility check.",REAL regime: per-station heterogeneous T_s (120% slack) enforced HARD.,DEPLOYABLE by construction; TRAIN-demand real check confirms 0 broken.
berner_clean_comparison_result.csv,2,B_closures,real,closures,real,480467,134453,2.963,-3.33,,,0.0,0.0,0.999,1.4875345430376623,"real_cap_broken/real_wl_broken/real_wl_max_ratio: every arm re-checked for REAL feasibility (TRAIN-demand REAL_LINES vs the REAL per-station T_s), same semantics as the cprime real_feasibility check.","REAL regime: per-station T_s enforced HARD, closure orders.",DEPLOYABLE by construction; TRAIN-demand real check confirms 0 broken (max ratio ~1.0 => the real ceiling is BINDING at placement).
berner_clean_comparison_result.csv,2,Cpp_closures,fair,closures,fair,485095,136082,3.955,-4.582,,,0.0,5.0,1.069,1.4875345430376623,"real_cap_broken/real_wl_broken/real_wl_max_ratio: every arm re-checked for REAL feasibility (TRAIN-demand REAL_LINES vs the REAL per-station T_s), same semantics as the cprime real_feasibility check.",FAIR-INFLATED regime: per-station T_s^fair = ceil(1.20 * sum_{p:a0(p)=s} bar_L_p / V_s) built from PINNED_STATION a0 with closure line counts bar_L (berner_clean_comparison.py).,NOT DEPLOYABLE when real_wl_broken > 0 (TRAIN-demand real check).
berner_clean_comparison_result.csv,2,Dpp_nominal,fair,nominal,fair,466086,129819,-0.119,0.231,,,0.0,5.0,1.062,1.4875345430376623,"real_cap_broken/real_wl_broken/real_wl_max_ratio: every arm re-checked for REAL feasibility (TRAIN-demand REAL_LINES vs the REAL per-station T_s), same semantics as the cprime real_feasibility check.","FAIR-INFLATED regime: same per-station T_s^fair, nominal orders.",NOT DEPLOYABLE when real_wl_broken > 0 (TRAIN-demand real check).
berner_clean_comparison_result.csv,2,oldD_slack,loose,nominal,loose,464813,129529,-0.392,0.454,,,0.0,9.0,2.629,1.4875345430376623,"real_cap_broken/real_wl_broken/real_wl_max_ratio: every arm re-checked for REAL feasibility (TRAIN-demand REAL_LINES vs the REAL per-station T_s), same semantics as the cprime real_feasibility check.",LOOSE reference: flat eq.10 recalibrated cap (the old D arm).,NOT DEPLOYABLE when real_wl_broken > 0 (TRAIN-demand real check).
berner_clean_comparison_result.csv,3,B_closures,real,closures,real,479971,134340,2.857,-3.243,,,0.0,0.0,0.999,1.8187486465394316,"real_cap_broken/real_wl_broken/real_wl_max_ratio: every arm re-checked for REAL feasibility (TRAIN-demand REAL_LINES vs the REAL per-station T_s), same semantics as the cprime real_feasibility check.","REAL regime: per-station T_s enforced HARD, closure orders.",DEPLOYABLE by construction; TRAIN-demand real check confirms 0 broken (max ratio ~1.0 => the real ceiling is BINDING at placement).
berner_clean_comparison_result.csv,3,Cpp_closures,fair,closures,fair,474972,133217,1.786,-2.38,,,0.0,4.0,1.062,1.8187486465394316,"real_cap_broken/real_wl_broken/real_wl_max_ratio: every arm re-checked for REAL feasibility (TRAIN-demand REAL_LINES vs the REAL per-station T_s), same semantics as the cprime real_feasibility check.",FAIR-INFLATED regime: per-station T_s^fair = ceil(1.20 * sum_{p:a0(p)=s} bar_L_p / V_s) built from PINNED_STATION a0 with closure line counts bar_L (berner_clean_comparison.py).,NOT DEPLOYABLE when real_wl_broken > 0 (TRAIN-demand real check).
berner_clean_comparison_result.csv,3,Dpp_nominal,fair,nominal,fair,468511,131322,0.401,-0.924,,,0.0,5.0,1.143,1.8187486465394316,"real_cap_broken/real_wl_broken/real_wl_max_ratio: every arm re-checked for REAL feasibility (TRAIN-demand REAL_LINES vs the REAL per-station T_s), same semantics as the cprime real_feasibility check.","FAIR-INFLATED regime: same per-station T_s^fair, nominal orders.",NOT DEPLOYABLE when real_wl_broken > 0 (TRAIN-demand real check).
berner_clean_comparison_result.csv,3,oldD_slack,loose,nominal,loose,450539,125780,-3.45,3.335,,,0.0,9.0,2.773,1.8187486465394316,"real_cap_broken/real_wl_broken/real_wl_max_ratio: every arm re-checked for REAL feasibility (TRAIN-demand REAL_LINES vs the REAL per-station T_s), same semantics as the cprime real_feasibility check.",LOOSE reference: flat eq.10 recalibrated cap (the old D arm).,NOT DEPLOYABLE when real_wl_broken > 0 (TRAIN-demand real check).
berner_clean_comparison_result.csv,4,B_closures,real,closures,real,478656,132957,2.575,-2.18,,,0.0,0.0,0.998,2.071667013969756,"real_cap_broken/real_wl_broken/real_wl_max_ratio: every arm re-checked for REAL feasibility (TRAIN-demand REAL_LINES vs the REAL per-station T_s), same semantics as the cprime real_feasibility check.","REAL regime: per-station T_s enforced HARD, closure orders.",DEPLOYABLE by construction; TRAIN-demand real check confirms 0 broken (max ratio ~1.0 => the real ceiling is BINDING at placement).
berner_clean_comparison_result.csv,4,Cpp_closures,fair,closures,fair,475813,132353,1.966,-1.716,,,0.0,7.0,1.233,2.071667013969756,"real_cap_broken/real_wl_broken/real_wl_max_ratio: every arm re-checked for REAL feasibility (TRAIN-demand REAL_LINES vs the REAL per-station T_s), same semantics as the cprime real_feasibility check.",FAIR-INFLATED regime: per-station T_s^fair = ceil(1.20 * sum_{p:a0(p)=s} bar_L_p / V_s) built from PINNED_STATION a0 with closure line counts bar_L (berner_clean_comparison.py).,NOT DEPLOYABLE when real_wl_broken > 0 (TRAIN-demand real check).
berner_clean_comparison_result.csv,4,Dpp_nominal,fair,nominal,fair,465012,129779,-0.349,0.262,,,0.0,8.0,1.263,2.071667013969756,"real_cap_broken/real_wl_broken/real_wl_max_ratio: every arm re-checked for REAL feasibility (TRAIN-demand REAL_LINES vs the REAL per-station T_s), same semantics as the cprime real_feasibility check.","FAIR-INFLATED regime: same per-station T_s^fair, nominal orders.",NOT DEPLOYABLE when real_wl_broken > 0 (TRAIN-demand real check).
berner_clean_comparison_result.csv,4,oldD_slack,loose,nominal,loose,437738,122828,-6.194,5.604,,,0.0,10.0,1.794,2.071667013969756,"real_cap_broken/real_wl_broken/real_wl_max_ratio: every arm re-checked for REAL feasibility (TRAIN-demand REAL_LINES vs the REAL per-station T_s), same semantics as the cprime real_feasibility check.",LOOSE reference: flat eq.10 recalibrated cap (the old D arm).,NOT DEPLOYABLE when real_wl_broken > 0 (TRAIN-demand real check).
berner_clean_comparison_result.csv,6,B_closures,real,closures,real,470779,131342,0.887,-0.939,,,0.0,0.0,1.0,2.4298291132603045,"real_cap_broken/real_wl_broken/real_wl_max_ratio: every arm re-checked for REAL feasibility (TRAIN-demand REAL_LINES vs the REAL per-station T_s), same semantics as the cprime real_feasibility check.","REAL regime: per-station T_s enforced HARD, closure orders.",DEPLOYABLE by construction; TRAIN-demand real check confirms 0 broken (max ratio ~1.0 => the real ceiling is BINDING at placement).
berner_clean_comparison_result.csv,6,Cpp_closures,fair,closures,fair,477718,133181,2.374,-2.352,,,0.0,6.0,1.253,2.4298291132603045,"real_cap_broken/real_wl_broken/real_wl_max_ratio: every arm re-checked for REAL feasibility (TRAIN-demand REAL_LINES vs the REAL per-station T_s), same semantics as the cprime real_feasibility check.",FAIR-INFLATED regime: per-station T_s^fair = ceil(1.20 * sum_{p:a0(p)=s} bar_L_p / V_s) built from PINNED_STATION a0 with closure line counts bar_L (berner_clean_comparison.py).,NOT DEPLOYABLE when real_wl_broken > 0 (TRAIN-demand real check).
berner_clean_comparison_result.csv,6,Dpp_nominal,fair,nominal,fair,457508,127627,-1.957,1.916,,,0.0,8.0,1.509,2.4298291132603045,"real_cap_broken/real_wl_broken/real_wl_max_ratio: every arm re-checked for REAL feasibility (TRAIN-demand REAL_LINES vs the REAL per-station T_s), same semantics as the cprime real_feasibility check.","FAIR-INFLATED regime: same per-station T_s^fair, nominal orders.",NOT DEPLOYABLE when real_wl_broken > 0 (TRAIN-demand real check).
berner_clean_comparison_result.csv,6,oldD_slack,loose,nominal,loose,439722,123202,-5.768,5.317,,,0.0,8.0,2.5,2.4298291132603045,"real_cap_broken/real_wl_broken/real_wl_max_ratio: every arm re-checked for REAL feasibility (TRAIN-demand REAL_LINES vs the REAL per-station T_s), same semantics as the cprime real_feasibility check.",LOOSE reference: flat eq.10 recalibrated cap (the old D arm).,NOT DEPLOYABLE when real_wl_broken > 0 (TRAIN-demand real check).
berner_clean_comparison_result.csv,10,B_closures,real,closures,real,468544,130093,0.408,0.021,,,0.0,0.0,1.0,3.0217902044185125,"real_cap_broken/real_wl_broken/real_wl_max_ratio: every arm re-checked for REAL feasibility (TRAIN-demand REAL_LINES vs the REAL per-station T_s), same semantics as the cprime real_feasibility check.","REAL regime: per-station T_s enforced HARD, closure orders.",DEPLOYABLE by construction; TRAIN-demand real check confirms 0 broken (max ratio ~1.0 => the real ceiling is BINDING at placement).
berner_clean_comparison_result.csv,10,Cpp_closures,fair,closures,fair,475475,133397,1.893,-2.518,,,0.0,6.0,1.187,3.0217902044185125,"real_cap_broken/real_wl_broken/real_wl_max_ratio: every arm re-checked for REAL feasibility (TRAIN-demand REAL_LINES vs the REAL per-station T_s), same semantics as the cprime real_feasibility check.",FAIR-INFLATED regime: per-station T_s^fair = ceil(1.20 * sum_{p:a0(p)=s} bar_L_p / V_s) built from PINNED_STATION a0 with closure line counts bar_L (berner_clean_comparison.py).,NOT DEPLOYABLE when real_wl_broken > 0 (TRAIN-demand real check).
berner_clean_comparison_result.csv,10,Dpp_nominal,fair,nominal,fair,458201,127690,-1.808,1.868,,,0.0,7.0,1.253,3.0217902044185125,"real_cap_broken/real_wl_broken/real_wl_max_ratio: every arm re-checked for REAL feasibility (TRAIN-demand REAL_LINES vs the REAL per-station T_s), same semantics as the cprime real_feasibility check.","FAIR-INFLATED regime: same per-station T_s^fair, nominal orders.",NOT DEPLOYABLE when real_wl_broken > 0 (TRAIN-demand real check).
berner_clean_comparison_result.csv,10,oldD_slack,loose,nominal,loose,427304,119809,-8.43,7.924,,,0.0,7.0,2.436,3.0217902044185125,"real_cap_broken/real_wl_broken/real_wl_max_ratio: every arm re-checked for REAL feasibility (TRAIN-demand REAL_LINES vs the REAL per-station T_s), same semantics as the cprime real_feasibility check.",LOOSE reference: flat eq.10 recalibrated cap (the old D arm).,NOT DEPLOYABLE when real_wl_broken > 0 (TRAIN-demand real check).
berner_clean_comparison_result.csv,15,B_closures,real,closures,real,480433,133762,2.956,-2.799,,,0.0,0.0,0.999,3.615559995587208,"real_cap_broken/real_wl_broken/real_wl_max_ratio: every arm re-checked for REAL feasibility (TRAIN-demand REAL_LINES vs the REAL per-station T_s), same semantics as the cprime real_feasibility check.","REAL regime: per-station T_s enforced HARD, closure orders.",DEPLOYABLE by construction; TRAIN-demand real check confirms 0 broken (max ratio ~1.0 => the real ceiling is BINDING at placement).
berner_clean_comparison_result.csv,15,Cpp_closures,fair,closures,fair,471274,131858,0.993,-1.336,,,0.0,7.0,1.445,3.615559995587208,"real_cap_broken/real_wl_broken/real_wl_max_ratio: every arm re-checked for REAL feasibility (TRAIN-demand REAL_LINES vs the REAL per-station T_s), same semantics as the cprime real_feasibility check.",FAIR-INFLATED regime: per-station T_s^fair = ceil(1.20 * sum_{p:a0(p)=s} bar_L_p / V_s) built from PINNED_STATION a0 with closure line counts bar_L (berner_clean_comparison.py).,NOT DEPLOYABLE when real_wl_broken > 0 (TRAIN-demand real check).
berner_clean_comparison_result.csv,15,Dpp_nominal,fair,nominal,fair,457107,128576,-2.043,1.187,,,0.0,5.0,1.726,3.615559995587208,"real_cap_broken/real_wl_broken/real_wl_max_ratio: every arm re-checked for REAL feasibility (TRAIN-demand REAL_LINES vs the REAL per-station T_s), same semantics as the cprime real_feasibility check.","FAIR-INFLATED regime: same per-station T_s^fair, nominal orders.",NOT DEPLOYABLE when real_wl_broken > 0 (TRAIN-demand real check).
