tag,fold,k,rho,N_train_visits,V_test_visits,coverage_kappa,cap_broken,wl_broken,c_bar
iscf10kt_r0f3,3,3,0.5,585,3497,1.0,0,8,1.0
iscf10kt_r0f3,3,4,0.5,569,3613,1.0,0,8,1.0
iscf10kt_r0f3,3,6,0.5,594,3779,1.0,0,8,1.0
iscf10kt_r0f3,3,1,1.0,571,3706,1.0,0,8,1.0
iscf10kt_r0f3,3,2,1.0,575,3725,1.0,0,8,1.0
iscf10kt_r0f3,3,3,1.0,585,3582,1.0,0,8,1.0
iscf10kt_r0f3,3,4,1.0,569,3686,1.0,0,8,1.0
iscf10kt_r0f3,3,6,1.0,594,3831,1.0,0,8,1.0
iscf10kt_r0f3,3,1,2.0,571,3754,1.0,0,8,1.0
iscf10kt_r0f3,3,2,2.0,575,3771,1.0,0,8,1.0
iscf10kt_r0f3,3,3,2.0,585,3592,1.0,0,8,1.0
iscf10kt_r0f3,3,4,2.0,569,3730,1.0,0,8,1.0
iscf10kt_r0f3,3,6,2.0,594,3831,1.0,0,8,1.0
iscf10kt_r0f4,4,1,0.0,557,1581,1.0,0,4,1.0
iscf10kt_r0f4,4,2,0.0,580,1896,1.0,0,7,1.0
iscf10kt_r0f4,4,3,0.0,578,1930,1.0,0,7,1.0
iscf10kt_r0f4,4,4,0.0,567,1779,1.0,0,6,1.0
iscf10kt_r0f4,4,6,0.0,587,1814,1.0,0,5,1.0
iscf10kt_r0f4,4,1,0.5,557,1773,1.0,0,4,1.0
iscf10kt_r0f4,4,2,0.5,580,2069,1.0,0,7,1.0
iscf10kt_r0f4,4,3,0.5,578,2020,1.0,0,7,1.0
iscf10kt_r0f4,4,4,0.5,567,1979,1.0,0,6,1.0
iscf10kt_r0f4,4,6,0.5,587,1966,1.0,0,5,1.0
iscf10kt_r0f4,4,1,1.0,557,1808,1.0,0,4,1.0
iscf10kt_r0f4,4,2,1.0,580,2092,1.0,0,7,1.0
iscf10kt_r0f4,4,3,1.0,578,2052,1.0,0,7,1.0
iscf10kt_r0f4,4,4,1.0,567,2019,1.0,0,6,1.0
iscf10kt_r0f4,4,6,1.0,587,1971,1.0,0,5,1.0
iscf10kt_r0f4,4,1,2.0,557,1809,1.0,0,4,1.0
iscf10kt_r0f4,4,2,2.0,580,2079,1.0,0,7,1.0
iscf10kt_r0f4,4,3,2.0,578,2055,1.0,0,7,1.0
iscf10kt_r0f4,4,4,2.0,567,2018,1.0,0,6,1.0
iscf10kt_r0f4,4,6,2.0,587,1982,1.0,0,5,1.0
