tag,fold,k,rho,N_train_visits,V_test_visits,coverage_kappa,cap_broken,wl_broken,c_bar
iscf10kt_r0f1,1,1,1.0,2512,7187,1.0,0,7,1.0
iscf10kt_r0f1,1,2,1.0,2545,7278,1.0,0,7,1.0
iscf10kt_r0f1,1,3,1.0,2567,7261,1.0,0,7,1.0
iscf10kt_r0f1,1,4,1.0,2602,7396,1.0,0,7,1.0
iscf10kt_r0f1,1,6,1.0,2652,7371,1.0,0,7,1.0
iscf10kt_r0f1,1,1,2.0,2512,7311,1.0,0,7,1.0
iscf10kt_r0f1,1,2,2.0,2545,7423,1.0,0,7,1.0
iscf10kt_r0f1,1,3,2.0,2567,7430,1.0,0,7,1.0
iscf10kt_r0f1,1,4,2.0,2602,7529,1.0,0,7,1.0
iscf10kt_r0f1,1,6,2.0,2652,7492,1.0,0,7,1.0
iscf10kt_r0f2,2,1,0.0,2532,4720,1.0,0,4,1.0
iscf10kt_r0f2,2,2,0.0,2556,4691,1.0,0,4,1.0
iscf10kt_r0f2,2,3,0.0,2576,4832,1.0,0,3,1.0
iscf10kt_r0f2,2,4,0.0,2575,4794,1.0,0,5,1.0
iscf10kt_r0f2,2,6,0.0,2739,5065,1.0,0,5,1.0
iscf10kt_r0f2,2,1,0.5,2532,5273,1.0,0,4,1.0
iscf10kt_r0f2,2,2,0.5,2556,5243,1.0,0,4,1.0
iscf10kt_r0f2,2,3,0.5,2576,5339,1.0,0,3,1.0
iscf10kt_r0f2,2,4,0.5,2575,5321,1.0,0,5,1.0
iscf10kt_r0f2,2,6,0.5,2739,5470,1.0,0,5,1.0
iscf10kt_r0f2,2,1,1.0,2532,5448,1.0,0,4,1.0
iscf10kt_r0f2,2,2,1.0,2556,5436,1.0,0,4,1.0
iscf10kt_r0f2,2,3,1.0,2576,5498,1.0,0,3,1.0
iscf10kt_r0f2,2,4,1.0,2575,5442,1.0,0,5,1.0
iscf10kt_r0f2,2,6,1.0,2739,5588,1.0,0,5,1.0
iscf10kt_r0f2,2,1,2.0,2532,5494,1.0,0,4,1.0
iscf10kt_r0f2,2,2,2.0,2556,5436,1.0,0,4,1.0
iscf10kt_r0f2,2,3,2.0,2576,5484,1.0,0,3,1.0
iscf10kt_r0f2,2,4,2.0,2575,5489,1.0,0,5,1.0
iscf10kt_r0f2,2,6,2.0,2739,5594,1.0,0,5,1.0
iscf10kt_r0f3,3,1,0.0,2489,3201,1.0,0,3,1.0
iscf10kt_r0f3,3,2,0.0,2520,3162,1.0,0,3,1.0
iscf10kt_r0f3,3,3,0.0,2506,3178,1.0,0,3,1.0
iscf10kt_r0f3,3,4,0.0,2570,3186,1.0,0,2,1.0
iscf10kt_r0f3,3,6,0.0,2514,3239,1.0,0,2,1.0
iscf10kt_r0f3,3,1,0.5,2489,3560,1.0,0,3,1.0
iscf10kt_r0f3,3,2,0.5,2520,3582,1.0,0,3,1.0
iscf10kt_r0f3,3,3,0.5,2506,3577,1.0,0,3,1.0
iscf10kt_r0f3,3,4,0.5,2570,3515,1.0,0,2,1.0
iscf10kt_r0f3,3,6,0.5,2514,3593,1.0,0,2,1.0
iscf10kt_r0f3,3,1,1.0,2489,3651,1.0,0,3,1.0
iscf10kt_r0f3,3,2,1.0,2520,3659,1.0,0,3,1.0
iscf10kt_r0f3,3,3,1.0,2506,3642,1.0,0,3,1.0
iscf10kt_r0f3,3,4,1.0,2570,3629,1.0,0,2,1.0
iscf10kt_r0f3,3,6,1.0,2514,3656,1.0,0,2,1.0
iscf10kt_r0f3,3,1,2.0,2489,3654,1.0,0,3,1.0
iscf10kt_r0f3,3,2,2.0,2520,3674,1.0,0,3,1.0
iscf10kt_r0f3,3,3,2.0,2506,3684,1.0,0,3,1.0
iscf10kt_r0f3,3,4,2.0,2570,3662,1.0,0,2,1.0
iscf10kt_r0f3,3,6,2.0,2514,3668,1.0,0,2,1.0
iscf10kt_r0f4,4,1,0.0,2487,1608,1.0,0,1,1.0
iscf10kt_r0f4,4,2,0.0,2515,1700,1.0,0,2,1.0
iscf10kt_r0f4,4,3,0.0,2583,1641,1.0,0,1,1.0
iscf10kt_r0f4,4,4,0.0,2513,1666,1.0,0,1,1.0
iscf10kt_r0f4,4,6,0.0,2613,1699,1.0,0,1,1.0
iscf10kt_r0f4,4,1,0.5,2487,1872,1.0,0,1,1.0
iscf10kt_r0f4,4,2,0.5,2515,1866,1.0,0,2,1.0
iscf10kt_r0f4,4,3,0.5,2583,1833,1.0,0,1,1.0
iscf10kt_r0f4,4,4,0.5,2513,1887,1.0,0,1,1.0
iscf10kt_r0f4,4,6,0.5,2613,1865,1.0,0,1,1.0
iscf10kt_r0f4,4,1,1.0,2487,1882,1.0,0,1,1.0
iscf10kt_r0f4,4,2,1.0,2515,1885,1.0,0,2,1.0
iscf10kt_r0f4,4,3,1.0,2583,1873,1.0,0,1,1.0
iscf10kt_r0f4,4,4,1.0,2513,1921,1.0,0,1,1.0
iscf10kt_r0f4,4,6,1.0,2613,1895,1.0,0,1,1.0
iscf10kt_r0f4,4,1,2.0,2487,1906,1.0,0,1,1.0
iscf10kt_r0f4,4,2,2.0,2515,1888,1.0,0,2,1.0
iscf10kt_r0f4,4,3,2.0,2583,1874,1.0,0,1,1.0
iscf10kt_r0f4,4,4,2.0,2513,1923,1.0,0,1,1.0
iscf10kt_r0f4,4,6,2.0,2613,1913,1.0,0,1,1.0
