campaign,rule,dataset_id,n,arm,delta,nu,tightening,solve_mode,catalogue_size,cells,scored_cells,ineligible_cells,eligibility_reasons,allocation_returned,distinct_origins,distinct_seeds,joint_pass_mean,joint_pass_n,violation_count_mean,violation_count_n,worst_excess_pp_mean,worst_excess_pp_n,mean_visits_mean,mean_visits_n,positive_excess_sum_mean,positive_excess_sum_n,activation_mass_mean,activation_mass_n,station_novelty_count_mean,station_novelty_count_n,joint_pass_count
pilot_20260910b,upper_only,syn_50sku_seed1001,50,HIST+ACT,0.01,0.01,0.5,visits,50,1,0,0,,0,1,1,,0,,0,,0,,0,,0,,0,,0,0
pilot_20260910b,upper_only,syn_50sku_seed1001,50,NOM,0.01,0.01,0.5,visits,50,1,1,0,,1,1,1,0.0,1,2.0,1,2.0115350332175583,1,3.8,1,0.03819244473132003,1,0.0,1,3.0,1,0
screen_20260910,upper_only,BERNER,10937,HIST,0.01,0.01,0.5,visits,21874,1,1,0,,1,1,1,0.0,1,2.0,1,0.4312063501133379,1,2.7619091158452957,1,0.005141687823858859,1,0.0024865402495189083,1,2.0,1,0
screen_20260910,upper_only,BERNER,10937,HIST+ACT,0.01,0.01,0.5,visits,21874,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,2.7835786778824176,1,0.0,1,0.0024865402495189083,1,0.0,1,1
screen_20260910,upper_only,BERNER,10937,NOM,0.01,0.01,0.5,visits,21874,1,1,0,,1,1,1,0.0,1,6.0,1,2.3654790843113505,1,2.696351833226662,1,0.03409804777324692,1,0.0024865402495189083,1,11.0,1,0
screen_20260910,upper_only,BERNER,10937,TIGHT,0.01,0.01,0.5,visits,21874,1,1,0,,1,1,1,0.0,1,2.0,1,1.2389682408336538,1,2.7172899332540914,1,0.012725589210076793,1,0.0024865402495189083,1,12.0,1,0
screen_20260910,upper_only,BERNER,21874,HIST,0.01,0.01,0.5,visits,21874,1,1,0,,1,1,1,0.0,1,3.0,1,0.3057260709962542,1,2.874051385206181,1,0.007571968602547447,1,0.003658524157469402,1,3.0,1,0
screen_20260910,upper_only,BERNER,21874,HIST+ACT,0.01,0.01,0.5,visits,21874,1,1,0,,1,1,1,0.0,1,1.0,1,0.08900890593003777,1,2.8981439151504067,1,0.0008900890593003777,1,0.003658524157469402,1,1.0,1,0
screen_20260910,upper_only,BERNER,21874,NOM,0.01,0.01,0.5,visits,21874,1,1,0,,1,1,1,0.0,1,4.0,1,2.748206037076687,1,2.8218890006400295,1,0.03645306753150126,1,0.003658524157469402,1,9.0,1,0
screen_20260910,upper_only,BERNER,21874,TIGHT,0.01,0.01,0.5,visits,21874,1,1,0,,1,1,1,0.0,1,2.0,1,1.128875985205133,1,2.839352656121423,1,0.013558514821919915,1,0.003658524157469402,1,9.0,1,0
screen_20260910,upper_only,BERNER,43748,HIST,0.01,0.01,0.5,visits,21874,1,1,0,,1,1,1,0.0,1,4.0,1,0.3541693473149136,1,2.938191460181037,1,0.009353910701753553,1,0.006762381877400791,1,7.0,1,0
screen_20260910,upper_only,BERNER,43748,HIST+ACT,0.01,0.01,0.5,visits,21874,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,2.982444911767395,1,0.0,1,0.006762381877400791,1,0.0,1,1
screen_20260910,upper_only,BERNER,43748,NOM,0.01,0.01,0.5,visits,21874,1,1,0,,1,1,1,0.0,1,6.0,1,2.2341061946956495,1,2.938008594678614,1,0.03330022288248161,1,0.006762381877400791,1,11.0,1,0
screen_20260910,upper_only,BERNER,43748,TIGHT,0.01,0.01,0.5,visits,21874,1,1,0,,1,1,1,0.0,1,2.0,1,0.8670242428064183,1,2.947014720672945,1,0.009959871042039513,1,0.006762381877400791,1,10.0,1,0
screen_20260910,upper_only,syn_1000sku_seed1001,500,HIST,0.01,0.01,0.5,visits,1000,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,5.16,1,0.0,1,0.0,1,0.0,1,1
screen_20260910,upper_only,syn_1000sku_seed1001,500,HIST+ACT,0.01,0.01,0.5,visits,1000,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,5.16,1,0.0,1,0.0,1,0.0,1,1
screen_20260910,upper_only,syn_1000sku_seed1001,500,NOM,0.01,0.01,0.5,visits,1000,1,1,0,,1,1,1,0.0,1,3.0,1,0.312304140640144,1,5.168,1,0.004796617741714001,1,0.0,1,6.0,1,0
screen_20260910,upper_only,syn_1000sku_seed1001,500,TIGHT,0.01,0.01,0.5,visits,1000,1,1,0,,1,1,1,0.0,1,1.0,1,0.4579592280166909,1,5.142,1,0.004579592280166909,1,0.0,1,6.0,1,0
screen_20260910,upper_only,syn_1000sku_seed1001,1000,HIST,0.01,0.01,0.5,visits,1000,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,5.037,1,0.0,1,0.0,1,0.0,1,1
screen_20260910,upper_only,syn_1000sku_seed1001,1000,HIST+ACT,0.01,0.01,0.5,visits,1000,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,5.037,1,0.0,1,0.0,1,0.0,1,1
screen_20260910,upper_only,syn_1000sku_seed1001,1000,NOM,0.01,0.01,0.5,visits,1000,1,1,0,,1,1,1,0.0,1,2.0,1,0.3190631623029875,1,5.077,1,0.003866669250461702,1,0.0,1,5.0,1,0
screen_20260910,upper_only,syn_1000sku_seed1001,1000,TIGHT,0.01,0.01,0.5,visits,1000,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,5.098,1,0.0,1,0.0,1,7.0,1,1
screen_20260910,upper_only,syn_1000sku_seed1001,2000,HIST,0.01,0.01,0.5,visits,1000,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,5.16,1,0.0,1,0.0,1,0.0,1,1
screen_20260910,upper_only,syn_1000sku_seed1001,2000,HIST+ACT,0.01,0.01,0.5,visits,1000,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,5.16,1,0.0,1,0.0,1,0.0,1,1
screen_20260910,upper_only,syn_1000sku_seed1001,2000,NOM,0.01,0.01,0.5,visits,1000,1,1,0,,1,1,1,0.0,1,4.0,1,0.19969052401041165,1,5.112,1,0.003367542049246564,1,0.0,1,5.0,1,0
screen_20260910,upper_only,syn_1000sku_seed1001,2000,TIGHT,0.01,0.01,0.5,visits,1000,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,5.174,1,0.0,1,0.0,1,7.0,1,1
screen_20260910,upper_only,syn_1000sku_seed1002,500,HIST,0.01,0.01,0.5,visits,1000,1,1,0,,1,1,1,0.0,1,1.0,1,0.09174208389452508,1,5.178,1,0.0009174208389452508,1,0.0,1,1.0,1,0
screen_20260910,upper_only,syn_1000sku_seed1002,500,HIST+ACT,0.01,0.01,0.5,visits,1000,1,1,0,,1,1,1,0.0,1,1.0,1,0.09174208389452508,1,5.178,1,0.0009174208389452508,1,0.0,1,1.0,1,0
screen_20260910,upper_only,syn_1000sku_seed1002,500,NOM,0.01,0.01,0.5,visits,1000,1,1,0,,1,1,1,0.0,1,2.0,1,0.41982994045055794,1,5.192,1,0.006287118501549564,1,0.0,1,6.0,1,0
screen_20260910,upper_only,syn_1000sku_seed1002,500,TIGHT,0.01,0.01,0.5,visits,1000,1,1,0,,1,1,1,0.0,1,1.0,1,1.1489524149922952,1,5.128,1,0.011489524149922952,1,0.0,1,5.0,1,0
screen_20260910,upper_only,syn_1000sku_seed1002,1000,HIST,0.01,0.01,0.5,visits,1000,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,5.079,1,0.0,1,0.0,1,0.0,1,1
screen_20260910,upper_only,syn_1000sku_seed1002,1000,HIST+ACT,0.01,0.01,0.5,visits,1000,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,5.079,1,0.0,1,0.0,1,0.0,1,1
screen_20260910,upper_only,syn_1000sku_seed1002,1000,NOM,0.01,0.01,0.5,visits,1000,1,1,0,,1,1,1,0.0,1,1.0,1,0.2591136613775148,1,5.175,1,0.002591136613775148,1,0.0,1,4.0,1,0
screen_20260910,upper_only,syn_1000sku_seed1002,1000,TIGHT,0.01,0.01,0.5,visits,1000,1,1,0,,1,1,1,0.0,1,1.0,1,0.28436292289306375,1,5.115,1,0.0028436292289306378,1,0.0,1,5.0,1,0
screen_20260910,upper_only,syn_1000sku_seed1002,2000,HIST,0.01,0.01,0.5,visits,1000,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,5.1135,1,0.0,1,0.0,1,0.0,1,1
screen_20260910,upper_only,syn_1000sku_seed1002,2000,HIST+ACT,0.01,0.01,0.5,visits,1000,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,5.1135,1,0.0,1,0.0,1,0.0,1,1
screen_20260910,upper_only,syn_1000sku_seed1002,2000,NOM,0.01,0.01,0.5,visits,1000,1,1,0,,1,1,1,0.0,1,3.0,1,0.32157803545607505,1,5.1635,1,0.006477450645812171,1,0.0,1,5.0,1,0
screen_20260910,upper_only,syn_1000sku_seed1002,2000,TIGHT,0.01,0.01,0.5,visits,1000,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,5.1365,1,0.0,1,0.0,1,5.0,1,1
screen_20260910,upper_only,syn_1000sku_seed1003,500,HIST,0.01,0.01,0.5,visits,1000,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,5.248,1,0.0,1,0.0,1,0.0,1,1
screen_20260910,upper_only,syn_1000sku_seed1003,500,HIST+ACT,0.01,0.01,0.5,visits,1000,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,5.248,1,0.0,1,0.0,1,0.0,1,1
screen_20260910,upper_only,syn_1000sku_seed1003,500,NOM,0.01,0.01,0.5,visits,1000,1,1,0,,1,1,1,0.0,1,2.0,1,1.3662294156523218,1,5.2,1,0.01649179832962017,1,0.0,1,5.0,1,0
screen_20260910,upper_only,syn_1000sku_seed1003,500,TIGHT,0.01,0.01,0.5,visits,1000,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,5.16,1,0.0,1,0.0,1,4.0,1,1
screen_20260910,upper_only,syn_1000sku_seed1003,1000,HIST,0.01,0.01,0.5,visits,1000,1,1,0,,1,1,1,0.0,1,1.0,1,0.03090930160705158,1,5.245,1,0.0003090930160705158,1,0.0,1,1.0,1,0
screen_20260910,upper_only,syn_1000sku_seed1003,1000,HIST+ACT,0.01,0.01,0.5,visits,1000,1,1,0,,1,1,1,0.0,1,1.0,1,0.03090930160705158,1,5.245,1,0.0003090930160705158,1,0.0,1,1.0,1,0
screen_20260910,upper_only,syn_1000sku_seed1003,1000,NOM,0.01,0.01,0.5,visits,1000,1,1,0,,1,1,1,0.0,1,2.0,1,0.9256424786778811,1,5.263,1,0.010379601449944065,1,0.0,1,5.0,1,0
screen_20260910,upper_only,syn_1000sku_seed1003,1000,TIGHT,0.01,0.01,0.5,visits,1000,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,5.229,1,0.0,1,0.0,1,5.0,1,1
screen_20260910,upper_only,syn_1000sku_seed1003,2000,HIST,0.01,0.01,0.5,visits,1000,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,5.2925,1,0.0,1,0.0,1,1.0,1,1
screen_20260910,upper_only,syn_1000sku_seed1003,2000,HIST+ACT,0.01,0.01,0.5,visits,1000,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,5.2925,1,0.0,1,0.0,1,1.0,1,1
screen_20260910,upper_only,syn_1000sku_seed1003,2000,NOM,0.01,0.01,0.5,visits,1000,1,1,0,,1,1,1,0.0,1,1.0,1,0.38730734392798566,1,5.296,1,0.0038730734392798567,1,0.0,1,5.0,1,0
screen_20260910,upper_only,syn_1000sku_seed1003,2000,TIGHT,0.01,0.01,0.5,visits,1000,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,5.284,1,0.0,1,0.0,1,5.0,1,1
screen_20260910,upper_only,syn_1000sku_seed1004,500,HIST,0.01,0.01,0.5,visits,1000,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,5.024,1,0.0,1,0.0,1,0.0,1,1
screen_20260910,upper_only,syn_1000sku_seed1004,500,HIST+ACT,0.01,0.01,0.5,visits,1000,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,5.024,1,0.0,1,0.0,1,0.0,1,1
screen_20260910,upper_only,syn_1000sku_seed1004,500,NOM,0.01,0.01,0.5,visits,1000,1,1,0,,1,1,1,0.0,1,1.0,1,1.0683352874360756,1,4.932,1,0.010683352874360758,1,0.0,1,6.0,1,0
screen_20260910,upper_only,syn_1000sku_seed1004,500,TIGHT,0.01,0.01,0.5,visits,1000,1,1,0,,1,1,1,0.0,1,2.0,1,0.3660880964248398,1,4.918,1,0.0069247407937099905,1,0.0,1,5.0,1,0
screen_20260910,upper_only,syn_1000sku_seed1004,1000,HIST,0.01,0.01,0.5,visits,1000,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,5.021,1,0.0,1,0.0,1,1.0,1,1
screen_20260910,upper_only,syn_1000sku_seed1004,1000,HIST+ACT,0.01,0.01,0.5,visits,1000,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,5.021,1,0.0,1,0.0,1,1.0,1,1
screen_20260910,upper_only,syn_1000sku_seed1004,1000,NOM,0.01,0.01,0.5,visits,1000,1,1,0,,1,1,1,0.0,1,2.0,1,0.3403431807000333,1,5.042,1,0.004054678468654534,1,0.0,1,7.0,1,0
screen_20260910,upper_only,syn_1000sku_seed1004,1000,TIGHT,0.01,0.01,0.5,visits,1000,1,1,0,,1,1,1,0.0,1,1.0,1,0.13403586915813523,1,4.993,1,0.0013403586915813521,1,0.0,1,5.0,1,0
screen_20260910,upper_only,syn_1000sku_seed1004,2000,HIST,0.01,0.01,0.5,visits,1000,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,5.0225,1,0.0,1,0.0,1,0.0,1,1
screen_20260910,upper_only,syn_1000sku_seed1004,2000,HIST+ACT,0.01,0.01,0.5,visits,1000,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,5.0225,1,0.0,1,0.0,1,0.0,1,1
screen_20260910,upper_only,syn_1000sku_seed1004,2000,NOM,0.01,0.01,0.5,visits,1000,1,1,0,,1,1,1,0.0,1,2.0,1,0.2014278170216678,1,5.0095,1,0.0033361285957114782,1,0.0,1,6.0,1,0
screen_20260910,upper_only,syn_1000sku_seed1004,2000,TIGHT,0.01,0.01,0.5,visits,1000,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,5.01,1,0.0,1,0.0,1,5.0,1,1
screen_20260910,upper_only,syn_2000sku_seed1001,1000,HIST,0.01,0.01,0.5,visits,2000,1,1,0,,1,1,1,0.0,1,1.0,1,0.05821666417026896,1,6.062,1,0.0005821666417026896,1,0.0,1,2.0,1,0
screen_20260910,upper_only,syn_2000sku_seed1001,1000,HIST+ACT,0.01,0.01,0.5,visits,2000,1,1,0,,1,1,1,0.0,1,1.0,1,0.05821666417026896,1,6.062,1,0.0005821666417026896,1,0.0,1,2.0,1,0
screen_20260910,upper_only,syn_2000sku_seed1001,1000,NOM,0.01,0.01,0.5,visits,2000,1,1,0,,1,1,1,0.0,1,2.0,1,0.4068630956714995,1,6.023,1,0.006908855410951418,1,0.0,1,8.0,1,0
screen_20260910,upper_only,syn_2000sku_seed1001,1000,TIGHT,0.01,0.01,0.5,visits,2000,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,6.012,1,0.0,1,0.0,1,11.0,1,1
screen_20260910,upper_only,syn_2000sku_seed1001,2000,HIST,0.01,0.01,0.5,visits,2000,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,6.148,1,0.0,1,0.0,1,0.0,1,1
screen_20260910,upper_only,syn_2000sku_seed1001,2000,HIST+ACT,0.01,0.01,0.5,visits,2000,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,6.148,1,0.0,1,0.0,1,0.0,1,1
screen_20260910,upper_only,syn_2000sku_seed1001,2000,NOM,0.01,0.01,0.5,visits,2000,1,1,0,,1,1,1,0.0,1,1.0,1,0.08201455188696002,1,6.1395,1,0.0008201455188696003,1,0.0,1,12.0,1,0
screen_20260910,upper_only,syn_2000sku_seed1001,2000,TIGHT,0.01,0.01,0.5,visits,2000,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,6.1365,1,0.0,1,0.0,1,10.0,1,1
screen_20260910,upper_only,syn_2000sku_seed1001,4000,HIST,0.01,0.01,0.5,visits,2000,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,6.2175,1,0.0,1,0.0,1,1.0,1,1
screen_20260910,upper_only,syn_2000sku_seed1001,4000,HIST+ACT,0.01,0.01,0.5,visits,2000,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,6.2175,1,0.0,1,0.0,1,1.0,1,1
screen_20260910,upper_only,syn_2000sku_seed1001,4000,NOM,0.01,0.01,0.5,visits,2000,1,1,0,,1,1,1,0.0,1,2.0,1,0.15839414390057668,1,6.2515,1,0.001839078632940343,1,0.0,1,9.0,1,0
screen_20260910,upper_only,syn_2000sku_seed1001,4000,TIGHT,0.01,0.01,0.5,visits,2000,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,6.2425,1,0.0,1,0.0,1,9.0,1,1
screen_20260910,upper_only,syn_2000sku_seed1002,1000,HIST,0.01,0.01,0.5,visits,2000,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,6.202,1,0.0,1,0.0,1,0.0,1,1
screen_20260910,upper_only,syn_2000sku_seed1002,1000,HIST+ACT,0.01,0.01,0.5,visits,2000,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,6.202,1,0.0,1,0.0,1,0.0,1,1
screen_20260910,upper_only,syn_2000sku_seed1002,1000,NOM,0.01,0.01,0.5,visits,2000,1,1,0,,1,1,1,0.0,1,1.0,1,0.07239935477580227,1,6.211,1,0.0007239935477580227,1,0.0,1,11.0,1,0
screen_20260910,upper_only,syn_2000sku_seed1002,1000,TIGHT,0.01,0.01,0.5,visits,2000,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,6.182,1,0.0,1,0.0,1,10.0,1,1
screen_20260910,upper_only,syn_2000sku_seed1002,2000,HIST,0.01,0.01,0.5,visits,2000,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,6.1675,1,0.0,1,0.0,1,1.0,1,1
screen_20260910,upper_only,syn_2000sku_seed1002,2000,HIST+ACT,0.01,0.01,0.5,visits,2000,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,6.1675,1,0.0,1,0.0,1,1.0,1,1
screen_20260910,upper_only,syn_2000sku_seed1002,2000,NOM,0.01,0.01,0.5,visits,2000,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,6.2175,1,0.0,1,0.0,1,11.0,1,1
screen_20260910,upper_only,syn_2000sku_seed1002,2000,TIGHT,0.01,0.01,0.5,visits,2000,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,6.1875,1,0.0,1,0.0,1,10.0,1,1
screen_20260910,upper_only,syn_2000sku_seed1002,4000,HIST,0.01,0.01,0.5,visits,2000,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,6.18775,1,0.0,1,0.0,1,1.0,1,1
screen_20260910,upper_only,syn_2000sku_seed1002,4000,HIST+ACT,0.01,0.01,0.5,visits,2000,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,6.18775,1,0.0,1,0.0,1,1.0,1,1
screen_20260910,upper_only,syn_2000sku_seed1002,4000,NOM,0.01,0.01,0.5,visits,2000,1,1,0,,1,1,1,0.0,1,2.0,1,0.04512729096619304,1,6.185,1,0.0007059791568052732,1,0.0,1,10.0,1,0
screen_20260910,upper_only,syn_2000sku_seed1002,4000,TIGHT,0.01,0.01,0.5,visits,2000,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,6.17225,1,0.0,1,0.0,1,10.0,1,1
screen_20260910,upper_only,syn_2000sku_seed1003,1000,HIST,0.01,0.01,0.5,visits,2000,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,6.603,1,0.0,1,0.0,1,0.0,1,1
screen_20260910,upper_only,syn_2000sku_seed1003,1000,HIST+ACT,0.01,0.01,0.5,visits,2000,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,6.603,1,0.0,1,0.0,1,0.0,1,1
screen_20260910,upper_only,syn_2000sku_seed1003,1000,NOM,0.01,0.01,0.5,visits,2000,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,6.504,1,0.0,1,0.0,1,10.0,1,1
screen_20260910,upper_only,syn_2000sku_seed1003,1000,TIGHT,0.01,0.01,0.5,visits,2000,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,6.503,1,0.0,1,0.0,1,10.0,1,1
screen_20260910,upper_only,syn_2000sku_seed1003,2000,HIST,0.01,0.01,0.5,visits,2000,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,6.527,1,0.0,1,0.0,1,0.0,1,1
screen_20260910,upper_only,syn_2000sku_seed1003,2000,HIST+ACT,0.01,0.01,0.5,visits,2000,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,6.527,1,0.0,1,0.0,1,0.0,1,1
screen_20260910,upper_only,syn_2000sku_seed1003,2000,NOM,0.01,0.01,0.5,visits,2000,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,6.5415,1,0.0,1,0.0,1,9.0,1,1
screen_20260910,upper_only,syn_2000sku_seed1003,2000,TIGHT,0.01,0.01,0.5,visits,2000,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,6.532,1,0.0,1,0.0,1,10.0,1,1
screen_20260910,upper_only,syn_2000sku_seed1003,4000,HIST,0.01,0.01,0.5,visits,2000,1,1,0,,1,1,1,0.0,1,1.0,1,0.12347632584592225,1,6.5555,1,0.0012347632584592224,1,0.0,1,2.0,1,0
screen_20260910,upper_only,syn_2000sku_seed1003,4000,HIST+ACT,0.01,0.01,0.5,visits,2000,1,1,0,,1,1,1,0.0,1,1.0,1,0.12347632584592225,1,6.5555,1,0.0012347632584592224,1,0.0,1,2.0,1,0
screen_20260910,upper_only,syn_2000sku_seed1003,4000,NOM,0.01,0.01,0.5,visits,2000,1,1,0,,1,1,1,0.0,1,1.0,1,0.25218272667667735,1,6.5255,1,0.002521827266766773,1,0.0,1,10.0,1,0
screen_20260910,upper_only,syn_2000sku_seed1003,4000,TIGHT,0.01,0.01,0.5,visits,2000,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,6.53025,1,0.0,1,0.0,1,10.0,1,1
screen_20260910,upper_only,syn_500sku_seed1001,250,HIST,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,1.0,1,0.7302611510595389,1,3.972,1,0.0073026115105953885,1,0.0,1,1.0,1,0
screen_20260910,upper_only,syn_500sku_seed1001,250,HIST+ACT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,1.0,1,0.7302611510595389,1,3.972,1,0.0073026115105953885,1,0.0,1,1.0,1,0
screen_20260910,upper_only,syn_500sku_seed1001,250,NOM,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,2.0,1,1.1360797016784925,1,3.648,1,0.018663408527380312,1,0.0,1,3.0,1,0
screen_20260910,upper_only,syn_500sku_seed1001,250,TIGHT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,1.0,1,0.9316886375535577,1,3.648,1,0.009316886375535577,1,0.0,1,3.0,1,0
screen_20260910,upper_only,syn_500sku_seed1001,500,HIST,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,1.0,1,0.09009908937718317,1,3.704,1,0.0009009908937718316,1,0.0,1,1.0,1,0
screen_20260910,upper_only,syn_500sku_seed1001,500,HIST+ACT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,1.0,1,0.09009908937718317,1,3.704,1,0.0009009908937718316,1,0.0,1,1.0,1,0
screen_20260910,upper_only,syn_500sku_seed1001,500,NOM,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,1.0,1,1.7092364185477842,1,3.66,1,0.017092364185477844,1,0.0,1,3.0,1,0
screen_20260910,upper_only,syn_500sku_seed1001,500,TIGHT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,1.0,1,0.6090611652254866,1,3.618,1,0.006090611652254866,1,0.0,1,2.0,1,0
screen_20260910,upper_only,syn_500sku_seed1001,1000,HIST,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,3.71,1,0.0,1,0.0,1,0.0,1,1
screen_20260910,upper_only,syn_500sku_seed1001,1000,HIST+ACT,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,1.0,1,0.0,1,0.0,1,3.71,1,0.0,1,0.0,1,0.0,1,1
screen_20260910,upper_only,syn_500sku_seed1001,1000,NOM,0.01,0.01,0.5,visits,500,1,1,0,,1,1,1,0.0,1,1.0,1,0.8491676473245777,1,3.691,1,0.008491676473245778,1,0.0,1,2.0,1,0
