campaign,rule,stage,dataset_id,arm,n,allocation_returned,authorized_rows,retries,scored,status:COMPLETE,status:NUMERICAL_ISSUE,status:NO_INCUMBENT_LIMIT
screen_20260910,upper_only,screen,syn_2000sku_seed1001,HIST,2000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_2000sku_seed1001,HIST,4000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_2000sku_seed1001,HIST+ACT,1000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_2000sku_seed1001,HIST+ACT,2000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_2000sku_seed1001,HIST+ACT,4000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_2000sku_seed1001,NOM,1000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_2000sku_seed1001,NOM,2000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_2000sku_seed1001,NOM,4000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_2000sku_seed1001,TIGHT,1000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_2000sku_seed1001,TIGHT,2000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_2000sku_seed1001,TIGHT,4000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_2000sku_seed1002,HIST,1000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_2000sku_seed1002,HIST,2000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_2000sku_seed1002,HIST,4000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_2000sku_seed1002,HIST+ACT,1000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_2000sku_seed1002,HIST+ACT,2000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_2000sku_seed1002,HIST+ACT,4000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_2000sku_seed1002,NOM,1000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_2000sku_seed1002,NOM,2000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_2000sku_seed1002,NOM,4000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_2000sku_seed1002,TIGHT,1000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_2000sku_seed1002,TIGHT,2000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_2000sku_seed1002,TIGHT,4000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_2000sku_seed1003,HIST,1000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_2000sku_seed1003,HIST,2000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_2000sku_seed1003,HIST,4000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_2000sku_seed1003,HIST+ACT,1000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_2000sku_seed1003,HIST+ACT,2000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_2000sku_seed1003,HIST+ACT,4000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_2000sku_seed1003,NOM,1000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_2000sku_seed1003,NOM,2000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_2000sku_seed1003,NOM,4000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_2000sku_seed1003,TIGHT,1000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_2000sku_seed1003,TIGHT,2000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_2000sku_seed1003,TIGHT,4000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1001,HIST,250,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1001,HIST,500,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1001,HIST,1000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1001,HIST+ACT,250,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1001,HIST+ACT,500,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1001,HIST+ACT,1000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1001,NOM,250,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1001,NOM,500,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1001,NOM,1000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1001,TIGHT,250,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1001,TIGHT,500,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1001,TIGHT,1000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1002,HIST,250,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1002,HIST,500,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1002,HIST,1000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1002,HIST+ACT,250,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1002,HIST+ACT,500,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1002,HIST+ACT,1000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1002,NOM,250,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1002,NOM,500,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1002,NOM,1000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1002,TIGHT,250,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1002,TIGHT,500,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1002,TIGHT,1000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1003,HIST,250,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1003,HIST,500,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1003,HIST,1000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1003,HIST+ACT,250,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1003,HIST+ACT,500,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1003,HIST+ACT,1000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1003,NOM,250,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1003,NOM,500,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1003,NOM,1000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1003,TIGHT,250,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1003,TIGHT,500,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1003,TIGHT,1000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1004,HIST,250,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1004,HIST,500,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1004,HIST,1000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1004,HIST+ACT,250,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1004,HIST+ACT,500,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1004,HIST+ACT,1000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1004,NOM,250,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1004,NOM,500,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1004,NOM,1000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1004,TIGHT,250,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1004,TIGHT,500,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1004,TIGHT,1000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1005,HIST,250,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1005,HIST,500,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1005,HIST,1000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1005,HIST+ACT,250,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1005,HIST+ACT,500,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1005,HIST+ACT,1000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1005,NOM,250,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1005,NOM,500,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1005,NOM,1000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1005,TIGHT,250,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1005,TIGHT,500,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1005,TIGHT,1000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1006,HIST,250,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1006,HIST,500,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1006,HIST,1000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1006,HIST+ACT,250,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1006,HIST+ACT,500,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1006,HIST+ACT,1000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1006,NOM,250,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1006,NOM,500,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1006,NOM,1000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1006,TIGHT,250,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1006,TIGHT,500,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1006,TIGHT,1000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1007,HIST,250,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1007,HIST,500,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1007,HIST,1000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1007,HIST+ACT,250,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1007,HIST+ACT,500,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1007,HIST+ACT,1000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1007,NOM,250,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1007,NOM,500,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1007,NOM,1000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1007,TIGHT,250,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1007,TIGHT,500,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1007,TIGHT,1000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1008,HIST,250,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1008,HIST,500,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1008,HIST,1000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1008,HIST+ACT,250,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1008,HIST+ACT,500,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1008,HIST+ACT,1000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1008,NOM,250,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1008,NOM,500,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1008,NOM,1000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1008,TIGHT,250,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1008,TIGHT,500,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1008,TIGHT,1000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1009,HIST,250,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1009,HIST,500,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1009,HIST,1000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1009,HIST+ACT,250,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1009,HIST+ACT,500,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1009,HIST+ACT,1000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1009,NOM,250,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1009,NOM,500,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1009,NOM,1000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1009,TIGHT,250,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1009,TIGHT,500,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1009,TIGHT,1000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1010,HIST,250,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1010,HIST,500,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1010,HIST,1000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1010,HIST+ACT,250,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1010,HIST+ACT,500,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1010,HIST+ACT,1000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1010,NOM,250,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1010,NOM,500,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1010,NOM,1000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1010,TIGHT,250,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1010,TIGHT,500,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_500sku_seed1010,TIGHT,1000,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1001,HIST,25,0,1,0,0,,,1
screen_20260910,upper_only,screen,syn_50sku_seed1001,HIST,50,0,1,0,0,,,1
screen_20260910,upper_only,screen,syn_50sku_seed1001,HIST,100,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1001,HIST+ACT,25,0,1,0,0,,,1
screen_20260910,upper_only,screen,syn_50sku_seed1001,HIST+ACT,50,0,1,0,0,,,1
screen_20260910,upper_only,screen,syn_50sku_seed1001,HIST+ACT,100,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1001,NOM,25,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1001,NOM,50,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1001,NOM,100,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1001,TIGHT,25,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1001,TIGHT,50,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1001,TIGHT,100,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1002,HIST,25,0,1,0,0,,,1
screen_20260910,upper_only,screen,syn_50sku_seed1002,HIST,50,0,1,0,0,,,1
screen_20260910,upper_only,screen,syn_50sku_seed1002,HIST,100,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1002,HIST+ACT,25,0,1,0,0,,,1
screen_20260910,upper_only,screen,syn_50sku_seed1002,HIST+ACT,50,0,1,0,0,,,1
screen_20260910,upper_only,screen,syn_50sku_seed1002,HIST+ACT,100,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1002,NOM,25,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1002,NOM,50,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1002,NOM,100,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1002,TIGHT,25,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1002,TIGHT,50,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1002,TIGHT,100,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1003,HIST,25,0,1,0,0,,,1
screen_20260910,upper_only,screen,syn_50sku_seed1003,HIST,50,0,1,0,0,,,1
screen_20260910,upper_only,screen,syn_50sku_seed1003,HIST,100,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1003,HIST+ACT,25,0,1,0,0,,,1
screen_20260910,upper_only,screen,syn_50sku_seed1003,HIST+ACT,50,0,1,0,0,,,1
screen_20260910,upper_only,screen,syn_50sku_seed1003,HIST+ACT,100,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1003,NOM,25,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1003,NOM,50,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1003,NOM,100,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1003,TIGHT,25,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1003,TIGHT,50,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1003,TIGHT,100,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1004,HIST,25,0,1,0,0,,,1
screen_20260910,upper_only,screen,syn_50sku_seed1004,HIST,50,0,1,0,0,,,1
screen_20260910,upper_only,screen,syn_50sku_seed1004,HIST,100,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1004,HIST+ACT,25,0,1,0,0,,,1
screen_20260910,upper_only,screen,syn_50sku_seed1004,HIST+ACT,50,0,1,0,0,,,1
screen_20260910,upper_only,screen,syn_50sku_seed1004,HIST+ACT,100,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1004,NOM,25,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1004,NOM,50,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1004,NOM,100,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1004,TIGHT,25,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1004,TIGHT,50,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1004,TIGHT,100,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1005,HIST,25,0,1,0,0,,,1
screen_20260910,upper_only,screen,syn_50sku_seed1005,HIST,50,0,1,0,0,,,1
screen_20260910,upper_only,screen,syn_50sku_seed1005,HIST,100,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1005,HIST+ACT,25,0,1,0,0,,,1
screen_20260910,upper_only,screen,syn_50sku_seed1005,HIST+ACT,50,0,1,0,0,,,1
screen_20260910,upper_only,screen,syn_50sku_seed1005,HIST+ACT,100,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1005,NOM,25,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1005,NOM,50,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1005,NOM,100,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1005,TIGHT,25,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1005,TIGHT,50,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1005,TIGHT,100,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1006,HIST,25,0,1,0,0,,,1
screen_20260910,upper_only,screen,syn_50sku_seed1006,HIST,50,0,1,0,0,,,1
screen_20260910,upper_only,screen,syn_50sku_seed1006,HIST,100,1,1,0,1,1,,
screen_20260910,upper_only,screen,syn_50sku_seed1006,HIST+ACT,25,0,1,0,0,,,1
screen_20260910,upper_only,screen,syn_50sku_seed1006,HIST+ACT,50,0,1,0,0,,,1
screen_20260910,upper_only,screen,syn_50sku_seed1006,HIST+ACT,100,1,1,0,1,1,,
