campaign,rule,dataset_id,origin,n,seed,delta,nu,tightening,solve_mode,catalogue_size,baseline,arm,both_scored,arm_status,baseline_status,joint_pass_arm,joint_pass_baseline,joint_pass_diff,violation_count_arm,violation_count_baseline,violation_count_diff,worst_excess_pp_arm,worst_excess_pp_baseline,worst_excess_pp_diff,mean_visits_arm,mean_visits_baseline,mean_visits_diff,positive_excess_sum_arm,positive_excess_sum_baseline,positive_excess_sum_diff,activation_mass_arm,activation_mass_baseline,activation_mass_diff,station_novelty_count_arm,station_novelty_count_baseline,station_novelty_count_diff,visit_cost_pct
pilot_20260910b,upper_only,BERNER,199403,21874,11,0.01,0.01,0.5,visits,21874,NOM,HIST+ACT,False,NUMERICAL_ISSUE,COMPLETE,,False,,,3,,,2.323246545805172,,,2.842461369662613,,,0.03286402446204253,,,0.003658524157469402,,,7,,
pilot_20260910b,upper_only,syn_2000sku_seed1001,47345,2000,11,0.01,0.01,0.5,visits,2000,NOM,HIST+ACT,True,COMPLETE,COMPLETE,True,False,1.0,0,2,-2.0,0.0,0.07251593400296673,-0.07251593400296673,6.1495,6.1295,0.019999999999999574,0.0,0.0013426596024452547,-0.0013426596024452547,0.0,0.0,0.0,0,10,-10.0,0.3262908883269365
pilot_20260910b,upper_only,syn_500sku_seed1001,16830,500,11,0.01,0.01,0.5,visits,500,NOM,HIST+ACT,True,COMPLETE,COMPLETE,False,False,0.0,1,1,0.0,0.8509529854140517,1.7092364185477842,-0.8582834331337325,3.706,3.66,0.04599999999999982,0.008509529854140517,0.017092364185477844,-0.008582834331337327,0.0,0.0,0.0,1,3,-2.0,1.2568306010928911
pilot_20260910b,upper_only,syn_50sku_seed1001,1737,50,11,0.01,0.01,0.5,visits,50,NOM,HIST+ACT,False,NO_INCUMBENT_LIMIT,COMPLETE,,False,,,2,,,2.0115350332175583,,,3.8,,,0.03819244473132003,,,0.0,,,3,,
screen_20260910,upper_only,BERNER,199403,10937,11,0.01,0.01,0.5,visits,21874,NOM,HIST,True,COMPLETE,COMPLETE,False,False,0.0,2,6,-4.0,0.4312063501133379,2.3654790843113505,-1.9342727341980126,2.7619091158452957,2.696351833226662,0.06555728261863392,0.005141687823858859,0.03409804777324692,-0.02895635994938806,0.0024865402495189083,0.0024865402495189083,0.0,2,11,-9.0,2.4313326551373318
screen_20260910,upper_only,BERNER,199403,10937,11,0.01,0.01,0.5,visits,21874,NOM,HIST+ACT,True,COMPLETE,COMPLETE,True,False,1.0,0,6,-6.0,0.0,2.3654790843113505,-2.3654790843113505,2.7835786778824176,2.696351833226662,0.08722684465575581,0.0,0.03409804777324692,-0.03409804777324692,0.0024865402495189083,0.0024865402495189083,0.0,0,11,-11.0,3.2349949135300147
screen_20260910,upper_only,BERNER,199403,10937,11,0.01,0.01,0.5,visits,21874,NOM,TIGHT,True,COMPLETE,COMPLETE,False,False,0.0,2,6,-4.0,1.2389682408336538,2.3654790843113505,-1.1265108434776967,2.7172899332540914,2.696351833226662,0.020938100027429574,0.012725589210076793,0.03409804777324692,-0.021372458563170126,0.0024865402495189083,0.0024865402495189083,0.0,12,11,1.0,0.7765344184469218
screen_20260910,upper_only,BERNER,199403,10937,11,0.01,0.01,0.5,visits,21874,TIGHT,HIST,True,COMPLETE,COMPLETE,False,False,0.0,2,2,0.0,0.4312063501133379,1.2389682408336538,-0.8077618907203159,2.7619091158452957,2.7172899332540914,0.04461918259120434,0.005141687823858859,0.012725589210076793,-0.007583901386217934,0.0024865402495189083,0.0024865402495189083,0.0,2,12,-10.0,1.642047175207786
screen_20260910,upper_only,BERNER,199403,10937,11,0.01,0.01,0.5,visits,21874,TIGHT,HIST+ACT,True,COMPLETE,COMPLETE,True,False,1.0,0,2,-2.0,0.0,1.2389682408336538,-1.2389682408336538,2.7835786778824176,2.7172899332540914,0.06628874462832623,0.0,0.012725589210076793,-0.012725589210076793,0.0024865402495189083,0.0024865402495189083,0.0,0,12,-12.0,2.4395168074296043
screen_20260910,upper_only,BERNER,199403,10937,11,0.01,0.01,0.5,visits,21874,TIGHT,NOM,True,COMPLETE,COMPLETE,False,False,0.0,6,2,4.0,2.3654790843113505,1.2389682408336538,1.1265108434776967,2.696351833226662,2.7172899332540914,-0.020938100027429574,0.03409804777324692,0.012725589210076793,0.021372458563170126,0.0024865402495189083,0.0024865402495189083,0.0,11,12,-1.0,-0.7705508260708546
screen_20260910,upper_only,BERNER,199403,21874,11,0.01,0.01,0.5,visits,21874,NOM,HIST,True,COMPLETE,COMPLETE,False,False,0.0,3,4,-1.0,0.3057260709962542,2.748206037076687,-2.442479966080433,2.874051385206181,2.8218890006400295,0.05216238456615141,0.007571968602547447,0.03645306753150126,-0.02888109892895381,0.003658524157469402,0.003658524157469402,0.0,3,9,-6.0,1.8484917214787866
screen_20260910,upper_only,BERNER,199403,21874,11,0.01,0.01,0.5,visits,21874,NOM,HIST+ACT,True,COMPLETE,COMPLETE,False,False,0.0,1,4,-3.0,0.08900890593003777,2.748206037076687,-2.6591971311466494,2.8981439151504067,2.8218890006400295,0.07625491451037725,0.0008900890593003777,0.03645306753150126,-0.03556297847220088,0.003658524157469402,0.003658524157469402,0.0,1,9,-8.0,2.7022648478760845
screen_20260910,upper_only,BERNER,199403,21874,11,0.01,0.01,0.5,visits,21874,NOM,TIGHT,True,COMPLETE,COMPLETE,False,False,0.0,2,4,-2.0,1.128875985205133,2.748206037076687,-1.619330051871554,2.839352656121423,2.8218890006400295,0.017463655481393392,0.013558514821919915,0.03645306753150126,-0.022894552709581344,0.003658524157469402,0.003658524157469402,0.0,9,9,0.0,0.618864011923661
screen_20260910,upper_only,BERNER,199403,21874,11,0.01,0.01,0.5,visits,21874,TIGHT,HIST,True,COMPLETE,COMPLETE,False,False,0.0,3,2,1.0,0.3057260709962542,1.128875985205133,-0.823149914208879,2.874051385206181,2.839352656121423,0.03469872908475802,0.007571968602547447,0.013558514821919915,-0.005986546219372468,0.003658524157469402,0.003658524157469402,0.0,3,9,-6.0,1.2220647903651654
screen_20260910,upper_only,BERNER,199403,21874,11,0.01,0.01,0.5,visits,21874,TIGHT,HIST+ACT,True,COMPLETE,COMPLETE,False,False,0.0,1,2,-1.0,0.08900890593003777,1.128875985205133,-1.0398670792750953,2.8981439151504067,2.839352656121423,0.058791259028983855,0.0008900890593003777,0.013558514821919915,-0.012668425762619537,0.003658524157469402,0.003658524157469402,0.0,1,9,-8.0,2.0705867199072467
screen_20260910,upper_only,BERNER,199403,21874,11,0.01,0.01,0.5,visits,21874,TIGHT,NOM,True,COMPLETE,COMPLETE,False,False,0.0,4,2,2.0,2.748206037076687,1.128875985205133,1.619330051871554,2.8218890006400295,2.839352656121423,-0.017463655481393392,0.03645306753150126,0.013558514821919915,0.022894552709581344,0.003658524157469402,0.003658524157469402,0.0,9,9,0.0,-0.61505764152766
screen_20260910,upper_only,BERNER,199403,43748,11,0.01,0.01,0.5,visits,21874,NOM,HIST,True,COMPLETE,COMPLETE,False,False,0.0,4,6,-2.0,0.3541693473149136,2.2341061946956495,-1.8799368473807359,2.938191460181037,2.938008594678614,0.00018286550242319066,0.009353910701753553,0.03330022288248161,-0.023946312180728062,0.006762381877400791,0.006762381877400791,0.0,7,11,-4.0,0.00622413095572289
screen_20260910,upper_only,BERNER,199403,43748,11,0.01,0.01,0.5,visits,21874,NOM,HIST+ACT,True,COMPLETE,COMPLETE,True,False,1.0,0,6,-6.0,0.0,2.2341061946956495,-2.2341061946956495,2.982444911767395,2.938008594678614,0.04443631708878115,0.0,0.03330022288248161,-0.03330022288248161,0.006762381877400791,0.006762381877400791,0.0,0,11,-11.0,1.5124638222388183
screen_20260910,upper_only,BERNER,199403,43748,11,0.01,0.01,0.5,visits,21874,NOM,TIGHT,True,COMPLETE,COMPLETE,False,False,0.0,2,6,-4.0,0.8670242428064183,2.2341061946956495,-1.3670819518892312,2.947014720672945,2.938008594678614,0.00900612599433126,0.009959871042039513,0.03330022288248161,-0.0233403518404421,0.006762381877400791,0.006762381877400791,0.0,10,11,-1.0,0.306538449568982
screen_20260910,upper_only,BERNER,199403,43748,11,0.01,0.01,0.5,visits,21874,TIGHT,HIST,True,COMPLETE,COMPLETE,False,False,0.0,4,2,2.0,0.3541693473149136,0.8670242428064183,-0.5128548954915046,2.938191460181037,2.947014720672945,-0.00882326049190807,0.009353910701753553,0.009959871042039513,-0.00060596034028596,0.006762381877400791,0.006762381877400791,0.0,7,10,-3.0,-0.2993965530614416
screen_20260910,upper_only,BERNER,199403,43748,11,0.01,0.01,0.5,visits,21874,TIGHT,HIST+ACT,True,COMPLETE,COMPLETE,True,False,1.0,0,2,-2.0,0.0,0.8670242428064183,-0.8670242428064183,2.982444911767395,2.947014720672945,0.03543019109444989,0.0,0.009959871042039513,-0.009959871042039513,0.006762381877400791,0.006762381877400791,0.0,0,10,-10.0,1.2022400446767865
screen_20260910,upper_only,BERNER,199403,43748,11,0.01,0.01,0.5,visits,21874,TIGHT,NOM,True,COMPLETE,COMPLETE,False,False,0.0,6,2,4.0,2.2341061946956495,0.8670242428064183,1.3670819518892312,2.938008594678614,2.947014720672945,-0.00900612599433126,0.03330022288248161,0.009959871042039513,0.0233403518404421,0.006762381877400791,0.006762381877400791,0.0,11,10,1.0,-0.3056016629694584
screen_20260910,upper_only,syn_1000sku_seed1001,31581,500,11,0.01,0.01,0.5,visits,1000,NOM,HIST,True,COMPLETE,COMPLETE,True,False,1.0,0,3,-3.0,0.0,0.312304140640144,-0.312304140640144,5.16,5.168,-0.008000000000000007,0.0,0.004796617741714001,-0.004796617741714001,0.0,0.0,0.0,0,6,-6.0,-0.15479876160990724
screen_20260910,upper_only,syn_1000sku_seed1001,31581,500,11,0.01,0.01,0.5,visits,1000,NOM,HIST+ACT,True,COMPLETE,COMPLETE,True,False,1.0,0,3,-3.0,0.0,0.312304140640144,-0.312304140640144,5.16,5.168,-0.008000000000000007,0.0,0.004796617741714001,-0.004796617741714001,0.0,0.0,0.0,0,6,-6.0,-0.15479876160990724
screen_20260910,upper_only,syn_1000sku_seed1001,31581,500,11,0.01,0.01,0.5,visits,1000,NOM,TIGHT,True,COMPLETE,COMPLETE,False,False,0.0,1,3,-2.0,0.4579592280166909,0.312304140640144,0.14565508737654692,5.142,5.168,-0.0259999999999998,0.004579592280166909,0.004796617741714001,-0.00021702546154709224,0.0,0.0,0.0,6,6,0.0,-0.5030959752321943
screen_20260910,upper_only,syn_1000sku_seed1001,31581,500,11,0.01,0.01,0.5,visits,1000,TIGHT,HIST,True,COMPLETE,COMPLETE,True,False,1.0,0,1,-1.0,0.0,0.4579592280166909,-0.4579592280166909,5.16,5.142,0.017999999999999794,0.0,0.004579592280166909,-0.004579592280166909,0.0,0.0,0.0,0,6,-6.0,0.35005834305717215
screen_20260910,upper_only,syn_1000sku_seed1001,31581,500,11,0.01,0.01,0.5,visits,1000,TIGHT,HIST+ACT,True,COMPLETE,COMPLETE,True,False,1.0,0,1,-1.0,0.0,0.4579592280166909,-0.4579592280166909,5.16,5.142,0.017999999999999794,0.0,0.004579592280166909,-0.004579592280166909,0.0,0.0,0.0,0,6,-6.0,0.35005834305717215
screen_20260910,upper_only,syn_1000sku_seed1001,31581,500,11,0.01,0.01,0.5,visits,1000,TIGHT,NOM,True,COMPLETE,COMPLETE,False,False,0.0,3,1,2.0,0.312304140640144,0.4579592280166909,-0.14565508737654692,5.168,5.142,0.0259999999999998,0.004796617741714001,0.004579592280166909,0.00021702546154709224,0.0,0.0,0.0,6,6,0.0,0.5056398288603617
screen_20260910,upper_only,syn_1000sku_seed1001,31581,1000,11,0.01,0.01,0.5,visits,1000,NOM,HIST,True,COMPLETE,COMPLETE,True,False,1.0,0,2,-2.0,0.0,0.3190631623029875,-0.3190631623029875,5.037,5.077,-0.040000000000000036,0.0,0.003866669250461702,-0.003866669250461702,0.0,0.0,0.0,0,5,-5.0,-0.7878668505022658
screen_20260910,upper_only,syn_1000sku_seed1001,31581,1000,11,0.01,0.01,0.5,visits,1000,NOM,HIST+ACT,True,COMPLETE,COMPLETE,True,False,1.0,0,2,-2.0,0.0,0.3190631623029875,-0.3190631623029875,5.037,5.077,-0.040000000000000036,0.0,0.003866669250461702,-0.003866669250461702,0.0,0.0,0.0,0,5,-5.0,-0.7878668505022658
screen_20260910,upper_only,syn_1000sku_seed1001,31581,1000,11,0.01,0.01,0.5,visits,1000,NOM,TIGHT,True,COMPLETE,COMPLETE,True,False,1.0,0,2,-2.0,0.0,0.3190631623029875,-0.3190631623029875,5.098,5.077,0.020999999999999908,0.0,0.003866669250461702,-0.003866669250461702,0.0,0.0,0.0,7,5,2.0,0.4136300965136874
screen_20260910,upper_only,syn_1000sku_seed1001,31581,1000,11,0.01,0.01,0.5,visits,1000,TIGHT,HIST,True,COMPLETE,COMPLETE,True,True,0.0,0,0,0.0,0.0,0.0,0.0,5.037,5.098,-0.06099999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0,7,-7.0,-1.196547665751274
screen_20260910,upper_only,syn_1000sku_seed1001,31581,1000,11,0.01,0.01,0.5,visits,1000,TIGHT,HIST+ACT,True,COMPLETE,COMPLETE,True,True,0.0,0,0,0.0,0.0,0.0,0.0,5.037,5.098,-0.06099999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0,7,-7.0,-1.196547665751274
screen_20260910,upper_only,syn_1000sku_seed1001,31581,1000,11,0.01,0.01,0.5,visits,1000,TIGHT,NOM,True,COMPLETE,COMPLETE,False,True,-1.0,2,0,2.0,0.3190631623029875,0.0,0.3190631623029875,5.077,5.098,-0.020999999999999908,0.003866669250461702,0.0,0.003866669250461702,0.0,0.0,0.0,5,7,-2.0,-0.4119262455865027
screen_20260910,upper_only,syn_1000sku_seed1001,31581,2000,11,0.01,0.01,0.5,visits,1000,NOM,HIST,True,COMPLETE,COMPLETE,True,False,1.0,0,4,-4.0,0.0,0.19969052401041165,-0.19969052401041165,5.16,5.112,0.04800000000000004,0.0,0.003367542049246564,-0.003367542049246564,0.0,0.0,0.0,0,5,-5.0,0.9389671361502355
screen_20260910,upper_only,syn_1000sku_seed1001,31581,2000,11,0.01,0.01,0.5,visits,1000,NOM,HIST+ACT,True,COMPLETE,COMPLETE,True,False,1.0,0,4,-4.0,0.0,0.19969052401041165,-0.19969052401041165,5.16,5.112,0.04800000000000004,0.0,0.003367542049246564,-0.003367542049246564,0.0,0.0,0.0,0,5,-5.0,0.9389671361502355
screen_20260910,upper_only,syn_1000sku_seed1001,31581,2000,11,0.01,0.01,0.5,visits,1000,NOM,TIGHT,True,COMPLETE,COMPLETE,True,False,1.0,0,4,-4.0,0.0,0.19969052401041165,-0.19969052401041165,5.174,5.112,0.06200000000000028,0.0,0.003367542049246564,-0.003367542049246564,0.0,0.0,0.0,7,5,2.0,1.2128325508607252
screen_20260910,upper_only,syn_1000sku_seed1001,31581,2000,11,0.01,0.01,0.5,visits,1000,TIGHT,HIST,True,COMPLETE,COMPLETE,True,True,0.0,0,0,0.0,0.0,0.0,0.0,5.16,5.174,-0.014000000000000234,0.0,0.0,0.0,0.0,0.0,0.0,0,7,-7.0,-0.27058368766911933
screen_20260910,upper_only,syn_1000sku_seed1001,31581,2000,11,0.01,0.01,0.5,visits,1000,TIGHT,HIST+ACT,True,COMPLETE,COMPLETE,True,True,0.0,0,0,0.0,0.0,0.0,0.0,5.16,5.174,-0.014000000000000234,0.0,0.0,0.0,0.0,0.0,0.0,0,7,-7.0,-0.27058368766911933
screen_20260910,upper_only,syn_1000sku_seed1001,31581,2000,11,0.01,0.01,0.5,visits,1000,TIGHT,NOM,True,COMPLETE,COMPLETE,False,True,-1.0,4,0,4.0,0.19969052401041165,0.0,0.19969052401041165,5.112,5.174,-0.06200000000000028,0.003367542049246564,0.0,0.003367542049246564,0.0,0.0,0.0,5,7,-2.0,-1.1982991882489422
screen_20260910,upper_only,syn_1000sku_seed1002,27118,500,11,0.01,0.01,0.5,visits,1000,NOM,HIST,True,COMPLETE,COMPLETE,False,False,0.0,1,2,-1.0,0.09174208389452508,0.41982994045055794,-0.32808785655603284,5.178,5.192,-0.014000000000000234,0.0009174208389452508,0.006287118501549564,-0.005369697662604314,0.0,0.0,0.0,1,6,-5.0,-0.269645608628664
screen_20260910,upper_only,syn_1000sku_seed1002,27118,500,11,0.01,0.01,0.5,visits,1000,NOM,HIST+ACT,True,COMPLETE,COMPLETE,False,False,0.0,1,2,-1.0,0.09174208389452508,0.41982994045055794,-0.32808785655603284,5.178,5.192,-0.014000000000000234,0.0009174208389452508,0.006287118501549564,-0.005369697662604314,0.0,0.0,0.0,1,6,-5.0,-0.269645608628664
screen_20260910,upper_only,syn_1000sku_seed1002,27118,500,11,0.01,0.01,0.5,visits,1000,NOM,TIGHT,True,COMPLETE,COMPLETE,False,False,0.0,1,2,-1.0,1.1489524149922952,0.41982994045055794,0.7291224745417373,5.128,5.192,-0.06400000000000006,0.011489524149922952,0.006287118501549564,0.005202405648373387,0.0,0.0,0.0,5,6,-1.0,-1.2326656394453015
screen_20260910,upper_only,syn_1000sku_seed1002,27118,500,11,0.01,0.01,0.5,visits,1000,TIGHT,HIST,True,COMPLETE,COMPLETE,False,False,0.0,1,1,0.0,0.09174208389452508,1.1489524149922952,-1.05721033109777,5.178,5.128,0.04999999999999982,0.0009174208389452508,0.011489524149922952,-0.010572103310977701,0.0,0.0,0.0,1,5,-4.0,0.975039001560059
screen_20260910,upper_only,syn_1000sku_seed1002,27118,500,11,0.01,0.01,0.5,visits,1000,TIGHT,HIST+ACT,True,COMPLETE,COMPLETE,False,False,0.0,1,1,0.0,0.09174208389452508,1.1489524149922952,-1.05721033109777,5.178,5.128,0.04999999999999982,0.0009174208389452508,0.011489524149922952,-0.010572103310977701,0.0,0.0,0.0,1,5,-4.0,0.975039001560059
screen_20260910,upper_only,syn_1000sku_seed1002,27118,500,11,0.01,0.01,0.5,visits,1000,TIGHT,NOM,True,COMPLETE,COMPLETE,False,False,0.0,2,1,1.0,0.41982994045055794,1.1489524149922952,-0.7291224745417373,5.192,5.128,0.06400000000000006,0.006287118501549564,0.011489524149922952,-0.005202405648373387,0.0,0.0,0.0,6,5,1.0,1.248049921996881
screen_20260910,upper_only,syn_1000sku_seed1002,27118,1000,11,0.01,0.01,0.5,visits,1000,NOM,HIST,True,COMPLETE,COMPLETE,True,False,1.0,0,1,-1.0,0.0,0.2591136613775148,-0.2591136613775148,5.079,5.175,-0.09600000000000009,0.0,0.002591136613775148,-0.002591136613775148,0.0,0.0,0.0,0,4,-4.0,-1.8550724637681177
screen_20260910,upper_only,syn_1000sku_seed1002,27118,1000,11,0.01,0.01,0.5,visits,1000,NOM,HIST+ACT,True,COMPLETE,COMPLETE,True,False,1.0,0,1,-1.0,0.0,0.2591136613775148,-0.2591136613775148,5.079,5.175,-0.09600000000000009,0.0,0.002591136613775148,-0.002591136613775148,0.0,0.0,0.0,0,4,-4.0,-1.8550724637681177
screen_20260910,upper_only,syn_1000sku_seed1002,27118,1000,11,0.01,0.01,0.5,visits,1000,NOM,TIGHT,True,COMPLETE,COMPLETE,False,False,0.0,1,1,0.0,0.28436292289306375,0.2591136613775148,0.02524926151554896,5.115,5.175,-0.05999999999999961,0.0028436292289306378,0.002591136613775148,0.0002524926151554899,0.0,0.0,0.0,5,4,1.0,-1.159420289855065
screen_20260910,upper_only,syn_1000sku_seed1002,27118,1000,11,0.01,0.01,0.5,visits,1000,TIGHT,HIST,True,COMPLETE,COMPLETE,True,False,1.0,0,1,-1.0,0.0,0.28436292289306375,-0.28436292289306375,5.079,5.115,-0.036000000000000476,0.0,0.0028436292289306378,-0.0028436292289306378,0.0,0.0,0.0,0,5,-5.0,-0.7038123167155518
