campaign,rule,dataset_id,catalogue_size,n,arm,seed,solve_mode,status,native_status,solver_status,configured_time_limit,build_seconds,solve_seconds,process_elapsed,process_status,peak_rss_bytes,peak_rss_gib,reused_solve,objective,bound,gap,used_full_cap
pilot_20260910b,upper_only,syn_50sku_seed1001,50,50,NOM,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,120,0.4448547000065446,119.75950049981475,120.9210000000894,EXITED,65474560,0.060977935791015625,False,6390,0,1.0,True
pilot_20260910b,upper_only,syn_50sku_seed1001,50,50,HIST+ACT,11,visits,NO_INCUMBENT_LIMIT,HxSolutionStatus.INFEASIBLE,NO_INCUMBENT_LIMIT,120,0.4985465998761356,119.51244189986028,120.73400000017136,EXITED,65646592,0.061138153076171875,False,,0,,True
pilot_20260910b,upper_only,syn_500sku_seed1001,500,500,NOM,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,3.2468719000462443,299.4197442000732,304.905999999959,EXITED,154648576,0.1440277099609375,False,60498,0,1.0,True
pilot_20260910b,upper_only,syn_500sku_seed1001,500,500,HIST+ACT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,300,4.0163676999509335,299.53820619988255,305.9220000000205,EXITED,162729984,0.15155410766601562,False,61312,0,1.0,True
pilot_20260910b,upper_only,syn_2000sku_seed1001,2000,2000,NOM,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,1200,40.58930730004795,1200.8754716999829,1246.9220000000205,EXITED,831135744,0.7740554809570312,False,288663,0,1.0,True
pilot_20260910b,upper_only,syn_2000sku_seed1001,2000,2000,HIST+ACT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,1200,49.81352959992364,1201.0052303001285,1256.5159999998286,EXITED,911638528,0.849029541015625,False,290314,0,1.0,True
pilot_20260910b,upper_only,BERNER,21874,21874,NOM,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,1800,308.5714914998971,1805.1804006998427,2127.6089999999385,EXITED,2924408832,2.7235679626464844,False,640518,9519,0.9851385909529474,True
pilot_20260910b,upper_only,BERNER,21874,21874,HIST+ACT,11,visits,NUMERICAL_ISSUE,HxSolutionStatus.FEASIBLE,NUMERICAL_ISSUE,1800,337.50244510010816,1805.9105760001112,2157.5470000000205,EXITED,3141812224,2.9260406494140625,False,,9519,,True
screen_20260910,upper_only,syn_1000sku_seed1001,1000,500,NOM,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,600,12.515937200048938,599.6138166000601,616.4060000001919,EXITED,452837376,0.4217376708984375,False,158234,0,1.0,True
screen_20260910,upper_only,syn_1000sku_seed1001,1000,500,TIGHT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,600,12.69053229992278,599.889186900109,616.905999999959,EXITED,455843840,0.42453765869140625,False,158334,0,1.0,True
screen_20260910,upper_only,syn_1000sku_seed1001,1000,500,HIST,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,600,17.280904799932614,600.3821123999078,622.2029999999795,EXITED,509960192,0.47493743896484375,False,160317,0,1.0,True
screen_20260910,upper_only,syn_1000sku_seed1001,1000,500,HIST+ACT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,600,17.280904799932614,600.3821123999078,622.2029999999795,EXITED,509960192,0.47493743896484375,True,160317,0,1.0,True
screen_20260910,upper_only,syn_1000sku_seed1001,1000,1000,NOM,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,600,12.515937200048938,599.6138166000601,616.4060000001919,EXITED,452837376,0.4217376708984375,True,158234,0,1.0,True
screen_20260910,upper_only,syn_1000sku_seed1001,1000,1000,TIGHT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,600,12.69053229992278,599.889186900109,616.905999999959,EXITED,455843840,0.42453765869140625,True,158334,0,1.0,True
screen_20260910,upper_only,syn_1000sku_seed1001,1000,1000,HIST,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,600,14.86926389997825,599.8332813000306,618.5930000001099,EXITED,440000512,0.40978240966796875,False,158117,0,1.0,True
screen_20260910,upper_only,syn_1000sku_seed1001,1000,1000,HIST+ACT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,600,14.86926389997825,599.8332813000306,618.5930000001099,EXITED,440000512,0.40978240966796875,True,158117,0,1.0,True
screen_20260910,upper_only,syn_1000sku_seed1001,1000,2000,NOM,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,600,12.515937200048938,599.6138166000601,616.4060000001919,EXITED,452837376,0.4217376708984375,True,158234,0,1.0,True
screen_20260910,upper_only,syn_1000sku_seed1001,1000,2000,TIGHT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,600,12.69053229992278,599.889186900109,616.905999999959,EXITED,455843840,0.42453765869140625,True,158334,0,1.0,True
screen_20260910,upper_only,syn_1000sku_seed1001,1000,2000,HIST,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,600,13.782787299947813,599.690803000005,617.0310000001919,EXITED,465383424,0.4334220886230469,False,158670,0,1.0,True
screen_20260910,upper_only,syn_1000sku_seed1001,1000,2000,HIST+ACT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,600,13.782787299947813,599.690803000005,617.0310000001919,EXITED,465383424,0.4334220886230469,True,158670,0,1.0,True
screen_20260910,upper_only,syn_1000sku_seed1002,1000,500,NOM,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,600,10.612839200068265,599.651678299997,614.0939999998081,EXITED,363184128,0.3382415771484375,False,133287,0,1.0,True
screen_20260910,upper_only,syn_1000sku_seed1002,1000,500,TIGHT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,600,10.642687699990347,599.6767284001689,614.0930000001099,EXITED,363556864,0.3385887145996094,False,132704,0,1.0,True
screen_20260910,upper_only,syn_1000sku_seed1002,1000,500,HIST,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,600,14.54870570008643,599.5078365001827,617.9839999999385,EXITED,437817344,0.4077491760253906,False,134397,0,1.0,True
screen_20260910,upper_only,syn_1000sku_seed1002,1000,500,HIST+ACT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,600,14.54870570008643,599.5078365001827,617.9839999999385,EXITED,437817344,0.4077491760253906,True,134397,0,1.0,True
screen_20260910,upper_only,syn_1000sku_seed1002,1000,1000,NOM,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,600,10.612839200068265,599.651678299997,614.0939999998081,EXITED,363184128,0.3382415771484375,True,133287,0,1.0,True
screen_20260910,upper_only,syn_1000sku_seed1002,1000,1000,TIGHT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,600,10.642687699990347,599.6767284001689,614.0930000001099,EXITED,363556864,0.3385887145996094,True,132704,0,1.0,True
screen_20260910,upper_only,syn_1000sku_seed1002,1000,1000,HIST,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,600,12.81845930009149,600.1347433000337,616.4529999999795,EXITED,387526656,0.3609123229980469,False,132591,0,1.0,True
screen_20260910,upper_only,syn_1000sku_seed1002,1000,1000,HIST+ACT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,600,12.81845930009149,600.1347433000337,616.4529999999795,EXITED,387526656,0.3609123229980469,True,132591,0,1.0,True
screen_20260910,upper_only,syn_1000sku_seed1002,1000,2000,NOM,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,600,10.612839200068265,599.651678299997,614.0939999998081,EXITED,363184128,0.3382415771484375,True,133287,0,1.0,True
screen_20260910,upper_only,syn_1000sku_seed1002,1000,2000,TIGHT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,600,10.642687699990347,599.6767284001689,614.0930000001099,EXITED,363556864,0.3385887145996094,True,132704,0,1.0,True
screen_20260910,upper_only,syn_1000sku_seed1002,1000,2000,HIST,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,600,11.709335300140083,599.5859650999773,614.438000000082,EXITED,380129280,0.3540229797363281,False,132998,0,1.0,True
screen_20260910,upper_only,syn_1000sku_seed1002,1000,2000,HIST+ACT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,600,11.709335300140083,599.5859650999773,614.438000000082,EXITED,380129280,0.3540229797363281,True,132998,0,1.0,True
screen_20260910,upper_only,syn_1000sku_seed1003,1000,500,NOM,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,600,10.441659899894148,600.2135373000056,614.2649999998976,EXITED,358551552,0.3339271545410156,False,136906,0,1.0,True
screen_20260910,upper_only,syn_1000sku_seed1003,1000,500,TIGHT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,600,10.486715600127354,599.7100289999507,613.938000000082,EXITED,359849984,0.33513641357421875,False,136571,0,1.0,True
screen_20260910,upper_only,syn_1000sku_seed1003,1000,500,HIST,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,600,14.80515329982154,600.2441686999518,619.0,EXITED,460869632,0.4292182922363281,False,137782,0,1.0,True
screen_20260910,upper_only,syn_1000sku_seed1003,1000,500,HIST+ACT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,600,14.80515329982154,600.2441686999518,619.0,EXITED,460869632,0.4292182922363281,True,137782,0,1.0,True
screen_20260910,upper_only,syn_1000sku_seed1003,1000,1000,NOM,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,600,10.441659899894148,600.2135373000056,614.2649999998976,EXITED,358551552,0.3339271545410156,True,136906,0,1.0,True
screen_20260910,upper_only,syn_1000sku_seed1003,1000,1000,TIGHT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,600,10.486715600127354,599.7100289999507,613.938000000082,EXITED,359849984,0.33513641357421875,True,136571,0,1.0,True
screen_20260910,upper_only,syn_1000sku_seed1003,1000,1000,HIST,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,600,12.432840900029987,599.40394320013,615.3589999999385,EXITED,381628416,0.3554191589355469,False,137436,0,1.0,True
screen_20260910,upper_only,syn_1000sku_seed1003,1000,1000,HIST+ACT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,600,12.432840900029987,599.40394320013,615.3589999999385,EXITED,381628416,0.3554191589355469,True,137436,0,1.0,True
screen_20260910,upper_only,syn_1000sku_seed1003,1000,2000,NOM,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,600,10.441659899894148,600.2135373000056,614.2649999998976,EXITED,358551552,0.3339271545410156,True,136906,0,1.0,True
screen_20260910,upper_only,syn_1000sku_seed1003,1000,2000,TIGHT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,600,10.486715600127354,599.7100289999507,613.938000000082,EXITED,359849984,0.33513641357421875,True,136571,0,1.0,True
screen_20260910,upper_only,syn_1000sku_seed1003,1000,2000,HIST,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,600,11.581902200123295,599.642761599971,614.375,EXITED,377229312,0.3513221740722656,False,137097,0,1.0,True
screen_20260910,upper_only,syn_1000sku_seed1003,1000,2000,HIST+ACT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,600,11.581902200123295,599.642761599971,614.375,EXITED,377229312,0.3513221740722656,True,137097,0,1.0,True
screen_20260910,upper_only,syn_1000sku_seed1004,1000,500,NOM,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,600,9.218472599983215,599.8038260000758,612.375,EXITED,324620288,0.3023262023925781,False,111842,0,1.0,True
screen_20260910,upper_only,syn_1000sku_seed1004,1000,500,TIGHT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,600,9.377607800066471,599.500043899985,612.2969999997877,EXITED,323809280,0.3015708923339844,False,112938,0,1.0,True
screen_20260910,upper_only,syn_1000sku_seed1004,1000,500,HIST,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,600,12.613501599989831,599.8261415001471,615.969000000041,EXITED,375054336,0.34929656982421875,False,114511,0,1.0,True
screen_20260910,upper_only,syn_1000sku_seed1004,1000,500,HIST+ACT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,600,12.613501599989831,599.8261415001471,615.969000000041,EXITED,375054336,0.34929656982421875,True,114511,0,1.0,True
screen_20260910,upper_only,syn_1000sku_seed1004,1000,1000,NOM,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,600,9.218472599983215,599.8038260000758,612.375,EXITED,324620288,0.3023262023925781,True,111842,0,1.0,True
screen_20260910,upper_only,syn_1000sku_seed1004,1000,1000,TIGHT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,600,9.377607800066471,599.500043899985,612.2969999997877,EXITED,323809280,0.3015708923339844,True,112938,0,1.0,True
screen_20260910,upper_only,syn_1000sku_seed1004,1000,1000,HIST,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,600,11.02633999986574,599.3866061998997,613.5629999998491,EXITED,360677376,0.335906982421875,False,112505,0,1.0,True
screen_20260910,upper_only,syn_1000sku_seed1004,1000,1000,HIST+ACT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,600,11.02633999986574,599.3866061998997,613.5629999998491,EXITED,360677376,0.335906982421875,True,112505,0,1.0,True
screen_20260910,upper_only,syn_1000sku_seed1004,1000,2000,NOM,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,600,9.218472599983215,599.8038260000758,612.375,EXITED,324620288,0.3023262023925781,True,111842,0,1.0,True
screen_20260910,upper_only,syn_1000sku_seed1004,1000,2000,TIGHT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,600,9.377607800066471,599.500043899985,612.2969999997877,EXITED,323809280,0.3015708923339844,True,112938,0,1.0,True
screen_20260910,upper_only,syn_1000sku_seed1004,1000,2000,HIST,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,600,10.131218699971214,600.1469365998637,613.0780000002123,EXITED,327180288,0.30471038818359375,False,113130,0,1.0,True
screen_20260910,upper_only,syn_1000sku_seed1004,1000,2000,HIST+ACT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,600,10.131218699971214,600.1469365998637,613.0780000002123,EXITED,327180288,0.30471038818359375,True,113130,0,1.0,True
screen_20260910,upper_only,syn_2000sku_seed1001,2000,1000,NOM,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,1200,38.89500809996389,1200.8656556000933,1246.0780000002123,EXITED,803282944,0.7481155395507812,False,288992,0,1.0,True
screen_20260910,upper_only,syn_2000sku_seed1001,2000,1000,TIGHT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,1200,38.95899789989926,1200.9939523998182,1246.1870000001509,EXITED,813785088,0.7578964233398438,False,288591,0,1.0,True
screen_20260910,upper_only,syn_2000sku_seed1001,2000,1000,HIST,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,1200,54.59452270017937,1200.710549700074,1261.875,EXITED,975790080,0.9087753295898438,False,290989,0,1.0,True
screen_20260910,upper_only,syn_2000sku_seed1001,2000,1000,HIST+ACT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,1200,54.59452270017937,1200.710549700074,1261.875,EXITED,975790080,0.9087753295898438,True,290989,0,1.0,True
screen_20260910,upper_only,syn_2000sku_seed1001,2000,2000,NOM,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,1200,38.89500809996389,1200.8656556000933,1246.0780000002123,EXITED,803282944,0.7481155395507812,True,288992,0,1.0,True
screen_20260910,upper_only,syn_2000sku_seed1001,2000,2000,TIGHT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,1200,38.95899789989926,1200.9939523998182,1246.1870000001509,EXITED,813785088,0.7578964233398438,True,288591,0,1.0,True
screen_20260910,upper_only,syn_2000sku_seed1001,2000,2000,HIST,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,1200,46.801012200070545,1201.0172317000106,1253.59300000011,EXITED,881434624,0.8208999633789062,False,290106,0,1.0,True
screen_20260910,upper_only,syn_2000sku_seed1001,2000,2000,HIST+ACT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,1200,46.801012200070545,1201.0172317000106,1253.59300000011,EXITED,881434624,0.8208999633789062,True,290106,0,1.0,True
screen_20260910,upper_only,syn_2000sku_seed1001,2000,4000,NOM,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,1200,38.89500809996389,1200.8656556000933,1246.0780000002123,EXITED,803282944,0.7481155395507812,True,288992,0,1.0,True
screen_20260910,upper_only,syn_2000sku_seed1001,2000,4000,TIGHT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,1200,38.95899789989926,1200.9939523998182,1246.1870000001509,EXITED,813785088,0.7578964233398438,True,288591,0,1.0,True
screen_20260910,upper_only,syn_2000sku_seed1001,2000,4000,HIST,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,1200,42.597879300126806,1200.1708813000005,1248.0310000001919,EXITED,881025024,0.8205184936523438,False,287771,0,1.0,True
screen_20260910,upper_only,syn_2000sku_seed1001,2000,4000,HIST+ACT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,1200,42.597879300126806,1200.1708813000005,1248.0310000001919,EXITED,881025024,0.8205184936523438,True,287771,0,1.0,True
screen_20260910,upper_only,syn_2000sku_seed1002,2000,1000,NOM,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,1200,54.8491031001322,1200.9335229999851,1264.1720000000205,EXITED,1154199552,1.0749320983886719,False,399552,0,1.0,True
screen_20260910,upper_only,syn_2000sku_seed1002,2000,1000,TIGHT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,1200,54.896157699869946,1200.5211404000875,1264.0159999998286,EXITED,1096318976,1.021026611328125,False,400322,0,1.0,True
screen_20260910,upper_only,syn_2000sku_seed1002,2000,1000,HIST,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,1200,76.11091629997827,1201.6182708998676,1286.8910000000615,EXITED,1309347840,1.2194252014160156,False,401481,0,1.0,True
screen_20260910,upper_only,syn_2000sku_seed1002,2000,1000,HIST+ACT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,1200,76.11091629997827,1201.6182708998676,1286.8910000000615,EXITED,1309347840,1.2194252014160156,True,401481,0,1.0,True
screen_20260910,upper_only,syn_2000sku_seed1002,2000,2000,NOM,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,1200,54.8491031001322,1200.9335229999851,1264.1720000000205,EXITED,1154199552,1.0749320983886719,True,399552,0,1.0,True
screen_20260910,upper_only,syn_2000sku_seed1002,2000,2000,TIGHT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,1200,54.896157699869946,1200.5211404000875,1264.0159999998286,EXITED,1096318976,1.021026611328125,True,400322,0,1.0,True
screen_20260910,upper_only,syn_2000sku_seed1002,2000,2000,HIST,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,1200,65.68461770005524,1200.9995355999563,1274.4060000001919,EXITED,1182601216,1.1013832092285156,False,398855,0,1.0,True
screen_20260910,upper_only,syn_2000sku_seed1002,2000,2000,HIST+ACT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,1200,65.68461770005524,1200.9995355999563,1274.4060000001919,EXITED,1182601216,1.1013832092285156,True,398855,0,1.0,True
screen_20260910,upper_only,syn_2000sku_seed1002,2000,4000,NOM,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,1200,54.8491031001322,1200.9335229999851,1264.1720000000205,EXITED,1154199552,1.0749320983886719,True,399552,0,1.0,True
screen_20260910,upper_only,syn_2000sku_seed1002,2000,4000,TIGHT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,1200,54.896157699869946,1200.5211404000875,1264.0159999998286,EXITED,1096318976,1.021026611328125,True,400322,0,1.0,True
screen_20260910,upper_only,syn_2000sku_seed1002,2000,4000,HIST,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,1200,60.288518799934536,1200.980351000093,1268.2349999998696,EXITED,1141039104,1.0626754760742188,False,400690,0,1.0,True
screen_20260910,upper_only,syn_2000sku_seed1002,2000,4000,HIST+ACT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,1200,60.288518799934536,1200.980351000093,1268.2349999998696,EXITED,1141039104,1.0626754760742188,True,400690,0,1.0,True
screen_20260910,upper_only,syn_2000sku_seed1003,2000,1000,NOM,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,1200,43.376350600039586,1200.1819233000278,1250.3279999999795,EXITED,953278464,0.8878097534179688,False,329623,0,1.0,True
screen_20260910,upper_only,syn_2000sku_seed1003,2000,1000,TIGHT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,1200,42.56700849998742,1200.204354800051,1249.5629999998491,EXITED,903983104,0.8418998718261719,False,330066,0,1.0,True
screen_20260910,upper_only,syn_2000sku_seed1003,2000,1000,HIST,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,1200,59.854689799947664,1201.3091204999946,1268.3279999999795,EXITED,1080664064,1.0064468383789062,False,331730,0,1.0,True
screen_20260910,upper_only,syn_2000sku_seed1003,2000,1000,HIST+ACT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,1200,59.854689799947664,1201.3091204999946,1268.3279999999795,EXITED,1080664064,1.0064468383789062,True,331730,0,1.0,True
screen_20260910,upper_only,syn_2000sku_seed1003,2000,2000,NOM,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,1200,43.376350600039586,1200.1819233000278,1250.3279999999795,EXITED,953278464,0.8878097534179688,True,329623,0,1.0,True
screen_20260910,upper_only,syn_2000sku_seed1003,2000,2000,TIGHT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,1200,42.56700849998742,1200.204354800051,1249.5629999998491,EXITED,903983104,0.8418998718261719,True,330066,0,1.0,True
screen_20260910,upper_only,syn_2000sku_seed1003,2000,2000,HIST,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,1200,51.02868019999005,1200.4083364999387,1257.5,EXITED,996986880,0.9285163879394531,False,328995,0,1.0,True
screen_20260910,upper_only,syn_2000sku_seed1003,2000,2000,HIST+ACT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,1200,51.02868019999005,1200.4083364999387,1257.5,EXITED,996986880,0.9285163879394531,True,328995,0,1.0,True
screen_20260910,upper_only,syn_2000sku_seed1003,2000,4000,NOM,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,1200,43.376350600039586,1200.1819233000278,1250.3279999999795,EXITED,953278464,0.8878097534179688,True,329623,0,1.0,True
screen_20260910,upper_only,syn_2000sku_seed1003,2000,4000,TIGHT,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,1200,42.56700849998742,1200.204354800051,1249.5629999998491,EXITED,903983104,0.8418998718261719,True,330066,0,1.0,True
screen_20260910,upper_only,syn_2000sku_seed1003,2000,4000,HIST,11,visits,COMPLETE,HxSolutionStatus.FEASIBLE,FEASIBLE,1200,47.37684539984912,1201.034339300124,1254.0149999998976,EXITED,909365248,0.8469123840332031,False,330744,0,1.0,True
