campaign,stage,dataset_id,catalogue_size,origin,n,arm,delta,nu,tightening,seed,rule,implementation_hash,backend,solve_mode,time_limit,case_id,solve_key,eligibility,record_source,retry_count,frozen_layout,status,scored,allocation_returned,native_status,solver_status,objective,bound,gap,bound_provenance,build_seconds,solve_seconds,peak_rss_bytes,process_status,process_elapsed,reused_solve,attempt_id,native_contradiction,scoring_error,validation_valid,model_feasible,model_feasible_exact,maximum_model_excess,minimum_required_slack,original_policy_feasible_exact,accepted_training_solution,policy_validation_valid,history_checked,actual_visit_count,joint_pass,violation_count,cap_violation_count,floor_violation_count,worst_excess_pp,worst_excess_pp_exact,positive_excess_sum,maximum_residual,borderline,mean_visits,mean_visits_exact,visit_count,historical_mean_visits,historical_visit_count,future_total_lines,future_order_count,activation_mass,activation_mass_exact,effective_nu,inactive_product_count,realized_inactive_product_count,active_product_fraction,horizon_per_product,station_novelty_count,maximum_novelty_excess,novel_support_order_count,effective_total_allowance,layout_hash,future_hash,stream_adjacency_verified,station_count,reference_joint_pass,reference_violation_count,reference_worst_excess_pp,reference_mean_visits,reference_visit_count
ho3_20260913,holdout,BERNER,21874,243151,21874,HIST+ACT-T,0.02,0.01,0.5,22,two_sided,4e359efde84f6c4a031409dfa814c0672c8428f08e3922860edaaee02fc13e5b,hexaly,visits,1800,19e4a03aa1dfef48891b246549158480144fb26754c5ed090b2c905d52e786f9,e9fa2db0e0736f331ecaaf011697286cf74ede10b3d1f1de5f906694864da1a6,,primary_case_file,0,True,COMPLETE,True,True,HxSolutionStatus.FEASIBLE,FEASIBLE,788928,11517,0.9854017096617181,Hexaly_HxSolution.get_objective_bound(0),479.4431054000743,1807.533532500267,4174655488,EXITED,2304.219000000041,False,primary,,,True,True,True,0.0,0.009998316095134317,True,True,True,True,788928,True,0,0,0,0.0,0,0.0,-0.00010157010453256592,False,3.3860747919904908,74067/21874,74067,3.244601091502811,788928,118145,21874,0.0024038258072707265,284/118145,0.01,260,140,0.6157995794093444,1.0,1,0.0015991719235680189,13721,0.48,9dec3aafe97d42422b705e9107e38dbe06c7a3d953b98d10d26fb0ea649986d7,8fa2115c81c34a154bcd33b042dc3d143d17bf285f2c9bf841c3688e996eeb71,True,24,True,0,0.0,3.8471244399743987,84152
ho3_20260913,holdout,BERNER,21874,243151,21874,HIST+ACT-T,0.02,0.01,0.5,33,two_sided,4e359efde84f6c4a031409dfa814c0672c8428f08e3922860edaaee02fc13e5b,hexaly,visits,1800,ffb4a4ae3ce8eb533662283ac9ae33984e056bba087f5e2582718923ff9a749d,8a370fb03b6e1bc74bb091f5039680416a3317db65613424b1db0374b8b6e522,,primary_case_file,0,True,COMPLETE,True,True,HxSolutionStatus.FEASIBLE,FEASIBLE,773500,11517,0.9851105365223012,Hexaly_HxSolution.get_objective_bound(0),472.9260514997877,1808.2224330999888,4252049408,EXITED,2298.092999999877,False,primary,,,True,True,True,0.0,0.009997583919911956,True,True,True,True,773500,True,0,0,0,0.0,0,0.0,-4.232087688856913e-05,False,3.303511017646521,72261/21874,72261,3.181150807522897,773500,118145,21874,0.0024038258072707265,284/118145,0.01,260,140,0.6157995794093444,1.0,0,0.0,13721,0.48,8ad45266ff8ad05cd892bc1eb24e8d7319de26e260bba8af2b5ffdd73c8b7b5f,8fa2115c81c34a154bcd33b042dc3d143d17bf285f2c9bf841c3688e996eeb71,True,24,True,0,0.0,3.8471244399743987,84152
pilot_20260910b,pilot,syn_50sku_seed1001,50,1737,50,NOM,0.01,0.01,0.5,11,upper_only,36ed25e9052df5e9e194ce83cca3cb1dfdf907948bb1feea408e636f8614a044,hexaly,visits,120,cd5ebe651ca1795dca1ecc15420d30bb6c4b13ddfe288fa9c7bd0eaaddd34edc,9dbd473f9a391295bbf7ca22f232ff378c052498a543bc08b841f4ecef65aec5,,primary_case_file,0,True,COMPLETE,True,True,HxSolutionStatus.FEASIBLE,FEASIBLE,6390,0,1.0,Hexaly_HxSolution.get_objective_bound(0),0.4448547000065446,119.75950049981475,65474560,EXITED,120.9210000000894,False,primary,,,True,True,True,0.0,0.007214335582964859,True,True,True,True,6390,False,2,,,2.0115350332175583,458109/227741,0.03819244473132003,0.020115350332175586,False,3.8,19/5,190,3.678756476683938,6390,477,50,0.0,0,0.0,0,0,0.98,1.0,3,0.024528106733331088,40,0.05,ee623bb4ca2a35c859f4607cdc00bf9e630d69fb5be46b49b4f4fe5996ab45c3,0729eac6791f0fdfb2a454ebe1e9fe6a7df1d5e8296c04c7756a59b7499c3c14,True,5,True,0,0.0,4.34,217
pilot_20260910b,pilot,syn_50sku_seed1001,50,1737,50,HIST+ACT,0.01,0.01,0.5,11,upper_only,36ed25e9052df5e9e194ce83cca3cb1dfdf907948bb1feea408e636f8614a044,hexaly,visits,120,51b52e6450f43e1dfef1703d7c47e982db8242227e5d117b1471ada52ac688dc,94b894c72079848101fb21f91da0a4f52f4c2a3c49b99b8e6c1ad1e9d7a0e2b4,,primary_case_file,0,False,NO_INCUMBENT_LIMIT,False,False,HxSolutionStatus.INFEASIBLE,NO_INCUMBENT_LIMIT,,0,,Hexaly_HxSolution.get_objective_bound(0),0.4985465998761356,119.51244189986028,65646592,EXITED,120.73400000017136,False,primary,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pilot_20260910b,pilot,syn_500sku_seed1001,500,16830,500,NOM,0.01,0.01,0.5,11,upper_only,36ed25e9052df5e9e194ce83cca3cb1dfdf907948bb1feea408e636f8614a044,hexaly,visits,300,513aba0bf3de41c1ac6926f93b46edc0a2b777c0a96c098ff2073635520f40c0,9c1887362a6eb789032ed1ea07ef4e8a5fd85d1b37dfec400b5b4ccc850a4572,,primary_case_file,0,True,COMPLETE,True,True,HxSolutionStatus.FEASIBLE,FEASIBLE,60498,0,1.0,Hexaly_HxSolution.get_objective_bound(0),3.2468719000462443,299.4197442000732,154648576,EXITED,304.905999999959,False,primary,,,True,True,True,0.0,0.009981329460925229,True,True,True,True,60498,False,1,,,1.7092364185477842,28895057/16905243,0.017092364185477844,0.017092364185477844,False,3.66,183/50,1830,3.5946524064171124,60498,5010,500,0.0,0,0.0,0,0,1.0,1.0,3,0.017111034724552613,479,0.05,fe873417833395b3128f04861a9b4b12ecca28503ef3412beee9d3ef039f7744,b950c924dabbdd206dae0b73f917005a22c23c5e49a35c62061d95cef8a7ae63,True,5,True,0,0.0,4.394,2197
pilot_20260910b,pilot,syn_500sku_seed1001,500,16830,500,HIST+ACT,0.01,0.01,0.5,11,upper_only,36ed25e9052df5e9e194ce83cca3cb1dfdf907948bb1feea408e636f8614a044,hexaly,visits,300,4a1a2f15561b98859fbc8efa26f9eb8fcaaa189f6f76d4c12d9c9d676cb5bf7d,918aa659731ca6700286a1d0027c67531aecb872fdbaa25ad8494042f1586140,,primary_case_file,0,True,COMPLETE,True,True,HxSolutionStatus.FEASIBLE,FEASIBLE,61312,0,1.0,Hexaly_HxSolution.get_objective_bound(0),4.0163676999509335,299.53820619988255,162729984,EXITED,305.9220000000205,False,primary,,,True,True,True,0.0,0.009806089378133513,True,True,True,True,61312,False,1,,,0.8509529854140517,4795189/5635081,0.008509529854140517,0.008509529854140517,False,3.706,1853/500,1853,3.6430184194890076,61312,5010,500,0.0,0,0.0,0,0,1.0,1.0,1,0.008703440476007004,479,0.05,8afb8f7e5f4781d1bc1f4c81fa22592bb8f485308ccafea09ab4c6a1e5ad431b,b950c924dabbdd206dae0b73f917005a22c23c5e49a35c62061d95cef8a7ae63,True,5,True,0,0.0,4.394,2197
pilot_20260910b,pilot,syn_2000sku_seed1001,2000,47345,2000,NOM,0.01,0.01,0.5,11,upper_only,36ed25e9052df5e9e194ce83cca3cb1dfdf907948bb1feea408e636f8614a044,hexaly,visits,1200,a7fdf73781096a100b831b543dc715bdada51c0a57e275166e408a731eae93df,0f4b201ad20c40b86b48d6c412c88f271608ba0025a73ff7e8be372a03aa035a,,primary_case_file,0,True,COMPLETE,True,True,HxSolutionStatus.FEASIBLE,FEASIBLE,288663,0,1.0,Hexaly_HxSolution.get_objective_bound(0),40.58930730004795,1200.8754716999829,831135744,EXITED,1246.9220000000205,False,primary,,,True,True,True,0.0,0.009808742189198144,True,True,True,True,288663,False,2,,,0.07251593400296673,33915904/467702781,0.0013426596024452547,0.0007251593400296673,False,6.1295,12259/2000,12259,6.097011300031682,288663,19740,2000,0.0,0,0.0,0,0,0.9965,1.0,10,0.0029840591219405213,1958,0.2,945c52e05db55dc92638872b6fba18807ec9e1174a9a234cd9b0099d68ebae22,d3b64681c91450e4ab1cb55e057b1258ecd533f837c9887dd653d2224da1a69a,True,20,True,0,0.0,7.8445,15689
pilot_20260910b,pilot,syn_2000sku_seed1001,2000,47345,2000,HIST+ACT,0.01,0.01,0.5,11,upper_only,36ed25e9052df5e9e194ce83cca3cb1dfdf907948bb1feea408e636f8614a044,hexaly,visits,1200,3c16427822556be3837005ee02e27f774b26161c364c69adda2bbbe451f7dd6a,901762806cdfe2d1d538cd7da8f7ff5f10dd3df5661a9c38d4b859135c79e907,,primary_case_file,0,True,COMPLETE,True,True,HxSolutionStatus.FEASIBLE,FEASIBLE,290314,0,1.0,Hexaly_HxSolution.get_objective_bound(0),49.81352959992364,1201.0052303001285,911638528,EXITED,1256.5159999998286,False,primary,,,True,True,True,0.0,0.009880101625243057,True,True,True,True,290314,True,0,,,0.0,0,0.0,-0.0012568554943016258,False,6.1495,12299/2000,12299,6.131882986587813,290314,19740,2000,0.0,0,0.0,0,0,0.9965,1.0,0,0.0,1958,0.2,80146ed36444fda88b0ed870cbe35e8dcfa41a155f6875f195c0c8b035663e4d,d3b64681c91450e4ab1cb55e057b1258ecd533f837c9887dd653d2224da1a69a,True,20,True,0,0.0,7.8445,15689
pilot_20260910b,pilot,BERNER,21874,199403,21874,NOM,0.01,0.01,0.5,11,upper_only,36ed25e9052df5e9e194ce83cca3cb1dfdf907948bb1feea408e636f8614a044,hexaly,visits,1800,6380c36fa39ddf40f77aaae57cfeacb526a6cf95b7d179706524b46a27dce999,576d5b345fbd4101853c6c6df87d7c34a42636f61dcaf2c461a22ec1d1be25d2,,primary_case_file,0,True,COMPLETE,True,True,HxSolutionStatus.FEASIBLE,FEASIBLE,640518,9519,0.9851385909529474,Hexaly_HxSolution.get_objective_bound(0),308.5714914998971,1805.1804006998427,2924408832,EXITED,2127.6089999999385,False,primary,,,True,True,True,0.0,0.009993569143872387,True,True,True,True,640518,False,3,,,2.323246545805172,243540820651/104827798449,0.03286402446204253,0.02323246545805172,False,2.842461369662613,31088/10937,62176,3.21217835238186,640518,98127,21874,0.003658524157469402,359/98127,0.0,715,181,0.6031361433665539,1.0,7,0.02346168288745037,12176,0.24,793f33bbf74cf13569be18559e20be206bf5e05ddea89400fa6b05befce024c5,e8c26ac963fbd98603052bd60493070821aad8344ab2486b3cf0fa19392f122a,True,24,False,1,0.336110534345922,3.2860016457895216,71878
pilot_20260910b,pilot,BERNER,21874,199403,21874,HIST+ACT,0.01,0.01,0.5,11,upper_only,36ed25e9052df5e9e194ce83cca3cb1dfdf907948bb1feea408e636f8614a044,hexaly,visits,1800,b1093810e6b8a6f238cd2c44d9a88561487ae48a3f8d010d4f4e36575f5de7d4,f3023a3608a0f6cb2ed7d916f5ace5f87c2ee7cfb20c0912c23a18e42e9f60c2,,primary_case_file,0,False,NUMERICAL_ISSUE,False,False,HxSolutionStatus.FEASIBLE,NUMERICAL_ISSUE,,9519,,Hexaly_HxSolution.get_objective_bound(0),337.50244510010816,1805.9105760001112,3141812224,EXITED,2157.5470000000205,False,primary,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
screen_20260910,screen,syn_1000sku_seed1001,1000,31581,500,NOM,0.01,0.01,0.5,11,upper_only,d437a20660533119d9e58e7d8ff16e900f5db97d004e6aacb88d106866d8a2af,hexaly,visits,600,ede2ec7835172220045d27d3d16dce6697f7ce39f55f715324d8289a47b0048d,787f04aa4faa9ba1b354c2e2133033a6face4821cd521b58056b280f3bebc298,,primary_case_file,0,True,COMPLETE,True,True,HxSolutionStatus.FEASIBLE,FEASIBLE,158234,0,1.0,Hexaly_HxSolution.get_objective_bound(0),12.515937200048938,599.6138166000601,452837376,EXITED,616.4060000001919,False,primary,,,True,True,True,0.0,0.009983513464004397,True,True,True,True,158234,False,3,,,0.312304140640144,62345329/199630171,0.004796617741714001,0.0031230414064014403,False,5.168,646/125,2584,5.010417656185681,158234,5044,500,0.0,0,0.0,0,0,0.97,0.5,6,0.008195005002525395,492,0.1,103c4bd5185abaca290b5e67b617e08ce46f2ef10bc3082cacea9cc3d085db60,93ea02146498519d43fa6f163bda1fe7eb0f0a154a6c308052a2d42278f09bef,True,10,True,0,0.0,6.318,3159
screen_20260910,screen,syn_1000sku_seed1001,1000,31581,500,TIGHT,0.01,0.01,0.5,11,upper_only,d437a20660533119d9e58e7d8ff16e900f5db97d004e6aacb88d106866d8a2af,hexaly,visits,600,4c14994f78fab6fd7efe38da425dc07ea462945de9ed8c5cec5ef9a1de10a0b1,f5d8949f323d2e8e94b395872bc4b9041ff4e75e344bf8d4991896b228b5da9d,,primary_case_file,0,True,COMPLETE,True,True,HxSolutionStatus.FEASIBLE,FEASIBLE,158334,0,1.0,Hexaly_HxSolution.get_objective_bound(0),12.69053229992278,599.889186900109,455843840,EXITED,616.905999999959,False,primary,,,True,True,True,0.0,0.0048480522515807496,True,True,True,True,158334,False,1,,,0.4579592280166909,91422479/199630171,0.004579592280166909,0.004579592280166909,False,5.142,2571/500,2571,5.0135841170323925,158334,5044,500,0.0,0,0.0,0,0,0.97,0.5,6,0.009902090400954473,492,0.1,c0c56d22930dd6ab7bdfce5cd2f511d316a63e36d9eb71a90372c10e57f21408,93ea02146498519d43fa6f163bda1fe7eb0f0a154a6c308052a2d42278f09bef,True,10,True,0,0.0,6.318,3159
screen_20260910,screen,syn_1000sku_seed1001,1000,31581,500,HIST,0.01,0.01,0.5,11,upper_only,d437a20660533119d9e58e7d8ff16e900f5db97d004e6aacb88d106866d8a2af,hexaly,visits,600,c2961d251ef995aacb6e27f2cc9fec80e4029ded3f73a423ffad478e3be3db93,7d54e51aeb431e7887643558ffe7dec8ac03056db32824ce704960c7d73c0f82,,primary_case_file,0,True,COMPLETE,True,True,HxSolutionStatus.FEASIBLE,FEASIBLE,160317,0,1.0,Hexaly_HxSolution.get_objective_bound(0),17.280904799932614,600.3821123999078,509960192,EXITED,622.2029999999795,False,primary,,,True,True,True,0.0,0.009994894506294866,True,True,True,True,160317,True,0,,,0.0,0,0.0,-0.0014186017503336206,False,5.16,129/25,2580,5.076375035622685,160317,5044,500,0.0,0,0.0,0,0,0.97,0.5,0,0.0,492,0.1,8dabdcdaca9949e7c3ce971a60a6453a677683f2d8cc786804871e99d6957b94,93ea02146498519d43fa6f163bda1fe7eb0f0a154a6c308052a2d42278f09bef,True,10,True,0,0.0,6.318,3159
