campaign,rule,dataset_id,catalogue_size,origin,arm,seed,trained_n,scored_n,trained_multiple,scored_multiple,same_horizon,evaluation_kind,layout_hash,future_hash,joint_pass,violation_count,cap_violation_count,floor_violation_count,worst_excess_pp,positive_excess_sum,mean_visits,visit_count,activation_mass,station_novelty_count,active_product_fraction,source_case_id
pilot_20260910b,upper_only,syn_50sku_seed1001,50,1737,NOM,11,50,100,1,2,False,secondary_cross_horizon,ee623bb4ca2a35c859f4607cdc00bf9e630d69fb5be46b49b4f4fe5996ab45c3,b0752c21a53707937fcd69cc8bdf91390266ea92e1439732302f1faa2c8d4baa,False,2,,,2.8514533679197624,0.03359690349288878,3.74,374,0.0,2,1.0,cd5ebe651ca1795dca1ecc15420d30bb6c4b13ddfe288fa9c7bd0eaaddd34edc
pilot_20260910b,upper_only,syn_50sku_seed1001,50,1737,NOM,11,50,25,1,1/2,False,secondary_cross_horizon,ee623bb4ca2a35c859f4607cdc00bf9e630d69fb5be46b49b4f4fe5996ab45c3,1aa06eef8ee5751dfeb0dcd48b9a065ae6a1e23c22c350b61c9882c58c9b7b00,False,3,,,0.6505725207022318,0.010968465900793228,3.96,99,0.0,3,0.96,cd5ebe651ca1795dca1ecc15420d30bb6c4b13ddfe288fa9c7bd0eaaddd34edc
screen_20260910,upper_only,syn_500sku_seed1005,500,14917,TIGHT,11,250,1000,1/2,2,False,secondary_cross_horizon,b4c6e4802a2cddb26986486461feb532ef6ddad30ee1d6c7913c7070a48c2360,1e18f14e9221609be82c7729b24d5a1ba11c6624017f2730e26b8a4f4dbf3d79,True,0,,,0.0,0.0,3.847,3847,0.0,3,1.0,0164f23f4f080ceafb5f10936dfc1517afcd56f5dbbdd4d880b6204dcdf848ce
screen_20260910,upper_only,syn_500sku_seed1005,500,14917,TIGHT,11,250,500,1/2,1,False,secondary_cross_horizon,b4c6e4802a2cddb26986486461feb532ef6ddad30ee1d6c7913c7070a48c2360,5890f5eca0594153f5860df89e467c7056f499d479e6f16fdf892e0be46d58fa,True,0,,,0.0,0.0,3.906,1953,0.0,2,1.0,0164f23f4f080ceafb5f10936dfc1517afcd56f5dbbdd4d880b6204dcdf848ce
screen_20260910,upper_only,syn_50sku_seed1003,50,1237,TIGHT,11,25,100,1/2,2,False,secondary_cross_horizon,a7fb873ecee10fc28075701c8d1d909c1253cf1b1a46b4d190da0df9bd92c295,4dcc6122dd86d96bad799c1e159bcfb9b3e6583e931dfc191d63e7d729145dab,False,2,,,2.8190824399849226,0.04230499715618355,3.95,395,0.0,2,1.0,016e1c464e99ca8bba3744fdeb76a3bf455c48e2e11d126ad2c18d68be973343
screen_20260910,upper_only,syn_50sku_seed1003,50,1237,TIGHT,11,25,50,1/2,1,False,secondary_cross_horizon,a7fb873ecee10fc28075701c8d1d909c1253cf1b1a46b4d190da0df9bd92c295,75416d3333db225da2d99cc57a0001eb15aef74dab8c3331967df23088def1eb,False,2,,,2.5334814476845873,0.04292825656621724,4.0,200,0.0,3,1.0,016e1c464e99ca8bba3744fdeb76a3bf455c48e2e11d126ad2c18d68be973343
screen_20260910,upper_only,syn_500sku_seed1001,500,16830,TIGHT,11,250,1000,1/2,2,False,secondary_cross_horizon,f510b7152048a1c32547fd30d69364eb496e2217555093c7e3c0c88fb947e5e7,291eacf15160f27e03d792ded65429f35e4655069d9276bb0f370e4ffec072c6,False,1,,,0.04415870278074945,0.00044158702780749455,3.665,3665,0.0,3,1.0,023aa4cee020badd5db8c7880cc05de154a9a2dea40a4f2c887626f7926d1b37
screen_20260910,upper_only,syn_500sku_seed1001,500,16830,TIGHT,11,250,500,1/2,1,False,secondary_cross_horizon,f510b7152048a1c32547fd30d69364eb496e2217555093c7e3c0c88fb947e5e7,b950c924dabbdd206dae0b73f917005a22c23c5e49a35c62061d95cef8a7ae63,False,1,,,0.6090611652254866,0.006090611652254866,3.618,1809,0.0,2,1.0,023aa4cee020badd5db8c7880cc05de154a9a2dea40a4f2c887626f7926d1b37
screen_20260910,upper_only,syn_50sku_seed1011,50,1162,HIST,11,100,25,2,1/2,False,secondary_cross_horizon,29d33f9502f9393556248acd48ee7ae4902834d956c60fd1906691a19c1dbb9a,3fed3ba1773b561e74cf4cda7dadc0fe24143d75622dddcb5a97fdaedbf63e3d,False,2,,,2.694847547973738,0.04225354111867223,4.32,108,0.0,2,1.0,0409cd8963e4384d4c538f942a55ee5650cc6925707e5f3bfa62a6634b9b3bb3
screen_20260910,upper_only,syn_50sku_seed1011,50,1162,HIST,11,100,50,2,1,False,secondary_cross_horizon,29d33f9502f9393556248acd48ee7ae4902834d956c60fd1906691a19c1dbb9a,1067c1df418732e5c3127971ef1ba2171b424710d009bbd96b0b62f9eb6b0272,False,2,,,1.4211994025841954,0.019755241843716787,4.3,215,0.0,2,1.0,0409cd8963e4384d4c538f942a55ee5650cc6925707e5f3bfa62a6634b9b3bb3
screen_20260910,upper_only,syn_500sku_seed1008,500,17405,HIST+ACT,11,500,1000,1,2,False,secondary_cross_horizon,7f5a6595e20998f4d3ab95289ee97e64df3501f8f3c9394162002af752297b48,47251aa4d0710a0416d74a79ef61cc2d3a8c0a96c9d4d99492b634349a0316e9,True,0,,,0.0,0.0,3.764,3764,0.0,0,1.0,04ec686b0db1fe7d2997869d7211f090d9797c41fa28042a24aee59370980f83
screen_20260910,upper_only,syn_500sku_seed1008,500,17405,HIST+ACT,11,500,250,1,1/2,False,secondary_cross_horizon,7f5a6595e20998f4d3ab95289ee97e64df3501f8f3c9394162002af752297b48,0e05bac4c6d1b17f1b994cfeecac8299b21c676d6aceced6e8df8e015313b7a6,True,0,,,0.0,0.0,3.772,943,0.0,0,0.978,04ec686b0db1fe7d2997869d7211f090d9797c41fa28042a24aee59370980f83
screen_20260910,upper_only,syn_1000sku_seed1004,1000,23436,HIST+ACT,11,500,1000,1/2,1,False,secondary_cross_horizon,6ed8d188aa32684f6809b124f8de3f164e528439d3619882707dc02b1d7b0516,b8ff85b531d95f7f0b64ae8d746e47d2f0c15eddfb82ecc0ff06587749e21950,True,0,,,0.0,0.0,5.139,5139,0.0,0,0.999,0593fb2ab4327ee43b40bd8bf9b7d5ed44fcd00c4970ade624b9d4d8b92833a6
screen_20260910,upper_only,syn_1000sku_seed1004,1000,23436,HIST+ACT,11,500,2000,1/2,2,False,secondary_cross_horizon,6ed8d188aa32684f6809b124f8de3f164e528439d3619882707dc02b1d7b0516,ca76b3806dae6555a1cd7ac0d7457c4320484573d97622500af5fe2bcf64e499,True,0,,,0.0,0.0,5.102,10204,0.0,0,1.0,0593fb2ab4327ee43b40bd8bf9b7d5ed44fcd00c4970ade624b9d4d8b92833a6
screen_20260910,upper_only,syn_500sku_seed1006,500,11566,HIST,11,500,1000,1,2,False,secondary_cross_horizon,6ad0c5ca984b032030379806dc05140bbccb932ac4e978f4ecdd430fad4bd03f,ffb2a35e90cafa9a42a5438a39bdb14db3241521097cb2f71057c17e50bad427,True,0,,,0.0,0.0,3.871,3871,0.0,0,1.0,073bffee3bf30d07d9354c932d9ee219083f46b9860d300e848604fb80641cda
screen_20260910,upper_only,syn_500sku_seed1006,500,11566,HIST,11,500,250,1,1/2,False,secondary_cross_horizon,6ad0c5ca984b032030379806dc05140bbccb932ac4e978f4ecdd430fad4bd03f,2f0acf9f8f35e909948b47ede4685fa2f4253d05701bbf3fcd200450dedf24ab,True,0,,,0.0,0.0,3.784,946,0.0,0,0.978,073bffee3bf30d07d9354c932d9ee219083f46b9860d300e848604fb80641cda
screen_20260910,upper_only,syn_500sku_seed1010,500,10934,NOM,11,1000,250,2,1/2,False,secondary_cross_horizon,7eed39c83af550812506a73b63c860d4342cae8701ac67f82dcc365a6b6426f6,8ddb683d13f4a06042d852d38eb7363ac61897539c7b4d2242d48414fd5fd0b3,False,1,,,0.6949913206087953,0.0069499132060879525,3.792,948,0.0,2,0.98,07e15e26a275c7eac6bcf6be3e7c01042f148d469f7def118e0dfb89842ab0b4
screen_20260910,upper_only,syn_500sku_seed1010,500,10934,NOM,11,1000,500,2,1,False,secondary_cross_horizon,7eed39c83af550812506a73b63c860d4342cae8701ac67f82dcc365a6b6426f6,c5503ae976387d0749d208746e3ee78238ca99c951f259676bce661a1b7032f5,False,1,,,0.12098191595307631,0.001209819159530763,3.856,1928,0.0,3,1.0,07e15e26a275c7eac6bcf6be3e7c01042f148d469f7def118e0dfb89842ab0b4
screen_20260910,upper_only,syn_500sku_seed1002,500,14639,HIST,11,500,1000,1,2,False,secondary_cross_horizon,b6c43293d7d18d1e5e6feeb38314a7ad7b81e58338f9ca9ee61e9e351f6e4428,e624585102a3c4aec02c0727d0b7058417ee01c745c689cf343cd5215ec2b463,True,0,,,0.0,0.0,3.796,3796,0.0,0,1.0,09153b2ed1c5a6dbf037ac6f6cb920b439ad2581c178ea5430c149018492100e
screen_20260910,upper_only,syn_500sku_seed1002,500,14639,HIST,11,500,250,1,1/2,False,secondary_cross_horizon,b6c43293d7d18d1e5e6feeb38314a7ad7b81e58338f9ca9ee61e9e351f6e4428,c5606542b9c38078903796493160652fcd43868ae4605b36bad4b6773b84539e,True,0,,,0.0,0.0,3.852,963,0.0,0,0.958,09153b2ed1c5a6dbf037ac6f6cb920b439ad2581c178ea5430c149018492100e
screen_20260910,upper_only,syn_500sku_seed1005,500,14917,HIST,11,250,1000,1/2,2,False,secondary_cross_horizon,5fb1ac77d320650672be9eaa77e7c8e517b80b741cbb61dd4d42e6b326feb087,1e18f14e9221609be82c7729b24d5a1ba11c6624017f2730e26b8a4f4dbf3d79,True,0,,,0.0,0.0,3.965,3965,0.0,0,1.0,09475d39bfba9e11982607f92526e732695deab2666cdfd2e533e7957f2040ad
screen_20260910,upper_only,syn_500sku_seed1005,500,14917,HIST,11,250,500,1/2,1,False,secondary_cross_horizon,5fb1ac77d320650672be9eaa77e7c8e517b80b741cbb61dd4d42e6b326feb087,5890f5eca0594153f5860df89e467c7056f499d479e6f16fdf892e0be46d58fa,True,0,,,0.0,0.0,3.968,1984,0.0,0,1.0,09475d39bfba9e11982607f92526e732695deab2666cdfd2e533e7957f2040ad
screen_20260910,upper_only,syn_2000sku_seed1003,2000,51627,NOM,11,2000,1000,1,1/2,False,secondary_cross_horizon,656dc15bd2406720cbe2d93325b85b18faacb5e77f7d05eee44e884d41c62f50,63b13f27c6922097604335d33ec62da1ab29d71a8bab2bf1466ff3dbd534b3c1,True,0,,,0.0,0.0,6.504,6504,0.0,10,0.977,09ae8ad9a3395bd398276dece5fd8e106cb65360c9d77ae1e729386f5b6a6ea3
screen_20260910,upper_only,syn_2000sku_seed1003,2000,51627,NOM,11,2000,4000,1,2,False,secondary_cross_horizon,656dc15bd2406720cbe2d93325b85b18faacb5e77f7d05eee44e884d41c62f50,580c891d612a10a88bbdbc98250697d1db8d618af590fad102cce3d036cc4ca9,False,1,,,0.25218272667667735,0.002521827266766773,6.5255,26102,0.0,10,1.0,09ae8ad9a3395bd398276dece5fd8e106cb65360c9d77ae1e729386f5b6a6ea3
screen_20260910,upper_only,syn_500sku_seed1007,500,15632,HIST+ACT,11,1000,250,2,1/2,False,secondary_cross_horizon,8dcf753b548052980bacf2196858b9ef208d90f3c031c6bc91bdf147f58b7bda,e7f8d3f821cec48cc5693729f3549cdd2cddec519d25ab124782e50192fc0f69,False,2,,,1.0143562014507141,0.010214483355974517,3.672,918,0.0,2,0.974,09d5b9108f860a46c63fb6a5895ff97fb80b26b454e08b7a2011892924ba5647
screen_20260910,upper_only,syn_500sku_seed1007,500,15632,HIST+ACT,11,1000,500,2,1,False,secondary_cross_horizon,8dcf753b548052980bacf2196858b9ef208d90f3c031c6bc91bdf147f58b7bda,efeccc9c7d606a2a1badb173aa948a2f5c3850d3b1e5a4ac5fec6432261e4637,False,1,,,0.05266773773287814,0.0005266773773287814,3.772,1886,0.0,1,0.998,09d5b9108f860a46c63fb6a5895ff97fb80b26b454e08b7a2011892924ba5647
screen_20260910,upper_only,syn_2000sku_seed1001,2000,47345,HIST+ACT,11,2000,1000,1,1/2,False,secondary_cross_horizon,5e3eddf5eb2a18f9f56f0434f6d183fc68e32e3d19c591f7f2405d6c8a8c6362,f61dfba640dcfac7672cf466924dd4e58e878779392675ab9303ea2b6bd14229,False,1,,,0.012009885128998657,0.00012009885128998657,6.015,6015,0.0,1,0.9595,0a9a64af60952f56ca22921c6f137320697185932e87f36bc362b96d58ed11a3
screen_20260910,upper_only,syn_2000sku_seed1001,2000,47345,HIST+ACT,11,2000,4000,1,2,False,secondary_cross_horizon,5e3eddf5eb2a18f9f56f0434f6d183fc68e32e3d19c591f7f2405d6c8a8c6362,23ba0877754a9040c4ad5233d608b5f5cd3dc5b7f4f02731e84a60ecf56efef4,True,0,,,0.0,0.0,6.26,25040,0.0,0,0.9995,0a9a64af60952f56ca22921c6f137320697185932e87f36bc362b96d58ed11a3
screen_20260910,upper_only,syn_500sku_seed1005,500,14917,NOM,11,1000,250,2,1/2,False,secondary_cross_horizon,8fc58bdfc141c4044b94c5d90757b52dbecfe4fcd1c77fa41560069ef5ea22c0,b3464b36de68bf2cb17e0c959bacce38d75178e056a3ee064ee715d5eb8a51c3,False,1,,,0.43213958136861946,0.004321395813686194,3.86,965,0.0,2,0.986,0b541a57bc55f13628a22657e7f772943c65eb0584114fc447fd92cd87412b4e
screen_20260910,upper_only,syn_500sku_seed1005,500,14917,NOM,11,1000,500,2,1,False,secondary_cross_horizon,8fc58bdfc141c4044b94c5d90757b52dbecfe4fcd1c77fa41560069ef5ea22c0,5890f5eca0594153f5860df89e467c7056f499d479e6f16fdf892e0be46d58fa,False,1,,,0.4722959466062787,0.004722959466062787,3.842,1921,0.0,3,1.0,0b541a57bc55f13628a22657e7f772943c65eb0584114fc447fd92cd87412b4e
screen_20260910,upper_only,syn_500sku_seed1006,500,11566,TIGHT,11,500,1000,1,2,False,secondary_cross_horizon,6f22fbd56f56743bdd56cd8addd06f0c6b1a6748588203cffd07a14b329134f6,ffb2a35e90cafa9a42a5438a39bdb14db3241521097cb2f71057c17e50bad427,False,1,,,0.3172338713182339,0.003172338713182339,3.849,3849,0.0,2,1.0,0be24e9d07cfea20554dc96d95124a174fd9c197ea876d0db35207f6f9210b05
screen_20260910,upper_only,syn_500sku_seed1006,500,11566,TIGHT,11,500,250,1,1/2,False,secondary_cross_horizon,6f22fbd56f56743bdd56cd8addd06f0c6b1a6748588203cffd07a14b329134f6,2f0acf9f8f35e909948b47ede4685fa2f4253d05701bbf3fcd200450dedf24ab,False,2,,,0.45010105613857593,0.007023131532683244,3.732,933,0.0,3,0.978,0be24e9d07cfea20554dc96d95124a174fd9c197ea876d0db35207f6f9210b05
screen_20260910,upper_only,syn_50sku_seed1012,50,1734,HIST+ACT,11,100,25,2,1/2,False,secondary_cross_horizon,dec1eb38bf461b0cc54a862abd95fe95c3621b0f4b2a824d8503354c54e0bd8a,02a9e9e342b40424a94b7866a3c5ded85b3ab23cf85a2c54f395c65c08f48402,False,2,,,4.433699611496373,0.06592351536114169,4.48,112,0.0,2,0.9,0bea35d57647eea19883efb754f1ea70203bb143d0a5fc3a602e46fbd6a665fd
screen_20260910,upper_only,syn_50sku_seed1012,50,1734,HIST+ACT,11,100,50,2,1,False,secondary_cross_horizon,dec1eb38bf461b0cc54a862abd95fe95c3621b0f4b2a824d8503354c54e0bd8a,a21f1336b60ca286e4ac7cbb94a52606e87fae09da107ac2bba16814f2278ba4,False,2,,,0.6948047669907327,0.013626530049802304,4.38,219,0.0,2,0.98,0bea35d57647eea19883efb754f1ea70203bb143d0a5fc3a602e46fbd6a665fd
screen_20260910,upper_only,syn_500sku_seed1009,500,14343,NOM,11,1000,250,2,1/2,False,secondary_cross_horizon,4ab17780721e8d216a6ab6802fcd6def8815d31c51903362265723e1661254c3,5c9d811e0c33d2a2de05a0bbc3775677e3cd2a3fcbe5de2c6ebbe5d00c7533a2,False,1,,,0.2679574401688282,0.0026795744016882826,3.74,935,0.0,2,0.972,0c0c05eaded87292bc7da2ec03d3c1dad5b5868b1125b252a98ea79171c0a071
screen_20260910,upper_only,syn_500sku_seed1009,500,14343,NOM,11,1000,500,2,1,False,secondary_cross_horizon,4ab17780721e8d216a6ab6802fcd6def8815d31c51903362265723e1661254c3,36eda4cbed1820fd344355b24351e74a3d1f1e3fcf5eb1c261e9ebe75a4d1da2,False,1,,,0.9570269704162164,0.009570269704162164,3.802,1901,0.0,3,1.0,0c0c05eaded87292bc7da2ec03d3c1dad5b5868b1125b252a98ea79171c0a071
screen_20260910,upper_only,syn_50sku_seed1006,50,1269,HIST+ACT,11,100,25,2,1/2,False,secondary_cross_horizon,dbf665ea25e89ff7374e7d29b958cf75122e8b4757f9feee34a94321538265fe,c168bd789a705ac11a9424ce14de299d144213fee9ca1adcf67a31a15c9cc262,False,2,,,0.9374774928238531,0.011439966170126608,4.24,106,0.0,2,0.94,0f52c07e1d8f70548ed2db3982859882b5f6226b70d3277f81320789836957f0
screen_20260910,upper_only,syn_50sku_seed1006,50,1269,HIST+ACT,11,100,50,2,1,False,secondary_cross_horizon,dbf665ea25e89ff7374e7d29b958cf75122e8b4757f9feee34a94321538265fe,7841472f9601767d14c9c99a92df66fe8c92fce1ef68bd0f747a85ad2b88d640,False,2,,,0.09485181575600067,0.0016594501901497115,4.1,205,0.0,2,1.0,0f52c07e1d8f70548ed2db3982859882b5f6226b70d3277f81320789836957f0
screen_20260910,upper_only,syn_500sku_seed1003,500,12901,NOM,11,500,1000,1,2,False,secondary_cross_horizon,fe40ca618f1335bf0dc2e7d00c89f490ec6dfa48973d3b8b279259844f6a4a6e,a568b13cb25a900a7de3188fc519585aa7a8b5edc5a67bcb82b0178ec1a5478b,False,1,,,0.35149130409280843,0.0035149130409280844,3.724,3724,0.0,2,1.0,0fcc03b1e6d5328781be6f0b52029033bbe2539b777764bf6ae622932d42107a
screen_20260910,upper_only,syn_500sku_seed1003,500,12901,NOM,11,500,250,1,1/2,False,secondary_cross_horizon,fe40ca618f1335bf0dc2e7d00c89f490ec6dfa48973d3b8b279259844f6a4a6e,d00b63d264b383e08d04f850662884184c224f32cd0b1f79f681b5f3824ab9e2,False,2,,,1.9423799934006873,0.028842819866269295,3.824,956,0.0,2,0.986,0fcc03b1e6d5328781be6f0b52029033bbe2539b777764bf6ae622932d42107a
screen_20260910,upper_only,syn_500sku_seed1001,500,16830,NOM,11,250,1000,1/2,2,False,secondary_cross_horizon,fe873417833395b3128f04861a9b4b12ecca28503ef3412beee9d3ef039f7744,291eacf15160f27e03d792ded65429f35e4655069d9276bb0f370e4ffec072c6,False,1,,,0.8491676473245777,0.008491676473245778,3.691,3691,0.0,2,1.0,10f9054395c27ed1eecd0fba563ec2a26ad4309cee356f10e4adcf3df8f6c20e
screen_20260910,upper_only,syn_500sku_seed1001,500,16830,NOM,11,250,500,1/2,1,False,secondary_cross_horizon,fe873417833395b3128f04861a9b4b12ecca28503ef3412beee9d3ef039f7744,b950c924dabbdd206dae0b73f917005a22c23c5e49a35c62061d95cef8a7ae63,False,1,,,1.7092364185477842,0.017092364185477844,3.66,1830,0.0,3,1.0,10f9054395c27ed1eecd0fba563ec2a26ad4309cee356f10e4adcf3df8f6c20e
screen_20260910,upper_only,syn_500sku_seed1002,500,14639,NOM,11,1000,250,2,1/2,False,secondary_cross_horizon,e26ab60168b76504eb4cb7d846e7a3a0bd5f85be0da8c77360abe9507f8f825f,c5606542b9c38078903796493160652fcd43868ae4605b36bad4b6773b84539e,False,2,,,0.4240517966977048,0.007186039510077293,3.7,925,0.0,3,0.958,115a85683afba316c9a9f8f124373af1d852af4a2ec7b6e32e9764a3936fa902
screen_20260910,upper_only,syn_500sku_seed1002,500,14639,NOM,11,1000,500,2,1,False,secondary_cross_horizon,e26ab60168b76504eb4cb7d846e7a3a0bd5f85be0da8c77360abe9507f8f825f,66e64d85ec07c40029754dbe000645d2ed3574322cf1a4d1468c5f9cf967b0f8,False,2,,,0.4036091756218027,0.0063530334473886,3.716,1858,0.0,4,1.0,115a85683afba316c9a9f8f124373af1d852af4a2ec7b6e32e9764a3936fa902
screen_20260910,upper_only,syn_50sku_seed1012,50,1734,NOM,11,25,100,1/2,2,False,secondary_cross_horizon,428567de60c5a961abb8dd89b9d264dcb99f122e363ff5a2f6cbdf0c6077cc3a,a38ee304dad638a2cf904c1e64ab28ecbdd04708156c195acd72eda78ce84fbb,False,1,,,0.4447299366094095,0.004447299366094095,3.9,390,0.0,3,1.0,1194cb777353029b63127f2798ba0ad1a90263c0e25871416623d9d2ed3ce484
screen_20260910,upper_only,syn_50sku_seed1012,50,1734,NOM,11,25,50,1/2,1,False,secondary_cross_horizon,428567de60c5a961abb8dd89b9d264dcb99f122e363ff5a2f6cbdf0c6077cc3a,a21f1336b60ca286e4ac7cbb94a52606e87fae09da107ac2bba16814f2278ba4,False,1,,,0.6907682471575013,0.006907682471575013,3.82,191,0.0,3,0.98,1194cb777353029b63127f2798ba0ad1a90263c0e25871416623d9d2ed3ce484
screen_20260910,upper_only,syn_2000sku_seed1001,2000,47345,HIST+ACT,11,1000,2000,1/2,1,False,secondary_cross_horizon,24d7ced2eaf87ec1e8413f1379cb0eea668dcbd2d3086043475ebc94c6ddb773,d3b64681c91450e4ab1cb55e057b1258ecd533f837c9887dd653d2224da1a69a,True,0,,,0.0,0.0,6.176,12352,0.0,0,0.9965,11c497ed3a65cf117d6552265db9ffb86682570383e62c9a30aeef03d21ec185
screen_20260910,upper_only,syn_2000sku_seed1001,2000,47345,HIST+ACT,11,1000,4000,1/2,2,False,secondary_cross_horizon,24d7ced2eaf87ec1e8413f1379cb0eea668dcbd2d3086043475ebc94c6ddb773,23ba0877754a9040c4ad5233d608b5f5cd3dc5b7f4f02731e84a60ecf56efef4,True,0,,,0.0,0.0,6.26625,25065,0.0,0,0.9995,11c497ed3a65cf117d6552265db9ffb86682570383e62c9a30aeef03d21ec185
screen_20260910,upper_only,syn_50sku_seed1005,50,1316,NOM,11,100,25,2,1/2,False,secondary_cross_horizon,ff0b24643d153f136ffe8bff49815c79437d1a6360527b0cb3b1a710a309ad21,3255d52e17b3d01d584492464b621cae4fd9df4663edaba776d01700f003c47e,False,2,,,5.362768751925718,0.0759471139032937,3.72,93,0.0,2,0.98,122618e2dfd9b95e8ac8d648c4814a7c81536b34171f1a1ec9750a33528675db
screen_20260910,upper_only,syn_50sku_seed1005,50,1316,NOM,11,100,50,2,1,False,secondary_cross_horizon,ff0b24643d153f136ffe8bff49815c79437d1a6360527b0cb3b1a710a309ad21,742ffadf936a4fef038216619396141806ec1507a5b9a23ad0785768cd9f26b5,False,2,,,2.0483887079051755,0.02493830979470969,3.72,186,0.0,2,1.0,122618e2dfd9b95e8ac8d648c4814a7c81536b34171f1a1ec9750a33528675db
