campaign,catalogue_size,horizon_multiple,arm,delta,nu,tightening,solve_mode,instances,instances_with_any_scored_cell,total_cells,total_scored_cells,instances_all_cells_joint_pass,joint_pass_instance_mean,joint_pass_instance_median,joint_pass_instances,worst_excess_pp_instance_mean,worst_excess_pp_instance_median,worst_excess_pp_instances,mean_visits_instance_mean,mean_visits_instance_median,mean_visits_instances,violation_count_instance_mean,violation_count_instance_median,violation_count_instances,activation_mass_instance_mean,activation_mass_instance_median,activation_mass_instances
pilot_20260910b,21874,1,NOM,0.01,0.01,0.5,visits,1,1,1,1,0,0.0,0.0,1,2.323246545805172,2.323246545805172,1,2.842461369662613,2.842461369662613,1,3.0,3.0,1,0.003658524157469402,0.003658524157469402,1
pilot_20260910b,21874,1,HIST+ACT,0.01,0.01,0.5,visits,1,0,1,0,0,,,0,,,0,,,0,,,0,,,0
screen_20260910,50,1/2,NOM,0.01,0.01,0.5,visits,12,12,12,12,0,0.0,0.0,12,4.023649477396622,4.20340469160569,12,3.876666666666667,3.96,12,1.75,2.0,12,0.0,0.0,12
screen_20260910,50,1/2,TIGHT,0.01,0.01,0.5,visits,12,12,12,12,0,0.0,0.0,12,3.2790246502425884,3.1896927986490113,12,3.9266666666666663,3.9,12,1.75,2.0,12,0.0,0.0,12
screen_20260910,50,1/2,HIST,0.01,0.01,0.5,visits,12,0,12,0,0,,,0,,,0,,,0,,,0,,,0
screen_20260910,50,1/2,HIST+ACT,0.01,0.01,0.5,visits,12,0,12,0,0,,,0,,,0,,,0,,,0,,,0
screen_20260910,50,1,NOM,0.01,0.01,0.5,visits,12,12,12,12,0,0.0,0.0,12,2.2855633721651336,2.029961870561367,12,3.8066666666666666,3.78,12,1.6666666666666667,2.0,12,0.0,0.0,12
screen_20260910,50,1,TIGHT,0.01,0.01,0.5,visits,12,12,12,12,0,0.0,0.0,12,2.023002073039733,2.299860818660793,12,3.86,3.78,12,1.6666666666666667,2.0,12,0.0,0.0,12
screen_20260910,50,1,HIST,0.01,0.01,0.5,visits,12,0,12,0,0,,,0,,,0,,,0,,,0,,,0
screen_20260910,50,1,HIST+ACT,0.01,0.01,0.5,visits,12,0,12,0,0,,,0,,,0,,,0,,,0,,,0
screen_20260910,50,2,NOM,0.01,0.01,0.5,visits,12,12,12,12,0,0.0,0.0,12,1.6710065680032595,1.3880409686758883,12,3.8358333333333334,3.835,12,1.5,1.5,12,0.0,0.0,12
screen_20260910,50,2,TIGHT,0.01,0.01,0.5,visits,12,12,12,12,1,0.08333333333333333,0.0,12,1.4978012880240772,1.5464370137856642,12,3.8725,3.9000000000000004,12,1.1666666666666667,1.0,12,0.0,0.0,12
screen_20260910,50,2,HIST,0.01,0.01,0.5,visits,12,12,12,12,2,0.16666666666666666,0.0,12,0.9206224489283429,0.5700814122388269,12,4.183333333333334,4.175,12,1.0833333333333333,1.0,12,0.0,0.0,12
screen_20260910,50,2,HIST+ACT,0.01,0.01,0.5,visits,12,12,12,12,2,0.16666666666666666,0.0,12,0.9206224489283429,0.5700814122388269,12,4.183333333333334,4.175,12,1.0833333333333333,1.0,12,0.0,0.0,12
screen_20260910,500,1/2,NOM,0.01,0.01,0.5,visits,10,10,10,10,0,0.0,0.0,10,0.8824617324652833,0.7319876894922772,10,3.7484,3.752,10,1.6,2.0,10,0.0,0.0,10
screen_20260910,500,1/2,TIGHT,0.01,0.01,0.5,visits,10,10,10,10,1,0.1,0.0,10,0.6981541719240317,0.6942291988974807,10,3.7836,3.774,10,1.2,1.0,10,0.0,0.0,10
screen_20260910,500,1/2,HIST,0.01,0.01,0.5,visits,10,10,10,10,4,0.4,0.0,10,0.44499947641895243,0.17208156716041487,10,3.9467999999999996,3.958,10,0.8,1.0,10,0.0,0.0,10
screen_20260910,500,1/2,HIST+ACT,0.01,0.01,0.5,visits,10,10,10,10,4,0.4,0.0,10,0.44499947641895243,0.17208156716041487,10,3.9467999999999996,3.958,10,0.8,1.0,10,0.0,0.0,10
screen_20260910,500,1,NOM,0.01,0.01,0.5,visits,10,10,10,10,1,0.1,0.0,10,0.7053409611361794,0.5575377377796776,10,3.774,3.794,10,1.3,1.0,10,0.0,0.0,10
screen_20260910,500,1,TIGHT,0.01,0.01,0.5,visits,10,10,10,10,6,0.6,1.0,10,0.13279596531512736,0.0,10,3.789,3.801,10,0.5,0.0,10,0.0,0.0,10
screen_20260910,500,1,HIST,0.01,0.01,0.5,visits,10,10,10,10,5,0.5,0.5,10,0.09756812628551767,0.01893560230070864,10,3.8236,3.831,10,0.5,0.5,10,0.0,0.0,10
screen_20260910,500,1,HIST+ACT,0.01,0.01,0.5,visits,10,10,10,10,5,0.5,0.5,10,0.09756812628551767,0.01893560230070864,10,3.8236,3.831,10,0.5,0.5,10,0.0,0.0,10
screen_20260910,500,2,NOM,0.01,0.01,0.5,visits,10,10,10,10,3,0.3,0.0,10,0.3294991974678726,0.22937552425432697,10,3.7627,3.7720000000000002,10,1.1,1.0,10,0.0,0.0,10
screen_20260910,500,2,TIGHT,0.01,0.01,0.5,visits,10,10,10,10,6,0.6,1.0,10,0.11140628962949686,0.0,10,3.7837000000000005,3.8115,10,0.4,0.0,10,0.0,0.0,10
screen_20260910,500,2,HIST,0.01,0.01,0.5,visits,10,10,10,10,6,0.6,1.0,10,0.10326119305989953,0.0,10,3.7924999999999995,3.7965,10,0.4,0.0,10,0.0,0.0,10
screen_20260910,500,2,HIST+ACT,0.01,0.01,0.5,visits,10,10,10,10,6,0.6,1.0,10,0.10326119305989953,0.0,10,3.7924999999999995,3.7965,10,0.4,0.0,10,0.0,0.0,10
screen_20260910,1000,1/2,NOM,0.01,0.01,0.5,visits,4,4,4,4,0,0.0,0.0,4,0.7916746960447748,0.7440826139433168,4,5.123,5.18,4,2.0,2.0,4,0.0,0.0,4
screen_20260910,1000,1/2,TIGHT,0.01,0.01,0.5,visits,4,4,4,4,1,0.25,0.0,4,0.4932499348584565,0.41202366222076536,4,5.087,5.135,4,1.0,1.0,4,0.0,0.0,4
screen_20260910,1000,1/2,HIST,0.01,0.01,0.5,visits,4,4,4,4,3,0.75,1.0,4,0.02293552097363127,0.0,4,5.1525,5.1690000000000005,4,0.25,0.0,4,0.0,0.0,4
screen_20260910,1000,1/2,HIST+ACT,0.01,0.01,0.5,visits,4,4,4,4,3,0.75,1.0,4,0.02293552097363127,0.0,4,5.1525,5.1690000000000005,4,0.25,0.0,4,0.0,0.0,4
screen_20260910,1000,1,NOM,0.01,0.01,0.5,visits,4,4,4,4,0,0.0,0.0,4,0.46104062076460417,0.3297031715015104,4,5.13925,5.1259999999999994,4,1.75,2.0,4,0.0,0.0,4
screen_20260910,1000,1,TIGHT,0.01,0.01,0.5,visits,4,4,4,4,2,0.5,0.5,4,0.10459969801279975,0.06701793457906761,4,5.108750000000001,5.1065000000000005,4,0.5,0.5,4,0.0,0.0,4
screen_20260910,1000,1,HIST,0.01,0.01,0.5,visits,4,4,4,4,3,0.75,1.0,4,0.007727325401762895,0.0,4,5.0954999999999995,5.058,4,0.25,0.0,4,0.0,0.0,4
screen_20260910,1000,1,HIST+ACT,0.01,0.01,0.5,visits,4,4,4,4,3,0.75,1.0,4,0.007727325401762895,0.0,4,5.0954999999999995,5.058,4,0.25,0.0,4,0.0,0.0,4
screen_20260910,1000,2,NOM,0.01,0.01,0.5,visits,4,4,4,4,0,0.0,0.0,4,0.27750093010403504,0.2615029262388714,4,5.14525,5.1377500000000005,4,2.5,2.5,4,0.0,0.0,4
screen_20260910,1000,2,TIGHT,0.01,0.01,0.5,visits,4,4,4,4,4,1.0,1.0,4,0.0,0.0,4,5.151125,5.1552500000000006,4,0.0,0.0,4,0.0,0.0,4
screen_20260910,1000,2,HIST,0.01,0.01,0.5,visits,4,4,4,4,4,1.0,1.0,4,0.0,0.0,4,5.147125,5.13675,4,0.0,0.0,4,0.0,0.0,4
screen_20260910,1000,2,HIST+ACT,0.01,0.01,0.5,visits,4,4,4,4,4,1.0,1.0,4,0.0,0.0,4,5.147125,5.13675,4,0.0,0.0,4,0.0,0.0,4
screen_20260910,2000,1/2,NOM,0.01,0.01,0.5,visits,3,3,3,3,1,0.3333333333333333,0.0,3,0.15975415014910058,0.07239935477580227,3,6.2459999999999996,6.211,3,1.0,1.0,3,0.0,0.0,3
screen_20260910,2000,1/2,TIGHT,0.01,0.01,0.5,visits,3,3,3,3,3,1.0,1.0,3,0.0,0.0,3,6.232333333333333,6.182,3,0.0,0.0,3,0.0,0.0,3
screen_20260910,2000,1/2,HIST,0.01,0.01,0.5,visits,3,3,3,3,2,0.6666666666666666,1.0,3,0.019405554723422987,0.0,3,6.289000000000001,6.202,3,0.3333333333333333,0.0,3,0.0,0.0,3
screen_20260910,2000,1/2,HIST+ACT,0.01,0.01,0.5,visits,3,3,3,3,2,0.6666666666666666,1.0,3,0.019405554723422987,0.0,3,6.289000000000001,6.202,3,0.3333333333333333,0.0,3,0.0,0.0,3
screen_20260910,2000,1,NOM,0.01,0.01,0.5,visits,3,3,3,3,2,0.6666666666666666,1.0,3,0.027338183962320007,0.0,3,6.299499999999999,6.2175,3,0.3333333333333333,0.0,3,0.0,0.0,3
screen_20260910,2000,1,TIGHT,0.01,0.01,0.5,visits,3,3,3,3,3,1.0,1.0,3,0.0,0.0,3,6.285333333333334,6.1875,3,0.0,0.0,3,0.0,0.0,3
screen_20260910,2000,1,HIST,0.01,0.01,0.5,visits,3,3,3,3,3,1.0,1.0,3,0.0,0.0,3,6.280833333333334,6.1675,3,0.0,0.0,3,0.0,0.0,3
screen_20260910,2000,1,HIST+ACT,0.01,0.01,0.5,visits,3,3,3,3,3,1.0,1.0,3,0.0,0.0,3,6.280833333333334,6.1675,3,0.0,0.0,3,0.0,0.0,3
screen_20260910,2000,2,NOM,0.01,0.01,0.5,visits,3,3,3,3,0,0.0,0.0,3,0.151901387181149,0.15839414390057668,3,6.320666666666667,6.2515,3,1.6666666666666667,2.0,3,0.0,0.0,3
screen_20260910,2000,2,TIGHT,0.01,0.01,0.5,visits,3,3,3,3,3,1.0,1.0,3,0.0,0.0,3,6.315,6.2425,3,0.0,0.0,3,0.0,0.0,3
screen_20260910,2000,2,HIST,0.01,0.01,0.5,visits,3,3,3,3,2,0.6666666666666666,1.0,3,0.041158775281974085,0.0,3,6.320250000000001,6.2175,3,0.3333333333333333,0.0,3,0.0,0.0,3
screen_20260910,2000,2,HIST+ACT,0.01,0.01,0.5,visits,3,3,3,3,2,0.6666666666666666,1.0,3,0.041158775281974085,0.0,3,6.320250000000001,6.2175,3,0.3333333333333333,0.0,3,0.0,0.0,3
screen_20260910,21874,1/2,NOM,0.01,0.01,0.5,visits,1,1,1,1,0,0.0,0.0,1,2.3654790843113505,2.3654790843113505,1,2.696351833226662,2.696351833226662,1,6.0,6.0,1,0.0024865402495189083,0.0024865402495189083,1
screen_20260910,21874,1/2,TIGHT,0.01,0.01,0.5,visits,1,1,1,1,0,0.0,0.0,1,1.2389682408336538,1.2389682408336538,1,2.7172899332540914,2.7172899332540914,1,2.0,2.0,1,0.0024865402495189083,0.0024865402495189083,1
screen_20260910,21874,1/2,HIST,0.01,0.01,0.5,visits,1,1,1,1,0,0.0,0.0,1,0.4312063501133379,0.4312063501133379,1,2.7619091158452957,2.7619091158452957,1,2.0,2.0,1,0.0024865402495189083,0.0024865402495189083,1
screen_20260910,21874,1/2,HIST+ACT,0.01,0.01,0.5,visits,1,1,1,1,1,1.0,1.0,1,0.0,0.0,1,2.7835786778824176,2.7835786778824176,1,0.0,0.0,1,0.0024865402495189083,0.0024865402495189083,1
screen_20260910,21874,1,NOM,0.01,0.01,0.5,visits,1,1,1,1,0,0.0,0.0,1,2.748206037076687,2.748206037076687,1,2.8218890006400295,2.8218890006400295,1,4.0,4.0,1,0.003658524157469402,0.003658524157469402,1
screen_20260910,21874,1,TIGHT,0.01,0.01,0.5,visits,1,1,1,1,0,0.0,0.0,1,1.128875985205133,1.128875985205133,1,2.839352656121423,2.839352656121423,1,2.0,2.0,1,0.003658524157469402,0.003658524157469402,1
screen_20260910,21874,1,HIST,0.01,0.01,0.5,visits,1,1,1,1,0,0.0,0.0,1,0.3057260709962542,0.3057260709962542,1,2.874051385206181,2.874051385206181,1,3.0,3.0,1,0.003658524157469402,0.003658524157469402,1
screen_20260910,21874,1,HIST+ACT,0.01,0.01,0.5,visits,1,1,1,1,0,0.0,0.0,1,0.08900890593003777,0.08900890593003777,1,2.8981439151504067,2.8981439151504067,1,1.0,1.0,1,0.003658524157469402,0.003658524157469402,1
screen_20260910,21874,2,NOM,0.01,0.01,0.5,visits,1,1,1,1,0,0.0,0.0,1,2.2341061946956495,2.2341061946956495,1,2.938008594678614,2.938008594678614,1,6.0,6.0,1,0.006762381877400791,0.006762381877400791,1
screen_20260910,21874,2,TIGHT,0.01,0.01,0.5,visits,1,1,1,1,0,0.0,0.0,1,0.8670242428064183,0.8670242428064183,1,2.947014720672945,2.947014720672945,1,2.0,2.0,1,0.006762381877400791,0.006762381877400791,1
screen_20260910,21874,2,HIST,0.01,0.01,0.5,visits,1,1,1,1,0,0.0,0.0,1,0.3541693473149136,0.3541693473149136,1,2.938191460181037,2.938191460181037,1,4.0,4.0,1,0.006762381877400791,0.006762381877400791,1
screen_20260910,21874,2,HIST+ACT,0.01,0.01,0.5,visits,1,1,1,1,1,1.0,1.0,1,0.0,0.0,1,2.982444911767395,2.982444911767395,1,0.0,0.0,1,0.006762381877400791,0.006762381877400791,1
ts_b01_20260912,21874,1/2,NOM,0.01,0.01,0.5,visits,1,1,1,1,0,0.0,0.0,1,0.3125156299026683,0.3125156299026683,1,2.710341044162019,2.710341044162019,1,10.0,10.0,1,0.0024865402495189083,0.0024865402495189083,1
ts_b01_20260912,21874,1/2,TIGHT,0.01,0.01,0.5,visits,1,1,1,1,1,1.0,1.0,1,0.0,0.0,1,2.6712078266435038,2.6712078266435038,1,0.0,0.0,1,0.0024865402495189083,0.0024865402495189083,1
ts_b01_20260912,21874,1/2,HIST,0.01,0.01,0.5,visits,1,1,1,1,0,0.0,0.0,1,0.18819592506528726,0.18819592506528726,1,2.756697449026241,2.756697449026241,1,6.0,6.0,1,0.0024865402495189083,0.0024865402495189083,1
ts_b01_20260912,21874,1/2,HIST+ACT,0.01,0.01,0.5,visits,1,1,1,1,0,0.0,0.0,1,0.004417890770273618,0.004417890770273618,1,2.7448111913687483,2.7448111913687483,1,1.0,1.0,1,0.0024865402495189083,0.0024865402495189083,1
ts_b01_20260912,21874,1,NOM,0.01,0.01,0.5,visits,1,1,1,1,0,0.0,0.0,1,0.44913657395853795,0.44913657395853795,1,2.845707232330621,2.845707232330621,1,7.0,7.0,1,0.003658524157469402,0.003658524157469402,1
ts_b01_20260912,21874,1,TIGHT,0.01,0.01,0.5,visits,1,1,1,1,0,0.0,0.0,1,0.08226507070255337,0.08226507070255337,1,2.80684831306574,2.80684831306574,1,1.0,1.0,1,0.003658524157469402,0.003658524157469402,1
ts_b01_20260912,21874,1,HIST,0.01,0.01,0.5,visits,1,1,1,1,0,0.0,0.0,1,0.37622879459962777,0.37622879459962777,1,2.862850873182774,2.862850873182774,1,7.0,7.0,1,0.003658524157469402,0.003658524157469402,1
ts_b01_20260912,21874,1,HIST+ACT,0.01,0.01,0.5,visits,1,1,1,1,0,0.0,0.0,1,0.27017867750775204,0.27017867750775204,1,2.8741428179573925,2.8741428179573925,1,2.0,2.0,1,0.003658524157469402,0.003658524157469402,1
ts_b01_20260912,21874,2,NOM,0.01,0.01,0.5,visits,1,1,1,1,0,0.0,0.0,1,0.4644042662592424,0.4644042662592424,1,2.9445688945780377,2.9445688945780377,1,6.0,6.0,1,0.006762381877400791,0.006762381877400791,1
ts_b01_20260912,21874,2,TIGHT,0.01,0.01,0.5,visits,1,1,1,1,0,0.0,0.0,1,0.23022819116710558,0.23022819116710558,1,2.9031270000914327,2.9031270000914327,1,1.0,1.0,1,0.006762381877400791,0.006762381877400791,1
ts_b01_20260912,21874,2,HIST,0.01,0.01,0.5,visits,1,1,1,1,0,0.0,0.0,1,0.39770546732447576,0.39770546732447576,1,2.9352656121422696,2.9352656121422696,1,11.0,11.0,1,0.006762381877400791,0.006762381877400791,1
ts_b01_20260912,21874,2,HIST+ACT,0.01,0.01,0.5,visits,1,1,1,1,0,0.0,0.0,1,0.01327240821986496,0.01327240821986496,1,2.9670842095638656,2.9670842095638656,1,1.0,1.0,1,0.006762381877400791,0.006762381877400791,1
ts_b03_20260912,21874,1/2,NOM,0.03,0.01,0.5,visits,1,1,1,1,0,0.0,0.0,1,2.6121977634952724,2.6121977634952724,1,2.6152509829020754,2.6152509829020754,1,6.0,6.0,1,0.0024865402495189083,0.0024865402495189083,1
ts_b03_20260912,21874,1/2,TIGHT,0.03,0.01,0.5,visits,1,1,1,1,1,1.0,1.0,1,0.0,0.0,1,2.7008320380360247,2.7008320380360247,1,0.0,0.0,1,0.0024865402495189083,0.0024865402495189083,1
ts_b03_20260912,21874,1/2,HIST,0.03,0.01,0.5,visits,1,1,1,1,0,0.0,0.0,1,0.28553857031167096,0.28553857031167096,1,2.661515955015086,2.661515955015086,1,4.0,4.0,1,0.0024865402495189083,0.0024865402495189083,1
ts_b03_20260912,21874,1/2,HIST+ACT,0.03,0.01,0.5,visits,1,1,1,1,0,0.0,0.0,1,0.06283105231128178,0.06283105231128178,1,2.705312242845387,2.705312242845387,1,1.0,1.0,1,0.0024865402495189083,0.0024865402495189083,1
ts_b03_20260912,21874,1,NOM,0.03,0.01,0.5,visits,1,1,1,1,0,0.0,0.0,1,2.485866652820904,2.485866652820904,1,2.7348907378623024,2.7348907378623024,1,3.0,3.0,1,0.003658524157469402,0.003658524157469402,1
ts_b03_20260912,21874,1,TIGHT,0.03,0.01,0.5,visits,1,1,1,1,1,1.0,1.0,1,0.0,0.0,1,2.8250891469324313,2.8250891469324313,1,0.0,0.0,1,0.003658524157469402,0.003658524157469402,1
ts_b03_20260912,21874,1,HIST,0.03,0.01,0.5,visits,1,1,1,1,0,0.0,0.0,1,0.024926698754159773,0.024926698754159773,1,2.758297522172442,2.758297522172442,1,2.0,2.0,1,0.003658524157469402,0.003658524157469402,1
ts_b03_20260912,21874,1,HIST+ACT,0.03,0.01,0.5,visits,1,1,1,1,0,0.0,0.0,1,0.04299312319520522,0.04299312319520522,1,2.7455883697540457,2.7455883697540457,1,1.0,1.0,1,0.003658524157469402,0.003658524157469402,1
ts_b03_20260912,21874,2,NOM,0.03,0.01,0.5,visits,1,1,1,1,0,0.0,0.0,1,1.7666645055186372,1.7666645055186372,1,2.843581420864954,2.843581420864954,1,3.0,3.0,1,0.006762381877400791,0.006762381877400791,1
ts_b03_20260912,21874,2,TIGHT,0.03,0.01,0.5,visits,1,1,1,1,1,1.0,1.0,1,0.0,0.0,1,2.920842095638658,2.920842095638658,1,0.0,0.0,1,0.006762381877400791,0.006762381877400791,1
ts_b03_20260912,21874,2,HIST,0.03,0.01,0.5,visits,1,1,1,1,0,0.0,0.0,1,0.05865732679478629,0.05865732679478629,1,2.8401526926945233,2.8401526926945233,1,1.0,1.0,1,0.006762381877400791,0.006762381877400791,1
ts_b03_20260912,21874,2,HIST+ACT,0.03,0.01,0.5,visits,1,1,1,1,0,0.0,0.0,1,0.018888525658456366,0.018888525658456366,1,2.8616622474170246,2.8616622474170246,1,1.0,1.0,1,0.006762381877400791,0.006762381877400791,1
ts_d02_20260912,50,1/2,NOM,0.02,0.01,0.5,visits,1,1,1,1,0,0.0,0.0,1,2.4223019732248936,2.4223019732248936,1,3.88,3.88,1,2.0,2.0,1,0.0,0.0,1
ts_d02_20260912,50,1/2,TIGHT,0.02,0.01,0.5,visits,1,1,1,1,1,1.0,1.0,1,0.0,0.0,1,3.96,3.96,1,0.0,0.0,1,0.0,0.0,1
ts_d02_20260912,50,1/2,HIST,0.02,0.01,0.5,visits,1,0,1,0,0,,,0,,,0,,,0,,,0,,,0
ts_d02_20260912,50,1/2,HIST+ACT,0.02,0.01,0.5,visits,1,0,1,0,0,,,0,,,0,,,0,,,0,,,0
ts_d02_20260912,50,1,NOM,0.02,0.01,0.5,visits,1,1,1,1,0,0.0,0.0,1,1.6241827338950825,1.6241827338950825,1,3.62,3.62,1,4.0,4.0,1,0.0,0.0,1
ts_d02_20260912,50,1,TIGHT,0.02,0.01,0.5,visits,1,1,1,1,0,0.0,0.0,1,2.0434699456351244,2.0434699456351244,1,3.78,3.78,1,4.0,4.0,1,0.0,0.0,1
ts_d02_20260912,50,1,HIST,0.02,0.01,0.5,visits,1,1,1,1,0,0.0,0.0,1,0.019911507662944604,0.019911507662944604,1,4.36,4.36,1,1.0,1.0,1,0.0,0.0,1
ts_d02_20260912,50,1,HIST+ACT,0.02,0.01,0.5,visits,1,1,1,1,0,0.0,0.0,1,0.019911507662944604,0.019911507662944604,1,4.36,4.36,1,1.0,1.0,1,0.0,0.0,1
ts_d02_20260912,50,2,NOM,0.02,0.01,0.5,visits,1,1,1,1,0,0.0,0.0,1,0.25192562025690074,0.25192562025690074,1,3.65,3.65,1,2.0,2.0,1,0.0,0.0,1
ts_d02_20260912,50,2,TIGHT,0.02,0.01,0.5,visits,1,1,1,1,0,0.0,0.0,1,2.6865983263044173,2.6865983263044173,1,3.72,3.72,1,4.0,4.0,1,0.0,0.0,1
ts_d02_20260912,50,2,HIST,0.02,0.01,0.5,visits,1,1,1,1,0,0.0,0.0,1,0.8351932053181365,0.8351932053181365,1,3.86,3.86,1,1.0,1.0,1,0.0,0.0,1
ts_d02_20260912,50,2,HIST+ACT,0.02,0.01,0.5,visits,1,1,1,1,0,0.0,0.0,1,0.8351932053181365,0.8351932053181365,1,3.86,3.86,1,1.0,1.0,1,0.0,0.0,1
ts_d02_20260912,500,1/2,NOM,0.02,0.01,0.5,visits,1,1,1,1,0,0.0,0.0,1,0.10871540285048271,0.10871540285048271,1,3.624,3.624,1,2.0,2.0,1,0.0,0.0,1
ts_d02_20260912,500,1/2,TIGHT,0.02,0.01,0.5,visits,1,1,1,1,1,1.0,1.0,1,0.0,0.0,1,3.668,3.668,1,0.0,0.0,1,0.0,0.0,1
ts_d02_20260912,500,1/2,HIST,0.02,0.01,0.5,visits,1,1,1,1,1,1.0,1.0,1,0.0,0.0,1,3.688,3.688,1,0.0,0.0,1,0.0,0.0,1
ts_d02_20260912,500,1/2,HIST+ACT,0.02,0.01,0.5,visits,1,1,1,1,1,1.0,1.0,1,0.0,0.0,1,3.688,3.688,1,0.0,0.0,1,0.0,0.0,1
ts_d02_20260912,500,1,NOM,0.02,0.01,0.5,visits,1,1,1,1,1,1.0,1.0,1,0.0,0.0,1,3.614,3.614,1,0.0,0.0,1,0.0,0.0,1
ts_d02_20260912,500,1,TIGHT,0.02,0.01,0.5,visits,1,1,1,1,1,1.0,1.0,1,0.0,0.0,1,3.626,3.626,1,0.0,0.0,1,0.0,0.0,1
ts_d02_20260912,500,1,HIST,0.02,0.01,0.5,visits,1,1,1,1,1,1.0,1.0,1,0.0,0.0,1,3.674,3.674,1,0.0,0.0,1,0.0,0.0,1
ts_d02_20260912,500,1,HIST+ACT,0.02,0.01,0.5,visits,1,1,1,1,1,1.0,1.0,1,0.0,0.0,1,3.674,3.674,1,0.0,0.0,1,0.0,0.0,1
ts_d02_20260912,500,2,NOM,0.02,0.01,0.5,visits,1,1,1,1,1,1.0,1.0,1,0.0,0.0,1,3.637,3.637,1,0.0,0.0,1,0.0,0.0,1
ts_d02_20260912,500,2,TIGHT,0.02,0.01,0.5,visits,1,1,1,1,1,1.0,1.0,1,0.0,0.0,1,3.626,3.626,1,0.0,0.0,1,0.0,0.0,1
ts_d02_20260912,500,2,HIST,0.02,0.01,0.5,visits,1,1,1,1,1,1.0,1.0,1,0.0,0.0,1,3.662,3.662,1,0.0,0.0,1,0.0,0.0,1
ts_d02_20260912,500,2,HIST+ACT,0.02,0.01,0.5,visits,1,1,1,1,1,1.0,1.0,1,0.0,0.0,1,3.662,3.662,1,0.0,0.0,1,0.0,0.0,1
ts_d02_20260912,1000,1/2,NOM,0.02,0.01,0.5,visits,1,1,1,1,1,1.0,1.0,1,0.0,0.0,1,5.09,5.09,1,0.0,0.0,1,0.0,0.0,1
ts_d02_20260912,1000,1/2,TIGHT,0.02,0.01,0.5,visits,1,1,1,1,1,1.0,1.0,1,0.0,0.0,1,5.14,5.14,1,0.0,0.0,1,0.0,0.0,1
ts_d02_20260912,1000,1/2,HIST,0.02,0.01,0.5,visits,1,1,1,1,1,1.0,1.0,1,0.0,0.0,1,5.154,5.154,1,0.0,0.0,1,0.0,0.0,1
ts_d02_20260912,1000,1/2,HIST+ACT,0.02,0.01,0.5,visits,1,1,1,1,1,1.0,1.0,1,0.0,0.0,1,5.154,5.154,1,0.0,0.0,1,0.0,0.0,1
ts_d02_20260912,1000,1,NOM,0.02,0.01,0.5,visits,1,1,1,1,0,0.0,0.0,1,0.30959537471248466,0.30959537471248466,1,5.056,5.056,1,3.0,3.0,1,0.0,0.0,1
