dataset_id,origin,n,arm,seed,delta,nu,rule,station,station_index,capacity,occupancy,target,cap,future_share,residual,positive_excess,floor,floor_residual,below_floor,decrease,implied_lower_bound,historical_share,fixed_share,fixed_historical_share,inactive_count,inactive_share,worst_modelled_share,novelty_residual,beyond_worst_scenario,feasible,borderline,cap_relative_to_target,campaign
BERNER,243151,21874,NOM,11,0.02,0.01,two_sided,S_17,10,225,225,0.04846948389244462,0.06846948389244462,0.030301747852215496,-0.03816773604022912,0.0,0.02846948389244462,-0.0018322639597708804,False,0.01816773604022912,0.0,0.031205444347438306,0.0,7.851216310430812e-07,1,7.617757839942444e-05,0.031205444347438306,-0.0009036964952228073,False,True,False,1.4126307605086257,ho3_20260913
BERNER,243151,21874,NOM,11,0.02,0.01,two_sided,S_6,11,8,8,0.005310562712375401,0.0253105627123754,5.924922764399678e-05,-0.025251313484731405,0.0,0.0,-5.924922764399678e-05,False,0.005251313484731405,0.0,3.611559502798174e-05,0.0,0.0,0,0.0,3.611559502798174e-05,2.3133632616015047e-05,True,True,False,4.766079243051449,ho3_20260913
BERNER,243151,21874,NOM,11,0.02,0.01,two_sided,S_9,12,42,42,0.02902280621313854,0.04902280621313854,0.01165516949511194,-0.0373676367180266,0.0,0.00902280621313854,-0.0026323632819733995,False,0.017367636718026602,0.0,0.009036749973305865,0.0,0.0,1,0.0,0.009036749973305865,0.0026184195218060743,True,True,False,1.6891132391927717,ho3_20260913
BERNER,243151,21874,NOM,11,0.02,0.01,two_sided,S_13,13,656,656,0.04086008504437508,0.060860085044375074,0.05433154174954505,-0.006528543294830024,0.0,0.020860085044375073,-0.033471456705169975,False,0.0,0.0,0.060424530968337616,5.924922764399678e-05,1.7272675882947788e-05,4,6.771340302171062e-05,0.060424530968337616,-0.006092989218792564,False,True,False,1.489475241627116,ho3_20260913
BERNER,243151,21874,NOM,11,0.02,0.01,two_sided,S_22,14,95,95,0.021922166181984913,0.04192216618198491,0.0024292183334038682,-0.039492947848581046,0.0,0.0019221661819849131,-0.000507052151418955,False,0.019492947848581046,0.0,0.0019313992123659797,0.0,0.0,0,0.0,0.0019313992123659797,0.0004978191210378884,True,True,False,1.9123186018193539,ho3_20260913
BERNER,243151,21874,NOM,11,0.02,0.01,two_sided,S_16,15,116,116,0.030639371651456245,0.050639371651456246,0.015159338101485462,-0.03548003354997078,0.0,0.010639371651456243,-0.004519966450029219,False,0.015480033549970781,0.0,0.01072240611515536,0.0,0.0,2,8.464175377713827e-06,0.01072240611515536,0.0044369319863301025,True,True,False,1.6527549007046765,ho3_20260913
BERNER,243151,21874,NOM,11,0.02,0.01,two_sided,S_14,16,109,109,0.0274384307616936,0.0474384307616936,0.007414617630877311,-0.04002381313081629,0.0,0.007438430761693602,2.3813130816289794e-05,True,0.02002381313081629,0.0,0.007479068657316392,0.0,0.0,1,8.464175377713827e-06,0.007479068657316392,-6.445102643907968e-05,False,False,False,1.728904658349548,ho3_20260913
BERNER,243151,21874,NOM,11,0.02,0.01,two_sided,S_23,17,130,130,0.030976973952804767,0.05097697395280477,0.009471412247661772,-0.041505561705142996,0.0,0.010976973952804768,0.001505561705142997,True,0.021505561705142996,0.0,0.011361495122824429,0.0,0.0,0,0.0,0.011361495122824429,-0.0018900828751626565,False,False,False,1.645640856672158,ho3_20260913
BERNER,243151,21874,NOM,11,0.02,0.01,two_sided,S_21,18,141,141,0.031702426339888574,0.05170242633988858,0.009920013542680604,-0.04178241279720797,0.0,0.011702426339888576,0.0017824127972079712,True,0.02178241279720797,0.0,0.011704593275590255,0.0,0.0,1,0.0,0.011704593275590255,-0.0017845797329096502,False,False,False,1.6308665395378785,ho3_20260913
BERNER,243151,21874,NOM,11,0.02,0.01,two_sided,S_20,19,112,112,0.0290895415517772,0.0490895415517772,0.008066359134961277,-0.04102318241681593,0.0,0.009089541551777202,0.001023182416815925,True,0.021023182416815923,0.0,0.009112906771517043,0.0,2.3553648931292436e-06,1,0.0,0.009112906771517043,-0.001046547636555767,False,False,False,1.6875323203152413,ho3_20260913
BERNER,243151,21874,NOM,11,0.02,0.01,two_sided,S_7,20,506,506,0.037436169611396196,0.0574361696113962,0.05900376655804308,0.001567596946646885,0.001567596946646885,0.0174361696113962,-0.041567596946646884,False,0.0,0.0,0.057282474200903204,0.0,5.3388270910929524e-05,6,0.0,0.057282474200903204,0.0017212923571398788,True,False,False,1.5342426911622835,ho3_20260913
BERNER,243151,21874,NOM,11,0.02,0.01,two_sided,S_4,21,1561,1561,0.03191048357211499,0.051910483572114995,0.0524609589910703,0.0005504754189553029,0.0005504754189553029,0.011910483572114992,-0.040550475418955303,False,0.0,0.0,0.05190517614988914,0.0012611621312793601,0.0012828887451243947,13,0.0003470311904862669,0.05190517614988914,0.0005557828411811541,True,False,False,1.626753272315717,ho3_20260913
BERNER,243151,21874,NOM,11,0.02,0.01,two_sided,S_2,22,3802,3802,0.0659133162909598,0.0859133162909598,0.08378687206398916,-0.0021264442269706297,0.0,0.045913316290959794,-0.03787355577302937,False,0.0,0.0,0.08575333990741846,0.0032925642219306783,0.004025318602357877,22,0.00014389098142113504,0.08575333990741846,-0.001966467843429291,False,True,False,1.303428823270163,ho3_20260913
BERNER,243151,21874,NOM,11,0.02,0.01,two_sided,S_1,23,6078,6078,0.035089441056208426,0.05508944105620843,0.04718777773075458,-0.007901663325453846,0.0,0.015089441056208427,-0.03209833667454615,False,0.0,0.0,0.04882985472109339,0.007744720470608151,0.009174931380369447,177,0.0008464175377713826,0.04882985472109339,-0.0016420769903388106,False,True,False,1.5699720314143155,ho3_20260913
BERNER,243151,21874,NOM,22,0.02,0.01,two_sided,S_19,0,1134,1134,0.017338626099955404,0.037338626099955405,0.022421600575563926,-0.014917025524391479,0.0,0.0,-0.022421600575563926,False,0.0,0.0,0.022401875498552236,3.385670151085531e-05,4.8677541124671034e-05,7,4.232087688856913e-05,0.022401875498552236,1.9725077011689972e-05,True,True,False,2.1534939322586486,ho3_20260913
BERNER,243151,21874,NOM,22,0.02,0.01,two_sided,S_3,1,1880,1880,0.08029674457166905,0.10029674457166904,0.10527741334800457,0.004980668776335528,0.004980668776335528,0.060296744571669045,-0.044980668776335525,False,0.0,0.0,0.10026709837888086,0.0002962461382199839,4.9462662755714114e-05,8,0.0003131744889754116,0.10026709837888086,0.0050103149691237145,True,False,False,1.2490761002415105,ho3_20260913
BERNER,243151,21874,NOM,22,0.02,0.01,two_sided,S_18,2,1319,1319,0.06344567900459139,0.08344567900459139,0.08171314909644928,-0.001732529908142113,0.0,0.04344567900459139,-0.03826747009185789,False,0.0,0.0,0.0834450823121518,0.0,2.3553648931292436e-05,3,1.6928350755427654e-05,0.0834450823121518,-0.00173193321570252,False,True,False,1.3152302932805346,ho3_20260913
BERNER,243151,21874,NOM,22,0.02,0.01,two_sided,S_8,3,1432,1432,0.07769956221617853,0.09769956221617854,0.09951330991578146,0.0018137476996029245,0.0018137476996029245,0.05769956221617853,-0.04181374769960292,False,0.0,0.0,0.09768326309111808,2.539252613314148e-05,1.962804077607703e-05,4,2.539252613314148e-05,0.09768326309111808,0.001830046824663379,True,False,False,1.2574017076744304,ho3_20260913
BERNER,243151,21874,NOM,22,0.02,0.01,two_sided,S_5,4,1672,1672,0.07259784185766059,0.0925978418576606,0.0904227855601168,-0.0021750562975437833,0.0,0.05259784185766059,-0.03782494370245622,False,0.0,0.0,0.09245042742021593,4.232087688856913e-05,3.611559502798174e-05,9,5.924922764399678e-05,0.09245042742021593,-0.0020276418600991344,False,True,False,1.2754902830198882,ho3_20260913
BERNER,243151,21874,NOM,22,0.02,0.01,two_sided,S_15,5,112,112,0.03854005062464277,0.05854005062464277,0.018900503618434972,-0.039639547006207795,0.0,0.01854005062464277,-0.00036045299379220433,False,0.019639547006207795,0.0,0.01896539811947667,0.0,1.1776824465646218e-05,0,0.0,0.01896539811947667,-6.489450104169535e-05,False,True,False,1.5189406779661017,ho3_20260913
BERNER,243151,21874,NOM,22,0.02,0.01,two_sided,S_24,6,97,97,0.041770041014754004,0.06177004101475401,0.023928223792796986,-0.03784181722195702,0.0,0.021770041014754004,-0.002158182778042981,False,0.017841817221957018,0.0,0.021777703801872987,0.0,3.1404865241723247e-06,0,0.0,0.021777703801872987,0.0021505199909240004,True,True,False,1.4788120747340325,ho3_20260913
BERNER,243151,21874,NOM,22,0.02,0.01,two_sided,S_11,7,88,88,0.03125569213182506,0.05125569213182506,0.009759194210504042,-0.04149649792132102,0.0,0.011255692131825062,0.0014964979213210206,True,0.02149649792132102,0.0,0.011319098554748101,6.771340302171062e-05,0.0001421070152187977,3,0.0,0.011319098554748101,-0.0015599043442440599,False,False,False,1.6398834463702587,ho3_20260913
BERNER,243151,21874,NOM,22,0.02,0.01,two_sided,S_10,8,286,286,0.05452041630289364,0.07452041630289365,0.07225866519954294,-0.0022617511033507097,0.0,0.034520416302893646,-0.03773824889664929,False,0.0,0.0,0.07451746424556092,8.464175377713827e-06,1.5702432620861623e-06,0,0.0,0.07451746424556092,-0.0022587990460179877,False,True,False,1.3668350565939922,ho3_20260913
BERNER,243151,21874,NOM,22,0.02,0.01,two_sided,S_12,9,273,273,0.05675408734321121,0.07675408734321121,0.07685471242964154,0.00010062508643033189,0.00010062508643033189,0.03675408734321121,-0.04010062508643033,False,0.0,0.0,0.07664985459547394,0.0,0.0,0,0.0,0.07664985459547394,0.00020485783416761136,True,False,False,1.352397526526208,ho3_20260913
BERNER,243151,21874,NOM,22,0.02,0.01,two_sided,S_17,10,225,225,0.04846948389244462,0.06846948389244462,0.02986161073257438,-0.038607873159870236,0.0,0.02846948389244462,-0.0013921268401297614,False,0.01860787315987024,0.0,0.035110639340246594,0.0,7.851216310430812e-07,0,0.0,0.035110639340246594,-0.005249028607672212,False,True,False,1.4126307605086257,ho3_20260913
BERNER,243151,21874,NOM,22,0.02,0.01,two_sided,S_6,11,8,8,0.005310562712375401,0.0253105627123754,3.385670151085531e-05,-0.025276706010864545,0.0,0.0,-3.385670151085531e-05,False,0.005276706010864546,0.0,3.0619743610680165e-05,0.0,0.0,0,0.0,3.0619743610680165e-05,3.2369579001751383e-06,True,True,False,4.766079243051449,ho3_20260913
BERNER,243151,21874,NOM,22,0.02,0.01,two_sided,S_9,12,42,42,0.02902280621313854,0.04902280621313854,0.009522197299928054,-0.039500608913210486,0.0,0.00902280621313854,-0.0004993910867895151,False,0.019500608913210486,0.0,0.009043816067985253,0.0,0.0,0,0.0,0.009043816067985253,0.00047838123194280226,True,True,False,1.6891132391927717,ho3_20260913
BERNER,243151,21874,NOM,22,0.02,0.01,two_sided,S_13,13,656,656,0.04086008504437508,0.060860085044375074,0.05202928604680689,-0.008830798997568185,0.0,0.020860085044375073,-0.031169201002431816,False,0.0,0.0,0.06066791867396097,5.924922764399678e-05,1.7272675882947788e-05,4,5.924922764399678e-05,0.06066791867396097,-0.00863863262715408,False,True,False,1.489475241627116,ho3_20260913
BERNER,243151,21874,NOM,22,0.02,0.01,two_sided,S_22,14,95,95,0.021922166181984913,0.04192216618198491,0.004418299547166617,-0.0375038666348183,0.0,0.0019221661819849131,-0.002496133365181704,False,0.017503866634818295,0.0,0.0019259033609486781,0.0,0.0,3,0.00027085361208684246,0.0019259033609486781,0.002492396186217939,True,True,False,1.9123186018193539,ho3_20260913
BERNER,243151,21874,NOM,22,0.02,0.01,two_sided,S_16,15,116,116,0.030639371651456245,0.050639371651456246,0.008311820220914977,-0.04232755143054127,0.0,0.010639371651456243,0.0023275514305412665,True,0.022327551430541267,0.0,0.010651745168361483,0.0,0.0,2,0.0,0.010651745168361483,-0.002339924947446505,False,False,False,1.6527549007046765,ho3_20260913
BERNER,243151,21874,NOM,22,0.02,0.01,two_sided,S_14,16,109,109,0.0274384307616936,0.0474384307616936,0.007050658089635617,-0.04038777267205798,0.0,0.007438430761693602,0.00038777267205798434,True,0.020387772672057984,0.0,0.0074712174410059605,0.0,0.0,1,7.617757839942444e-05,0.0074712174410059605,-0.0004205593513703434,False,False,False,1.728904658349548,ho3_20260913
BERNER,243151,21874,NOM,22,0.02,0.01,two_sided,S_23,17,130,130,0.030976973952804767,0.05097697395280477,0.009412163020017775,-0.041564810932786994,0.0,0.010976973952804768,0.0015648109327869937,True,0.021564810932786994,0.0,0.010983066496661663,0.0,0.0,0,0.0,0.010983066496661663,-0.001570903476643888,False,False,False,1.645640856672158,ho3_20260913
BERNER,243151,21874,NOM,22,0.02,0.01,two_sided,S_21,18,141,141,0.031702426339888574,0.05170242633988858,0.011832917178043929,-0.039869509161844646,0.0,0.011702426339888576,-0.00013049083815535353,False,0.019869509161844646,0.0,0.01173128741104572,0.0,0.0,1,0.0,0.01173128741104572,0.00010162976699820987,True,True,False,1.6308665395378785,ho3_20260913
BERNER,243151,21874,NOM,22,0.02,0.01,two_sided,S_20,19,112,112,0.0290895415517772,0.0490895415517772,0.01150281433831309,-0.037586727213464115,0.0,0.009089541551777202,-0.0024132727865358887,False,0.01758672721346411,0.0,0.009108981163361828,0.0,2.3553648931292436e-06,3,8.464175377713827e-06,0.009108981163361828,0.002393833174951262,True,True,False,1.6875323203152413,ho3_20260913
BERNER,243151,21874,NOM,22,0.02,0.01,two_sided,S_7,20,506,506,0.037436169611396196,0.0574361696113962,0.056329087138685514,-0.0011070824727106839,0.0,0.0174361696113962,-0.038892917527289315,False,0.0,0.0,0.057424581216122005,0.0,5.3388270910929524e-05,5,1.6928350755427654e-05,0.057424581216122005,-0.001095494077436488,False,True,False,1.5342426911622835,ho3_20260913
BERNER,243151,21874,NOM,22,0.02,0.01,two_sided,S_4,21,1561,1561,0.03191048357211499,0.051910483572114995,0.050564983706462396,-0.001345499865652594,0.0,0.011910483572114992,-0.0386545001343474,False,0.0,0.0,0.05184864739245404,0.0012611621312793601,0.0012828887451243947,6,5.924922764399678e-05,0.05184864739245404,-0.001283663685991641,False,True,False,1.626753272315717,ho3_20260913
BERNER,243151,21874,NOM,22,0.02,0.01,two_sided,S_2,22,3802,3802,0.0659133162909598,0.0859133162909598,0.08360066020567947,-0.0023126560852803337,0.0,0.045913316290959794,-0.037687343914719666,False,0.0,0.0,0.0859127195985202,0.0032925642219306783,0.004025318602357877,22,0.00015235515679884888,0.0859127195985202,-0.0023120593928407413,False,True,False,1.303428823270163,ho3_20260913
BERNER,243151,21874,NOM,22,0.02,0.01,two_sided,S_1,23,6078,6078,0.035089441056208426,0.05508944105620843,0.06448008802742393,0.009390646971215501,0.009390646971215501,0.015089441056208427,-0.0493906469712155,False,0.0,0.0,0.04861159090766341,0.007744720470608151,0.009174931380369447,179,0.0013034830081679293,0.04861159090766341,0.015868497119760513,True,False,False,1.5699720314143155,ho3_20260913
BERNER,243151,21874,NOM,33,0.02,0.01,two_sided,S_19,0,1134,1134,0.017338626099955404,0.037338626099955405,0.022303102120275933,-0.015035523979679473,0.0,0.0,-0.022303102120275933,False,0.0,0.0,0.021394564445923962,3.385670151085531e-05,4.8677541124671034e-05,6,3.385670151085531e-05,0.021394564445923962,0.0009085376743519696,True,True,False,2.1534939322586486,ho3_20260913
BERNER,243151,21874,NOM,33,0.02,0.01,two_sided,S_3,1,1880,1880,0.08029674457166905,0.10029674457166904,0.11173557916120022,0.011438834589531178,0.011438834589531178,0.060296744571669045,-0.05143883458953118,False,0.0,0.0,0.10028986690618111,0.0002962461382199839,4.9462662755714114e-05,6,0.00027931778746455625,0.10028986690618111,0.011445712255019114,True,False,False,1.2490761002415105,ho3_20260913
BERNER,243151,21874,NOM,33,0.02,0.01,two_sided,S_18,2,1319,1319,0.06344567900459139,0.08344567900459139,0.0803165601591265,-0.003129118845464894,0.0,0.04344567900459139,-0.03687088115453511,False,0.0,0.0,0.08323781020155642,0.0,2.3553648931292436e-05,4,0.0002877819628422701,0.08323781020155642,-0.002921250042429928,False,True,False,1.3152302932805346,ho3_20260913
BERNER,243151,21874,NOM,33,0.02,0.01,two_sided,S_8,3,1432,1432,0.07769956221617853,0.09769956221617854,0.09587371450336452,-0.0018258477128140207,0.0,0.05769956221617853,-0.03817415228718598,False,0.0,0.0,0.09769425479395268,2.539252613314148e-05,1.962804077607703e-05,3,1.6928350755427654e-05,0.09769425479395268,-0.0018205402905881695,False,True,False,1.2574017076744304,ho3_20260913
BERNER,243151,21874,NOM,33,0.02,0.01,two_sided,S_5,4,1672,1672,0.07259784185766059,0.0925978418576606,0.09062592576918194,-0.0019719160884786513,0.0,0.05259784185766059,-0.03802808391152135,False,0.0,0.0,0.09259174931380369,4.232087688856913e-05,3.611559502798174e-05,8,0.0005078505226628296,0.09259174931380369,-0.001965823544621757,False,True,False,1.2754902830198882,ho3_20260913
BERNER,243151,21874,NOM,33,0.02,0.01,two_sided,S_15,5,112,112,0.03854005062464277,0.05854005062464277,0.01774091159168818,-0.04079913903295459,0.0,0.01854005062464277,0.0007991390329545898,True,0.020799139032954588,0.0,0.018592465344731204,0.0,1.1776824465646218e-05,0,0.0,0.018592465344731204,-0.000851553753043026,False,False,False,1.5189406779661017,ho3_20260913
BERNER,243151,21874,NOM,33,0.02,0.01,two_sided,S_24,6,97,97,0.041770041014754004,0.06177004101475401,0.028456557619873885,-0.03331348339488012,0.0,0.021770041014754004,-0.006686516605119878,False,0.013313483394880123,0.0,0.021770637707193598,0.0,3.1404865241723247e-06,2,0.0,0.021770637707193598,0.006685919912680286,True,True,False,1.4788120747340325,ho3_20260913
BERNER,243151,21874,NOM,33,0.02,0.01,two_sided,S_11,7,88,88,0.03125569213182506,0.05125569213182506,0.01139278005840281,-0.039862912073422255,0.0,0.011255692131825062,-0.00013708792657774778,False,0.01986291207342225,0.0,0.011334800987368963,6.771340302171062e-05,0.0001421070152187977,1,8.464175377713827e-06,0.011334800987368963,5.7979071033846904e-05,True,True,False,1.6398834463702587,ho3_20260913
BERNER,243151,21874,NOM,33,0.02,0.01,two_sided,S_10,8,286,286,0.05452041630289364,0.07452041630289365,0.06852596385797113,-0.005994452444922507,0.0,0.034520416302893646,-0.034005547555077495,False,0.0,0.0,0.07380143331804963,8.464175377713827e-06,1.5702432620861623e-06,0,0.0,0.07380143331804963,-0.005275469460078495,False,True,False,1.3668350565939922,ho3_20260913
BERNER,243151,21874,NOM,33,0.02,0.01,two_sided,S_12,9,273,273,0.05675408734321121,0.07675408734321121,0.06179694443268865,-0.014957142910522565,0.0,0.03675408734321121,-0.025042857089477434,False,0.0,0.0,0.06434228790724258,0.0,0.0,1,0.0,0.06434228790724258,-0.0025453434745539446,False,True,False,1.352397526526208,ho3_20260913
BERNER,243151,21874,NOM,33,0.02,0.01,two_sided,S_17,10,225,225,0.04846948389244462,0.06846948389244462,0.06781497312624317,-0.0006545107662014418,0.0,0.02846948389244462,-0.03934548923379856,False,0.0,0.0,0.06832599506315519,0.0,7.851216310430812e-07,0,0.0,0.06832599506315519,-0.0005110219369120082,False,True,False,1.4126307605086257,ho3_20260913
BERNER,243151,21874,NOM,33,0.02,0.01,two_sided,S_6,11,8,8,0.005310562712375401,0.0253105627123754,5.924922764399678e-05,-0.025251313484731405,0.0,0.0,-5.924922764399678e-05,False,0.005251313484731405,0.0,2.5123892193378598e-05,0.0,0.0,1,0.0,2.5123892193378598e-05,3.4125335450618186e-05,True,True,False,4.766079243051449,ho3_20260913
BERNER,243151,21874,NOM,33,0.02,0.01,two_sided,S_9,12,42,42,0.02902280621313854,0.04902280621313854,0.011384315883025097,-0.03763849033011344,0.0,0.00902280621313854,-0.0023615096698865567,False,0.017638490330113443,0.0,0.009847780618173367,0.0,0.0,0,0.0,0.009847780618173367,0.0015365352648517288,True,True,False,1.6891132391927717,ho3_20260913
BERNER,243151,21874,NOM,33,0.02,0.01,two_sided,S_13,13,656,656,0.04086008504437508,0.060860085044375074,0.05577891573913411,-0.00508116930524096,0.0,0.020860085044375073,-0.03491883069475904,False,0.0,0.0,0.060762918391317186,5.924922764399678e-05,1.7272675882947788e-05,3,5.078505226628296e-05,0.060762918391317186,-0.004984002652183068,False,True,False,1.489475241627116,ho3_20260913
BERNER,243151,21874,NOM,33,0.02,0.01,two_sided,S_22,14,95,95,0.021922166181984913,0.04192216618198491,0.0018367260569639003,-0.040085440125021014,0.0,0.0019221661819849131,8.544012502101281e-05,True,0.020085440125021014,0.0,0.001924333117686592,0.0,0.0,4,2.539252613314148e-05,0.001924333117686592,-8.760706072269172e-05,False,False,False,1.9123186018193539,ho3_20260913
BERNER,243151,21874,NOM,33,0.02,0.01,two_sided,S_16,15,116,116,0.030639371651456245,0.050639371651456246,0.013585001481230692,-0.03705437017022555,0.0,0.010639371651456243,-0.0029456298297744475,False,0.01705437017022555,0.0,0.010669802965875474,0.0,0.0,3,8.464175377713827e-06,0.010669802965875474,0.0029151985153552176,True,True,False,1.6527549007046765,ho3_20260913
BERNER,243151,21874,NOM,33,0.02,0.01,two_sided,S_14,16,109,109,0.0274384307616936,0.0474384307616936,0.008396461974692116,-0.03904196878700149,0.0,0.007438430761693602,-0.000958031212998514,False,0.019041968787001488,0.0,0.007493200846675167,0.0,0.0,3,1.6928350755427654e-05,0.007493200846675167,0.0009032611280169488,True,True,False,1.728904658349548,ho3_20260913
BERNER,243151,21874,NOM,33,0.02,0.01,two_sided,S_23,17,130,130,0.030976973952804767,0.05097697395280477,0.009302128740107494,-0.04167484521269727,0.0,0.010976973952804768,0.0016748452126972735,True,0.021674845212697275,0.0,0.010999554050913567,0.0,0.0,1,8.464175377713827e-06,0.010999554050913567,-0.0016974253108060725,False,False,False,1.645640856672158,ho3_20260913
BERNER,243151,21874,NOM,33,0.02,0.01,two_sided,S_21,18,141,141,0.031702426339888574,0.05170242633988858,0.010165474628634305,-0.04153695171125427,0.0,0.011702426339888576,0.0015369517112542703,True,0.02153695171125427,0.0,0.01174149399224928,0.0,0.0,0,0.0,0.01174149399224928,-0.001576019363614974,False,False,False,1.6308665395378785,ho3_20260913
BERNER,243151,21874,NOM,33,0.02,0.01,two_sided,S_20,19,112,112,0.0290895415517772,0.0490895415517772,0.009098988531042363,-0.039990553020734836,0.0,0.009089541551777202,-9.446979265161874e-06,False,0.01999055302073484,0.0,0.00909170848747888,0.0,2.3553648931292436e-06,1,0.0,0.00909170848747888,7.28004356348297e-06,True,True,False,1.6875323203152413,ho3_20260913
BERNER,243151,21874,NOM,33,0.02,0.01,two_sided,S_7,20,506,506,0.037436169611396196,0.0574361696113962,0.0334250285665919,-0.0240111410448043,0.0,0.0174361696113962,-0.015988858955195702,False,0.004011141044804298,0.0,0.033812048162501336,0.0,5.3388270910929524e-05,5,2.539252613314148e-05,0.033812048162501336,-0.0003870195959094349,False,True,False,1.5342426911622835,ho3_20260913
BERNER,243151,21874,NOM,33,0.02,0.01,two_sided,S_4,21,1561,1561,0.03191048357211499,0.051910483572114995,0.05086122984468238,-0.0010492537274326102,0.0,0.011910483572114992,-0.03895074627256739,False,0.0,0.0,0.05178583766197059,0.0012611621312793601,0.0012828887451243947,5,4.232087688856913e-05,0.05178583766197059,-0.0009246078172882107,False,True,False,1.626753272315717,ho3_20260913
BERNER,243151,21874,NOM,33,0.02,0.01,two_sided,S_2,22,3802,3802,0.0659133162909598,0.0859133162909598,0.08670701256930044,0.0007936962783406405,0.0007936962783406405,0.045913316290959794,-0.04079369627834064,False,0.0,0.0,0.08586639742228866,0.0032925642219306783,0.004025318602357877,24,0.00022853273519827331,0.08586639742228866,0.0008406151470117749,True,False,False,1.303428823270163,ho3_20260913
