fold,arm,gamma,alpha,solver_obj,solver_bound,solver_gap,solve_time,feasible_model,c_fit_q90,V_tr,V_te,cap_broken,wl_broken_asrun,max_workload_te,Tn,viol_norm,max_ratio_norm,imbalance,X,robust_lhs_max,robust_ok,PoR_pct,G_pct,beta,T_s_train,proven_infeasible
1,tight1.02,,,19666.0,1766.0,,625.3354337215424,True,4.343134005462523,456832.0,32660.0,0.0,22.0,98.30559440559443,0.3512787254927438,24.0,41.42721616035794,45.56993777639374,0.958535855875168,,,0.0304362011241687,-0.4243281471004243,1.02,1.3291014951255862,
1,tight1.05,,,20044.0,2606.0,,625.3775398731232,True,4.343134005462523,461587.0,32817.0,0.0,22.0,90.08881118881126,0.3512787254927438,24.0,36.814546153527616,40.49600076888038,0.9567256879807504,,,1.071617038141596,-0.9070782854682984,1.05,1.2911271666934263,
2,gamma0,0.0,1.0,20278.0,2318.0,0.8856889239569977,627.0585103034973,True,4.258889582937576,484191.0,30840.0,0.0,21.0,91.6993006993008,0.3076000774336454,24.0,43.063251995780185,47.36957719535821,0.962204965533659,28.746853151048946,True,0.0,0.0,,,
2,gamma1,1.0,1.0,29325.0,965.0,0.9670929241261722,636.4294576644897,True,4.258889582937576,543300.0,34295.0,0.0,24.0,99.63405835543767,0.3076000774336454,24.0,33.23890048714958,36.562790535864536,0.96221042603094,28.971605514748006,True,12.207785770491396,-11.202983138780803,,,
2,gamma2,2.0,1.0,30686.0,1611.0,0.9475004888222642,636.6424329280853,True,4.258889582937576,546008.0,34359.0,0.0,23.0,79.91160839160842,0.3076000774336454,24.0,37.19641227437042,40.91605350180748,0.9623824235186252,28.370629095804208,True,12.767069193768576,-11.410505836575876,,,
2,gamma4,4.0,1.0,inf,,,636.7094175815582,False,4.258889582937576,,,,,,,,,,,,,,,,,False
2,tight1.02,,,20724.0,1197.0,,626.999547958374,True,4.258889582937576,487329.0,30966.0,0.0,21.0,90.28601398601404,0.3076000774336454,24.0,40.09811243747521,44.107923681222736,0.9610902860702516,,,0.6480913523795362,-0.4085603112840467,1.02,1.3291801350694683,
2,tight1.05,,,20780.0,2235.0,,627.3001794815063,True,4.258889582937576,490418.0,31295.0,0.0,22.0,82.79687002652518,0.3076000774336454,24.0,36.50963117564419,40.16059429320861,0.9596206328808472,,,1.286062731442757,-1.4753566796368354,1.05,1.2912035597817697,
3,gamma0,0.0,1.0,21020.0,2111.0,0.8995718363463369,629.2452754974365,True,4.387014122927727,515518.0,54625.0,0.0,22.0,162.33076923076922,0.5235990900712453,24.0,43.16776184573588,47.48453803030948,0.9606247477326016,28.086575951748262,True,0.0,0.0,,,
3,gamma1,1.0,1.0,30121.0,2284.0,0.9241725042329272,638.8151309490204,True,4.387014122927727,573368.0,60677.0,0.0,24.0,146.1272727272728,0.5235990900712453,24.0,36.05004162691734,39.65504578960908,0.961668651312954,29.22194398615385,True,11.22172261686304,-11.079176201372997,,,
3,gamma2,2.0,1.0,30879.0,1539.0,0.9501603031186244,637.7274849414825,True,4.387014122927727,578651.0,61092.0,0.0,24.0,148.88293706293717,0.5235990900712453,24.0,40.71211510947517,44.783326620422685,0.9636265690499404,35.435161438372354,True,12.246517095426348,-11.838901601830663,,,
3,gamma4,4.0,1.0,inf,,,638.5244896411896,False,4.387014122927727,,,,,,,,,,,,,,,,,False
3,tight1.02,,,21559.0,1917.0,,629.252692937851,True,4.387014122927727,518178.0,54952.0,0.0,22.0,139.11930069930082,0.5235990900712453,24.0,40.179934395696975,44.19792783526668,0.9597510794431524,,,0.5159858627632788,-0.5986270022883295,1.02,1.332674025726567,
3,tight1.05,,,21905.0,1222.0,,629.3034164905548,True,4.387014122927727,524737.0,55859.0,0.0,22.0,144.0011188811189,0.5235990900712453,24.0,44.07910689806433,48.48701758787077,0.961145962998899,,,1.7882983717348375,-2.259038901601831,1.05,1.294597624991522,
