size_n,instance_seed,method,solver_seed,solver_probe,status,visits,time_s,best_found_visits,rel_rank_pct,max_workload,workload_std_dev,cap_broken,wl_broken,num_orders,num_itemsets,num_skus,num_stations,hexaly_returned_visits,hexaly_elapsed_s,hexaly_optimal_inferred
50,1006,GA,20240612,False,OK,7085.0,43.673173666000366,6873.0,3.0845336825258256,3952.0,279.5062789992382,0.0,0.0,1814.0,nan,50.0,5.0,,,
50,1006,Hexaly,-1,False,OK,6873.0,119.84753894805908,6873.0,0.0,3951.0,461.20728528504407,0.0,0.0,1814.0,nan,50.0,5.0,6873.0,119.84753894805908,False
50,1007,Heuristic,-1,False,OK,9336.0,2.156020164489746,8795.0,6.151222285389426,6217.0,1214.7590049059113,0.0,2.0,2421.0,nan,50.0,5.0,,,
50,1007,SA-C,-1,False,OK,8816.0,62.935824155807495,8795.0,0.23877202956225127,5198.0,304.80065616727273,0.0,0.0,2421.0,nan,50.0,5.0,,,
50,1007,GA,20240612,False,OK,9166.0,56.1103310585022,8795.0,4.218305855599772,5271.0,493.6041328838323,0.0,0.0,2421.0,nan,50.0,5.0,,,
50,1007,Hexaly,-1,False,OK,8795.0,120.85134315490723,8795.0,0.0,5216.0,462.55101340284625,0.0,0.0,2421.0,nan,50.0,5.0,8795.0,120.85134315490723,False
50,1008,Heuristic,-1,False,OK,8030.0,1.8597004413604736,7946.0,1.0571356657437705,5900.0,1481.4453212994397,0.0,3.0,2109.0,nan,50.0,5.0,,,
50,1008,SA-C,-1,False,OK,8093.0,55.430243730545044,7946.0,1.8499874150515982,4565.0,676.7932032755648,0.0,0.0,2109.0,nan,50.0,5.0,,,
50,1008,GA,20240612,False,OK,8074.0,49.67960333824158,7946.0,1.6108733954190788,4513.0,338.0879175599152,0.0,0.0,2109.0,nan,50.0,5.0,,,
50,1008,Hexaly,-1,False,OK,7946.0,120.11477756500244,7946.0,0.0,4583.0,732.7909933944329,0.0,0.0,2109.0,nan,50.0,5.0,7946.0,120.11477756500244,False
50,1009,Heuristic,-1,False,OK,8164.0,1.7885303497314453,7670.0,6.440677966101695,5353.0,917.2204969362601,0.0,2.0,2033.0,nan,50.0,5.0,,,
50,1009,SA-C,-1,False,OK,7750.0,54.368870973587036,7670.0,1.0430247718383312,4304.0,275.31262230417263,0.0,0.0,2033.0,nan,50.0,5.0,,,
50,1009,GA,20240612,False,OK,7895.0,49.82467317581177,7670.0,2.9335071707953064,4303.0,414.869907320355,0.0,0.0,2033.0,nan,50.0,5.0,,,
50,1009,Hexaly,-1,False,OK,7670.0,120.1180317401886,7670.0,0.0,4437.0,577.4289913054245,0.0,0.0,2033.0,nan,50.0,5.0,7670.0,120.1180317401886,False
50,1010,Heuristic,-1,False,OK,7996.0,1.8909640312194824,7931.0,0.8195687807338293,5891.0,1404.2158523531916,0.0,2.0,2158.0,nan,50.0,5.0,,,
50,1010,SA-C,-1,False,OK,7977.0,57.42052459716797,7931.0,0.5800025217500946,4691.0,458.3236411096421,0.0,0.0,2158.0,nan,50.0,5.0,,,
50,1010,GA,20240612,False,OK,8235.0,50.20623517036438,7931.0,3.8330601437397553,4668.0,524.9675799513718,0.0,0.0,2158.0,nan,50.0,5.0,,,
50,1010,Hexaly,-1,False,OK,7931.0,120.62618708610535,7931.0,0.0,4698.0,472.0361850536461,0.0,0.0,2158.0,nan,50.0,5.0,7931.0,120.62618708610535,False
50,1011,Heuristic,-1,False,OK,6518.0,1.4900596141815186,6306.0,3.3618775769108784,4457.0,655.7300054138136,0.0,1.0,1661.0,nan,50.0,5.0,,,
50,1011,SA-C,-1,False,OK,6342.0,45.57376837730408,6306.0,0.570884871550904,3644.0,369.5351674739496,0.0,0.0,1661.0,nan,50.0,5.0,,,
50,1011,GA,20240612,False,OK,6410.0,40.107643604278564,6306.0,1.649222962258167,3577.0,293.9834008919551,0.0,0.0,1661.0,nan,50.0,5.0,,,
50,1011,Hexaly,-1,False,OK,6306.0,120.10367059707642,6306.0,0.0,3566.0,344.81914100003206,0.0,0.0,1661.0,nan,50.0,5.0,6306.0,120.10367059707642,False
50,1012,Heuristic,-1,False,OK,8856.0,2.214752197265625,8856.0,0.0,8237.0,2074.9410208485447,0.0,2.0,2478.0,nan,50.0,5.0,,,
50,1012,SA-C,-1,False,OK,9607.0,64.71463465690613,8856.0,8.480126467931346,5428.0,365.1211305854538,0.0,0.0,2478.0,nan,50.0,5.0,,,
50,1012,GA,20240612,False,OK,9631.0,57.983455419540405,8856.0,8.751129177958447,5343.0,421.8922137228892,0.0,0.0,2478.0,nan,50.0,5.0,,,
50,1012,Hexaly,-1,False,OK,9528.0,120.11834168434143,8856.0,7.588075880758808,5343.0,296.49053947807505,0.0,0.0,2478.0,nan,50.0,5.0,9528.0,120.11834168434143,False
500,1001,Heuristic,-1,False,OK,88421.0,21.62340760231018,86253.0,2.513535761074977,52687.0,4532.703917089666,0.0,0.0,24044.0,nan,500.0,5.0,,,
500,1001,SA-C,-1,False,OK,102546.0,365.35633277893066,86253.0,18.88977774686098,49645.0,1447.7564712340263,0.0,0.0,24044.0,nan,500.0,5.0,,,
500,1001,GA,20240612,False,OK,98479.0,304.2749938964844,86253.0,14.174579434918206,50464.0,2267.056946792471,0.0,0.0,24044.0,nan,500.0,5.0,,,
500,1001,Hexaly,-1,False,OK,86253.0,311.1281490325928,86253.0,0.0,52123.0,6509.796095116959,0.0,0.0,24044.0,nan,500.0,5.0,86253.0,311.1281490325928,False
500,1002,Heuristic,-1,False,OK,77167.0,18.64667844772339,74609.0,3.428540792665764,48104.0,4285.541832720805,0.0,1.0,20913.0,nan,500.0,5.0,,,
500,1002,SA-C,-1,False,OK,89042.0,339.51207208633423,74609.0,19.344851157367074,45858.0,2689.377771901895,0.0,0.0,20913.0,nan,500.0,5.0,,,
500,1002,GA,20240612,False,OK,84514.0,304.0867614746094,74609.0,13.275878245251914,45937.0,2826.4392439958797,0.0,0.0,20913.0,nan,500.0,5.0,,,
500,1002,Hexaly,-1,False,OK,74609.0,309.226199388504,74609.0,0.0,45766.0,4471.295427501967,0.0,0.0,20913.0,nan,500.0,5.0,74609.0,309.226199388504,False
500,1003,Heuristic,-1,False,OK,70732.0,16.549368143081665,68630.0,3.062800524551945,41423.0,3700.705208470407,0.0,1.0,18431.0,nan,500.0,5.0,,,
500,1003,SA-C,-1,False,OK,78727.0,323.73860716819763,68630.0,14.712224974500947,38487.0,1261.724312201362,0.0,0.0,18431.0,nan,500.0,5.0,,,
500,1003,GA,20240612,False,OK,75609.0,303.089102268219,68630.0,10.169022293457672,39956.0,1745.9597475314258,0.0,0.0,18431.0,nan,500.0,5.0,,,
500,1003,Hexaly,-1,False,OK,68630.0,308.2780590057373,68630.0,0.0,40463.0,5137.832484618391,0.0,0.0,18431.0,nan,500.0,5.0,68630.0,308.2780590057373,False
500,1004,Heuristic,-1,False,OK,85798.0,21.238596200942993,84820.0,1.1530299457675077,67069.0,11538.49290678813,0.0,1.0,23792.0,nan,500.0,5.0,,,
500,1004,SA-C,-1,False,OK,99840.0,367.3857901096344,84820.0,17.70808771516152,50310.0,1658.0952204261373,0.0,0.0,23792.0,nan,500.0,5.0,,,
500,1004,GA,20240612,False,OK,95038.0,300.7837836742401,84820.0,12.046687102098561,52129.0,6458.566230983469,0.0,0.0,23792.0,nan,500.0,5.0,,,
500,1004,Hexaly,-1,False,OK,84820.0,311.25735569000244,84820.0,0.0,52198.0,5235.843786821757,0.0,0.0,23792.0,nan,500.0,5.0,84820.0,311.25735569000244,False
500,1005,Heuristic,-1,False,OK,82337.0,19.1274094581604,80122.0,2.764534085519583,46658.0,3780.9110859685657,0.0,0.0,21311.0,nan,500.0,5.0,,,
500,1005,SA-C,-1,False,OK,91275.0,345.70800971984863,80122.0,13.920021966501086,45816.0,2167.8793877889057,0.0,0.0,21311.0,nan,500.0,5.0,,,
500,1005,GA,20240612,False,OK,88137.0,301.4962246417999,80122.0,10.003494670627294,46102.0,2036.986362251844,0.0,0.0,21311.0,nan,500.0,5.0,,,
500,1005,Hexaly,-1,False,OK,80122.0,310.00906252861023,80122.0,0.0,44983.0,2091.110001888949,0.0,0.0,21311.0,nan,500.0,5.0,80122.0,310.00906252861023,False
500,1006,Heuristic,-1,False,OK,64064.0,14.905659914016724,61398.0,4.342160982442425,41738.0,5088.3293368255945,0.0,1.0,16524.0,nan,500.0,5.0,,,
500,1006,SA-C,-1,False,OK,70697.0,305.8181493282318,61398.0,15.145444477018795,35967.0,3131.4675537198214,0.0,0.0,16524.0,nan,500.0,5.0,,,
500,1006,GA,20240612,False,OK,68115.0,303.85969519615173,61398.0,10.94009576859181,34474.0,1028.0785184021695,0.0,0.0,16524.0,nan,500.0,5.0,,,
500,1006,Hexaly,-1,False,OK,61398.0,307.8510231971741,61398.0,0.0,36370.0,6504.286359009726,0.0,0.0,16524.0,nan,500.0,5.0,61398.0,307.8510231971741,False
500,1007,Heuristic,-1,False,OK,85494.0,19.953877687454224,82724.0,3.3484841158551326,52959.0,6221.970318154853,0.0,2.0,22332.0,nan,500.0,5.0,,,
500,1007,SA-C,-1,False,OK,95097.0,361.14488101005554,82724.0,14.95696533049659,47249.0,1682.5629973347209,0.0,0.0,22332.0,nan,500.0,5.0,,,
500,1007,GA,20240612,False,OK,92694.0,304.73778557777405,82724.0,12.05212513901649,48115.0,2652.29022544668,0.0,0.0,22332.0,nan,500.0,5.0,,,
500,1007,Hexaly,-1,False,OK,82724.0,310.3114821910858,82724.0,0.0,49147.0,6678.655930649519,0.0,0.0,22332.0,nan,500.0,5.0,82724.0,310.3114821910858,False
500,1008,Heuristic,-1,False,OK,95606.0,22.36799693107605,92417.0,3.450663838904098,59075.0,5766.305000604806,0.0,1.0,24865.0,nan,500.0,5.0,,,
500,1008,SA-C,-1,False,OK,105880.0,380.04180455207825,92417.0,14.567666122033826,53190.0,1850.696884959825,0.0,0.0,24865.0,nan,500.0,5.0,,,
500,1008,GA,20240612,False,OK,102737.0,303.38218688964844,92417.0,11.166776675287014,53981.0,2149.015253552194,0.0,0.0,24865.0,nan,500.0,5.0,,,
500,1008,Hexaly,-1,False,OK,92417.0,311.21288776397705,92417.0,0.0,54788.0,7636.56476172369,0.0,0.0,24865.0,nan,500.0,5.0,92417.0,311.21288776397705,False
500,1009,Heuristic,-1,False,OK,77946.0,18.373817443847656,75894.0,2.70377104909479,51410.0,6002.103944451479,0.0,1.0,20491.0,nan,500.0,5.0,,,
500,1009,SA-C,-1,False,OK,87076.0,336.45003962516785,75894.0,14.733707539462936,41566.0,432.5059074741061,0.0,0.0,20491.0,nan,500.0,5.0,,,
500,1009,GA,20240612,False,OK,84205.0,303.05409574508667,75894.0,10.950799799720663,43609.0,2177.3424535428503,0.0,0.0,20491.0,nan,500.0,5.0,,,
500,1009,Hexaly,-1,False,OK,75894.0,309.66583490371704,75894.0,0.0,44815.0,6361.027413869555,0.0,0.0,20491.0,nan,500.0,5.0,75894.0,309.66583490371704,False
500,1010,Heuristic,-1,False,OK,58905.0,14.036333560943604,57201.0,2.9789688991451198,35777.0,3353.6899916360785,0.0,1.0,15621.0,nan,500.0,5.0,,,
500,1010,SA-C,-1,False,OK,66708.0,300.82202100753784,57201.0,16.620338805265643,32587.0,777.7121318328524,0.0,0.0,15621.0,nan,500.0,5.0,,,
500,1010,GA,20240612,False,OK,64099.0,301.8685677051544,57201.0,12.059229733745914,32436.0,1134.0517448511773,0.0,0.0,15621.0,nan,500.0,5.0,,,
500,1010,Hexaly,-1,False,OK,57201.0,306.94355726242065,57201.0,0.0,34188.0,5160.6768315793615,0.0,0.0,15621.0,nan,500.0,5.0,57201.0,306.94355726242065,False
1000,1001,Heuristic,-1,False,OK,230434.0,41.06676006317139,230434.0,0.0,54859.0,5208.2753085834465,0.0,2.0,45116.0,nan,1000.0,10.0,,,
1000,1001,SA-C,-1,False,OK,281104.0,798.8699066638947,230434.0,21.988942603956012,48174.0,2716.246028989274,0.0,0.0,45116.0,nan,1000.0,10.0,,,
1000,1001,GA,20240612,False,OK,275112.0,607.5886960029602,230434.0,19.38863188591961,48887.0,2840.8879756160745,0.0,0.0,45116.0,nan,1000.0,10.0,,,
1000,1001,Hexaly,-1,False,OK,231578.0,641.6659100055695,230434.0,0.49645451626062126,49119.0,3020.808449736593,0.0,0.0,45116.0,nan,1000.0,10.0,231578.0,641.6659100055695,False
1000,1002,Heuristic,-1,False,OK,192058.0,34.85175943374634,192058.0,0.0,54315.0,8406.479070336165,0.0,3.0,38741.0,nan,1000.0,10.0,,,
1000,1002,SA-C,-1,False,OK,240634.0,725.3951840400696,192058.0,25.292359599704255,42572.0,1909.5647566919536,0.0,0.0,38741.0,nan,1000.0,10.0,,,
1000,1002,GA,20240612,False,OK,234199.0,609.3071641921997,192058.0,21.941809245123867,42395.0,2362.6311942408615,0.0,0.0,38741.0,nan,1000.0,10.0,,,
1000,1002,Hexaly,-1,False,OK,192767.0,635.2693381309509,192058.0,0.3691593164564871,42343.0,4692.226972344795,0.0,0.0,38741.0,nan,1000.0,10.0,192767.0,635.2693381309509,False
1000,1003,Heuristic,-1,False,OK,200232.0,33.91643500328064,199046.0,0.5958421671372447,48483.0,7510.3055863260315,0.0,3.0,37635.0,nan,1000.0,10.0,,,
1000,1003,SA-C,-1,False,OK,234199.0,768.92284989357,199046.0,17.660741738090692,41186.0,3013.685351857423,0.0,0.0,37635.0,nan,1000.0,10.0,,,
1000,1003,GA,20240612,False,OK,231326.0,601.265332698822,199046.0,16.217356791897352,40624.0,1754.6339789255194,0.0,0.0,37635.0,nan,1000.0,10.0,,,
1000,1003,Hexaly,-1,False,OK,199046.0,634.2116746902466,199046.0,0.0,41111.0,2724.6234235211296,0.0,0.0,37635.0,nan,1000.0,10.0,199046.0,634.2116746902466,False
1000,1004,Heuristic,-1,False,OK,162641.0,30.126142978668213,162641.0,0.0,50402.0,8931.050421982849,0.0,3.0,33481.0,nan,1000.0,10.0,,,
1000,1004,SA-C,-1,False,OK,206836.0,679.4792413711548,162641.0,27.17334497451442,36134.0,2082.120563271974,0.0,0.0,33481.0,nan,1000.0,10.0,,,
1000,1004,GA,20240612,False,OK,200193.0,603.7460203170776,162641.0,23.08888902552247,35800.0,1953.46288421357,0.0,0.0,33481.0,nan,1000.0,10.0,,,
1000,1004,Hexaly,-1,False,OK,162668.0,630.1412031650543,162641.0,0.0166009800726754,36764.0,2700.1754091169705,0.0,0.0,33481.0,nan,1000.0,10.0,162668.0,630.1412031650543,False
2000,1001,Heuristic,-1,False,OK,411888.0,61.98693299293518,411888.0,0.0,48676.0,7009.759906551721,0.0,6.0,67637.0,nan,2000.0,20.0,,,
2000,1001,SA-C,-1,False,OK,528303.0,1326.1828455924988,411888.0,28.26375131103601,37165.0,3100.5715839986665,0.0,0.0,67637.0,nan,2000.0,20.0,,,
2000,1001,GA,20240612,False,OK,522402.0,1209.642436504364,411888.0,26.831080293672066,35930.0,1606.231722853213,0.0,0.0,67637.0,nan,2000.0,20.0,,,
2000,1001,Hexaly,-1,False,OK,429382.0,1332.37979722023,411888.0,4.247271102824069,37180.0,2864.460289042248,0.0,0.0,67637.0,nan,2000.0,20.0,429382.0,1332.37979722023,False
2000,1002,Heuristic,-1,False,OK,565148.0,86.39664602279663,565148.0,0.0,58638.0,8883.91105538546,0.0,7.0,94705.0,nan,2000.0,20.0,,,
2000,1002,SA-C,-1,False,OK,741011.0,1570.1250190734863,565148.0,31.118043415176203,51325.0,3504.6858118810023,0.0,0.0,94705.0,nan,2000.0,20.0,,,
2000,1002,GA,20240612,False,OK,732053.0,1238.877941608429,565148.0,29.532971894087922,51562.0,2270.6105874852256,0.0,0.0,94705.0,nan,2000.0,20.0,,,
2000,1002,Hexaly,-1,False,OK,600525.0,1385.6933996677399,565148.0,6.259776200216581,52090.0,4587.617773965045,0.0,0.0,94705.0,nan,2000.0,20.0,600525.0,1385.6933996677399,False
2000,1003,Heuristic,-1,False,OK,472942.0,67.73435163497925,472942.0,0.0,47642.0,6165.990986654131,0.0,5.0,73753.0,nan,2000.0,20.0,,,
2000,1003,SA-C,-1,False,OK,577155.0,1421.8820118904114,472942.0,22.035048695188838,39762.0,2396.529333744947,0.0,0.0,73753.0,nan,2000.0,20.0,,,
2000,1003,GA,20240612,False,OK,572145.0,1220.4896717071533,472942.0,20.97572218157829,39777.0,1236.7668525231422,0.0,0.0,73753.0,nan,2000.0,20.0,,,
2000,1003,Hexaly,-1,False,OK,490382.0,1339.587429523468,472942.0,3.6875557679377176,40066.0,2219.8311529258253,0.0,0.0,73753.0,nan,2000.0,20.0,490382.0,1339.587429523468,False
