size_n,instance_seed,method,solver_seed,solver_probe,status,visits,time_s,best_found_visits,rel_rank_pct,max_workload,workload_std_dev,cap_broken,wl_broken,num_orders,num_itemsets,num_skus,num_stations,hexaly_returned_visits,hexaly_elapsed_s,hexaly_optimal_inferred,hexaly_ref_visits,hexaly_optimal_inferred_ref,hexaly_elapsed_s_ref,rel_gap_to_hexaly,gap_label
500,1004,SA-C,-1,False,OK,99840.0,367.3857901096344,84820.0,17.70808771516152,50310.0,1658.0952204261373,0.0,0.0,23792.0,,500.0,5.0,,,,84820.0,False,311.25735569000244,0.1770808771516152,gap_to_best_feasible_budget
500,1004,GA,20240612,False,OK,95038.0,300.7837836742401,84820.0,12.04668710209856,52129.0,6458.566230983469,0.0,0.0,23792.0,,500.0,5.0,,,,84820.0,False,311.25735569000244,0.12046687102098562,gap_to_best_feasible_budget
500,1004,Hexaly,-1,False,OK,84820.0,311.25735569000244,84820.0,0.0,52198.0,5235.843786821757,0.0,0.0,23792.0,,500.0,5.0,84820.0,311.25735569000244,False,84820.0,False,311.25735569000244,0.0,gap_to_best_feasible_budget
500,1005,Heuristic,-1,False,OK,82337.0,19.1274094581604,80122.0,2.764534085519583,46658.0,3780.9110859685657,0.0,0.0,21311.0,,500.0,5.0,,,,80122.0,False,310.00906252861023,0.027645340855195825,gap_to_best_feasible_budget
500,1005,SA-C,-1,False,OK,91275.0,345.70800971984863,80122.0,13.920021966501086,45816.0,2167.8793877889057,0.0,0.0,21311.0,,500.0,5.0,,,,80122.0,False,310.00906252861023,0.13920021966501087,gap_to_best_feasible_budget
500,1005,GA,20240612,False,OK,88137.0,301.4962246417999,80122.0,10.003494670627294,46102.0,2036.986362251844,0.0,0.0,21311.0,,500.0,5.0,,,,80122.0,False,310.00906252861023,0.10003494670627293,gap_to_best_feasible_budget
500,1005,Hexaly,-1,False,OK,80122.0,310.00906252861023,80122.0,0.0,44983.0,2091.110001888949,0.0,0.0,21311.0,,500.0,5.0,80122.0,310.00906252861023,False,80122.0,False,310.00906252861023,0.0,gap_to_best_feasible_budget
500,1006,Heuristic,-1,False,OK,64064.0,14.905659914016724,61398.0,4.342160982442425,41738.0,5088.3293368255945,0.0,1.0,16524.0,,500.0,5.0,,,,61398.0,False,307.8510231971741,0.04342160982442425,gap_to_best_feasible_budget
500,1006,SA-C,-1,False,OK,70697.0,305.8181493282318,61398.0,15.145444477018795,35967.0,3131.4675537198214,0.0,0.0,16524.0,,500.0,5.0,,,,61398.0,False,307.8510231971741,0.15145444477018796,gap_to_best_feasible_budget
500,1006,GA,20240612,False,OK,68115.0,303.85969519615173,61398.0,10.94009576859181,34474.0,1028.0785184021695,0.0,0.0,16524.0,,500.0,5.0,,,,61398.0,False,307.8510231971741,0.10940095768591811,gap_to_best_feasible_budget
500,1006,Hexaly,-1,False,OK,61398.0,307.8510231971741,61398.0,0.0,36370.0,6504.286359009726,0.0,0.0,16524.0,,500.0,5.0,61398.0,307.8510231971741,False,61398.0,False,307.8510231971741,0.0,gap_to_best_feasible_budget
500,1007,Heuristic,-1,False,OK,85494.0,19.953877687454224,82724.0,3.3484841158551326,52959.0,6221.970318154853,0.0,2.0,22332.0,,500.0,5.0,,,,82724.0,False,310.3114821910858,0.033484841158551326,gap_to_best_feasible_budget
500,1007,SA-C,-1,False,OK,95097.0,361.14488101005554,82724.0,14.95696533049659,47249.0,1682.5629973347209,0.0,0.0,22332.0,,500.0,5.0,,,,82724.0,False,310.3114821910858,0.1495696533049659,gap_to_best_feasible_budget
500,1007,GA,20240612,False,OK,92694.0,304.73778557777405,82724.0,12.05212513901649,48115.0,2652.29022544668,0.0,0.0,22332.0,,500.0,5.0,,,,82724.0,False,310.3114821910858,0.12052125139016488,gap_to_best_feasible_budget
500,1007,Hexaly,-1,False,OK,82724.0,310.3114821910858,82724.0,0.0,49147.0,6678.655930649519,0.0,0.0,22332.0,,500.0,5.0,82724.0,310.3114821910858,False,82724.0,False,310.3114821910858,0.0,gap_to_best_feasible_budget
500,1008,Heuristic,-1,False,OK,95606.0,22.36799693107605,92417.0,3.450663838904098,59075.0,5766.305000604806,0.0,1.0,24865.0,,500.0,5.0,,,,92417.0,False,311.21288776397705,0.03450663838904098,gap_to_best_feasible_budget
500,1008,SA-C,-1,False,OK,105880.0,380.0418045520783,92417.0,14.567666122033826,53190.0,1850.696884959825,0.0,0.0,24865.0,,500.0,5.0,,,,92417.0,False,311.21288776397705,0.14567666122033826,gap_to_best_feasible_budget
500,1008,GA,20240612,False,OK,102737.0,303.38218688964844,92417.0,11.166776675287014,53981.0,2149.015253552194,0.0,0.0,24865.0,,500.0,5.0,,,,92417.0,False,311.21288776397705,0.11166776675287014,gap_to_best_feasible_budget
500,1008,Hexaly,-1,False,OK,92417.0,311.21288776397705,92417.0,0.0,54788.0,7636.56476172369,0.0,0.0,24865.0,,500.0,5.0,92417.0,311.21288776397705,False,92417.0,False,311.21288776397705,0.0,gap_to_best_feasible_budget
500,1009,Heuristic,-1,False,OK,77946.0,18.373817443847656,75894.0,2.70377104909479,51410.0,6002.103944451479,0.0,1.0,20491.0,,500.0,5.0,,,,75894.0,False,309.66583490371704,0.0270377104909479,gap_to_best_feasible_budget
500,1009,SA-C,-1,False,OK,87076.0,336.45003962516785,75894.0,14.733707539462936,41566.0,432.5059074741061,0.0,0.0,20491.0,,500.0,5.0,,,,75894.0,False,309.66583490371704,0.14733707539462934,gap_to_best_feasible_budget
500,1009,GA,20240612,False,OK,84205.0,303.05409574508667,75894.0,10.950799799720665,43609.0,2177.3424535428503,0.0,0.0,20491.0,,500.0,5.0,,,,75894.0,False,309.66583490371704,0.10950799799720663,gap_to_best_feasible_budget
500,1009,Hexaly,-1,False,OK,75894.0,309.66583490371704,75894.0,0.0,44815.0,6361.027413869555,0.0,0.0,20491.0,,500.0,5.0,75894.0,309.66583490371704,False,75894.0,False,309.66583490371704,0.0,gap_to_best_feasible_budget
500,1010,Heuristic,-1,False,OK,58905.0,14.036333560943604,57201.0,2.97896889914512,35777.0,3353.6899916360785,0.0,1.0,15621.0,,500.0,5.0,,,,57201.0,False,306.94355726242065,0.029789688991451197,gap_to_best_feasible_budget
500,1010,SA-C,-1,False,OK,66708.0,300.82202100753784,57201.0,16.620338805265643,32587.0,777.7121318328524,0.0,0.0,15621.0,,500.0,5.0,,,,57201.0,False,306.94355726242065,0.16620338805265641,gap_to_best_feasible_budget
500,1010,GA,20240612,False,OK,64099.0,301.8685677051544,57201.0,12.059229733745914,32436.0,1134.051744851177,0.0,0.0,15621.0,,500.0,5.0,,,,57201.0,False,306.94355726242065,0.12059229733745913,gap_to_best_feasible_budget
500,1010,Hexaly,-1,False,OK,57201.0,306.94355726242065,57201.0,0.0,34188.0,5160.6768315793615,0.0,0.0,15621.0,,500.0,5.0,57201.0,306.94355726242065,False,57201.0,False,306.94355726242065,0.0,gap_to_best_feasible_budget
1000,1001,Heuristic,-1,False,OK,230434.0,41.06676006317139,230434.0,0.0,54859.0,5208.275308583447,0.0,2.0,45116.0,,1000.0,10.0,,,,231578.0,False,641.6659100055695,-0.004940020209173583,gap_to_best_feasible_budget
1000,1001,SA-C,-1,False,OK,281104.0,798.8699066638947,230434.0,21.98894260395601,48174.0,2716.246028989274,0.0,0.0,45116.0,,1000.0,10.0,,,,231578.0,False,641.6659100055695,0.21386314762196754,gap_to_best_feasible_budget
1000,1001,GA,20240612,False,OK,275112.0,607.5886960029602,230434.0,19.38863188591961,48887.0,2840.8879756160745,0.0,0.0,45116.0,,1000.0,10.0,,,,231578.0,False,641.6659100055695,0.18798849631657585,gap_to_best_feasible_budget
1000,1001,Hexaly,-1,False,OK,231578.0,641.6659100055695,230434.0,0.4964545162606212,49119.0,3020.808449736593,0.0,0.0,45116.0,,1000.0,10.0,231578.0,641.6659100055695,False,231578.0,False,641.6659100055695,0.0,gap_to_best_feasible_budget
1000,1002,Heuristic,-1,False,OK,192058.0,34.85175943374634,192058.0,0.0,54315.0,8406.479070336165,0.0,3.0,38741.0,,1000.0,10.0,,,,192767.0,False,635.2693381309509,-0.00367801542795188,gap_to_best_feasible_budget
1000,1002,SA-C,-1,False,OK,240634.0,725.3951840400696,192058.0,25.292359599704252,42572.0,1909.5647566919536,0.0,0.0,38741.0,,1000.0,10.0,,,,192767.0,False,635.2693381309509,0.2483153236809205,gap_to_best_feasible_budget
1000,1002,GA,20240612,False,OK,234199.0,609.3071641921997,192058.0,21.941809245123867,42395.0,2362.631194240861,0.0,0.0,38741.0,,1000.0,10.0,,,,192767.0,False,635.2693381309509,0.21493305389407938,gap_to_best_feasible_budget
1000,1002,Hexaly,-1,False,OK,192767.0,635.2693381309509,192058.0,0.3691593164564871,42343.0,4692.226972344795,0.0,0.0,38741.0,,1000.0,10.0,192767.0,635.2693381309509,False,192767.0,False,635.2693381309509,0.0,gap_to_best_feasible_budget
1000,1003,Heuristic,-1,False,OK,200232.0,33.91643500328064,199046.0,0.5958421671372447,48483.0,7510.305586326031,0.0,3.0,37635.0,,1000.0,10.0,,,,199046.0,False,634.2116746902466,0.0059584216713724466,gap_to_best_feasible_budget
1000,1003,SA-C,-1,False,OK,234199.0,768.92284989357,199046.0,17.660741738090692,41186.0,3013.685351857423,0.0,0.0,37635.0,,1000.0,10.0,,,,199046.0,False,634.2116746902466,0.17660741738090693,gap_to_best_feasible_budget
1000,1003,GA,20240612,False,OK,231326.0,601.265332698822,199046.0,16.217356791897352,40624.0,1754.6339789255194,0.0,0.0,37635.0,,1000.0,10.0,,,,199046.0,False,634.2116746902466,0.1621735679189735,gap_to_best_feasible_budget
1000,1003,Hexaly,-1,False,OK,199046.0,634.2116746902466,199046.0,0.0,41111.0,2724.6234235211296,0.0,0.0,37635.0,,1000.0,10.0,199046.0,634.2116746902466,False,199046.0,False,634.2116746902466,0.0,gap_to_best_feasible_budget
1000,1004,Heuristic,-1,False,OK,162641.0,30.126142978668213,162641.0,0.0,50402.0,8931.050421982849,0.0,3.0,33481.0,,1000.0,10.0,,,,162668.0,False,630.1412031650543,-0.00016598224604716356,gap_to_best_feasible_budget
1000,1004,SA-C,-1,False,OK,206836.0,679.4792413711548,162641.0,27.17334497451442,36134.0,2082.120563271974,0.0,0.0,33481.0,,1000.0,10.0,,,,162668.0,False,630.1412031650543,0.2715223645707822,gap_to_best_feasible_budget
1000,1004,GA,20240612,False,OK,200193.0,603.7460203170776,162641.0,23.08888902552247,35800.0,1953.46288421357,0.0,0.0,33481.0,,1000.0,10.0,,,,162668.0,False,630.1412031650543,0.23068458455258564,gap_to_best_feasible_budget
1000,1004,Hexaly,-1,False,OK,162668.0,630.1412031650543,162641.0,0.0166009800726754,36764.0,2700.1754091169705,0.0,0.0,33481.0,,1000.0,10.0,162668.0,630.1412031650543,False,162668.0,False,630.1412031650543,0.0,gap_to_best_feasible_budget
2000,1001,Heuristic,-1,False,OK,411888.0,61.98693299293518,411888.0,0.0,48676.0,7009.759906551721,0.0,6.0,67637.0,,2000.0,20.0,,,,429382.0,False,1332.37979722023,-0.040742276108453546,gap_to_best_feasible_budget
2000,1001,SA-C,-1,False,OK,528303.0,1326.1828455924988,411888.0,28.26375131103601,37165.0,3100.5715839986665,0.0,0.0,67637.0,,2000.0,20.0,,,,429382.0,False,1332.37979722023,0.2303799414041576,gap_to_best_feasible_budget
