fold,arm,gamma,alpha,solver_obj,solver_bound,solver_gap,solve_time,feasible_model,c_fit_q90,V_tr,V_te,cap_broken,wl_broken_asrun,max_workload_te,Tn,viol_norm,max_ratio_norm,imbalance,X,robust_lhs_max,robust_ok,PoR_pct,G_pct,proven_infeasible,beta,T_s_train
0,gamma8,8.0,1.0,inf,inf,,33.08201599121094,False,69.98687321571666,,,,,,,,,,,,,,,True,,
0,gamma8_a0.25,8.0,0.25,inf,30312.000000000004,,465.119291305542,False,69.98687321571666,,,,,,,,,,,,,,,False,,
0,gamma8_a0.5,8.0,0.5,inf,30312.0,,364.043363571167,False,69.98687321571666,,,,,,,,,,,,,,,False,,
0,hexaly_k1,,,,,,,True,69.98687321571666,208184.0,220053.0,0.0,4.0,86019.0,50173.0,3.0,1.714448009885795,1.8859059666969955,0.1101558817403505,,,-3.4477641013273472,3.407150538814389,,,
0,tight1.02,,,46395.0,,,27.77383804321289,True,69.98687321571666,222300.0,236292.0,0.0,4.0,75182.0,50173.0,2.0,1.4984553445080022,1.6483123773609725,0.0826080045602534,,,3.0989991559146266,-3.721001689967737,,1.02,42065.0
0,tight1.05,,,43441.0,,,27.520395517349243,True,69.98687321571666,217008.0,229171.0,0.0,3.0,76206.0,50173.0,2.0,1.5188647280409782,1.6707628558587198,0.0916325926575534,,,0.6446586092070236,-0.5952198055439721,,1.05,43302.0
1,gamma0,0.0,0.25,51244.0,,,31.520554542541504,True,75.13482859554892,259475.0,186381.0,0.0,2.0,61246.0,41329.0,3.0,1.4819134264076073,1.6301077272152615,0.1397692415178957,54207.0,True,0.0,0.0,,,
1,gamma1_a0.25,1.0,0.25,52879.0,,,31.84778523445129,True,75.13482859554892,263079.0,191098.0,0.0,1.0,62699.0,41329.0,3.0,1.5170703380193085,1.6687804001676791,0.1088184606785683,54165.25,True,1.3889584738414105,-2.530837370762041,,,
1,gamma1_a0.5,1.0,0.5,54007.0,,,31.638429164886475,True,75.13482859554892,265673.0,193955.0,0.0,1.0,55457.0,41329.0,3.0,1.341842289917491,1.4760291974688429,0.1066625855862449,54200.5,True,2.388669428654013,-4.063718941308395,,,
1,gamma2_a0.25,2.0,0.25,53960.0,,,25.57032895088196,True,75.13482859554892,263771.0,189065.0,0.0,1.0,70678.0,41329.0,2.0,1.7101309008202472,1.8811474046324697,0.115316028665154,54081.21665420794,True,1.6556508334136237,-1.4400609504187658,,,
1,gamma2_a0.5,2.0,0.5,inf,35988.0,,204.60181307792664,False,75.13482859554892,,,,,,,,,,,,,,,False,,
1,gamma4_a0.25,4.0,0.25,51706.0,,,28.176435947418213,True,75.13482859554892,259829.0,189703.0,0.0,1.0,63636.0,41329.0,3.0,1.5397420697331172,1.6937193503097407,0.0939269530964088,54095.25,True,0.1364293284516813,-1.7823705206002758,,,
1,gamma4_a0.5,4.0,0.5,inf,35990.0,,203.294282913208,False,75.13482859554892,,,,,,,,,,,,,,,False,,
1,gamma8_a0.25,8.0,0.25,inf,35991.0,,205.7725179195404,False,75.13482859554892,,,,,,,,,,,,,,,False,,
1,gamma8_a0.5,8.0,0.5,inf,35956.0,,200.92266654968265,False,75.13482859554892,,,,,,,,,,,,,,,False,,
1,hexaly_k1,,,,,,,True,75.13482859554892,246383.0,173170.0,0.0,2.0,78774.0,41329.0,3.0,1.906022405574778,2.096628450897283,0.1980743510749432,,,-5.045572791213027,7.088168858413679,,,
1,tight1.02,,,53427.0,,,26.095152139663696,True,75.13482859554892,261835.0,189872.0,0.0,2.0,58957.0,41329.0,2.0,1.4265285876745142,1.5691842940507164,0.1102124601595613,,,0.9095288563445418,-1.8730449992220237,,1.02,50266.0
1,tight1.05,,,52254.0,,,29.25415802001953,True,75.13482859554892,260318.0,185906.0,0.0,2.0,63340.0,41329.0,2.0,1.5325800285513804,1.6858410907131025,0.1240393380664994,,,0.3248867906349359,0.25485430381852225,,1.05,51744.0
2,gamma0,0.0,0.25,59147.0,,,32.27839708328247,True,81.52737874183744,304694.0,142432.0,0.0,0.0,57993.0,31969.0,3.0,1.814038599893647,1.9954838126943573,0.1739764384056568,63557.0,True,0.0,0.0,,,
2,gamma1_a0.25,1.0,0.25,61039.0,,,31.780637502670288,True,81.52737874183744,306133.0,142024.0,0.0,0.0,57325.0,31969.0,3.0,1.7931433576277018,1.97249856987402,0.1732280416521503,63501.5,True,0.47227710424228897,0.28645248258818246,,,
2,gamma1_a0.5,1.0,0.5,63612.0,,,32.623515605926514,True,81.52737874183744,309648.0,146734.0,0.0,0.0,51571.0,31969.0,3.0,1.613156495354875,1.774508918394646,0.1541396233069674,63550.60109572345,True,1.6258935193997912,-3.020388676701865,,,
2,gamma2_a0.25,2.0,0.25,62247.0,,,27.850831747055054,True,81.52737874183744,309346.0,145150.0,0.0,0.0,55114.0,31969.0,2.0,1.723982608151647,1.8964201688623936,0.1580493511744237,63407.76200495393,True,1.526777685152973,-1.908279038418333,,,
2,gamma2_a0.5,2.0,0.5,inf,41708.0,,205.92394399642944,False,81.52737874183744,,,,,,,,,,,,,,,False,,
2,gamma4_a0.25,4.0,0.25,62216.0,,,33.638670206069946,True,81.52737874183744,308703.0,144294.0,0.0,0.0,59974.0,31969.0,3.0,1.876004879727236,2.0636481330941905,0.1543933900222368,63366.30054786172,True,1.3157462897201784,-1.3072904965176364,,,
2,gamma4_a0.5,4.0,0.5,inf,41665.0,,200.62981510162356,False,81.52737874183744,,,,,,,,,,,,,,,False,,
2,gamma8_a0.25,8.0,0.25,inf,41711.0,,202.7748682498932,False,81.52737874183744,,,,,,,,,,,,,,,False,,
2,gamma8_a0.5,8.0,0.5,inf,41663.0,,202.19453620910645,False,81.52737874183744,,,,,,,,,,,,,,,False,,
2,hexaly_k1,,,,,,,True,81.52737874183744,291950.0,132151.0,0.0,1.0,72077.0,31969.0,3.0,2.254590384434921,2.480100818505185,0.2661496707484397,,,-4.182556925965066,7.218181307571332,,,
2,tight1.02,,,63362.0,,,25.76698899269104,True,81.52737874183744,311653.0,143008.0,0.0,0.0,61855.0,31969.0,3.0,1.9348431292814916,2.1283715488802004,0.1716065153528862,,,2.283930763323203,-0.4044035048303752,,1.02,58946.0
2,tight1.05,,,60812.0,,,29.659433126449585,True,81.52737874183744,305757.0,143923.0,0.0,0.0,60838.0,31969.0,3.0,1.9030310613406736,2.093377548957621,0.1536148853533594,,,0.348874608623734,-1.0468153223994607,,1.05,60679.0
3,gamma0,0.0,0.25,68066.0,,,31.489662408828732,True,88.09688210235288,345681.0,98810.0,0.0,0.0,43961.0,22571.0,2.0,1.947676221700412,2.1424663876552685,0.2142600410597559,72945.0,True,0.0,0.0,,,
3,gamma1_a0.25,1.0,0.25,69648.0,,,31.89918541908264,True,88.09688210235288,351966.0,103110.0,0.0,0.0,42863.0,22571.0,2.0,1.8990297284125648,2.08895468196965,0.1963375185043039,72959.75,True,1.8181502599217196,-4.351786256451776,,,
3,gamma1_a0.5,1.0,0.5,69861.0,,,31.690979957580566,True,88.09688210235288,353176.0,101467.0,0.0,0.0,42131.0,22571.0,4.0,1.8665987328873328,2.0532802115125706,0.1853476372364469,72900.5,True,2.16818396151365,-2.6889990891610163,,,
3,gamma2_a0.25,2.0,0.25,67149.0,,,26.155143976211548,True,88.09688210235288,348782.0,98994.0,0.0,0.0,42166.0,22571.0,2.0,1.8681493952416817,2.054985958050819,0.220906360607002,72957.25,True,0.8970698418484093,-0.18621597004351786,,,
3,gamma2_a0.5,2.0,0.5,inf,47182.00000000001,,452.5973210334778,False,88.09688210235288,,,,,,,,,,,,,,,False,,
3,gamma4_a0.25,4.0,0.25,71306.0,,,28.270099401474,True,88.09688210235288,355120.0,99013.0,0.0,0.0,47628.0,22571.0,2.0,2.11014133179744,2.321179889248314,0.2304890009808042,72923.33193467732,True,2.7305521564679576,-0.205444793037142,,,
3,gamma4_a0.5,4.0,0.5,inf,47182.0,,348.56251525878906,False,88.09688210235288,,,,,,,,,,,,,,,False,,
3,gamma8_a0.25,8.0,0.25,inf,47182.0,,447.7710592746735,False,88.09688210235288,,,,,,,,,,,,,,,False,,
3,gamma8_a0.5,8.0,0.5,inf,47182.0,,323.60915970802307,False,88.09688210235288,,,,,,,,,,,,,,,False,,
3,hexaly_k1,,,,,,,True,88.09688210235288,334286.0,92616.0,0.0,0.0,56848.0,22571.0,2.0,2.5186301005715297,2.7705222630383,0.2722615153121211,,,-3.296391760033094,6.268596295921466,,,
3,tight1.02,,,69763.0,,,28.026328563690186,True,88.09688210235288,352194.0,96966.0,0.0,0.0,42903.0,22571.0,3.0,1.900801913960392,2.090904106584791,0.2517803729492966,,,1.884107023527472,1.8662078736969943,,1.02,67660.0
3,tight1.05,,,66146.0,,,27.98024010658264,True,88.09688210235288,344235.0,96156.0,0.0,0.0,45910.0,22571.0,3.0,2.0340259625182755,2.2374521020280107,0.252231177391548,,,-0.4183047376049016,2.6859629592146543,,1.05,69650.0
4,gamma0,0.0,0.25,81249.0,,,32.82350325584412,True,97.38037513392128,399014.0,51454.0,0.0,0.0,24437.0,11573.0,3.0,2.1115527520953945,2.322825944892649,0.2352577736059788,83943.0,True,0.0,0.0,,,
4,gamma1_a0.25,1.0,0.25,84651.0,,,32.44064927101135,True,97.38037513392128,406320.0,52663.0,0.0,0.0,20211.0,11573.0,3.0,1.7463924652207723,1.9211292373133089,0.2054228104986752,83858.0,True,1.831013448149689,-2.34967155128853,,,
4,gamma1_a0.5,1.0,0.5,88326.0,,,38.98448944091797,True,97.38037513392128,412708.0,56056.0,0.0,0.0,19016.0,11573.0,2.0,1.6431348829171346,1.807540130461129,0.139847676532443,83935.0,True,3.4319597808598195,-8.943911066195048,,,
4,gamma2_a0.25,2.0,0.25,85103.0,,,32.89505100250244,True,97.38037513392128,406056.0,52582.0,0.0,0.0,22452.0,11573.0,2.0,1.9400328350470923,2.134144457778359,0.1958699190855839,83962.5,True,1.7648503561278552,-2.1922493878026974,,,
4,gamma2_a0.5,2.0,0.5,inf,55178.0,,202.21045899391171,False,97.38037513392128,,,,,,,,,,,,,,,False,,
4,gamma4_a0.25,4.0,0.25,88725.0,,,32.6208770275116,True,97.38037513392128,409482.0,54989.0,0.0,0.0,20481.0,11573.0,3.0,1.769722630260088,1.946793721706688,0.1845941803405296,83926.70757532319,True,2.623466845774835,-6.870214171881681,,,
4,gamma4_a0.5,4.0,0.5,inf,55171.0,,201.3656406402588,False,97.38037513392128,,,,,,,,,,,,,,,False,,
4,gamma8_a0.25,8.0,0.25,inf,55171.0,,202.1414215564728,False,97.38037513392128,,,,,,,,,,,,,,,False,,
4,gamma8_a0.5,8.0,0.5,inf,55169.00000000001,,202.48553657531735,False,97.38037513392128,,,,,,,,,,,,,,,False,,
4,hexaly_k1,,,,,,,True,97.38037513392128,385388.0,47950.0,0.0,0.0,27503.0,11573.0,3.0,2.376479737319624,2.614260423226358,0.3072490286705559,,,-3.414917772308741,6.809966183387103,,,
4,tight1.02,,,87829.0,,,27.012093544006348,True,97.38037513392128,411421.0,53782.0,0.0,0.0,23311.0,11573.0,4.0,2.014257323079582,2.215795539607666,0.2305288547223839,,,3.1094147072533795,-4.524429587592802,,1.02,77858.0
4,tight1.05,,,82896.0,,,28.301260471343998,True,97.38037513392128,403687.0,52833.0,0.0,0.0,21036.0,11573.0,4.0,1.817679080618681,1.9995484951819684,0.220156125613393,,,1.1711368523410206,-2.6800637462587944,,1.05,80148.0
