fold,arm,gamma,alpha,solver_obj,solver_bound,solver_gap,solve_time,feasible_model,c_fit_q90,V_tr,V_te,cap_broken,wl_broken_asrun,max_workload_te,Tn,viol_norm,max_ratio_norm,imbalance,X,robust_lhs_max,robust_ok,PoR_pct,G_pct,beta,T_s_train
2,gamma0,0.0,1.0,19895.0,3169.0,0.8407137471726565,627.0316417217255,True,4.258889582937576,481647,30672,0,21,86.90069930069932,0.3076000774336454,24,43.67198925609445,48.0391881817039,0.9600768257154558,29.418881303496512,True,0.0,0.0,,
2,gamma1,1.0,1.0,26370.0,1062.0,0.959726962457338,635.5674979686737,True,4.258889582937576,529503,33292,0,22,88.97132867132876,0.3076000774336454,24,40.15702249492499,44.17272474441749,0.9616012477074624,29.315980712008137,True,9.935907417673109,-8.541992696922275,,
2,gamma2,2.0,1.0,27807.0,1361.0,0.9510554896249146,636.9728672504425,True,4.258889582937576,534005,33594,0,23,87.88671328671329,0.3076000774336454,24,39.901745579309335,43.89192013724028,0.9597715777751752,28.91451356109077,True,10.870616862557018,-9.52660406885759,,
2,gamma4,4.0,1.0,29420.0,1023.0,0.9652277362338544,636.5484569072723,True,4.258889582937576,543813,34335,0,23,82.79062937062936,0.3076000774336454,24,38.53650858124779,42.39015943937257,0.9615448705457084,37.21883511546926,True,12.906962983263677,-11.942488262910798,,
2,tight1.02,,,19539.0,2958.0,,627.2632286548615,True,4.258889582937576,482437,30747,0,21,87.53676392572946,0.3076000774336454,24,44.16290640150918,48.5791970416601,0.9605351659993936,,,0.1640205378627916,-0.2445226917057903,1.02,1.4454427944717094
2,tight1.05,,,20064.0,4677.0,,627.3803436756134,True,4.258889582937576,486195,31026,0,21,87.39370629370636,0.3076000774336454,24,38.76281780194713,42.639099582141846,0.9616352864748976,,,0.9442600078480712,-1.15414710485133,1.05,1.4041444289153748
3,gamma0,0.0,1.0,20651.0,3504.0,0.8303229867803011,629.4765174388885,True,4.387014122927727,506392,53808,0,22,155.46153846153857,0.5235990900712453,24,42.47833769199484,46.726171461194326,0.9628855149262096,28.89278762517483,True,0.0,0.0,,
3,gamma1,1.0,1.0,27548.0,1441.0,0.9476913024538988,639.5876524448395,True,4.387014122927727,561486,59755,0,24,161.279020979021,0.5235990900712453,24,37.75362405015241,41.52898645516765,0.9622565372545338,29.091612224235234,True,10.879713739553548,-11.05225988700565,,
3,gamma2,2.0,1.0,28935.0,2379.0,0.9177812337998964,638.8222138881683,True,4.387014122927727,568034,60325,0,23,160.39160839160846,0.5235990900712453,24,38.5995005707729,42.4594506278502,0.9580320839844956,28.01955299860141,True,12.172783140333973,-12.111581920903957,,
3,gamma4,4.0,1.0,31289.0,1472.0,0.9529547125187766,639.4559848308563,True,4.387014122927727,579553,61381,0,23,156.64475524475523,0.5235990900712453,24,38.4393015536746,42.28323170904206,0.960691888932354,28.624476383398296,True,14.447503120112485,-14.07411537317871,,
3,tight1.02,,,20880.0,2929.0,,629.0427241325378,True,4.387014122927727,512551,54237,0,22,158.14587412587412,0.5235990900712453,24,43.24506997587934,47.569576973467285,0.9614352757140394,,,1.2162514415709569,-0.7972792149866191,1.02,1.4501013153478408
3,tight1.05,,,20832.0,2021.0,,629.2533180713654,True,4.387014122927727,518852,55243,0,22,160.62167832167842,0.5235990900712453,24,48.935768506042656,53.82934535664693,0.9620397586255762,,,2.460544400385472,-2.666889681831698,1.05,1.4086698491950451
