tag,fold,k,rho,N_train_visits,V_test_visits,coverage_kappa,cap_broken,wl_broken,c_bar
iscf10kt_r0f1,1,10,0.0,8951,6422,1.0,0,0,1.0
iscf10kt_r0f1,1,1,0.25,8315,6656,1.0,0,1,1.0
iscf10kt_r0f1,1,4,0.25,8804,6956,1.0,0,0,1.0
iscf10kt_r0f1,1,6,0.25,9029,7002,1.0,0,0,1.0
iscf10kt_r0f1,1,10,0.25,8951,7014,1.0,0,0,1.0
iscf10kt_r0f1,1,1,0.5,8315,7038,1.0,0,1,1.0
iscf10kt_r0f1,1,4,0.5,8804,7272,1.0,0,0,1.0
iscf10kt_r0f1,1,6,0.5,9029,7277,1.0,0,0,1.0
iscf10kt_r0f1,1,10,0.5,8951,7257,1.0,0,0,1.0
iscf10kt_r0f1,1,1,1.0,8315,7392,1.0,0,1,1.0
iscf10kt_r0f1,1,4,1.0,8804,7554,1.0,0,0,1.0
iscf10kt_r0f1,1,6,1.0,9029,7565,1.0,0,0,1.0
iscf10kt_r0f1,1,10,1.0,8951,7591,1.0,0,0,1.0
iscf10kt_r0f1,1,1,2.0,8315,7586,1.0,0,1,1.0
iscf10kt_r0f1,1,4,2.0,8804,7762,1.0,0,0,1.0
iscf10kt_r0f1,1,6,2.0,9029,7669,1.0,0,0,1.0
iscf10kt_r0f1,1,10,2.0,8951,7737,1.0,0,0,1.0
iscf10kt_r0f1,1,1,3.0,8315,7598,1.0,0,1,1.0
iscf10kt_r0f1,1,4,3.0,8804,7802,1.0,0,0,1.0
iscf10kt_r0f1,1,6,3.0,9029,7748,1.0,0,0,1.0
iscf10kt_r0f1,1,10,3.0,8951,7823,1.0,0,0,1.0
iscf10kt_r0f1,1,1,4.0,8315,7717,1.0,0,1,1.0
iscf10kt_r0f1,1,4,4.0,8804,7863,1.0,0,0,1.0
iscf10kt_r0f1,1,6,4.0,9029,7773,1.0,0,0,1.0
iscf10kt_r0f1,1,10,4.0,8951,7828,1.0,0,0,1.0
iscf10kt_r0f2,2,1,0.0,9683,4354,1.0,0,0,1.0
iscf10kt_r0f2,2,4,0.0,10344,4697,1.0,0,0,1.0
iscf10kt_r0f2,2,6,0.0,10457,4796,1.0,0,0,1.0
iscf10kt_r0f2,2,10,0.0,10846,5031,1.0,0,0,1.0
iscf10kt_r0f2,2,1,0.25,9683,4933,1.0,0,0,1.0
iscf10kt_r0f2,2,4,0.25,10344,5200,1.0,0,0,1.0
iscf10kt_r0f2,2,6,0.25,10457,5246,1.0,0,0,1.0
iscf10kt_r0f2,2,10,0.25,10846,5401,1.0,0,0,1.0
iscf10kt_r0f2,2,1,0.5,9683,5298,1.0,0,0,1.0
iscf10kt_r0f2,2,4,0.5,10344,5467,1.0,0,0,1.0
iscf10kt_r0f2,2,6,0.5,10457,5516,1.0,0,0,1.0
iscf10kt_r0f2,2,10,0.5,10846,5577,1.0,0,0,1.0
iscf10kt_r0f2,2,1,1.0,9683,5603,1.0,0,0,1.0
iscf10kt_r0f2,2,4,1.0,10344,5704,1.0,0,0,1.0
iscf10kt_r0f2,2,6,1.0,10457,5700,1.0,0,0,1.0
iscf10kt_r0f2,2,10,1.0,10846,5762,1.0,0,0,1.0
iscf10kt_r0f2,2,1,2.0,9683,5795,1.0,0,0,1.0
iscf10kt_r0f2,2,4,2.0,10344,5874,1.0,0,0,1.0
iscf10kt_r0f2,2,6,2.0,10457,5865,1.0,0,0,1.0
iscf10kt_r0f2,2,10,2.0,10846,5884,1.0,0,0,1.0
iscf10kt_r0f2,2,1,3.0,9683,5810,1.0,0,0,1.0
iscf10kt_r0f2,2,4,3.0,10344,5904,1.0,0,0,1.0
iscf10kt_r0f2,2,6,3.0,10457,5865,1.0,0,0,1.0
iscf10kt_r0f2,2,10,3.0,10846,5924,1.0,0,0,1.0
iscf10kt_r0f2,2,1,4.0,9683,5842,1.0,0,0,1.0
iscf10kt_r0f2,2,4,4.0,10344,5900,1.0,0,0,1.0
iscf10kt_r0f2,2,6,4.0,10457,5857,1.0,0,0,1.0
iscf10kt_r0f2,2,10,4.0,10846,5891,1.0,0,0,1.0
iscf10kt_r0f3,3,1,0.0,11109,2989,1.0,0,0,1.0
iscf10kt_r0f3,3,4,0.0,11991,3277,1.0,0,0,1.0
iscf10kt_r0f3,3,6,0.0,12060,3313,1.0,0,0,1.0
iscf10kt_r0f3,3,10,0.0,12088,3283,1.0,0,0,1.0
iscf10kt_r0f3,3,1,0.25,11109,3362,1.0,0,0,1.0
iscf10kt_r0f3,3,4,0.25,11991,3595,1.0,0,0,1.0
iscf10kt_r0f3,3,6,0.25,12060,3622,1.0,0,0,1.0
iscf10kt_r0f3,3,10,0.25,12088,3593,1.0,0,0,1.0
iscf10kt_r0f3,3,1,0.5,11109,3601,1.0,0,0,1.0
iscf10kt_r0f3,3,4,0.5,11991,3792,1.0,0,0,1.0
iscf10kt_r0f3,3,6,0.5,12060,3801,1.0,0,0,1.0
iscf10kt_r0f3,3,10,0.5,12088,3717,1.0,0,0,1.0
iscf10kt_r0f3,3,1,1.0,11109,3772,1.0,0,0,1.0
iscf10kt_r0f3,3,4,1.0,11991,3926,1.0,0,0,1.0
iscf10kt_r0f3,3,6,1.0,12060,3933,1.0,0,0,1.0
iscf10kt_r0f3,3,10,1.0,12088,3891,1.0,0,0,1.0
iscf10kt_r0f3,3,1,2.0,11109,3911,1.0,0,0,1.0
iscf10kt_r0f3,3,4,2.0,11991,4027,1.0,0,0,1.0
iscf10kt_r0f3,3,6,2.0,12060,4037,1.0,0,0,1.0
iscf10kt_r0f3,3,10,2.0,12088,3968,1.0,0,0,1.0
iscf10kt_r0f3,3,1,3.0,11109,3930,1.0,0,0,1.0
iscf10kt_r0f3,3,4,3.0,11991,4025,1.0,0,0,1.0
iscf10kt_r0f3,3,6,3.0,12060,4040,1.0,0,0,1.0
iscf10kt_r0f3,3,10,3.0,12088,3970,1.0,0,0,1.0
iscf10kt_r0f3,3,1,4.0,11109,3933,1.0,0,0,1.0
iscf10kt_r0f3,3,4,4.0,11991,4043,1.0,0,0,1.0
iscf10kt_r0f3,3,6,4.0,12060,4044,1.0,0,0,1.0
iscf10kt_r0f3,3,10,4.0,12088,4023,1.0,0,0,1.0
iscf10kt_r0f4,4,1,0.0,12634,1637,1.0,0,0,1.0
iscf10kt_r0f4,4,4,0.0,13369,1669,1.0,0,0,1.0
iscf10kt_r0f4,4,6,0.0,13466,1696,1.0,0,0,1.0
iscf10kt_r0f4,4,10,0.0,13929,1756,1.0,0,0,1.0
iscf10kt_r0f4,4,1,0.25,12634,1891,1.0,0,0,1.0
iscf10kt_r0f4,4,4,0.25,13369,1856,1.0,0,0,1.0
iscf10kt_r0f4,4,6,0.25,13466,1886,1.0,0,0,1.0
iscf10kt_r0f4,4,10,0.25,13929,1920,1.0,0,0,1.0
iscf10kt_r0f4,4,1,0.5,12634,2007,1.0,0,0,1.0
iscf10kt_r0f4,4,4,0.5,13369,1946,1.0,0,0,1.0
iscf10kt_r0f4,4,6,0.5,13466,1995,1.0,0,0,1.0
iscf10kt_r0f4,4,10,0.5,13929,1992,1.0,0,0,1.0
iscf10kt_r0f4,4,1,1.0,12634,2095,1.0,0,0,1.0
iscf10kt_r0f4,4,4,1.0,13369,2016,1.0,0,0,1.0
iscf10kt_r0f4,4,6,1.0,13466,2041,1.0,0,0,1.0
iscf10kt_r0f4,4,10,1.0,13929,2064,1.0,0,0,1.0
iscf10kt_r0f4,4,1,2.0,12634,2151,1.0,0,0,1.0
iscf10kt_r0f4,4,4,2.0,13369,2042,1.0,0,0,1.0
iscf10kt_r0f4,4,6,2.0,13466,2072,1.0,0,0,1.0
iscf10kt_r0f4,4,10,2.0,13929,2069,1.0,0,0,1.0
iscf10kt_r0f4,4,1,3.0,12634,2136,1.0,0,0,1.0
iscf10kt_r0f4,4,4,3.0,13369,2033,1.0,0,0,1.0
iscf10kt_r0f4,4,6,3.0,13466,2069,1.0,0,0,1.0
iscf10kt_r0f4,4,10,3.0,13929,2101,1.0,0,0,1.0
iscf10kt_r0f4,4,1,4.0,12634,2165,1.0,0,0,1.0
iscf10kt_r0f4,4,4,4.0,13369,2061,1.0,0,0,1.0
iscf10kt_r0f4,4,6,4.0,13466,2096,1.0,0,0,1.0
iscf10kt_r0f4,4,10,4.0,13929,2093,1.0,0,0,1.0
