tag,fold,k,rho,N_train_visits,V_test_visits,coverage_kappa,cap_broken,wl_broken,c_bar
iscf10kt_r0f1,1,10,0.5,8951,7202,1.0,0,0,1.0
iscf10kt_r0f1,1,1,1.0,8315,7053,1.0,0,1,1.0
iscf10kt_r0f1,1,4,1.0,8804,7401,1.0,0,0,1.0
iscf10kt_r0f1,1,6,1.0,9029,7390,1.0,0,0,1.0
iscf10kt_r0f1,1,10,1.0,8951,7406,1.0,0,0,1.0
iscf10kt_r0f1,1,1,2.0,8315,7128,1.0,0,1,1.0
iscf10kt_r0f1,1,4,2.0,8804,7477,1.0,0,0,1.0
iscf10kt_r0f1,1,6,2.0,9029,7431,1.0,0,0,1.0
iscf10kt_r0f1,1,10,2.0,8951,7516,1.0,0,0,1.0
iscf10kt_r0f1,1,1,3.0,8315,7195,1.0,0,1,1.0
iscf10kt_r0f1,1,4,3.0,8804,7522,1.0,0,0,1.0
iscf10kt_r0f1,1,6,3.0,9029,7467,1.0,0,0,1.0
iscf10kt_r0f1,1,10,3.0,8951,7518,1.0,0,0,1.0
iscf10kt_r0f1,1,1,4.0,8315,7169,1.0,0,1,1.0
iscf10kt_r0f1,1,4,4.0,8804,7482,1.0,0,0,1.0
iscf10kt_r0f1,1,6,4.0,9029,7459,1.0,0,0,1.0
iscf10kt_r0f1,1,10,4.0,8951,7522,1.0,0,0,1.0
iscf10kt_r0f2,2,1,0.0,9683,4354,1.0,0,0,1.0
iscf10kt_r0f2,2,4,0.0,10344,4697,1.0,0,0,1.0
iscf10kt_r0f2,2,6,0.0,10457,4796,1.0,0,0,1.0
iscf10kt_r0f2,2,10,0.0,10846,5031,1.0,0,0,1.0
iscf10kt_r0f2,2,1,0.5,9683,5171,1.0,0,0,1.0
iscf10kt_r0f2,2,4,0.5,10344,5467,1.0,0,0,1.0
iscf10kt_r0f2,2,6,0.5,10457,5358,1.0,0,0,1.0
iscf10kt_r0f2,2,10,0.5,10846,5529,1.0,0,0,1.0
iscf10kt_r0f2,2,1,1.0,9683,5333,1.0,0,0,1.0
iscf10kt_r0f2,2,4,1.0,10344,5605,1.0,0,0,1.0
iscf10kt_r0f2,2,6,1.0,10457,5458,1.0,0,0,1.0
iscf10kt_r0f2,2,10,1.0,10846,5665,1.0,0,0,1.0
iscf10kt_r0f2,2,1,2.0,9683,5387,1.0,0,0,1.0
iscf10kt_r0f2,2,4,2.0,10344,5672,1.0,0,0,1.0
iscf10kt_r0f2,2,6,2.0,10457,5499,1.0,0,0,1.0
iscf10kt_r0f2,2,10,2.0,10846,5666,1.0,0,0,1.0
iscf10kt_r0f2,2,1,3.0,9683,5389,1.0,0,0,1.0
iscf10kt_r0f2,2,4,3.0,10344,5716,1.0,0,0,1.0
iscf10kt_r0f2,2,6,3.0,10457,5533,1.0,0,0,1.0
iscf10kt_r0f2,2,10,3.0,10846,5665,1.0,0,0,1.0
iscf10kt_r0f2,2,1,4.0,9683,5405,1.0,0,0,1.0
iscf10kt_r0f2,2,4,4.0,10344,5655,1.0,0,0,1.0
iscf10kt_r0f2,2,6,4.0,10457,5511,1.0,0,0,1.0
iscf10kt_r0f2,2,10,4.0,10846,5678,1.0,0,0,1.0
iscf10kt_r0f3,3,1,0.0,11109,2989,1.0,0,0,1.0
iscf10kt_r0f3,3,4,0.0,11991,3277,1.0,0,0,1.0
iscf10kt_r0f3,3,6,0.0,12060,3313,1.0,0,0,1.0
iscf10kt_r0f3,3,10,0.0,12088,3283,1.0,0,0,1.0
iscf10kt_r0f3,3,1,0.5,11109,3493,1.0,0,0,1.0
iscf10kt_r0f3,3,4,0.5,11991,3719,1.0,0,0,1.0
iscf10kt_r0f3,3,6,0.5,12060,3697,1.0,0,0,1.0
iscf10kt_r0f3,3,10,0.5,12088,3693,1.0,0,0,1.0
iscf10kt_r0f3,3,1,1.0,11109,3601,1.0,0,0,1.0
iscf10kt_r0f3,3,4,1.0,11991,3815,1.0,0,0,1.0
iscf10kt_r0f3,3,6,1.0,12060,3788,1.0,0,0,1.0
iscf10kt_r0f3,3,10,1.0,12088,3764,1.0,0,0,1.0
iscf10kt_r0f3,3,1,2.0,11109,3654,1.0,0,0,1.0
iscf10kt_r0f3,3,4,2.0,11991,3879,1.0,0,0,1.0
iscf10kt_r0f3,3,6,2.0,12060,3831,1.0,0,0,1.0
iscf10kt_r0f3,3,10,2.0,12088,3761,1.0,0,0,1.0
iscf10kt_r0f3,3,1,3.0,11109,3657,1.0,0,0,1.0
iscf10kt_r0f3,3,4,3.0,11991,3872,1.0,0,0,1.0
iscf10kt_r0f3,3,6,3.0,12060,3808,1.0,0,0,1.0
iscf10kt_r0f3,3,10,3.0,12088,3799,1.0,0,0,1.0
iscf10kt_r0f3,3,1,4.0,11109,3638,1.0,0,0,1.0
iscf10kt_r0f3,3,4,4.0,11991,3878,1.0,0,0,1.0
iscf10kt_r0f3,3,6,4.0,12060,3823,1.0,0,0,1.0
iscf10kt_r0f3,3,10,4.0,12088,3764,1.0,0,0,1.0
iscf10kt_r0f4,4,1,0.0,12634,1637,1.0,0,0,1.0
iscf10kt_r0f4,4,4,0.0,13369,1669,1.0,0,0,1.0
iscf10kt_r0f4,4,6,0.0,13466,1696,1.0,0,0,1.0
iscf10kt_r0f4,4,10,0.0,13929,1756,1.0,0,0,1.0
iscf10kt_r0f4,4,1,0.5,12634,1938,1.0,0,0,1.0
iscf10kt_r0f4,4,4,0.5,13369,1873,1.0,0,0,1.0
iscf10kt_r0f4,4,6,0.5,13466,1954,1.0,0,0,1.0
iscf10kt_r0f4,4,10,0.5,13929,1952,1.0,0,0,1.0
iscf10kt_r0f4,4,1,1.0,12634,1964,1.0,0,0,1.0
iscf10kt_r0f4,4,4,1.0,13369,1870,1.0,0,0,1.0
iscf10kt_r0f4,4,6,1.0,13466,1974,1.0,0,0,1.0
iscf10kt_r0f4,4,10,1.0,13929,1968,1.0,0,0,1.0
iscf10kt_r0f4,4,1,2.0,12634,1997,1.0,0,0,1.0
iscf10kt_r0f4,4,4,2.0,13369,1886,1.0,0,0,1.0
iscf10kt_r0f4,4,6,2.0,13466,1988,1.0,0,0,1.0
iscf10kt_r0f4,4,10,2.0,13929,1976,1.0,0,0,1.0
iscf10kt_r0f4,4,1,3.0,12634,2000,1.0,0,0,1.0
iscf10kt_r0f4,4,4,3.0,13369,1884,1.0,0,0,1.0
iscf10kt_r0f4,4,6,3.0,13466,1994,1.0,0,0,1.0
iscf10kt_r0f4,4,10,3.0,13929,1989,1.0,0,0,1.0
iscf10kt_r0f4,4,1,4.0,12634,2009,1.0,0,0,1.0
iscf10kt_r0f4,4,4,4.0,13369,1916,1.0,0,0,1.0
iscf10kt_r0f4,4,6,4.0,13466,2011,1.0,0,0,1.0
iscf10kt_r0f4,4,10,4.0,13929,1991,1.0,0,0,1.0
