tag,fold,k,rho,N_train_visits,V_test_visits,coverage_kappa,cap_broken,wl_broken,c_bar
iscf10kt_r0f1,1,2,0.0,1195,6408,1.0,0,8,1.0
iscf10kt_r0f1,1,3,0.0,1205,6477,1.0,0,8,1.0
iscf10kt_r0f1,1,4,0.0,1210,6436,1.0,0,8,1.0
iscf10kt_r0f1,1,6,0.0,1255,6746,1.0,0,8,1.0
iscf10kt_r0f1,1,1,0.25,1177,6883,1.0,0,8,1.0
iscf10kt_r0f1,1,2,0.25,1195,6947,1.0,0,8,1.0
iscf10kt_r0f1,1,3,0.25,1205,7018,1.0,0,8,1.0
iscf10kt_r0f1,1,4,0.25,1210,6991,1.0,0,8,1.0
iscf10kt_r0f1,1,6,0.25,1255,7190,1.0,0,8,1.0
iscf10kt_r0f1,1,1,0.5,1177,7198,1.0,0,8,1.0
iscf10kt_r0f1,1,2,0.5,1195,7192,1.0,0,8,1.0
iscf10kt_r0f1,1,3,0.5,1205,7263,1.0,0,8,1.0
iscf10kt_r0f1,1,4,0.5,1210,7258,1.0,0,8,1.0
iscf10kt_r0f1,1,6,0.5,1255,7428,1.0,0,8,1.0
iscf10kt_r0f1,1,1,1.0,1177,7500,1.0,0,8,1.0
iscf10kt_r0f1,1,2,1.0,1195,7522,1.0,0,8,1.0
iscf10kt_r0f1,1,3,1.0,1205,7579,1.0,0,8,1.0
iscf10kt_r0f1,1,4,1.0,1210,7490,1.0,0,8,1.0
iscf10kt_r0f1,1,6,1.0,1255,7607,1.0,0,8,1.0
iscf10kt_r0f1,1,1,2.0,1177,7706,1.0,0,8,1.0
iscf10kt_r0f1,1,2,2.0,1195,7682,1.0,0,8,1.0
iscf10kt_r0f1,1,3,2.0,1205,7739,1.0,0,8,1.0
iscf10kt_r0f1,1,4,2.0,1210,7674,1.0,0,8,1.0
iscf10kt_r0f1,1,6,2.0,1255,7764,1.0,0,8,1.0
iscf10kt_r0f2,2,1,0.0,1201,4780,1.0,0,8,1.0
iscf10kt_r0f2,2,2,0.0,1210,4988,1.0,0,8,1.0
iscf10kt_r0f2,2,3,0.0,1189,4725,1.0,0,8,1.0
iscf10kt_r0f2,2,4,0.0,1179,4697,1.0,0,8,1.0
iscf10kt_r0f2,2,6,0.0,1282,5214,1.0,0,8,1.0
iscf10kt_r0f2,2,1,0.25,1201,5234,1.0,0,8,1.0
iscf10kt_r0f2,2,2,0.25,1210,5376,1.0,0,8,1.0
iscf10kt_r0f2,2,3,0.25,1189,5173,1.0,0,8,1.0
iscf10kt_r0f2,2,4,0.25,1179,5149,1.0,0,8,1.0
iscf10kt_r0f2,2,6,0.25,1282,5538,1.0,0,8,1.0
iscf10kt_r0f2,2,1,0.5,1201,5476,1.0,0,8,1.0
iscf10kt_r0f2,2,2,0.5,1210,5594,1.0,0,8,1.0
iscf10kt_r0f2,2,3,0.5,1189,5444,1.0,0,8,1.0
iscf10kt_r0f2,2,4,0.5,1179,5406,1.0,0,8,1.0
iscf10kt_r0f2,2,6,0.5,1282,5706,1.0,0,8,1.0
iscf10kt_r0f2,2,1,1.0,1201,5723,1.0,0,8,1.0
iscf10kt_r0f2,2,2,1.0,1210,5781,1.0,0,8,1.0
iscf10kt_r0f2,2,3,1.0,1189,5658,1.0,0,8,1.0
iscf10kt_r0f2,2,4,1.0,1179,5657,1.0,0,8,1.0
iscf10kt_r0f2,2,6,1.0,1282,5879,1.0,0,8,1.0
iscf10kt_r0f2,2,1,2.0,1201,5798,1.0,0,8,1.0
iscf10kt_r0f2,2,2,2.0,1210,5859,1.0,0,8,1.0
iscf10kt_r0f2,2,3,2.0,1189,5778,1.0,0,8,1.0
iscf10kt_r0f2,2,4,2.0,1179,5796,1.0,0,8,1.0
iscf10kt_r0f2,2,6,2.0,1282,5970,1.0,0,8,1.0
iscf10kt_r0f3,3,1,0.0,1183,3371,1.0,0,6,1.0
iscf10kt_r0f3,3,2,0.0,1210,3334,1.0,0,6,1.0
iscf10kt_r0f3,3,3,0.0,1215,3233,1.0,0,6,1.0
iscf10kt_r0f3,3,4,0.0,1186,3221,1.0,0,5,1.0
iscf10kt_r0f3,3,6,0.0,1227,3370,1.0,0,5,1.0
iscf10kt_r0f3,3,1,0.25,1183,3597,1.0,0,6,1.0
iscf10kt_r0f3,3,2,0.25,1210,3598,1.0,0,6,1.0
iscf10kt_r0f3,3,3,0.25,1215,3566,1.0,0,6,1.0
iscf10kt_r0f3,3,4,0.25,1186,3509,1.0,0,5,1.0
iscf10kt_r0f3,3,6,0.25,1227,3629,1.0,0,5,1.0
iscf10kt_r0f3,3,1,0.5,1183,3761,1.0,0,6,1.0
iscf10kt_r0f3,3,2,0.5,1210,3730,1.0,0,6,1.0
iscf10kt_r0f3,3,3,0.5,1215,3776,1.0,0,6,1.0
iscf10kt_r0f3,3,4,0.5,1186,3687,1.0,0,5,1.0
iscf10kt_r0f3,3,6,0.5,1227,3733,1.0,0,5,1.0
iscf10kt_r0f3,3,1,1.0,1183,3889,1.0,0,6,1.0
iscf10kt_r0f3,3,2,1.0,1210,3912,1.0,0,6,1.0
iscf10kt_r0f3,3,3,1.0,1215,3907,1.0,0,6,1.0
iscf10kt_r0f3,3,4,1.0,1186,3805,1.0,0,5,1.0
iscf10kt_r0f3,3,6,1.0,1227,3827,1.0,0,5,1.0
iscf10kt_r0f3,3,1,2.0,1183,3955,1.0,0,6,1.0
iscf10kt_r0f3,3,2,2.0,1210,3933,1.0,0,6,1.0
iscf10kt_r0f3,3,3,2.0,1215,3978,1.0,0,6,1.0
iscf10kt_r0f3,3,4,2.0,1186,3893,1.0,0,5,1.0
iscf10kt_r0f3,3,6,2.0,1227,3908,1.0,0,5,1.0
iscf10kt_r0f4,4,1,0.0,1154,1531,1.0,0,2,1.0
iscf10kt_r0f4,4,2,0.0,1216,1789,1.0,0,3,1.0
iscf10kt_r0f4,4,3,0.0,1197,1757,1.0,0,3,1.0
iscf10kt_r0f4,4,4,0.0,1224,1824,1.0,0,3,1.0
iscf10kt_r0f4,4,6,0.0,1220,1731,1.0,0,3,1.0
iscf10kt_r0f4,4,1,0.25,1154,1760,1.0,0,2,1.0
iscf10kt_r0f4,4,2,0.25,1216,1968,1.0,0,3,1.0
iscf10kt_r0f4,4,3,0.25,1197,1910,1.0,0,3,1.0
iscf10kt_r0f4,4,4,0.25,1224,1987,1.0,0,3,1.0
iscf10kt_r0f4,4,6,0.25,1220,1910,1.0,0,3,1.0
iscf10kt_r0f4,4,1,0.5,1154,1872,1.0,0,2,1.0
iscf10kt_r0f4,4,2,0.5,1216,2061,1.0,0,3,1.0
iscf10kt_r0f4,4,3,0.5,1197,1989,1.0,0,3,1.0
iscf10kt_r0f4,4,4,0.5,1224,2071,1.0,0,3,1.0
iscf10kt_r0f4,4,6,0.5,1220,1998,1.0,0,3,1.0
iscf10kt_r0f4,4,1,1.0,1154,1974,1.0,0,2,1.0
iscf10kt_r0f4,4,2,1.0,1216,2104,1.0,0,3,1.0
iscf10kt_r0f4,4,3,1.0,1197,2064,1.0,0,3,1.0
iscf10kt_r0f4,4,4,1.0,1224,2154,1.0,0,3,1.0
iscf10kt_r0f4,4,6,1.0,1220,2042,1.0,0,3,1.0
iscf10kt_r0f4,4,1,2.0,1154,1985,1.0,0,2,1.0
iscf10kt_r0f4,4,2,2.0,1216,2159,1.0,0,3,1.0
iscf10kt_r0f4,4,3,2.0,1197,2087,1.0,0,3,1.0
iscf10kt_r0f4,4,4,2.0,1224,2174,1.0,0,3,1.0
iscf10kt_r0f4,4,6,2.0,1220,2103,1.0,0,3,1.0
