fold,z,arm,station,mu,sigma,gamma_bind,gamma_cover
0,6.0,b1.05,ST_01.04,0.06240745315581142,0.007571572307971442,4,0
0,6.0,b1.05,ST_01.05,0.04555147262546005,0.0035923127866716938,13,0
0,6.0,b1.05,ST_01.06,0.06105369171313696,0.008366172022035287,3,0
0,6.0,b1.05,ST_01.07,0.06876540316400044,0.007451754957401748,1,0
0,6.0,b1.05,ST_01.08,0.04317510772588255,0.0047671284977220075,65,0
0,6.0,b1.05,ST_01.09,0.07289616730464879,0.006972833246436736,2,0
0,6.0,b1.05,ST_01.10,0.07738082920571224,0.005350864615199623,7,0
0,6.0,b1.05,ST_01.11,0.06779706026527019,0.0064481450404409515,21,0
0,6.0,b1.05,ST_01.12,0.007491366522817846,0.0009188250677148616,65,0
0,6.0,b1.05,ST_01.13,0.051536662760084444,0.013319905262824077,65,0
0,6.0,b1.05,ST_01.21,0.042847697236494356,0.00491831377917868,4,16
0,6.0,b1.05,ST_01.22,0.029974345978466974,0.0029527251483659946,14,0
0,6.0,b1.05,ST_01.23,0.041833713005228,0.005148721752992096,65,0
0,6.0,b1.05,ST_01.24,0.03787922450005817,0.003169202673243476,3,0
0,6.0,b1.05,ST_01.25,0.03990490724343143,0.004550752626462243,8,0
0,6.0,b1.05,ST_01.26,0.040843153311478135,0.00344734438862394,2,0
0,6.0,b1.05,ST_01.27,0.03919797612217557,0.004518686717456511,65,0
0,6.0,b1.05,ST_01.28,0.03538877655712806,0.006046729692576653,4,0
0,6.0,b1.05,ST_01.30,0.0067773110007544905,0.001061469124289595,17,0
0,6.0,b1.05,ST_01.31,0.013886630765092231,0.0033114907692682358,26,0
0,6.0,b1.05,ST_01.E4,0.0074926598722770245,0.007479037971759161,65,0
0,6.0,g0,ST_01.01,0.009777963084370605,0.001370879770064513,17,0
0,6.0,g0,ST_01.02,0.05241914436712118,0.0051238918055357165,1,0
0,6.0,g0,ST_01.03,0.043721282513098834,0.0030036172491859077,1,0
0,6.0,g0,ST_01.04,0.06240745315581142,0.007571572307971442,7,0
0,6.0,g0,ST_01.05,0.04555147262546005,0.0035923127866716938,1,0
0,6.0,g0,ST_01.06,0.06105369171313696,0.008366172022035287,44,0
0,6.0,g0,ST_01.07,0.06876540316400044,0.007451754957401748,1,0
0,6.0,g0,ST_01.08,0.04317510772588255,0.0047671284977220075,65,0
0,6.0,g0,ST_01.09,0.07289616730464879,0.006972833246436736,2,0
0,6.0,g0,ST_01.10,0.07738082920571224,0.005350864615199623,1,0
0,6.0,g0,ST_01.11,0.06779706026527019,0.0064481450404409515,1,0
0,6.0,g0,ST_01.12,0.007491366522817846,0.0009188250677148616,65,0
0,6.0,g0,ST_01.13,0.051536662760084444,0.013319905262824077,65,0
0,6.0,g0,ST_01.21,0.042847697236494356,0.00491831377917868,1,0
0,6.0,g0,ST_01.22,0.029974345978466974,0.0029527251483659946,65,0
0,6.0,g0,ST_01.23,0.041833713005228,0.005148721752992096,65,0
0,6.0,g0,ST_01.24,0.03787922450005817,0.003169202673243476,8,0
0,6.0,g0,ST_01.25,0.03990490724343143,0.004550752626462243,53,0
0,6.0,g0,ST_01.26,0.040843153311478135,0.00344734438862394,65,0
0,6.0,g0,ST_01.27,0.03919797612217557,0.004518686717456511,65,0
0,6.0,g0,ST_01.28,0.03538877655712806,0.006046729692576653,4,0
0,6.0,g0,ST_01.30,0.0067773110007544905,0.001061469124289595,8,0
0,6.0,g0,ST_01.31,0.013886630765092231,0.0033114907692682358,1,0
0,6.0,g0,ST_01.E4,0.0074926598722770245,0.007479037971759161,65,0
0,6.0,g1,ST_01.01,0.009777963084370605,0.001370879770064513,65,0
0,6.0,g1,ST_01.02,0.05241914436712118,0.0051238918055357165,14,0
0,6.0,g1,ST_01.03,0.043721282513098834,0.0030036172491859077,38,0
0,6.0,g1,ST_01.04,0.06240745315581142,0.007571572307971442,16,0
0,6.0,g1,ST_01.05,0.04555147262546005,0.0035923127866716938,58,0
0,6.0,g1,ST_01.06,0.06105369171313696,0.008366172022035287,42,0
0,6.0,g1,ST_01.07,0.06876540316400044,0.007451754957401748,21,0
0,6.0,g1,ST_01.08,0.04317510772588255,0.0047671284977220075,65,0
0,6.0,g1,ST_01.09,0.07289616730464879,0.006972833246436736,36,0
0,6.0,g1,ST_01.10,0.07738082920571224,0.005350864615199623,21,0
0,6.0,g1,ST_01.11,0.06779706026527019,0.0064481450404409515,24,0
0,6.0,g1,ST_01.12,0.007491366522817846,0.0009188250677148616,65,0
0,6.0,g1,ST_01.13,0.051536662760084444,0.013319905262824077,9,0
0,6.0,g1,ST_01.21,0.042847697236494356,0.00491831377917868,59,0
0,6.0,g1,ST_01.22,0.029974345978466974,0.0029527251483659946,49,0
0,6.0,g1,ST_01.23,0.041833713005228,0.005148721752992096,65,0
0,6.0,g1,ST_01.24,0.03787922450005817,0.003169202673243476,38,0
0,6.0,g1,ST_01.25,0.03990490724343143,0.004550752626462243,65,0
0,6.0,g1,ST_01.26,0.040843153311478135,0.00344734438862394,65,0
0,6.0,g1,ST_01.27,0.03919797612217557,0.004518686717456511,65,0
0,6.0,g1,ST_01.28,0.03538877655712806,0.006046729692576653,62,0
0,6.0,g1,ST_01.30,0.0067773110007544905,0.001061469124289595,65,0
0,6.0,g1,ST_01.31,0.013886630765092231,0.0033114907692682358,65,0
0,6.0,g1,ST_01.E4,0.0074926598722770245,0.007479037971759161,65,0
0,6.0,g2,ST_01.01,0.009777963084370605,0.001370879770064513,65,0
0,6.0,g2,ST_01.02,0.05241914436712118,0.0051238918055357165,31,0
0,6.0,g2,ST_01.03,0.043721282513098834,0.0030036172491859077,65,0
0,6.0,g2,ST_01.04,0.06240745315581142,0.007571572307971442,35,0
0,6.0,g2,ST_01.05,0.04555147262546005,0.0035923127866716938,30,0
0,6.0,g2,ST_01.06,0.06105369171313696,0.008366172022035287,16,0
0,6.0,g2,ST_01.07,0.06876540316400044,0.007451754957401748,20,0
0,6.0,g2,ST_01.08,0.04317510772588255,0.0047671284977220075,65,0
0,6.0,g2,ST_01.09,0.07289616730464879,0.006972833246436736,39,0
0,6.0,g2,ST_01.10,0.07738082920571224,0.005350864615199623,32,0
0,6.0,g2,ST_01.11,0.06779706026527019,0.0064481450404409515,28,0
0,6.0,g2,ST_01.12,0.007491366522817846,0.0009188250677148616,65,0
0,6.0,g2,ST_01.13,0.051536662760084444,0.013319905262824077,6,0
0,6.0,g2,ST_01.21,0.042847697236494356,0.00491831377917868,28,0
0,6.0,g2,ST_01.22,0.029974345978466974,0.0029527251483659946,65,0
0,6.0,g2,ST_01.23,0.041833713005228,0.005148721752992096,57,0
0,6.0,g2,ST_01.24,0.03787922450005817,0.003169202673243476,65,0
0,6.0,g2,ST_01.25,0.03990490724343143,0.004550752626462243,65,0
0,6.0,g2,ST_01.26,0.040843153311478135,0.00344734438862394,65,0
0,6.0,g2,ST_01.27,0.03919797612217557,0.004518686717456511,65,0
0,6.0,g2,ST_01.28,0.03538877655712806,0.006046729692576653,43,0
0,6.0,g2,ST_01.30,0.0067773110007544905,0.001061469124289595,65,0
0,6.0,g2,ST_01.31,0.013886630765092231,0.0033114907692682358,65,0
0,6.0,g2,ST_01.E4,0.0074926598722770245,0.007479037971759161,65,0
0,6.0,g4,ST_01.01,0.009777963084370605,0.001370879770064513,65,0
0,6.0,g4,ST_01.02,0.05241914436712118,0.0051238918055357165,39,0
0,6.0,g4,ST_01.03,0.043721282513098834,0.0030036172491859077,26,0
0,6.0,g4,ST_01.04,0.06240745315581142,0.007571572307971442,36,0
0,6.0,g4,ST_01.05,0.04555147262546005,0.0035923127866716938,21,0
0,6.0,g4,ST_01.06,0.06105369171313696,0.008366172022035287,21,0
0,6.0,g4,ST_01.07,0.06876540316400044,0.007451754957401748,27,0
0,6.0,g4,ST_01.08,0.04317510772588255,0.0047671284977220075,65,0
0,6.0,g4,ST_01.09,0.07289616730464879,0.006972833246436736,33,0
0,6.0,g4,ST_01.10,0.07738082920571224,0.005350864615199623,21,0
0,6.0,g4,ST_01.11,0.06779706026527019,0.0064481450404409515,46,0
0,6.0,g4,ST_01.12,0.007491366522817846,0.0009188250677148616,65,0
0,6.0,g4,ST_01.13,0.051536662760084444,0.013319905262824077,65,0
0,6.0,g4,ST_01.21,0.042847697236494356,0.00491831377917868,25,0
0,6.0,g4,ST_01.22,0.029974345978466974,0.0029527251483659946,22,0
0,6.0,g4,ST_01.23,0.041833713005228,0.005148721752992096,42,0
0,6.0,g4,ST_01.24,0.03787922450005817,0.003169202673243476,65,0
0,6.0,g4,ST_01.25,0.03990490724343143,0.004550752626462243,65,0
0,6.0,g4,ST_01.26,0.040843153311478135,0.00344734438862394,33,0
0,6.0,g4,ST_01.27,0.03919797612217557,0.004518686717456511,55,0
0,6.0,g4,ST_01.28,0.03538877655712806,0.006046729692576653,65,0
0,6.0,g4,ST_01.30,0.0067773110007544905,0.001061469124289595,22,0
0,6.0,g4,ST_01.31,0.013886630765092231,0.0033114907692682358,65,0
0,6.0,g4,ST_01.E4,0.0074926598722770245,0.007479037971759161,65,0
1,6.0,incumbent,ST_01.01,0.00983498110381278,0.0013416000810038639,26,0
1,6.0,incumbent,ST_01.02,0.05239182184561519,0.00495423750407419,18,0
1,6.0,incumbent,ST_01.03,0.043698249476355144,0.002951055764125852,15,0
1,6.0,incumbent,ST_01.04,0.062437716944860396,0.007470869392959214,15,0
1,6.0,incumbent,ST_01.05,0.045799376224595754,0.003530033983639584,22,0
1,6.0,incumbent,ST_01.06,0.06082790266121447,0.007880383148997323,55,0
1,6.0,incumbent,ST_01.07,0.06785085464135707,0.007500125028662898,24,0
1,6.0,incumbent,ST_01.08,0.04366855264585869,0.004738009945083049,30,0
1,6.0,incumbent,ST_01.09,0.07371393960715655,0.007017297725784035,22,0
1,6.0,incumbent,ST_01.10,0.07787607436200351,0.005216719027730568,15,0
1,6.0,incumbent,ST_01.11,0.06791878428182184,0.006221208261362257,13,0
1,6.0,incumbent,ST_01.12,0.007675952482178974,0.0010558799693470683,65,0
1,6.0,incumbent,ST_01.13,0.05004630901096892,0.013181209878362249,21,0
1,6.0,incumbent,ST_01.21,0.04297849266259532,0.004683015824243877,57,0
1,6.0,incumbent,ST_01.22,0.03005687528484404,0.0030763242297871204,10,0
1,6.0,incumbent,ST_01.23,0.041951553059830476,0.005072562251181837,23,0
1,6.0,incumbent,ST_01.24,0.037706435164817906,0.0031039735661805117,7,0
1,6.0,incumbent,ST_01.25,0.04019907731241696,0.004404493778799147,27,0
1,6.0,incumbent,ST_01.26,0.041375918090432444,0.0038014780853515818,23,2
1,6.0,incumbent,ST_01.27,0.03913822470257639,0.0042900269609743216,21,0
1,6.0,incumbent,ST_01.28,0.03490405048633579,0.005853356286022937,8,0
1,6.0,incumbent,ST_01.30,0.006791424118593359,0.0010021296122055602,19,0
1,6.0,incumbent,ST_01.31,0.013970159786747226,0.0031417582463720665,17,0
1,6.0,incumbent,ST_01.E4,0.007187274043010775,0.007073426457114787,4,0
1,6.0,b1.02,ST_01.01,0.00983498110381278,0.0013416000810038639,22,0
1,6.0,b1.02,ST_01.02,0.05239182184561519,0.00495423750407419,2,0
1,6.0,b1.02,ST_01.03,0.043698249476355144,0.002951055764125852,3,19
1,6.0,b1.02,ST_01.04,0.062437716944860396,0.007470869392959214,2,0
1,6.0,b1.02,ST_01.05,0.045799376224595754,0.003530033983639584,2,0
1,6.0,b1.02,ST_01.06,0.06082790266121447,0.007880383148997323,1,0
1,6.0,b1.02,ST_01.07,0.06785085464135707,0.007500125028662898,1,0
1,6.0,b1.02,ST_01.08,0.04366855264585869,0.004738009945083049,65,0
1,6.0,b1.02,ST_01.09,0.07371393960715655,0.007017297725784035,2,0
1,6.0,b1.02,ST_01.10,0.07787607436200351,0.005216719027730568,16,0
1,6.0,b1.02,ST_01.11,0.06791878428182184,0.006221208261362257,17,0
1,6.0,b1.02,ST_01.12,0.007675952482178974,0.0010558799693470683,65,0
1,6.0,b1.02,ST_01.13,0.05004630901096892,0.013181209878362249,65,0
1,6.0,b1.02,ST_01.21,0.04297849266259532,0.004683015824243877,2,0
1,6.0,b1.02,ST_01.22,0.03005687528484404,0.0030763242297871204,1,0
1,6.0,b1.02,ST_01.23,0.041951553059830476,0.005072562251181837,36,0
1,6.0,b1.02,ST_01.24,0.037706435164817906,0.0031039735661805117,15,0
1,6.0,b1.02,ST_01.25,0.04019907731241696,0.004404493778799147,65,0
1,6.0,b1.02,ST_01.26,0.041375918090432444,0.0038014780853515818,17,0
1,6.0,b1.02,ST_01.27,0.03913822470257639,0.0042900269609743216,65,0
1,6.0,b1.02,ST_01.28,0.03490405048633579,0.005853356286022937,6,0
1,6.0,b1.02,ST_01.30,0.006791424118593359,0.0010021296122055602,4,0
1,6.0,b1.02,ST_01.31,0.013970159786747226,0.0031417582463720665,44,0
1,6.0,b1.02,ST_01.E4,0.007187274043010775,0.007073426457114787,65,0
1,6.0,b1.05,ST_01.01,0.00983498110381278,0.0013416000810038639,2,0
1,6.0,b1.05,ST_01.02,0.05239182184561519,0.00495423750407419,3,0
1,6.0,b1.05,ST_01.03,0.043698249476355144,0.002951055764125852,36,0
1,6.0,b1.05,ST_01.04,0.062437716944860396,0.007470869392959214,8,0
1,6.0,b1.05,ST_01.05,0.045799376224595754,0.003530033983639584,3,4
1,6.0,b1.05,ST_01.06,0.06082790266121447,0.007880383148997323,2,0
1,6.0,b1.05,ST_01.07,0.06785085464135707,0.007500125028662898,1,0
1,6.0,b1.05,ST_01.08,0.04366855264585869,0.004738009945083049,65,0
1,6.0,b1.05,ST_01.09,0.07371393960715655,0.007017297725784035,19,0
1,6.0,b1.05,ST_01.10,0.07787607436200351,0.005216719027730568,20,0
1,6.0,b1.05,ST_01.11,0.06791878428182184,0.006221208261362257,4,0
1,6.0,b1.05,ST_01.12,0.007675952482178974,0.0010558799693470683,65,0
1,6.0,b1.05,ST_01.13,0.05004630901096892,0.013181209878362249,65,0
1,6.0,b1.05,ST_01.21,0.04297849266259532,0.004683015824243877,7,0
1,6.0,b1.05,ST_01.22,0.03005687528484404,0.0030763242297871204,17,0
1,6.0,b1.05,ST_01.23,0.041951553059830476,0.005072562251181837,35,0
1,6.0,b1.05,ST_01.24,0.037706435164817906,0.0031039735661805117,23,0
1,6.0,b1.05,ST_01.25,0.04019907731241696,0.004404493778799147,7,0
1,6.0,b1.05,ST_01.26,0.041375918090432444,0.0038014780853515818,48,0
1,6.0,b1.05,ST_01.27,0.03913822470257639,0.0042900269609743216,65,0
1,6.0,b1.05,ST_01.28,0.03490405048633579,0.005853356286022937,18,0
1,6.0,b1.05,ST_01.30,0.006791424118593359,0.0010021296122055602,10,0
1,6.0,b1.05,ST_01.31,0.013970159786747226,0.0031417582463720665,6,0
1,6.0,b1.05,ST_01.E4,0.007187274043010775,0.007073426457114787,5,0
1,6.0,g0,ST_01.01,0.00983498110381278,0.0013416000810038639,14,0
1,6.0,g0,ST_01.02,0.05239182184561519,0.00495423750407419,1,0
1,6.0,g0,ST_01.03,0.043698249476355144,0.002951055764125852,1,0
1,6.0,g0,ST_01.04,0.062437716944860396,0.007470869392959214,1,0
1,6.0,g0,ST_01.05,0.045799376224595754,0.003530033983639584,1,6
1,6.0,g0,ST_01.06,0.06082790266121447,0.007880383148997323,34,0
1,6.0,g0,ST_01.07,0.06785085464135707,0.007500125028662898,1,0
1,6.0,g0,ST_01.08,0.04366855264585869,0.004738009945083049,65,0
1,6.0,g0,ST_01.09,0.07371393960715655,0.007017297725784035,4,0
1,6.0,g0,ST_01.10,0.07787607436200351,0.005216719027730568,1,0
1,6.0,g0,ST_01.11,0.06791878428182184,0.006221208261362257,1,0
1,6.0,g0,ST_01.12,0.007675952482178974,0.0010558799693470683,65,0
1,6.0,g0,ST_01.13,0.05004630901096892,0.013181209878362249,65,0
1,6.0,g0,ST_01.21,0.04297849266259532,0.004683015824243877,1,1
1,6.0,g0,ST_01.22,0.03005687528484404,0.0030763242297871204,65,0
1,6.0,g0,ST_01.23,0.041951553059830476,0.005072562251181837,65,0
1,6.0,g0,ST_01.24,0.037706435164817906,0.0031039735661805117,17,0
1,6.0,g0,ST_01.25,0.04019907731241696,0.004404493778799147,28,0
1,6.0,g0,ST_01.26,0.041375918090432444,0.0038014780853515818,65,0
1,6.0,g0,ST_01.27,0.03913822470257639,0.0042900269609743216,65,0
1,6.0,g0,ST_01.28,0.03490405048633579,0.005853356286022937,1,4
1,6.0,g0,ST_01.30,0.006791424118593359,0.0010021296122055602,1,0
1,6.0,g0,ST_01.31,0.013970159786747226,0.0031417582463720665,3,0
1,6.0,g0,ST_01.E4,0.007187274043010775,0.007073426457114787,65,0
1,6.0,g1,ST_01.01,0.00983498110381278,0.0013416000810038639,65,0
1,6.0,g1,ST_01.02,0.05239182184561519,0.00495423750407419,19,0
1,6.0,g1,ST_01.03,0.043698249476355144,0.002951055764125852,60,0
1,6.0,g1,ST_01.04,0.062437716944860396,0.007470869392959214,28,0
1,6.0,g1,ST_01.05,0.045799376224595754,0.003530033983639584,49,8
1,6.0,g1,ST_01.06,0.06082790266121447,0.007880383148997323,23,0
1,6.0,g1,ST_01.07,0.06785085464135707,0.007500125028662898,29,0
1,6.0,g1,ST_01.08,0.04366855264585869,0.004738009945083049,65,0
1,6.0,g1,ST_01.09,0.07371393960715655,0.007017297725784035,23,0
1,6.0,g1,ST_01.10,0.07787607436200351,0.005216719027730568,23,0
1,6.0,g1,ST_01.11,0.06791878428182184,0.006221208261362257,10,0
1,6.0,g1,ST_01.12,0.007675952482178974,0.0010558799693470683,65,0
1,6.0,g1,ST_01.13,0.05004630901096892,0.013181209878362249,5,0
1,6.0,g1,ST_01.21,0.04297849266259532,0.004683015824243877,26,0
1,6.0,g1,ST_01.22,0.03005687528484404,0.0030763242297871204,65,0
1,6.0,g1,ST_01.23,0.041951553059830476,0.005072562251181837,65,0
1,6.0,g1,ST_01.24,0.037706435164817906,0.0031039735661805117,65,0
1,6.0,g1,ST_01.25,0.04019907731241696,0.004404493778799147,65,0
1,6.0,g1,ST_01.26,0.041375918090432444,0.0038014780853515818,65,0
1,6.0,g1,ST_01.27,0.03913822470257639,0.0042900269609743216,65,0
1,6.0,g1,ST_01.28,0.03490405048633579,0.005853356286022937,36,0
1,6.0,g1,ST_01.30,0.006791424118593359,0.0010021296122055602,65,0
1,6.0,g1,ST_01.31,0.013970159786747226,0.0031417582463720665,65,0
1,6.0,g1,ST_01.E4,0.007187274043010775,0.007073426457114787,65,0
1,6.0,g2,ST_01.01,0.00983498110381278,0.0013416000810038639,65,0
1,6.0,g2,ST_01.02,0.05239182184561519,0.00495423750407419,20,0
1,6.0,g2,ST_01.03,0.043698249476355144,0.002951055764125852,20,0
1,6.0,g2,ST_01.04,0.062437716944860396,0.007470869392959214,50,0
1,6.0,g2,ST_01.05,0.045799376224595754,0.003530033983639584,52,0
1,6.0,g2,ST_01.06,0.06082790266121447,0.007880383148997323,19,0
1,6.0,g2,ST_01.07,0.06785085464135707,0.007500125028662898,20,0
1,6.0,g2,ST_01.08,0.04366855264585869,0.004738009945083049,65,0
1,6.0,g2,ST_01.09,0.07371393960715655,0.007017297725784035,18,0
1,6.0,g2,ST_01.10,0.07787607436200351,0.005216719027730568,15,0
1,6.0,g2,ST_01.11,0.06791878428182184,0.006221208261362257,12,0
1,6.0,g2,ST_01.12,0.007675952482178974,0.0010558799693470683,65,0
1,6.0,g2,ST_01.13,0.05004630901096892,0.013181209878362249,65,0
1,6.0,g2,ST_01.21,0.04297849266259532,0.004683015824243877,18,0
1,6.0,g2,ST_01.22,0.03005687528484404,0.0030763242297871204,65,0
1,6.0,g2,ST_01.23,0.041951553059830476,0.005072562251181837,55,0
1,6.0,g2,ST_01.24,0.037706435164817906,0.0031039735661805117,26,0
1,6.0,g2,ST_01.25,0.04019907731241696,0.004404493778799147,53,0
1,6.0,g2,ST_01.26,0.041375918090432444,0.0038014780853515818,65,0
1,6.0,g2,ST_01.27,0.03913822470257639,0.0042900269609743216,65,0
1,6.0,g2,ST_01.28,0.03490405048633579,0.005853356286022937,47,0
1,6.0,g2,ST_01.30,0.006791424118593359,0.0010021296122055602,65,0
1,6.0,g2,ST_01.31,0.013970159786747226,0.0031417582463720665,65,0
1,6.0,g2,ST_01.E4,0.007187274043010775,0.007073426457114787,65,0
1,6.0,g4,ST_01.01,0.00983498110381278,0.0013416000810038639,65,0
1,6.0,g4,ST_01.02,0.05239182184561519,0.00495423750407419,45,0
1,6.0,g4,ST_01.03,0.043698249476355144,0.002951055764125852,38,0
1,6.0,g4,ST_01.04,0.062437716944860396,0.007470869392959214,19,0
1,6.0,g4,ST_01.05,0.045799376224595754,0.003530033983639584,32,13
1,6.0,g4,ST_01.06,0.06082790266121447,0.007880383148997323,65,0
1,6.0,g4,ST_01.07,0.06785085464135707,0.007500125028662898,50,0
1,6.0,g4,ST_01.08,0.04366855264585869,0.004738009945083049,65,0
1,6.0,g4,ST_01.09,0.07371393960715655,0.007017297725784035,10,0
1,6.0,g4,ST_01.10,0.07787607436200351,0.005216719027730568,19,0
1,6.0,g4,ST_01.11,0.06791878428182184,0.006221208261362257,17,0
1,6.0,g4,ST_01.12,0.007675952482178974,0.0010558799693470683,65,0
1,6.0,g4,ST_01.13,0.05004630901096892,0.013181209878362249,65,0
1,6.0,g4,ST_01.21,0.04297849266259532,0.004683015824243877,14,0
1,6.0,g4,ST_01.22,0.03005687528484404,0.0030763242297871204,49,0
1,6.0,g4,ST_01.23,0.041951553059830476,0.005072562251181837,65,0
1,6.0,g4,ST_01.24,0.037706435164817906,0.0031039735661805117,28,0
1,6.0,g4,ST_01.25,0.04019907731241696,0.004404493778799147,37,0
1,6.0,g4,ST_01.26,0.041375918090432444,0.0038014780853515818,65,0
1,6.0,g4,ST_01.27,0.03913822470257639,0.0042900269609743216,65,0
1,6.0,g4,ST_01.28,0.03490405048633579,0.005853356286022937,32,0
1,6.0,g4,ST_01.30,0.006791424118593359,0.0010021296122055602,65,0
1,6.0,g4,ST_01.31,0.013970159786747226,0.0031417582463720665,65,0
1,6.0,g4,ST_01.E4,0.007187274043010775,0.007073426457114787,65,0
2,6.0,incumbent,ST_01.01,0.009883162141290827,0.0013370945708936145,27,0
2,6.0,incumbent,ST_01.02,0.052235833316881385,0.004795472637301161,17,0
2,6.0,incumbent,ST_01.03,0.04361363866082097,0.0028408281914717903,14,0
2,6.0,incumbent,ST_01.04,0.06199083682266701,0.0073499244884565945,15,0
2,6.0,incumbent,ST_01.05,0.045722583432203374,0.003483722963987441,22,0
2,6.0,incumbent,ST_01.06,0.060849749196130905,0.007574971292418136,52,0
2,6.0,incumbent,ST_01.07,0.06761641322944384,0.007299496395661479,21,0
2,6.0,incumbent,ST_01.08,0.0439634511637503,0.004717310820596278,27,0
2,6.0,incumbent,ST_01.09,0.07341060114827552,0.006839451010815574,22,0
2,6.0,incumbent,ST_01.10,0.07768541464214024,0.005194744178741585,14,0
2,6.0,incumbent,ST_01.11,0.06863787478218518,0.006424919236303796,16,0
2,6.0,incumbent,ST_01.12,0.007793638511640823,0.001102069927168629,65,0
2,6.0,incumbent,ST_01.13,0.048868343142170055,0.013189952467731273,19,0
2,6.0,incumbent,ST_01.21,0.04307318881586501,0.004545534139285517,55,0
2,6.0,incumbent,ST_01.22,0.03017501182629256,0.002986362095548885,9,0
2,6.0,incumbent,ST_01.23,0.04186930376134363,0.005121922781822194,24,0
2,6.0,incumbent,ST_01.24,0.037802981895662835,0.0031041602015102017,7,0
2,6.0,incumbent,ST_01.25,0.04065122613656329,0.0045843483329670864,31,0
