config_id,size_n,K,k_paired,mean_visits,mean_pct_delta_visits_vs_base,pct_delta_ci95_lo,pct_delta_ci95_hi,ci_informative,base_tiebreak_noise_pct,frac_instances_wl_broken,mean_n_pairs_kept,n_rows,n_ok,n_partial_assign,n_degenerate,n_timeout,n_error
minfreq_x1.5,2000,3,3,483326.0,0.0,,,False,0.05417641842088889,1.0,2422.0,3,3,0,0,0,0
minfreq_x2,2000,3,3,483326.0,0.0,,,False,0.05417641842088889,1.0,2422.0,3,3,0,0,0,0
mnoppc_x0.5,2000,3,3,493882.0,2.2096655704802846,,,False,0.05417641842088889,1.0,2422.0,3,3,0,0,0,0
mnoppc_x0.75,2000,3,3,486279.0,0.6211975371551519,,,False,0.05417641842088889,1.0,2422.0,3,3,0,0,0,0
mnoppc_x1.5,2000,3,3,477219.0,-1.2663181481627976,,,False,0.05417641842088889,1.0,2422.0,3,3,0,0,0,0
mnoppc_x2,2000,3,3,475637.0,-1.5776929752562696,,,False,0.05417641842088889,1.0,2422.0,3,3,0,0,0,0
preproc_x0.5,2000,3,3,483326.0,0.0,,,False,0.05417641842088889,1.0,2422.0,3,3,0,0,0,0
preproc_x0.75,2000,3,3,483326.0,0.0,,,False,0.05417641842088889,1.0,2422.0,3,3,0,0,0,0
preproc_x1.5,2000,3,3,483326.0,0.0,,,False,0.05417641842088889,1.0,2422.0,3,3,0,0,0,0
preproc_x2,2000,3,3,483326.0,0.0,,,False,0.05417641842088889,1.0,2422.0,3,3,0,0,0,0
ratio_x0.5,2000,3,3,483326.0,0.0,,,False,0.05417641842088889,1.0,2422.0,3,3,0,0,0,0
ratio_x0.75,2000,3,3,483326.0,0.0,,,False,0.05417641842088889,1.0,2422.0,3,3,0,0,0,0
ratio_x1.5,2000,3,3,483344.0,0.012717848065065715,,,False,0.05417641842088889,1.0,2368.6666666666665,3,3,0,0,0,0
ratio_x2,2000,3,3,486212.3333333333,0.6028556840551781,,,False,0.05417641842088889,1.0,2049.0,3,3,0,0,0,0
